2#app#app11#app1169/I  -0.021 1.709  -0.021 1.639  -0.021 1.569  -0.021 1.499  -0.021 1.428  -0.021 1.358  -0.021 1.288  -0.021 1.218  -0.021 1.148  -0.021 1.078  -0.021 1.008  -0.021 0.938  -0.021 0.868  -0.021 0.797  -0.021 0.727  -0.021 0.657  -0.021 0.587  -0.021 0.517  -0.021 0.447  -0.021 0.377  -0.021 0.307  -0.021 0.237  -0.021 0.166  -0.021 0.096  -0.021 0.026  -0.021 -0.044  -0.021 -0.114  -0.021 -0.184  -0.021 -0.254  -0.021 -0.324  -0.021 -0.394  -0.021 -0.465  -0.021 -0.535  -0.021 -0.605  -0.021 -0.675  -0.021 -0.745  -0.021 -0.815  -0.021 -0.885  -0.021 -0.955  -0.021 -1.026  -0.021 -1.096  -0.021 -1.166  0.019 -1.219  0.068 -1.269  0.118 -1.318  0.139 -1.380  0.139 -1.450  0.139 -1.520  0.139 -1.590  0.139 -1.660
2#art#art03tst/I  0.171 1.184  0.131 1.016  0.107 0.844  0.090 0.670  0.084 0.496  0.061 0.323  0.038 0.150  0.015 -0.023  0.010 -0.197  0.010 -0.371  0.010 -0.546  0.010 -0.720  -0.059 -0.840  -0.229 -0.883  -0.398 -0.925  -0.567 -0.967  -0.737 -1.010  -0.906 -1.052  -0.837 -1.024  -0.663 -1.024  -0.488 -1.024  -0.315 -1.008  -0.144 -0.974  0.027 -0.940  0.198 -0.906  0.372 -0.903  0.547 -0.903  0.721 -0.903  0.892 -0.901  0.801 -0.752  0.710 -0.603  0.619 -0.454  0.528 -0.305  0.437 -0.156  0.346 -0.007  0.256 0.142  0.165 0.291  0.074 0.440  -0.017 0.589  -0.108 0.737  -0.199 0.886  -0.290 1.035  -0.381 1.184  -0.471 1.333  -0.534 1.474  -0.367 1.505  -0.192 1.505  -0.018 1.505  0.157 1.505  0.331 1.505
2#art#art03tst/I  0.231 1.114  0.156 0.973  0.091 0.822  0.062 0.662  0.062 0.497  0.062 0.333  0.062 0.168  0.062 0.004  0.062 -0.161  0.062 -0.326  0.062 -0.490  0.062 -0.655  0.062 -0.819  -0.004 -0.935  -0.161 -0.982  -0.319 -1.029  -0.477 -1.077  -0.634 -1.124  -0.775 -1.169  -0.611 -1.169  -0.446 -1.169  -0.282 -1.169  -0.117 -1.169  0.048 -1.169  0.211 -1.156  0.372 -1.123  0.525 -1.080  0.465 -0.927  0.404 -0.774  0.343 -0.621  0.283 -0.468  0.222 -0.315  0.161 -0.162  0.101 -0.009  0.040 0.144  -0.021 0.297  -0.081 0.450  -0.142 0.603  -0.203 0.756  -0.263 0.909  -0.324 1.062  -0.385 1.215  -0.445 1.368  -0.291 1.410  -0.127 1.410  0.038 1.410  0.202 1.410  0.367 1.410  0.532 1.410  0.696 1.410
2#art#art03tst/I  0.153 0.987  0.153 0.825  0.131 0.665  0.102 0.507  0.102 0.344  0.102 0.181  0.102 0.018  0.102 -0.145  0.106 -0.307  0.137 -0.467  0.153 -0.628  0.153 -0.791  0.183 -0.951  0.151 -1.062  -0.012 -1.072  -0.174 -1.082  -0.337 -1.092  -0.499 -1.102  -0.565 -1.109  -0.403 -1.109  -0.240 -1.109  -0.077 -1.107  0.085 -1.089  0.247 -1.071  0.409 -1.058  0.569 -1.039  0.636 -0.953  0.560 -0.809  0.483 -0.665  0.407 -0.521  0.330 -0.377  0.254 -0.233  0.178 -0.089  0.101 0.055  0.025 0.199  -0.051 0.343  -0.128 0.486  -0.204 0.630  -0.280 0.774  -0.357 0.918  -0.433 1.062  -0.509 1.206  -0.586 1.350  -0.662 1.494  -0.508 1.499  -0.345 1.499  -0.182 1.499  -0.019 1.499  0.144 1.499  0.307 1.499
2#art#art03tst/I  0.209 0.982  0.160 0.837  0.154 0.684  0.154 0.531  0.154 0.377  0.154 0.224  0.154 0.070  0.154 -0.083  0.154 -0.237  0.154 -0.390  0.154 -0.543  0.132 -0.686  0.010 -0.780  -0.112 -0.873  -0.233 -0.967  -0.355 -1.060  -0.477 -1.154  -0.518 -1.205  -0.371 -1.164  -0.231 -1.109  -0.077 -1.109  0.075 -1.092  0.227 -1.073  0.380 -1.054  0.533 -1.054  0.682 -1.025  0.723 -0.937  0.647 -0.804  0.570 -0.671  0.494 -0.537  0.418 -0.404  0.341 -0.271  0.265 -0.138  0.188 -0.005  0.112 0.128  0.035 0.261  -0.041 0.394  -0.118 0.527  -0.194 0.660  -0.270 0.793  -0.347 0.926  -0.423 1.059  -0.500 1.192  -0.576 1.326  -0.653 1.459  -0.722 1.588  -0.569 1.588  -0.415 1.588  -0.262 1.588  -0.121 1.643
2#art#art03tst/I  0.251 1.274  0.251 1.107  0.251 0.940  0.251 0.773  0.251 0.606  0.251 0.439  0.251 0.272  0.251 0.105  0.251 -0.062  0.251 -0.230  0.234 -0.395  0.193 -0.552  0.067 -0.660  -0.060 -0.769  -0.187 -0.878  -0.314 -0.986  -0.441 -1.095  -0.568 -1.204  -0.423 -1.212  -0.256 -1.212  -0.089 -1.201  0.076 -1.175  0.241 -1.150  0.407 -1.137  0.574 -1.137  0.733 -1.103  0.773 -1.002  0.675 -0.866  0.577 -0.731  0.479 -0.596  0.381 -0.461  0.283 -0.326  0.184 -0.191  0.086 -0.055  -0.012 0.080  -0.110 0.215  -0.208 0.350  -0.306 0.485  -0.404 0.621  -0.502 0.756  -0.601 0.891  -0.699 1.026  -0.797 1.161  -0.850 1.274  -0.684 1.277  -0.525 1.318  -0.359 1.330  -0.192 1.342  -0.026 1.359  0.138 1.387
2#art#art03tst/I  0.115 1.181  0.110 1.008  0.060 0.846  0.060 0.671  0.060 0.497  0.060 0.322  0.060 0.148  0.060 -0.027  0.060 -0.201  0.091 -0.371  0.134 -0.541  0.145 -0.693  -0.019 -0.754  -0.182 -0.814  -0.346 -0.874  -0.510 -0.935  -0.673 -0.995  -0.837 -1.055  -0.737 -1.068  -0.562 -1.068  -0.388 -1.068  -0.213 -1.068  -0.039 -1.068  0.135 -1.062  0.309 -1.046  0.482 -1.030  0.656 -1.014  0.827 -1.011  0.740 -0.860  0.652 -0.709  0.565 -0.558  0.478 -0.407  0.391 -0.256  0.303 -0.105  0.216 0.046  0.129 0.197  0.042 0.348  -0.046 0.499  -0.133 0.650  -0.220 0.801  -0.307 0.952  -0.395 1.103  -0.482 1.254  -0.569 1.405  -0.483 1.456  -0.308 1.456  -0.134 1.456  0.040 1.456  0.215 1.456  0.389 1.456
2#art#art03tst/I  0.104 1.348  0.104 1.194  0.104 1.040  0.104 0.887  0.104 0.733  0.104 0.580  0.104 0.426  0.104 0.273  0.104 0.119  0.104 -0.034  0.104 -0.188  0.104 -0.341  0.104 -0.495  0.003 -0.609  -0.101 -0.723  -0.204 -0.836  -0.308 -0.949  -0.412 -1.062  -0.516 -1.175  -0.505 -1.238  -0.351 -1.238  -0.198 -1.238  -0.044 -1.238  0.110 -1.238  0.263 -1.238  0.406 -1.201  0.533 -1.116  0.646 -1.089  0.583 -0.949  0.519 -0.810  0.456 -0.670  0.392 -0.530  0.329 -0.390  0.265 -0.250  0.202 -0.111  0.138 0.029  0.075 0.169  0.011 0.309  -0.052 0.448  -0.116 0.588  -0.180 0.728  -0.243 0.868  -0.307 1.008  -0.370 1.147  -0.434 1.287  -0.497 1.427  -0.561 1.567  -0.449 1.594  -0.296 1.594  -0.142 1.594
2#app#app13#app1382/I  0.247 1.594  0.176 1.594  0.134 1.566  0.134 1.496  0.134 1.425  0.134 1.354  0.134 1.283  0.134 1.213  0.134 1.142  0.134 1.071  0.134 1.001  0.134 0.930  0.134 0.859  0.134 0.789  0.134 0.718  0.134 0.647  0.134 0.577  0.103 0.513  0.071 0.450  0.040 0.387  0.021 0.321  0.021 0.250  0.021 0.179  0.021 0.109  0.021 0.038  0.021 -0.033  0.021 -0.103  0.004 -0.172  -0.014 -0.240  -0.031 -0.309  -0.048 -0.378  -0.065 -0.446  -0.082 -0.515  -0.093 -0.584  -0.093 -0.655  -0.093 -0.726  -0.093 -0.796  -0.093 -0.867  -0.093 -0.938  -0.093 -1.008  -0.124 -1.072  -0.155 -1.135  -0.187 -1.198  -0.206 -1.264  -0.206 -1.335  -0.206 -1.406  -0.206 -1.476  -0.206 -1.547  -0.206 -1.618  -0.206 -1.688
1b#apb#apb28#app2804/I  0.795 1.495  0.764 1.432  0.732 1.369  0.701 1.307  0.670 1.244  0.638 1.181  0.613 1.116  0.596 1.048  0.579 0.980  0.562 0.912  0.545 0.844  0.528 0.776  0.511 0.708  0.484 0.644  0.450 0.583  0.416 0.522  0.381 0.461  0.347 0.400  0.313 0.339  0.278 0.278  0.244 0.216  0.210 0.155  0.175 0.094  0.141 0.033  0.106 -0.028  0.072 -0.089  0.038 -0.150  0.003 -0.211  -0.035 -0.269  -0.085 -0.319  -0.134 -0.368  -0.184 -0.418  -0.233 -0.467  -0.283 -0.517  -0.332 -0.567  -0.382 -0.616  -0.432 -0.666  -0.481 -0.715  -0.531 -0.765  -0.580 -0.814  -0.627 -0.867  -0.670 -0.922  -0.713 -0.978  -0.756 -1.033  -0.799 -1.088  -0.842 -1.143  -0.885 -1.199  -0.928 -1.254  -0.971 -1.309  -1.014 -1.365
1b#apa#apa02#app0204/I  -0.286 1.537  -0.213 1.537  -0.141 1.537  -0.082 1.523  -0.082 1.451  -0.082 1.379  -0.082 1.307  -0.082 1.234  -0.082 1.162  -0.082 1.090  -0.082 1.018  -0.082 0.946  -0.082 0.873  -0.082 0.801  -0.082 0.729  -0.082 0.657  -0.082 0.584  -0.082 0.512  -0.082 0.440  -0.082 0.368  -0.082 0.296  -0.082 0.223  -0.082 0.151  -0.082 0.079  -0.082 0.007  -0.082 -0.066  -0.048 -0.124  0.003 -0.175  0.054 -0.226  0.105 -0.277  0.121 -0.343  0.121 -0.415  0.121 -0.487  0.121 -0.559  0.121 -0.631  0.121 -0.704  0.121 -0.776  0.121 -0.848  0.121 -0.920  0.121 -0.993  0.121 -1.065  0.121 -1.137  0.121 -1.209  0.121 -1.281  0.121 -1.354  0.121 -1.426  0.121 -1.498  0.121 -1.570  0.121 -1.643  0.121 -1.715
1b#app#app32#app3212/I  0.334 0.579  0.237 0.742  0.237 0.946  0.055 0.968  0.042 0.778  0.042 0.574  0.042 0.370  0.042 0.167  -0.049 0.001  -0.055 -0.200  -0.046 -0.395  -0.047 -0.468  -0.205 -0.597  -0.363 -0.726  -0.520 -0.855  -0.678 -0.984  -0.836 -1.113  -0.993 -1.242  -0.932 -1.211  -0.932 -1.007  -0.834 -0.901  -0.650 -0.882  -0.486 -0.784  -0.283 -0.784  -0.079 -0.784  0.125 -0.784  0.328 -0.784  0.531 -0.787  0.696 -0.882  0.899 -0.882  0.963 -0.812  0.841 -0.649  0.719 -0.486  0.596 -0.323  0.474 -0.160  0.352 0.003  0.230 0.166  0.108 0.329  -0.015 0.492  -0.137 0.655  -0.259 0.818  -0.381 0.981  -0.445 1.163  -0.369 1.336  -0.175 1.357  0.010 1.439  0.210 1.455  0.413 1.455  0.520 1.357  0.723 1.357
2#app#app31#app3165/I  0.184 1.361  0.130 1.173  0.007 1.006  -0.083 0.817  -0.083 0.607  -0.083 0.397  -0.083 0.187  -0.083 -0.023  -0.083 -0.234  -0.036 -0.424  0.112 -0.573  0.184 -0.753  0.012 -0.847  -0.183 -0.925  -0.378 -1.003  -0.573 -1.081  -0.769 -1.160  -0.964 -1.238  -1.149 -1.309  -1.000 -1.160  -0.851 -1.012  -0.703 -0.863  -0.537 -0.738  -0.349 -0.645  -0.143 -0.620  0.057 -0.554  0.260 -0.511  0.470 -0.511  0.680 -0.511  0.891 -0.511  1.101 -0.511  0.961 -0.405  0.786 -0.289  0.612 -0.172  0.437 -0.055  0.262 0.061  0.087 0.178  -0.088 0.294  -0.263 0.411  -0.438 0.528  -0.485 0.713  -0.485 0.923  -0.329 1.037  -0.141 1.131  0.047 1.225  0.235 1.278  0.411 1.361  0.621 1.361  0.832 1.361  0.986 1.227
2#app#app31#app3165/I  0.325 0.835  0.186 0.770  0.094 0.604  0.047 0.419  0.047 0.215  -0.043 0.048  -0.135 -0.128  -0.200 -0.322  -0.232 -0.521  -0.213 -0.717  -0.093 -0.871  -0.023 -1.046  -0.057 -1.092  -0.256 -1.048  -0.455 -1.004  -0.655 -0.960  -0.854 -0.915  -1.053 -0.871  -1.174 -0.804  -1.014 -0.698  -0.810 -0.698  -0.660 -0.568  -0.460 -0.558  -0.256 -0.558  -0.052 -0.558  0.152 -0.558  0.217 -0.698  0.421 -0.698  0.578 -0.811  0.728 -0.812  0.621 -0.639  0.514 -0.465  0.407 -0.291  0.300 -0.117  0.193 0.057  0.086 0.230  -0.021 0.404  -0.128 0.578  -0.235 0.752  -0.342 0.925  -0.366 1.119  -0.217 1.252  -0.036 1.309  0.133 1.392  0.337 1.392  0.542 1.392  0.746 1.392  0.950 1.392  1.115 1.298  1.300 1.252
2#ibm#ibm0#r0312/I  0.123 1.261  0.123 1.349  0.123 1.171  0.123 0.993  0.123 0.815  0.123 0.636  0.123 0.458  0.123 0.280  0.123 0.102  0.123 -0.076  0.123 -0.254  0.055 -0.404  -0.010 -0.555  -0.010 -0.733  -0.156 -0.833  -0.304 -0.932  -0.453 -1.030  -0.601 -1.129  -0.749 -1.228  -0.702 -1.268  -0.530 -1.255  -0.401 -1.135  -0.223 -1.135  -0.074 -1.065  0.078 -1.002  0.217 -1.095  0.379 -1.135  0.557 -1.135  0.623 -1.062  0.550 -0.899  0.478 -0.736  0.406 -0.574  0.334 -0.411  0.261 -0.248  0.189 -0.086  0.117 0.077  0.044 0.240  -0.028 0.403  -0.100 0.565  -0.173 0.728  -0.245 0.891  -0.317 1.053  -0.390 1.216  -0.409 1.390  -0.368 1.261  -0.190 1.261  -0.012 1.261  0.166 1.261  0.256 1.349  0.389 1.394
2#ibm#ibm0#r0312/I  0.066 1.155  0.066 1.231  0.066 1.057  0.066 0.884  0.066 0.710  0.066 0.536  0.066 0.362  0.066 0.189  0.066 0.015  0.066 -0.159  0.066 -0.333  0.066 -0.506  0.066 -0.680  0.191 -0.729  0.135 -0.868  -0.020 -0.946  -0.176 -1.024  -0.331 -1.102  -0.487 -1.179  -0.464 -1.215  -0.290 -1.215  -0.116 -1.215  0.023 -1.133  0.179 -1.090  0.353 -1.090  0.501 -1.152  0.649 -1.215  0.628 -1.097  0.547 -0.943  0.467 -0.789  0.386 -0.635  0.305 -0.481  0.225 -0.327  0.144 -0.174  0.064 -0.020  -0.017 0.134  -0.098 0.288  -0.178 0.442  -0.259 0.596  -0.340 0.750  -0.420 0.904  -0.501 1.058  -0.581 1.212  -0.662 1.365  -0.553 1.405  -0.380 1.405  -0.206 1.405  -0.032 1.405  0.142 1.405  0.315 1.405
2#ibm#ibm0#r0312/I  0.103 1.017  0.103 0.857  0.103 0.698  0.009 0.577  -0.012 0.426  -0.012 0.266  -0.012 0.107  0.012 -0.043  0.103 -0.165  0.103 -0.324  0.103 -0.484  0.069 -0.630  -0.012 -0.756  -0.058 -0.903  -0.140 -1.040  -0.222 -1.177  -0.304 -1.313  -0.301 -1.402  -0.171 -1.331  -0.029 -1.287  0.130 -1.287  0.269 -1.236  0.402 -1.172  0.562 -1.172  0.659 -1.135  0.579 -0.997  0.500 -0.858  0.421 -0.719  0.342 -0.581  0.263 -0.442  0.183 -0.303  0.104 -0.165  0.025 -0.026  -0.054 0.112  -0.134 0.251  -0.213 0.390  -0.292 0.528  -0.371 0.667  -0.450 0.806  -0.530 0.944  -0.609 1.083  -0.688 1.222  -0.611 1.339  -0.461 1.363  -0.302 1.363  -0.142 1.363  0.018 1.363  0.177 1.363  0.336 1.365  0.449 1.478
2#ibm#ibm0#r0312/I  0.362 0.864  0.362 0.935  0.291 0.792  0.240 0.641  0.240 0.468  0.240 0.296  0.237 0.123  0.183 -0.040  0.128 -0.204  0.118 -0.375  0.118 -0.548  0.027 -0.678  -0.104 -0.790  -0.235 -0.903  -0.366 -1.015  -0.497 -1.127  -0.628 -1.240  -0.704 -1.332  -0.555 -1.274  -0.409 -1.210  -0.237 -1.210  -0.064 -1.210  0.097 -1.159  0.252 -1.088  0.425 -1.088  0.597 -1.088  0.530 -0.943  0.450 -0.790  0.369 -0.637  0.289 -0.485  0.208 -0.332  0.128 -0.179  0.048 -0.026  -0.033 0.126  -0.113 0.279  -0.193 0.432  -0.274 0.584  -0.354 0.737  -0.435 0.890  -0.515 1.043  -0.595 1.195  -0.602 1.352  -0.429 1.352  -0.257 1.352  -0.132 1.236  0.038 1.230  0.210 1.230  0.383 1.230  0.556 1.230  0.606 1.352
2#ibm#ibm0#r0312/I  0.142 1.167  0.142 0.989  0.142 0.811  0.142 0.632  0.142 0.454  0.142 0.275  0.142 0.097  0.142 -0.081  0.142 -0.260  0.142 -0.438  0.134 -0.613  -0.003 -0.727  -0.140 -0.841  -0.277 -0.956  -0.414 -1.070  -0.551 -1.184  -0.528 -1.240  -0.349 -1.240  -0.171 -1.240  0.008 -1.240  0.136 -1.119  0.185 -1.240  0.363 -1.240  0.415 -1.113  0.522 -1.185  0.472 -1.128  0.398 -0.965  0.325 -0.802  0.252 -0.640  0.179 -0.477  0.106 -0.314  0.032 -0.152  -0.041 0.011  -0.114 0.174  -0.187 0.336  -0.260 0.499  -0.334 0.662  -0.407 0.824  -0.480 0.987  -0.553 1.150  -0.618 1.274  -0.547 1.167  -0.368 1.167  -0.241 1.291  -0.064 1.294  0.114 1.294  0.269 1.270  0.322 1.221  0.470 1.294  0.522 1.167
2#ibm#ibm0#r0312/I  0.052 1.104  0.052 0.935  0.052 0.765  0.052 0.595  0.052 0.426  0.052 0.256  0.052 0.086  0.052 -0.083  0.052 -0.253  0.052 -0.423  0.124 -0.563  0.099 -0.676  -0.031 -0.785  -0.161 -0.893  -0.292 -1.002  -0.422 -1.111  -0.552 -1.219  -0.404 -1.227  -0.234 -1.227  -0.071 -1.220  -0.017 -1.104  0.052 -1.204  0.199 -1.227  0.297 -1.155  0.416 -1.104  0.420 -1.184  0.387 -1.021  0.324 -0.863  0.261 -0.706  0.198 -0.548  0.135 -0.391  0.072 -0.233  0.009 -0.075  -0.054 0.082  -0.117 0.240  -0.180 0.397  -0.243 0.555  -0.307 0.712  -0.370 0.870  -0.433 1.027  -0.496 1.185  -0.559 1.342  -0.400 1.350  -0.230 1.350  -0.060 1.350  0.109 1.350  0.279 1.350  0.449 1.350  0.618 1.350  0.665 1.472
2#ibm#ibm0#r0312/I  0.067 1.264  0.067 1.084  0.167 1.004  0.183 0.860  0.067 0.728  0.067 0.548  0.067 0.367  0.067 0.187  0.067 0.007  0.067 -0.173  0.027 -0.337  -0.063 -0.479  -0.063 -0.659  -0.063 -0.796  -0.119 -0.732  -0.260 -0.845  -0.401 -0.958  -0.541 -1.070  -0.682 -1.183  -0.577 -1.201  -0.448 -1.078  -0.268 -1.078  -0.088 -1.078  0.092 -1.078  0.197 -1.153  0.323 -1.208  0.457 -1.253  0.457 -1.243  0.409 -1.071  0.350 -0.901  0.290 -0.731  0.231 -0.561  0.171 -0.391  0.112 -0.221  0.052 -0.051  -0.007 0.119  -0.067 0.289  -0.126 0.459  -0.186 0.629  -0.245 0.799  -0.305 0.970  -0.364 1.140  -0.424 1.310  -0.363 1.394  -0.183 1.394  -0.003 1.394  0.177 1.394  0.357 1.394  0.537 1.394  0.718 1.394
2#ibm#ibm0#r0312/I  0.053 1.053  0.053 0.879  0.053 0.706  0.053 0.532  0.053 0.359  0.053 0.185  0.053 0.012  0.053 -0.162  0.053 -0.335  0.053 -0.509  -0.040 -0.589  -0.083 -0.726  -0.206 -0.848  -0.328 -0.971  -0.451 -1.094  -0.574 -1.216  -0.411 -1.221  -0.238 -1.221  -0.064 -1.221  0.109 -1.221  0.179 -1.118  0.330 -1.095  0.503 -1.095  0.558 -1.213  0.666 -1.186  0.582 -1.034  0.499 -0.882  0.415 -0.730  0.331 -0.578  0.248 -0.426  0.164 -0.274  0.080 -0.122  -0.003 0.030  -0.087 0.182  -0.170 0.334  -0.254 0.486  -0.338 0.638  -0.421 0.790  -0.505 0.942  -0.589 1.094  -0.672 1.246  -0.599 1.305  -0.425 1.305  -0.273 1.253  -0.151 1.228  -0.009 1.305  0.164 1.305  0.338 1.305  0.511 1.305  0.685 1.305
2#ibm#ibm0#r0312/I  0.213 1.233  0.213 1.071  0.213 0.910  0.213 0.748  0.130 0.621  0.081 0.480  0.081 0.318  0.081 0.157  0.081 -0.005  0.081 -0.167  0.081 -0.328  0.079 -0.489  -0.036 -0.603  -0.150 -0.717  -0.264 -0.832  -0.378 -0.946  -0.493 -1.060  -0.607 -1.174  -0.705 -1.272  -0.590 -1.158  -0.433 -1.148  -0.271 -1.148  -0.110 -1.148  0.052 -1.148  0.213 -1.148  0.375 -1.148  0.536 -1.148  0.577 -1.066  0.517 -0.916  0.457 -0.766  0.397 -0.616  0.337 -0.466  0.277 -0.316  0.217 -0.166  0.157 -0.016  0.097 0.134  0.037 0.284  -0.023 0.434  -0.083 0.584  -0.143 0.734  -0.203 0.884  -0.263 1.034  -0.323 1.184  -0.383 1.334  -0.443 1.484  -0.301 1.497  -0.139 1.497  0.022 1.497  0.184 1.497  0.345 1.497
2#ibm#ibm0#r0312/I  -0.076 0.907  -0.076 0.722  -0.076 0.537  -0.076 0.351  -0.076 0.166  -0.076 -0.019  -0.076 -0.205  -0.076 -0.390  0.033 -0.530  0.035 -0.715  -0.069 -0.857  -0.025 -0.889  -0.196 -0.962  -0.366 -1.035  -0.536 -1.108  -0.707 -1.181  -0.635 -1.090  -0.452 -1.085  -0.266 -1.085  -0.081 -1.085  -0.006 -1.196  0.179 -1.196  0.256 -1.088  0.167 -0.925  0.077 -0.763  -0.013 -0.601  -0.103 -0.439  -0.193 -0.277  -0.283 -0.115  -0.373 0.047  -0.463 0.209  -0.553 0.371  -0.643 0.533  -0.733 0.695  -0.823 0.857  -0.728 0.919  -0.584 1.018  -0.398 1.018  -0.213 1.018  -0.028 1.018  0.158 1.018  0.342 1.002  0.524 0.969  0.706 0.936  0.889 0.903  1.071 0.870  1.253 0.837  1.436 0.804  1.474 0.650  1.474 0.465
2#ibm#ibm0#r0312/I  -1.680 -0.286  -1.612 -0.272  -1.543 -0.257  -1.475 -0.242  -1.406 -0.228  -1.338 -0.213  -1.270 -0.198  -1.201 -0.183  -1.133 -0.169  -1.064 -0.155  -0.995 -0.149  -0.925 -0.142  -0.855 -0.135  -0.786 -0.129  -0.716 -0.122  -0.646 -0.115  -0.577 -0.109  -0.507 -0.102  -0.437 -0.095  -0.368 -0.088  -0.298 -0.082  -0.228 -0.075  -0.159 -0.068  -0.089 -0.062  -0.020 -0.055  0.050 -0.048  0.120 -0.042  0.189 -0.035  0.259 -0.027  0.324 -0.001  0.389 0.024  0.454 0.049  0.519 0.075  0.585 0.100  0.650 0.126  0.715 0.151  0.780 0.177  0.845 0.202  0.910 0.227  0.976 0.253  1.042 0.271  1.112 0.266  1.182 0.262  1.251 0.257  1.321 0.252  1.391 0.248  1.461 0.243  1.531 0.238  1.600 0.234  1.670 0.229
2#ibm#ibm0#r0312/I  -1.698 -0.030  -1.629 -0.027  -1.559 -0.024  -1.490 -0.022  -1.421 -0.019  -1.351 -0.016  -1.282 -0.013  -1.213 -0.010  -1.143 -0.008  -1.074 -0.005  -1.005 -0.002  -0.935 0.001  -0.866 0.003  -0.797 0.006  -0.727 0.009  -0.658 0.012  -0.589 0.015  -0.519 0.017  -0.450 0.020  -0.381 0.023  -0.311 0.026  -0.242 0.029  -0.173 0.028  -0.103 0.023  -0.034 0.018  0.035 0.014  0.104 0.009  0.173 0.004  0.243 -0.000  0.312 -0.005  0.381 -0.010  0.450 -0.014  0.520 -0.019  0.589 -0.023  0.658 -0.028  0.727 -0.028  0.797 -0.023  0.866 -0.019  0.935 -0.015  1.004 -0.011  1.074 -0.007  1.143 -0.003  1.212 0.001  1.282 0.005  1.351 0.009  1.420 0.014  1.489 0.018  1.559 0.022  1.628 0.026  1.697 0.030
2#ibm#ibm0#r0312/I  -0.041 1.715  -0.041 1.644  -0.041 1.574  -0.041 1.503  -0.041 1.432  -0.041 1.362  -0.041 1.291  -0.041 1.220  -0.041 1.149  -0.041 1.079  -0.041 1.008  -0.041 0.937  -0.041 0.867  -0.041 0.796  -0.041 0.725  -0.041 0.655  -0.041 0.584  -0.041 0.513  -0.041 0.443  -0.041 0.372  -0.041 0.301  -0.041 0.231  -0.041 0.160  -0.041 0.089  -0.041 0.019  -0.041 -0.052  -0.041 -0.123  -0.041 -0.193  -0.041 -0.264  -0.041 -0.335  -0.041 -0.406  -0.041 -0.476  -0.041 -0.547  -0.041 -0.618  -0.041 -0.688  -0.041 -0.759  -0.041 -0.830  -0.041 -0.900  -0.041 -0.971  0.001 -1.024  0.051 -1.074  0.101 -1.125  0.151 -1.175  0.183 -1.232  0.183 -1.303  0.183 -1.374  0.183 -1.444  0.183 -1.515  0.183 -1.586  0.183 -1.656
2#ibm#ibm0#r0312/I  -1.607 -0.247  -1.555 -0.195  -1.502 -0.142  -1.450 -0.090  -1.397 -0.038  -1.345 0.015  -1.293 0.067  -1.240 0.119  -1.184 0.164  -1.110 0.164  -1.036 0.164  -0.962 0.164  -0.888 0.164  -0.814 0.164  -0.740 0.164  -0.666 0.164  -0.592 0.164  -0.518 0.164  -0.444 0.164  -0.370 0.164  -0.296 0.164  -0.222 0.164  -0.148 0.164  -0.073 0.164  0.001 0.164  0.075 0.164  0.149 0.164  0.223 0.164  0.297 0.164  0.371 0.164  0.445 0.164  0.499 0.114  0.551 0.062  0.604 0.010  0.656 -0.042  0.708 -0.095  0.761 -0.147  0.813 -0.199  0.868 -0.247  0.942 -0.247  1.016 -0.247  1.090 -0.247  1.164 -0.247  1.238 -0.247  1.312 -0.247  1.386 -0.247  1.460 -0.247  1.534 -0.247  1.608 -0.247  1.683 -0.247
2#ibm#ibm0#r0312/I  -1.635 -0.357  -1.573 -0.326  -1.510 -0.295  -1.447 -0.263  -1.384 -0.232  -1.321 -0.201  -1.259 -0.169  -1.196 -0.138  -1.133 -0.107  -1.070 -0.075  -1.007 -0.044  -0.945 -0.013  -0.882 0.019  -0.819 0.050  -0.751 0.060  -0.681 0.060  -0.611 0.060  -0.540 0.060  -0.470 0.060  -0.400 0.060  -0.330 0.060  -0.260 0.060  -0.190 0.060  -0.119 0.060  -0.049 0.060  0.021 0.060  0.091 0.060  0.161 0.060  0.232 0.060  0.302 0.060  0.372 0.060  0.442 0.060  0.512 0.060  0.583 0.060  0.653 0.060  0.723 0.060  0.793 0.060  0.863 0.060  0.933 0.060  1.004 0.060  1.074 0.060  1.144 0.060  1.214 0.060  1.284 0.060  1.355 0.060  1.425 0.060  1.495 0.060  1.565 0.060  1.635 0.060  1.706 0.060
2#app#app11#app1178/I  -0.209 1.650  -0.159 1.600  -0.109 1.551  -0.060 1.501  -0.059 1.431  -0.059 1.361  -0.059 1.290  -0.059 1.220  -0.059 1.150  -0.059 1.080  -0.059 1.009  -0.059 0.939  -0.059 0.869  -0.059 0.799  -0.059 0.728  -0.059 0.658  -0.059 0.588  -0.059 0.517  -0.059 0.447  -0.059 0.377  -0.059 0.307  -0.059 0.236  -0.059 0.166  -0.059 0.096  -0.059 0.026  -0.059 -0.045  -0.059 -0.115  -0.047 -0.183  -0.025 -0.250  -0.002 -0.317  0.020 -0.383  0.042 -0.450  0.064 -0.517  0.086 -0.583  0.091 -0.653  0.091 -0.723  0.091 -0.793  0.091 -0.864  0.091 -0.934  0.091 -1.004  0.091 -1.074  0.091 -1.145  0.091 -1.215  0.091 -1.285  0.091 -1.356  0.091 -1.426  0.092 -1.496  0.141 -1.546  0.191 -1.595  0.241 -1.645
