2#app#app11#app1169/L  -0.459 1.835  -0.388 1.765  -0.324 1.691  -0.324 1.591  -0.324 1.491  -0.324 1.391  -0.324 1.292  -0.324 1.192  -0.324 1.092  -0.324 0.992  -0.324 0.892  -0.324 0.792  -0.324 0.692  -0.324 0.593  -0.324 0.493  -0.324 0.393  -0.324 0.293  -0.324 0.193  -0.324 0.093  -0.324 -0.007  -0.324 -0.107  -0.324 -0.206  -0.324 -0.306  -0.324 -0.406  -0.324 -0.506  -0.324 -0.606  -0.324 -0.706  -0.324 -0.806  -0.324 -0.905  -0.301 -0.982  -0.201 -0.982  -0.190 -0.893  -0.135 -0.848  -0.036 -0.848  0.064 -0.848  0.164 -0.848  0.212 -0.796  0.230 -0.714  0.330 -0.714  0.430 -0.714  0.515 -0.679  0.586 -0.608  0.674 -0.579  0.771 -0.568  0.860 -0.524  0.949 -0.479  1.041 -0.445  1.141 -0.445  1.215 -0.382  1.285 -0.311
3#ced#bykg6164_s_23/L  -0.263 1.422  -0.263 1.511  -0.235 1.583  -0.235 1.495  -0.274 1.419  -0.305 1.337  -0.325 1.251  -0.342 1.165  -0.367 1.081  -0.390 0.996  -0.408 0.909  -0.423 0.822  -0.428 0.735  -0.443 0.648  -0.456 0.562  -0.456 0.473  -0.456 0.385  -0.456 0.297  -0.456 0.209  -0.456 0.121  -0.456 0.033  -0.456 -0.056  -0.435 -0.141  -0.408 -0.225  -0.401 -0.312  -0.378 -0.396  -0.373 -0.484  -0.357 -0.569  -0.346 -0.656  -0.305 -0.727  -0.239 -0.785  -0.164 -0.819  -0.080 -0.791  0.004 -0.770  0.092 -0.770  0.181 -0.770  0.269 -0.770  0.353 -0.751  0.432 -0.714  0.520 -0.714  0.608 -0.714  0.696 -0.707  0.780 -0.691  0.866 -0.709  0.954 -0.714  1.040 -0.730  1.127 -0.742  1.215 -0.742  1.303 -0.742  1.391 -0.742
3#ced#bykg6164_s_23/L  -0.305 1.626  -0.332 1.709  -0.305 1.628  -0.278 1.544  -0.277 1.457  -0.277 1.369  -0.277 1.281  -0.277 1.193  -0.277 1.106  -0.277 1.018  -0.277 0.930  -0.277 0.842  -0.277 0.754  -0.277 0.667  -0.277 0.579  -0.277 0.491  -0.277 0.403  -0.283 0.316  -0.300 0.230  -0.305 0.143  -0.307 0.055  -0.329 -0.030  -0.333 -0.117  -0.342 -0.204  -0.359 -0.290  -0.361 -0.378  -0.361 -0.466  -0.361 -0.553  -0.389 -0.637  -0.388 -0.724  -0.358 -0.806  -0.275 -0.833  -0.187 -0.833  -0.100 -0.833  -0.013 -0.820  0.073 -0.803  0.159 -0.785  0.246 -0.777  0.332 -0.764  0.416 -0.760  0.501 -0.777  0.589 -0.777  0.677 -0.777  0.764 -0.777  0.852 -0.777  0.938 -0.796  1.024 -0.805  1.112 -0.805  1.200 -0.805  1.283 -0.833
3#ced#bykg6164_s_23/L  -0.467 1.212  -0.438 1.301  -0.403 1.387  -0.351 1.466  -0.303 1.511  -0.283 1.421  -0.269 1.329  -0.273 1.240  -0.298 1.149  -0.309 1.057  -0.309 0.963  -0.309 0.869  -0.330 0.778  -0.335 0.685  -0.356 0.594  -0.362 0.501  -0.362 0.407  -0.381 0.316  -0.388 0.223  -0.398 0.130  -0.415 0.038  -0.415 -0.056  -0.415 -0.150  -0.415 -0.244  -0.415 -0.338  -0.415 -0.432  -0.415 -0.526  -0.415 -0.620  -0.415 -0.714  -0.396 -0.805  -0.328 -0.815  -0.239 -0.785  -0.147 -0.766  -0.054 -0.756  0.040 -0.756  0.134 -0.756  0.228 -0.756  0.321 -0.746  0.413 -0.729  0.507 -0.729  0.601 -0.729  0.693 -0.717  0.785 -0.703  0.879 -0.703  0.973 -0.703  1.066 -0.687  1.157 -0.687  1.249 -0.709  1.340 -0.729  1.434 -0.729
3#app#app32#app3247/L  0.037 1.834  0.037 1.748  -0.018 1.685  -0.058 1.616  -0.058 1.530  -0.058 1.444  -0.058 1.359  -0.058 1.273  -0.058 1.187  -0.058 1.102  -0.058 1.016  -0.058 0.930  -0.072 0.847  -0.099 0.766  -0.126 0.684  -0.152 0.603  -0.152 0.517  -0.152 0.431  -0.152 0.346  -0.152 0.260  -0.152 0.174  -0.152 0.089  -0.152 0.003  -0.152 -0.083  -0.152 -0.168  -0.155 -0.254  -0.182 -0.335  -0.209 -0.416  -0.237 -0.497  -0.247 -0.581  -0.247 -0.667  -0.247 -0.753  -0.227 -0.830  -0.167 -0.891  -0.152 -0.971  -0.152 -1.056  -0.118 -1.128  -0.058 -1.189  0.028 -1.189  0.114 -1.189  0.192 -1.158  0.269 -1.120  0.340 -1.074  0.401 -1.014  0.415 -0.934  0.466 -0.880  0.542 -0.841  0.603 -0.793  0.612 -0.716  0.698 -0.716
3#app#app32#app3247/L  0.346 1.791  0.346 1.703  0.346 1.614  0.346 1.525  0.345 1.436  0.282 1.373  0.228 1.307  0.228 1.218  0.196 1.137  0.156 1.057  0.116 0.978  0.057 0.912  -0.006 0.849  -0.008 0.762  -0.034 0.679  -0.073 0.599  -0.113 0.520  -0.126 0.434  -0.140 0.348  -0.180 0.269  -0.219 0.189  -0.259 0.110  -0.299 0.030  -0.339 -0.050  -0.363 -0.133  -0.363 -0.222  -0.363 -0.311  -0.392 -0.392  -0.432 -0.472  -0.472 -0.552  -0.481 -0.638  -0.481 -0.727  -0.481 -0.816  -0.481 -0.905  -0.431 -0.973  -0.368 -1.036  -0.282 -1.042  -0.193 -1.042  -0.104 -1.042  -0.015 -1.042  0.074 -1.042  0.163 -1.042  0.249 -1.031  0.328 -0.992  0.408 -0.952  0.490 -0.924  0.579 -0.924  0.659 -0.885  0.739 -0.846  0.818 -0.806
1b#tos#t1#t1042062/L  -0.261 1.670  -0.351 1.670  -0.359 1.587  -0.359 1.497  -0.359 1.407  -0.359 1.317  -0.359 1.227  -0.359 1.137  -0.359 1.047  -0.359 0.957  -0.359 0.866  -0.359 0.776  -0.359 0.686  -0.359 0.596  -0.359 0.506  -0.359 0.416  -0.364 0.326  -0.385 0.239  -0.407 0.151  -0.408 0.061  -0.408 -0.029  -0.408 -0.119  -0.428 -0.206  -0.457 -0.291  -0.457 -0.381  -0.457 -0.471  -0.457 -0.561  -0.457 -0.652  -0.446 -0.731  -0.356 -0.731  -0.266 -0.731  -0.176 -0.731  -0.086 -0.731  0.004 -0.731  0.094 -0.731  0.184 -0.731  0.275 -0.731  0.365 -0.731  0.455 -0.731  0.545 -0.731  0.617 -0.687  0.705 -0.682  0.795 -0.682  0.885 -0.682  0.975 -0.682  1.065 -0.682  1.143 -0.651  1.225 -0.633  1.315 -0.633  1.405 -0.633
3#apb#apb29#app2971/L  0.118 1.449  0.100 1.533  0.118 1.515  0.118 1.402  0.072 1.303  0.016 1.205  -0.039 1.106  -0.084 1.002  -0.135 0.902  -0.198 0.808  -0.261 0.713  -0.316 0.615  -0.370 0.515  -0.424 0.416  -0.479 0.317  -0.534 0.218  -0.589 0.119  -0.644 0.020  -0.687 -0.083  -0.715 -0.193  -0.755 -0.298  -0.798 -0.402  -0.841 -0.500  -0.881 -0.572  -0.933 -0.617  -0.958 -0.653  -0.847 -0.631  -0.741 -0.592  -0.633 -0.559  -0.523 -0.532  -0.412 -0.513  -0.300 -0.500  -0.187 -0.500  -0.073 -0.500  0.039 -0.493  0.152 -0.484  0.265 -0.475  0.378 -0.474  0.491 -0.474  0.604 -0.474  0.717 -0.474  0.829 -0.467  0.935 -0.427  1.043 -0.397  1.154 -0.403  1.251 -0.462  1.361 -0.474  1.464 -0.467  1.546 -0.492  1.580 -0.576
3#apb#apb29#app2971/L  -0.122 1.427  -0.095 1.536  -0.079 1.614  -0.100 1.629  -0.080 1.529  -0.065 1.422  -0.065 1.310  -0.090 1.203  -0.129 1.099  -0.147 0.987  -0.164 0.876  -0.180 0.764  -0.235 0.667  -0.291 0.569  -0.328 0.463  -0.364 0.356  -0.394 0.247  -0.418 0.137  -0.444 0.028  -0.475 -0.081  -0.506 -0.189  -0.537 -0.297  -0.576 -0.402  -0.618 -0.506  -0.640 -0.616  -0.641 -0.729  -0.699 -0.824  -0.712 -0.909  -0.644 -0.826  -0.551 -0.764  -0.441 -0.736  -0.375 -0.649  -0.263 -0.649  -0.150 -0.649  -0.039 -0.633  0.073 -0.621  0.185 -0.621  0.295 -0.596  0.404 -0.568  0.516 -0.554  0.628 -0.543  0.739 -0.529  0.850 -0.507  0.960 -0.485  1.071 -0.465  1.182 -0.447  1.262 -0.480  1.209 -0.560  1.165 -0.662  1.118 -0.765
3#apa#apa09#app0959/L  0.426 1.143  0.384 1.227  0.342 1.310  0.300 1.394  0.259 1.477  0.208 1.504  0.142 1.438  0.076 1.372  0.030 1.294  0.007 1.204  -0.016 1.113  -0.038 1.023  -0.061 0.932  -0.084 0.841  -0.106 0.751  -0.129 0.660  -0.152 0.570  -0.174 0.479  -0.197 0.389  -0.220 0.298  -0.242 0.207  -0.265 0.117  -0.287 0.026  -0.310 -0.064  -0.333 -0.155  -0.374 -0.235  -0.440 -0.301  -0.506 -0.367  -0.539 -0.447  -0.539 -0.540  -0.539 -0.634  -0.539 -0.727  -0.514 -0.810  -0.448 -0.876  -0.382 -0.942  -0.303 -0.978  -0.210 -0.978  -0.116 -0.978  -0.023 -0.978  0.070 -0.978  0.164 -0.978  0.257 -0.978  0.351 -0.978  0.444 -0.978  0.537 -0.978  0.631 -0.978  0.724 -0.978  0.817 -0.978  0.911 -0.978  1.004 -0.978
3#apb#apb05#app0516/L  -0.053 1.837  -0.005 1.879  -0.005 1.776  -0.005 1.673  -0.005 1.569  -0.005 1.466  -0.005 1.363  -0.005 1.260  -0.011 1.156  -0.017 1.053  -0.023 0.950  -0.029 0.847  -0.037 0.744  -0.045 0.641  -0.053 0.538  -0.073 0.437  -0.096 0.337  -0.118 0.236  -0.140 0.135  -0.157 0.033  -0.169 -0.069  -0.181 -0.172  -0.193 -0.274  -0.227 -0.370  -0.279 -0.459  -0.331 -0.548  -0.388 -0.633  -0.461 -0.706  -0.534 -0.779  -0.607 -0.852  -0.660 -0.774  -0.626 -0.680  -0.544 -0.618  -0.442 -0.614  -0.339 -0.614  -0.235 -0.614  -0.132 -0.614  -0.029 -0.614  0.069 -0.642  0.166 -0.678  0.263 -0.714  0.359 -0.751  0.458 -0.780  0.558 -0.806  0.658 -0.833  0.757 -0.861  0.852 -0.902  0.946 -0.944  1.041 -0.985  1.136 -1.027
1b#tos#t2#t2025064/L  -0.318 1.471  -0.318 1.564  -0.320 1.656  -0.365 1.607  -0.365 1.514  -0.365 1.420  -0.365 1.327  -0.348 1.236  -0.319 1.147  -0.318 1.054  -0.318 0.960  -0.318 0.867  -0.318 0.773  -0.318 0.680  -0.308 0.587  -0.290 0.496  -0.272 0.404  -0.272 0.310  -0.272 0.217  -0.272 0.123  -0.272 0.030  -0.272 -0.064  -0.272 -0.157  -0.272 -0.251  -0.272 -0.344  -0.272 -0.438  -0.272 -0.531  -0.272 -0.625  -0.283 -0.707  -0.318 -0.765  -0.331 -0.846  -0.305 -0.846  -0.211 -0.846  -0.118 -0.846  -0.024 -0.846  0.069 -0.846  0.163 -0.846  0.256 -0.846  0.350 -0.846  0.434 -0.830  0.486 -0.752  0.556 -0.707  0.649 -0.707  0.743 -0.707  0.836 -0.707  0.930 -0.707  1.023 -0.707  1.117 -0.707  1.210 -0.707  1.304 -0.707
3#app#app07#app0719/L  0.751 1.702  0.751 1.725  0.717 1.634  0.670 1.547  0.619 1.463  0.569 1.378  0.518 1.293  0.464 1.211  0.409 1.128  0.360 1.043  0.316 0.954  0.272 0.866  0.219 0.783  0.165 0.701  0.110 0.619  0.055 0.536  0.000 0.454  -0.054 0.372  -0.106 0.288  -0.137 0.195  -0.173 0.103  -0.228 0.021  -0.282 -0.061  -0.314 -0.154  -0.346 -0.248  -0.401 -0.330  -0.456 -0.412  -0.502 -0.499  -0.546 -0.587  -0.589 -0.676  -0.613 -0.772  -0.637 -0.868  -0.649 -0.965  -0.649 -1.063  -0.588 -1.096  -0.552 -1.019  -0.464 -0.974  -0.392 -0.909  -0.303 -0.865  -0.230 -0.800  -0.159 -0.733  -0.060 -0.733  0.016 -0.677  0.112 -0.672  0.191 -0.721  0.278 -0.748  0.358 -0.794  0.436 -0.845  0.507 -0.878  0.568 -0.916
1b#app#app18#app1899/L  -0.141 1.754  -0.053 1.754  -0.016 1.703  -0.016 1.615  -0.016 1.528  -0.016 1.440  -0.016 1.352  -0.016 1.265  -0.016 1.177  -0.016 1.089  -0.016 1.002  -0.016 0.914  -0.016 0.826  -0.029 0.744  -0.091 0.682  -0.141 0.615  -0.141 0.527  -0.141 0.439  -0.141 0.352  -0.141 0.264  -0.141 0.176  -0.141 0.089  -0.145 0.002  -0.184 -0.077  -0.223 -0.155  -0.262 -0.234  -0.266 -0.320  -0.266 -0.408  -0.266 -0.496  -0.266 -0.584  -0.266 -0.671  -0.266 -0.759  -0.266 -0.847  -0.266 -0.934  -0.231 -0.988  -0.144 -0.988  -0.141 -1.073  -0.093 -1.113  -0.005 -1.113  0.082 -1.113  0.170 -1.113  0.251 -1.095  0.313 -1.033  0.375 -0.971  0.437 -0.909  0.505 -0.863  0.593 -0.863  0.681 -0.863  0.768 -0.863  0.856 -0.863
1b#apb#apb10#app1035/L  -0.138 0.877  -0.052 0.846  0.065 0.851  0.179 0.879  0.287 0.925  0.384 0.990  0.480 1.058  0.571 1.132  0.663 1.206  0.732 1.298  0.776 1.397  0.710 1.300  0.647 1.202  0.582 1.104  0.519 1.004  0.457 0.905  0.398 0.803  0.338 0.702  0.281 0.600  0.224 0.497  0.167 0.394  0.106 0.293  0.046 0.193  -0.014 0.092  -0.076 -0.008  -0.138 -0.108  -0.200 -0.208  -0.258 -0.310  -0.315 -0.412  -0.373 -0.515  -0.441 -0.610  -0.510 -0.706  -0.570 -0.806  -0.629 -0.908  -0.699 -1.002  -0.767 -1.098  -0.837 -1.191  -0.794 -1.114  -0.731 -1.016  -0.639 -0.946  -0.528 -0.908  -0.418 -0.870  -0.310 -0.830  -0.195 -0.846  -0.088 -0.895  0.015 -0.951  0.110 -1.020  0.215 -1.072  0.327 -1.099  0.444 -1.099
2#apb#apb28#app2808/L  0.792 1.301  0.802 1.405  0.801 1.503  0.711 1.553  0.642 1.481  0.589 1.391  0.535 1.302  0.479 1.214  0.420 1.128  0.361 1.042  0.301 0.957  0.242 0.871  0.183 0.785  0.124 0.699  0.065 0.613  0.007 0.527  -0.052 0.441  -0.110 0.354  -0.168 0.268  -0.227 0.182  -0.284 0.095  -0.341 0.007  -0.397 -0.081  -0.453 -0.169  -0.509 -0.256  -0.565 -0.344  -0.621 -0.432  -0.676 -0.521  -0.731 -0.609  -0.781 -0.701  -0.819 -0.797  -0.853 -0.896  -0.806 -0.940  -0.713 -0.896  -0.624 -0.842  -0.527 -0.808  -0.425 -0.784  -0.324 -0.760  -0.225 -0.729  -0.125 -0.698  -0.023 -0.686  0.082 -0.686  0.184 -0.698  0.283 -0.731  0.382 -0.764  0.483 -0.789  0.584 -0.814  0.681 -0.852  0.775 -0.896  0.870 -0.940
2#syn#syn0#cam/L  0.607 1.661  0.628 1.690  0.539 1.637  0.466 1.565  0.410 1.477  0.359 1.386  0.311 1.294  0.264 1.201  0.218 1.107  0.172 1.014  0.126 0.920  0.080 0.827  0.034 0.733  -0.008 0.638  -0.054 0.545  -0.104 0.453  -0.153 0.362  -0.203 0.270  -0.253 0.179  -0.304 0.088  -0.357 -0.002  -0.412 -0.091  -0.467 -0.179  -0.522 -0.267  -0.577 -0.355  -0.632 -0.444  -0.685 -0.534  -0.737 -0.624  -0.782 -0.718  -0.823 -0.813  -0.800 -0.880  -0.725 -0.838  -0.623 -0.821  -0.520 -0.802  -0.417 -0.790  -0.313 -0.780  -0.209 -0.770  -0.106 -0.762  -0.002 -0.758  0.102 -0.750  0.206 -0.742  0.310 -0.734  0.414 -0.726  0.518 -0.718  0.622 -0.711  0.726 -0.705  0.830 -0.702  0.933 -0.693  0.986 -0.683  0.929 -0.654
2#apa#apa09#app0988/L  0.260 1.483  0.260 1.575  0.260 1.666  0.260 1.617  0.260 1.526  0.260 1.434  0.260 1.343  0.260 1.251  0.260 1.160  0.256 1.070  0.205 0.994  0.154 0.918  0.104 0.842  0.053 0.765  0.002 0.689  -0.048 0.613  -0.099 0.537  -0.149 0.461  -0.171 0.372  -0.193 0.284  -0.215 0.195  -0.238 0.106  -0.260 0.017  -0.282 -0.071  -0.304 -0.160  -0.326 -0.249  -0.348 -0.337  -0.386 -0.420  -0.427 -0.502  -0.468 -0.584  -0.509 -0.665  -0.550 -0.747  -0.556 -0.837  -0.556 -0.928  -0.500 -0.964  -0.408 -0.964  -0.317 -0.964  -0.225 -0.964  -0.134 -0.964  -0.043 -0.964  0.049 -0.964  0.140 -0.964  0.232 -0.964  0.323 -0.964  0.414 -0.964  0.506 -0.964  0.597 -0.964  0.689 -0.964  0.780 -0.964  0.871 -0.964
2#ced#cypl9614_s_jd/L  -0.030 1.392  -0.076 1.463  -0.100 1.530  -0.146 1.587  -0.100 1.571  -0.100 1.481  -0.100 1.391  -0.123 1.306  -0.139 1.220  -0.148 1.132  -0.176 1.047  -0.210 0.963  -0.215 0.875  -0.215 0.785  -0.230 0.696  -0.249 0.608  -0.262 0.520  -0.262 0.430  -0.262 0.340  -0.262 0.250  -0.262 0.160  -0.262 0.070  -0.262 -0.020  -0.262 -0.110  -0.262 -0.200  -0.262 -0.290  -0.262 -0.380  -0.260 -0.470  -0.239 -0.557  -0.246 -0.646  -0.262 -0.734  -0.262 -0.824  -0.262 -0.914  -0.262 -1.004  -0.208 -1.040  -0.118 -1.040  -0.031 -1.029  0.056 -1.017  0.141 -0.994  0.231 -0.994  0.315 -0.971  0.403 -0.958  0.486 -0.922  0.571 -0.894  0.656 -0.866  0.742 -0.837  0.831 -0.831  0.911 -0.794  0.988 -0.762  1.059 -0.716
2#ced#cypl9614_s_jd/L  -0.247 1.120  -0.288 1.184  -0.314 1.254  -0.337 1.338  -0.305 1.413  -0.269 1.485  -0.292 1.450  -0.292 1.357  -0.304 1.265  -0.314 1.173  -0.314 1.079  -0.314 0.985  -0.333 0.893  -0.337 0.799  -0.337 0.706  -0.337 0.612  -0.334 0.518  -0.319 0.426  -0.314 0.332  -0.314 0.238  -0.314 0.144  -0.314 0.050  -0.305 -0.043  -0.292 -0.135  -0.292 -0.229  -0.292 -0.323  -0.292 -0.417  -0.281 -0.510  -0.269 -0.602  -0.269 -0.696  -0.249 -0.787  -0.234 -0.879  -0.195 -0.959  -0.116 -0.997  -0.050 -1.000  0.039 -0.978  0.132 -0.974  0.222 -0.952  0.314 -0.938  0.403 -0.908  0.495 -0.900  0.579 -0.859  0.664 -0.821  0.753 -0.791  0.842 -0.762  0.932 -0.736  1.019 -0.702  1.108 -0.673  1.194 -0.636  1.285 -0.614
2#ced#cypl9614_s_jd/L  -0.436 1.188  -0.388 1.260  -0.383 1.308  -0.373 1.380  -0.340 1.439  -0.292 1.456  -0.244 1.460  -0.244 1.389  -0.244 1.297  -0.244 1.206  -0.267 1.119  -0.268 1.028  -0.265 0.937  -0.244 0.848  -0.244 0.756  -0.244 0.665  -0.244 0.573  -0.244 0.482  -0.234 0.391  -0.216 0.301  -0.198 0.212  -0.196 0.120  -0.181 0.030  -0.160 -0.059  -0.148 -0.149  -0.146 -0.240  -0.128 -0.330  -0.124 -0.421  -0.102 -0.509  -0.080 -0.598  -0.076 -0.689  -0.076 -0.781  -0.076 -0.872  -0.076 -0.964  -0.098 -1.045  -0.076 -1.102  -0.006 -1.115  0.075 -1.091  0.166 -1.089  0.248 -1.048  0.335 -1.029  0.413 -0.984  0.497 -0.948  0.584 -0.919  0.669 -0.886  0.751 -0.847  0.837 -0.814  0.925 -0.797  1.010 -0.764  1.099 -0.755
3#apa#apa03#app0301/L  -0.054 1.751  -0.117 1.688  -0.181 1.624  -0.210 1.546  -0.210 1.456  -0.210 1.366  -0.210 1.276  -0.210 1.186  -0.210 1.096  -0.210 1.007  -0.248 0.933  -0.312 0.869  -0.366 0.801  -0.366 0.711  -0.366 0.621  -0.366 0.532  -0.366 0.442  -0.366 0.352  -0.366 0.262  -0.366 0.172  -0.366 0.082  -0.366 -0.008  -0.366 -0.098  -0.366 -0.188  -0.366 -0.278  -0.366 -0.368  -0.366 -0.458  -0.366 -0.548  -0.331 -0.624  -0.268 -0.687  -0.210 -0.753  -0.210 -0.843  -0.178 -0.901  -0.088 -0.901  0.002 -0.901  0.092 -0.901  0.182 -0.901  0.271 -0.901  0.361 -0.901  0.451 -0.901  0.541 -0.901  0.571 -0.841  0.571 -0.751  0.655 -0.745  0.745 -0.745  0.835 -0.745  0.925 -0.745  1.015 -0.745  1.105 -0.745  1.195 -0.745
1b#apb#apb17#app1792/L  -0.124 1.177  -0.055 1.246  0.013 1.314  0.079 1.385  0.133 1.466  0.189 1.525  0.257 1.457  0.283 1.365  0.289 1.268  0.289 1.171  0.289 1.075  0.289 0.978  0.250 0.892  0.200 0.809  0.150 0.725  0.100 0.642  0.050 0.559  -0.002 0.478  -0.055 0.396  -0.107 0.315  -0.160 0.234  -0.212 0.152  -0.265 0.071  -0.316 -0.012  -0.367 -0.094  -0.417 -0.177  -0.468 -0.259  -0.513 -0.345  -0.557 -0.432  -0.600 -0.518  -0.619 -0.611  -0.619 -0.708  -0.619 -0.804  -0.550 -0.873  -0.482 -0.941  -0.387 -0.963  -0.293 -0.985  -0.198 -1.007  -0.103 -1.024  -0.006 -1.024  0.090 -1.024  0.187 -1.024  0.284 -1.024  0.381 -1.017  0.478 -1.010  0.574 -1.004  0.671 -0.997  0.764 -0.970  0.857 -0.942  0.949 -0.914
1b#app#app07#app0702/L  0.053 1.801  0.132 1.723  0.199 1.640  0.199 1.529  0.157 1.428  0.108 1.329  0.058 1.230  0.053 1.121  0.007 1.029  -0.071 0.951  -0.092 0.848  -0.092 0.738  -0.101 0.631  -0.179 0.553  -0.257 0.474  -0.336 0.396  -0.382 0.304  -0.390 0.197  -0.468 0.119  -0.527 0.032  -0.527 -0.078  -0.600 -0.159  -0.672 -0.240  -0.672 -0.350  -0.672 -0.461  -0.672 -0.572  -0.672 -0.682  -0.672 -0.793  -0.672 -0.904  -0.614 -0.956  -0.503 -0.956  -0.393 -0.956  -0.282 -0.956  -0.191 -0.910  -0.112 -0.832  -0.010 -0.811  0.087 -0.778  0.165 -0.700  0.262 -0.666  0.373 -0.666  0.483 -0.666  0.563 -0.592  0.645 -0.521  0.755 -0.521  0.841 -0.459  0.919 -0.381  1.027 -0.376  1.138 -0.376  1.249 -0.376  1.360 -0.376
1b#app#app07#app0702/L  -0.197 1.705  -0.197 1.581  -0.197 1.457  -0.197 1.333  -0.197 1.208  -0.197 1.084  -0.197 0.960  -0.239 0.854  -0.327 0.766  -0.399 0.672  -0.399 0.548  -0.447 0.443  -0.535 0.356  -0.601 0.259  -0.601 0.135  -0.601 0.011  -0.601 -0.113  -0.601 -0.238  -0.645 -0.318  -0.770 -0.318  -0.804 -0.408  -0.804 -0.532  -0.804 -0.656  -0.804 -0.780  -0.804 -0.904  -0.730 -0.851  -0.642 -0.763  -0.535 -0.722  -0.411 -0.722  -0.320 -0.643  -0.232 -0.555  -0.122 -0.520  0.002 -0.520  0.126 -0.520  0.208 -0.478  0.208 -0.353  0.296 -0.318  0.420 -0.318  0.544 -0.318  0.652 -0.278  0.740 -0.190  0.833 -0.115  0.957 -0.115  1.081 -0.115  1.205 -0.115  1.329 -0.115  1.453 -0.115  1.577 -0.115  1.702 -0.115  1.826 -0.115
1b#app#app07#app0702/L  -0.584 0.993  -0.584 0.896  -0.589 0.801  -0.658 0.732  -0.727 0.664  -0.771 0.585  -0.771 0.487  -0.801 0.402  -0.870 0.334  -0.938 0.265  -0.958 0.176  -0.958 0.078  -1.012 0.004  -1.081 -0.065  -1.145 -0.136  -1.145 -0.233  -1.130 -0.316  -1.033 -0.316  -0.935 -0.316  -0.838 -0.316  -0.741 -0.316  -0.644 -0.316  -0.546 -0.316  -0.449 -0.316  -0.352 -0.316  -0.255 -0.316  -0.157 -0.316  -0.060 -0.316  0.037 -0.316  0.134 -0.316  0.212 -0.268  0.281 -0.199  0.350 -0.130  0.446 -0.129  0.543 -0.129  0.641 -0.129  0.738 -0.129  0.835 -0.129  0.927 -0.114  0.995 -0.046  1.064 0.023  1.147 0.058  1.244 0.058  1.341 0.058  1.439 0.058  1.518 0.014  1.586 -0.055  1.655 -0.123  1.750 -0.129  1.847 -0.129
2#kai#kai0#swlee1/L  -0.362 1.760  -0.362 1.675  -0.362 1.590  -0.362 1.505  -0.362 1.420  -0.362 1.335  -0.352 1.252  -0.325 1.171  -0.310 1.089  -0.310 1.004  -0.310 0.919  -0.310 0.834  -0.310 0.750  -0.310 0.665  -0.310 0.580  -0.310 0.495  -0.310 0.410  -0.310 0.325  -0.310 0.240  -0.310 0.155  -0.310 0.071  -0.310 -0.014  -0.310 -0.099  -0.310 -0.184  -0.310 -0.269  -0.310 -0.354  -0.310 -0.439  -0.310 -0.524  -0.310 -0.609  -0.302 -0.692  -0.275 -0.773  -0.231 -0.819  -0.151 -0.792  -0.069 -0.775  0.016 -0.775  0.101 -0.775  0.186 -0.775  0.271 -0.775  0.356 -0.775  0.441 -0.775  0.526 -0.775  0.608 -0.793  0.691 -0.814  0.774 -0.828  0.859 -0.828  0.943 -0.828  1.028 -0.828  1.113 -0.828  1.194 -0.854  1.274 -0.880
2#kai#kai0#swlee1/L  0.036 1.773  -0.030 1.707  -0.090 1.637  -0.112 1.547  -0.135 1.456  -0.158 1.365  -0.187 1.277  -0.222 1.190  -0.254 1.103  -0.277 1.012  -0.290 0.920  -0.290 0.827  -0.290 0.734  -0.313 0.644  -0.331 0.553  -0.331 0.460  -0.331 0.367  -0.354 0.277  -0.372 0.187  -0.372 0.093  -0.372 -0.000  -0.372 -0.094  -0.382 -0.186  -0.405 -0.276  -0.413 -0.369  -0.423 -0.460  -0.453 -0.549  -0.453 -0.642  -0.460 -0.735  -0.490 -0.823  -0.423 -0.801  -0.339 -0.759  -0.247 -0.755  -0.154 -0.755  -0.060 -0.755  0.033 -0.755  0.126 -0.755  0.220 -0.755  0.313 -0.755  0.407 -0.755  0.500 -0.755  0.593 -0.755  0.687 -0.755  0.780 -0.755  0.874 -0.755  0.967 -0.755  1.060 -0.755  1.154 -0.755  1.218 -0.726  1.218 -0.632
2#kai#kai0#swlee1/L  -0.274 1.676  -0.274 1.583  -0.283 1.490  -0.306 1.399  -0.329 1.308  -0.348 1.217  -0.348 1.123  -0.377 1.034  -0.402 0.943  -0.425 0.853  -0.455 0.764  -0.475 0.672  -0.493 0.580  -0.496 0.487  -0.496 0.393  -0.512 0.302  -0.547 0.215  -0.570 0.126  -0.570 0.032  -0.570 -0.061  -0.574 -0.155  -0.597 -0.246  -0.624 -0.335  -0.644 -0.426  -0.644 -0.520  -0.644 -0.613  -0.556 -0.619  -0.465 -0.596  -0.374 -0.582  -0.280 -0.582  -0.187 -0.579  -0.095 -0.561  -0.003 -0.545  0.091 -0.545  0.185 -0.545  0.279 -0.545  0.372 -0.545  0.466 -0.545  0.560 -0.545  0.654 -0.545  0.747 -0.545  0.839 -0.564  0.930 -0.582  1.024 -0.582  1.118 -0.582  1.210 -0.597  1.302 -0.616  1.395 -0.619  1.488 -0.626  1.577 -0.656
