3#apa#apa13#app1334/)  -0.332 1.517  -0.256 1.517  -0.180 1.517  -0.166 1.455  -0.166 1.379  -0.166 1.303  -0.166 1.227  -0.166 1.151  -0.166 1.075  -0.145 1.021  -0.069 1.021  -0.001 1.013  -0.001 0.937  -0.001 0.861  -0.001 0.785  -0.001 0.709  0.025 0.639  0.059 0.571  0.093 0.503  0.127 0.435  0.161 0.367  0.165 0.292  0.165 0.216  0.165 0.141  0.165 0.065  0.165 -0.011  0.165 -0.087  0.165 -0.163  0.165 -0.239  0.165 -0.315  0.165 -0.391  0.165 -0.467  0.165 -0.543  0.165 -0.619  0.165 -0.695  0.165 -0.771  0.132 -0.834  0.079 -0.887  0.025 -0.941  -0.001 -1.006  -0.001 -1.082  -0.001 -1.158  -0.001 -1.234  -0.009 -1.307  -0.063 -1.360  -0.117 -1.414  -0.171 -1.468  -0.224 -1.521  -0.278 -1.575  -0.332 -1.629
1d#apa#apa13#app1351/)  -0.882 1.399  -0.804 1.399  -0.746 1.352  -0.691 1.297  -0.636 1.242  -0.581 1.187  -0.526 1.132  -0.457 1.097  -0.388 1.062  -0.324 1.019  -0.270 0.964  -0.215 0.909  -0.164 0.851  -0.129 0.782  -0.094 0.712  -0.037 0.665  0.032 0.630  0.096 0.592  0.096 0.515  0.128 0.445  0.163 0.375  0.205 0.311  0.260 0.256  0.300 0.190  0.335 0.121  0.363 0.050  0.363 -0.028  0.363 -0.105  0.363 -0.183  0.363 -0.261  0.363 -0.338  0.363 -0.416  0.363 -0.494  0.363 -0.571  0.363 -0.649  0.363 -0.727  0.363 -0.804  0.337 -0.876  0.302 -0.945  0.274 -1.016  0.272 -1.093  0.217 -1.148  0.162 -1.203  0.107 -1.258  0.041 -1.297  -0.029 -1.331  -0.095 -1.371  -0.150 -1.426  -0.205 -1.481  -0.260 -1.535
2#apa#apa01#app0168/)  -0.702 1.342  -0.702 1.256  -0.690 1.183  -0.604 1.183  -0.519 1.183  -0.433 1.183  -0.385 1.146  -0.385 1.061  -0.336 1.025  -0.250 1.025  -0.227 0.963  -0.227 0.877  -0.152 0.866  -0.068 0.865  -0.068 0.779  -0.054 0.707  0.031 0.707  0.091 0.681  0.091 0.596  0.091 0.510  0.091 0.425  0.141 0.390  0.227 0.390  0.249 0.327  0.249 0.242  0.249 0.156  0.249 0.071  0.249 -0.015  0.249 -0.100  0.249 -0.186  0.249 -0.271  0.249 -0.357  0.249 -0.442  0.249 -0.528  0.249 -0.613  0.249 -0.699  0.249 -0.784  0.249 -0.870  0.249 -0.955  0.247 -1.040  0.186 -1.100  0.126 -1.161  0.091 -1.232  0.091 -1.317  0.091 -1.403  0.091 -1.488  0.091 -1.574  0.091 -1.659  0.018 -1.672  -0.068 -1.672
2#apa#apa01#app0168/)  -0.573 1.560  -0.573 1.478  -0.573 1.396  -0.573 1.315  -0.537 1.269  -0.456 1.269  -0.390 1.231  -0.332 1.173  -0.274 1.116  -0.217 1.058  -0.159 1.000  -0.136 0.928  -0.136 0.846  -0.089 0.785  -0.031 0.727  0.027 0.669  0.084 0.612  0.142 0.554  0.155 0.477  0.155 0.396  0.155 0.314  0.172 0.250  0.254 0.250  0.300 0.215  0.300 0.133  0.300 0.052  0.300 -0.030  0.300 -0.111  0.300 -0.193  0.300 -0.275  0.300 -0.356  0.300 -0.438  0.300 -0.519  0.300 -0.601  0.257 -0.665  0.200 -0.723  0.155 -0.785  0.155 -0.867  0.155 -0.949  0.155 -1.030  0.117 -1.096  0.059 -1.154  0.009 -1.215  0.009 -1.296  -0.019 -1.349  -0.101 -1.349  -0.136 -1.396  -0.136 -1.477  -0.136 -1.559  -0.136 -1.640
2#apa#apa01#app0168/)  -0.672 1.369  -0.585 1.369  -0.498 1.369  -0.410 1.369  -0.408 1.284  -0.368 1.237  -0.281 1.237  -0.277 1.154  -0.277 1.067  -0.277 0.980  -0.196 0.974  -0.145 0.937  -0.145 0.850  -0.066 0.842  -0.013 0.808  -0.013 0.720  -0.013 0.633  0.019 0.578  0.106 0.578  0.119 0.503  0.119 0.416  0.119 0.329  0.119 0.242  0.147 0.183  0.234 0.183  0.250 0.112  0.250 0.025  0.250 -0.062  0.250 -0.149  0.250 -0.236  0.250 -0.324  0.250 -0.411  0.250 -0.498  0.250 -0.585  0.250 -0.672  0.250 -0.759  0.250 -0.846  0.250 -0.934  0.232 -1.003  0.145 -1.003  0.119 -1.063  0.119 -1.151  0.119 -1.238  0.077 -1.308  0.016 -1.369  -0.013 -1.445  -0.015 -1.530  -0.102 -1.530  -0.145 -1.574  -0.145 -1.661
2#apa#apa01#app0168/)  -0.579 1.484  -0.520 1.426  -0.462 1.368  -0.458 1.287  -0.421 1.242  -0.338 1.242  -0.337 1.161  -0.295 1.121  -0.216 1.118  -0.216 1.036  -0.169 1.000  -0.089 0.994  -0.031 0.936  0.027 0.878  0.085 0.820  0.143 0.762  0.202 0.704  0.260 0.645  0.268 0.567  0.268 0.485  0.268 0.402  0.268 0.320  0.268 0.238  0.268 0.156  0.268 0.073  0.268 -0.009  0.268 -0.091  0.268 -0.173  0.268 -0.256  0.268 -0.338  0.268 -0.420  0.268 -0.502  0.257 -0.573  0.175 -0.573  0.147 -0.628  0.147 -0.710  0.147 -0.793  0.105 -0.858  0.047 -0.916  0.003 -0.984  -0.034 -1.057  -0.071 -1.131  -0.095 -1.208  -0.095 -1.290  -0.095 -1.372  -0.129 -1.420  -0.211 -1.420  -0.216 -1.498  -0.216 -1.580  -0.216 -1.662
2#apa#apa01#app0168/)  -0.482 1.485  -0.482 1.404  -0.434 1.370  -0.358 1.360  -0.300 1.303  -0.253 1.241  -0.253 1.160  -0.191 1.141  -0.138 1.113  -0.138 1.032  -0.063 1.026  -0.024 0.984  -0.015 0.912  0.066 0.912  0.091 0.856  0.091 0.775  0.091 0.694  0.140 0.633  0.197 0.576  0.205 0.498  0.205 0.417  0.205 0.336  0.205 0.255  0.205 0.174  0.205 0.093  0.205 0.012  0.205 -0.069  0.205 -0.150  0.205 -0.231  0.205 -0.312  0.205 -0.393  0.205 -0.474  0.205 -0.555  0.205 -0.636  0.188 -0.710  0.130 -0.767  0.091 -0.831  0.091 -0.913  0.091 -0.994  0.063 -1.063  0.006 -1.120  -0.024 -1.189  -0.024 -1.270  -0.024 -1.351  -0.077 -1.379  -0.138 -1.399  -0.138 -1.480  -0.205 -1.494  -0.286 -1.494  -0.367 -1.494
1d#pri#pri0#159/)  0.106 1.668  0.129 1.601  0.150 1.534  0.171 1.466  0.190 1.398  0.204 1.328  0.218 1.259  0.232 1.189  0.243 1.119  0.245 1.048  0.248 0.978  0.250 0.907  0.253 0.836  0.255 0.765  0.253 0.694  0.250 0.623  0.248 0.553  0.246 0.482  0.243 0.411  0.237 0.340  0.224 0.271  0.211 0.201  0.198 0.131  0.185 0.062  0.172 -0.008  0.157 -0.077  0.134 -0.144  0.111 -0.211  0.088 -0.278  0.065 -0.345  0.042 -0.412  0.019 -0.479  -0.011 -0.543  -0.045 -0.606  -0.078 -0.669  -0.111 -0.731  -0.145 -0.794  -0.178 -0.856  -0.213 -0.918  -0.254 -0.975  -0.296 -1.033  -0.337 -1.090  -0.378 -1.148  -0.420 -1.206  -0.463 -1.261  -0.512 -1.313  -0.561 -1.364  -0.610 -1.416  -0.659 -1.467  -0.707 -1.518
3#ced#nnwe7032_s_0m/)  -0.281 -0.033  -0.326 0.064  -0.397 0.145  -0.444 0.243  -0.478 0.347  -0.513 0.450  -0.513 0.538  -0.462 0.493  -0.445 0.600  -0.428 0.708  -0.411 0.816  -0.394 0.923  -0.431 1.014  -0.493 1.103  -0.545 1.196  -0.500 1.260  -0.395 1.236  -0.316 1.163  -0.231 1.095  -0.161 1.014  -0.087 0.934  -0.019 0.849  0.046 0.762  0.112 0.675  0.175 0.586  0.224 0.489  0.280 0.395  0.326 0.297  0.366 0.196  0.407 0.095  0.447 -0.007  0.474 -0.112  0.495 -0.219  0.511 -0.326  0.511 -0.435  0.511 -0.544  0.511 -0.653  0.502 -0.762  0.480 -0.868  0.450 -0.973  0.403 -1.071  0.375 -1.176  0.326 -1.273  0.249 -1.351  0.200 -1.447  0.131 -1.532  0.056 -1.610  -0.021 -1.687  -0.099 -1.764  -0.176 -1.842
3#ced#nnwe7032_s_0m/)  -0.110 0.732  -0.161 0.800  -0.209 0.870  -0.253 0.941  -0.265 1.024  -0.265 1.109  -0.265 1.194  -0.259 1.279  -0.211 1.329  -0.126 1.322  -0.050 1.291  0.008 1.229  0.051 1.156  0.075 1.074  0.096 0.992  0.117 0.909  0.137 0.827  0.153 0.743  0.170 0.660  0.189 0.577  0.206 0.493  0.220 0.409  0.222 0.325  0.232 0.240  0.244 0.156  0.244 0.071  0.244 -0.014  0.244 -0.099  0.244 -0.184  0.244 -0.269  0.244 -0.354  0.233 -0.438  0.216 -0.522  0.200 -0.605  0.200 -0.690  0.184 -0.774  0.154 -0.853  0.124 -0.932  0.096 -1.012  0.056 -1.087  0.008 -1.157  -0.043 -1.225  -0.104 -1.285  -0.171 -1.337  -0.241 -1.386  -0.311 -1.433  -0.386 -1.473  -0.464 -1.508  -0.542 -1.541  -0.618 -1.579
3#ced#nnwe7032_s_0m/)  -0.377 0.410  -0.377 0.499  -0.377 0.589  -0.377 0.678  -0.377 0.767  -0.377 0.857  -0.394 0.943  -0.389 1.030  -0.377 1.118  -0.377 1.207  -0.333 1.284  -0.254 1.319  -0.179 1.273  -0.128 1.201  -0.087 1.121  -0.047 1.041  0.003 0.967  0.036 0.884  0.064 0.799  0.091 0.715  0.131 0.635  0.162 0.551  0.191 0.466  0.209 0.379  0.225 0.291  0.240 0.203  0.243 0.114  0.243 0.025  0.251 -0.064  0.264 -0.153  0.268 -0.242  0.268 -0.331  0.268 -0.420  0.268 -0.510  0.268 -0.599  0.265 -0.688  0.250 -0.776  0.235 -0.864  0.221 -0.953  0.204 -1.040  0.180 -1.126  0.147 -1.209  0.127 -1.296  0.093 -1.375  0.034 -1.443  -0.020 -1.514  -0.067 -1.589  -0.112 -1.666  -0.176 -1.729  -0.250 -1.778
3#apa#apa04#app0405/)  -1.015 1.152  -0.930 1.152  -0.862 1.113  -0.803 1.053  -0.725 1.039  -0.641 1.039  -0.557 1.039  -0.472 1.039  -0.388 1.039  -0.313 1.016  -0.254 0.957  -0.183 0.925  -0.100 0.921  -0.025 0.883  0.051 0.845  0.124 0.805  0.184 0.746  0.243 0.686  0.302 0.627  0.355 0.562  0.393 0.487  0.430 0.412  0.456 0.334  0.456 0.250  0.456 0.165  0.456 0.081  0.456 -0.003  0.456 -0.087  0.456 -0.171  0.421 -0.241  0.362 -0.300  0.343 -0.377  0.343 -0.461  0.343 -0.545  0.306 -0.620  0.268 -0.695  0.231 -0.771  0.230 -0.855  0.192 -0.923  0.132 -0.983  0.073 -1.042  0.013 -1.102  0.004 -1.182  -0.026 -1.254  -0.085 -1.313  -0.145 -1.373  -0.204 -1.432  -0.223 -1.509  -0.252 -1.564  -0.336 -1.564
3#apa#apa04#app0405/)  -0.709 1.391  -0.631 1.391  -0.552 1.391  -0.512 1.352  -0.493 1.292  -0.415 1.292  -0.413 1.215  -0.373 1.153  -0.317 1.097  -0.314 1.020  -0.260 0.995  -0.200 0.965  -0.165 0.894  -0.130 0.824  -0.082 0.763  -0.026 0.707  0.004 0.635  0.029 0.561  0.053 0.486  0.078 0.411  0.130 0.353  0.184 0.296  0.219 0.226  0.254 0.155  0.279 0.083  0.280 0.004  0.316 -0.066  0.351 -0.137  0.378 -0.209  0.378 -0.288  0.378 -0.366  0.378 -0.445  0.378 -0.524  0.378 -0.602  0.378 -0.681  0.378 -0.760  0.340 -0.823  0.284 -0.878  0.228 -0.934  0.180 -0.993  0.180 -1.072  0.131 -1.130  0.076 -1.186  0.020 -1.241  -0.036 -1.297  -0.091 -1.353  -0.147 -1.408  -0.203 -1.464  -0.258 -1.520  -0.314 -1.575
3#apa#apa04#app0405/)  -0.267 0.880  -0.267 0.966  -0.324 0.995  -0.381 1.023  -0.381 1.109  -0.381 1.195  -0.381 1.281  -0.353 1.338  -0.267 1.338  -0.267 1.252  -0.226 1.183  -0.166 1.123  -0.152 1.042  -0.125 0.968  -0.065 0.907  -0.016 0.837  0.022 0.761  0.060 0.684  0.077 0.602  0.088 0.520  0.136 0.448  0.183 0.377  0.231 0.305  0.279 0.234  0.305 0.156  0.305 0.071  0.305 -0.015  0.305 -0.101  0.305 -0.187  0.305 -0.273  0.305 -0.358  0.305 -0.444  0.305 -0.530  0.305 -0.616  0.305 -0.702  0.305 -0.787  0.305 -0.873  0.300 -0.957  0.239 -1.017  0.178 -1.078  0.118 -1.139  0.057 -1.199  -0.004 -1.260  -0.064 -1.321  -0.125 -1.381  -0.200 -1.408  -0.280 -1.422  -0.341 -1.482  -0.410 -1.523  -0.496 -1.523
3#apa#apa04#app0405/)  -0.507 1.438  -0.428 1.438  -0.350 1.438  -0.321 1.388  -0.285 1.345  -0.213 1.330  -0.157 1.274  -0.136 1.204  -0.112 1.136  -0.056 1.080  -0.044 1.007  -0.011 0.942  0.045 0.887  0.100 0.831  0.151 0.772  0.186 0.701  0.221 0.631  0.234 0.556  0.234 0.477  0.249 0.405  0.304 0.349  0.327 0.280  0.327 0.201  0.327 0.123  0.327 0.044  0.327 -0.034  0.327 -0.113  0.313 -0.190  0.294 -0.266  0.275 -0.342  0.256 -0.418  0.237 -0.494  0.234 -0.573  0.234 -0.651  0.207 -0.719  0.152 -0.774  0.096 -0.830  0.044 -0.887  0.009 -0.958  -0.027 -1.028  -0.072 -1.091  -0.128 -1.146  -0.183 -1.202  -0.243 -1.247  -0.322 -1.247  -0.377 -1.303  -0.433 -1.358  -0.488 -1.414  -0.544 -1.469  -0.599 -1.525
3#apa#apa04#app0405/)  -0.438 1.513  -0.364 1.513  -0.354 1.449  -0.300 1.429  -0.239 1.398  -0.186 1.346  -0.134 1.293  -0.101 1.233  -0.101 1.158  -0.101 1.084  -0.101 1.010  -0.051 0.957  -0.017 0.897  -0.017 0.823  -0.012 0.751  0.040 0.698  0.067 0.635  0.067 0.561  0.067 0.487  0.067 0.413  0.067 0.338  0.067 0.264  0.094 0.196  0.127 0.130  0.151 0.062  0.151 -0.012  0.151 -0.087  0.151 -0.161  0.151 -0.235  0.151 -0.309  0.151 -0.383  0.151 -0.457  0.151 -0.531  0.151 -0.606  0.151 -0.680  0.151 -0.754  0.151 -0.828  0.151 -0.902  0.118 -0.963  0.067 -1.016  0.067 -1.090  0.067 -1.164  0.027 -1.222  -0.017 -1.277  -0.018 -1.351  -0.070 -1.404  -0.101 -1.465  -0.101 -1.539  -0.112 -1.603  -0.186 -1.603
2#apb#apb25#app2568/)  -0.866 1.098  -0.841 1.171  -0.864 1.219  -0.830 1.274  -0.775 1.219  -0.721 1.165  -0.666 1.110  -0.602 1.068  -0.535 1.030  -0.468 0.991  -0.406 0.945  -0.349 0.893  -0.292 0.841  -0.234 0.790  -0.177 0.738  -0.120 0.685  -0.066 0.631  -0.011 0.576  0.044 0.521  0.098 0.467  0.149 0.409  0.193 0.346  0.238 0.283  0.282 0.219  0.326 0.156  0.357 0.086  0.377 0.012  0.396 -0.063  0.416 -0.138  0.436 -0.212  0.456 -0.287  0.463 -0.363  0.456 -0.440  0.449 -0.516  0.442 -0.593  0.432 -0.670  0.410 -0.744  0.387 -0.817  0.364 -0.891  0.342 -0.965  0.319 -1.039  0.284 -1.108  0.247 -1.176  0.210 -1.243  0.173 -1.311  0.136 -1.379  0.077 -1.427  0.015 -1.473  -0.047 -1.520  -0.109 -1.566
2#apa#apa15#app1521/)  -0.626 1.464  -0.552 1.464  -0.477 1.464  -0.442 1.424  -0.442 1.349  -0.442 1.274  -0.442 1.200  -0.442 1.125  -0.410 1.064  -0.358 1.011  -0.305 0.958  -0.252 0.906  -0.199 0.853  -0.147 0.800  -0.094 0.747  -0.053 0.686  -0.020 0.619  0.013 0.552  0.047 0.485  0.080 0.419  0.113 0.352  0.147 0.285  0.180 0.219  0.214 0.152  0.247 0.085  0.280 0.018  0.293 -0.053  0.293 -0.128  0.293 -0.202  0.293 -0.277  0.293 -0.352  0.293 -0.426  0.293 -0.501  0.293 -0.576  0.293 -0.650  0.293 -0.725  0.293 -0.799  0.293 -0.874  0.279 -0.942  0.226 -0.995  0.173 -1.048  0.120 -1.101  0.091 -1.168  0.067 -1.239  0.044 -1.309  0.020 -1.380  -0.004 -1.451  -0.027 -1.522  -0.051 -1.593  -0.074 -1.663
2#app#app07#app0732/)  -0.277 1.503  -0.204 1.503  -0.132 1.503  -0.073 1.469  -0.022 1.417  0.029 1.366  0.062 1.306  0.062 1.234  0.088 1.167  0.118 1.102  0.118 1.029  0.118 0.956  0.135 0.887  0.158 0.818  0.174 0.748  0.174 0.675  0.174 0.602  0.174 0.530  0.174 0.457  0.174 0.384  0.174 0.312  0.174 0.239  0.174 0.166  0.174 0.094  0.170 0.022  0.147 -0.047  0.124 -0.116  0.118 -0.188  0.118 -0.260  0.118 -0.333  0.118 -0.406  0.118 -0.478  0.111 -0.550  0.088 -0.619  0.065 -0.688  0.042 -0.757  0.019 -0.826  -0.008 -0.893  -0.040 -0.958  -0.086 -1.014  -0.137 -1.065  -0.179 -1.123  -0.212 -1.188  -0.244 -1.253  -0.277 -1.318  -0.328 -1.369  -0.380 -1.421  -0.422 -1.479  -0.462 -1.540  -0.503 -1.600
1d#ced#pnlg5032_s_19/)  -0.675 1.028  -0.701 1.100  -0.744 1.162  -0.790 1.220  -0.783 1.252  -0.720 1.210  -0.656 1.167  -0.592 1.127  -0.524 1.093  -0.470 1.040  -0.410 0.992  -0.355 0.941  -0.309 0.880  -0.264 0.819  -0.214 0.762  -0.160 0.708  -0.112 0.649  -0.065 0.589  -0.022 0.526  0.020 0.463  0.068 0.403  0.112 0.342  0.146 0.274  0.179 0.205  0.209 0.135  0.240 0.066  0.280 0.001  0.312 -0.068  0.336 -0.140  0.357 -0.213  0.376 -0.287  0.393 -0.361  0.405 -0.436  0.409 -0.512  0.409 -0.588  0.409 -0.665  0.409 -0.741  0.409 -0.817  0.401 -0.892  0.389 -0.967  0.376 -1.043  0.361 -1.117  0.333 -1.188  0.301 -1.257  0.264 -1.323  0.218 -1.384  0.183 -1.451  0.136 -1.510  0.086 -1.567  0.040 -1.628
1d#ced#pnlg5032_s_19/)  -0.730 0.988  -0.783 1.041  -0.828 1.101  -0.853 1.171  -0.790 1.207  -0.719 1.199  -0.648 1.175  -0.578 1.149  -0.519 1.101  -0.462 1.052  -0.409 0.999  -0.355 0.946  -0.304 0.891  -0.257 0.832  -0.209 0.773  -0.162 0.714  -0.114 0.656  -0.066 0.598  -0.023 0.537  0.016 0.472  0.053 0.407  0.090 0.341  0.125 0.274  0.159 0.207  0.192 0.140  0.226 0.072  0.256 0.003  0.285 -0.066  0.307 -0.139  0.327 -0.211  0.351 -0.283  0.372 -0.355  0.382 -0.430  0.392 -0.504  0.403 -0.579  0.412 -0.654  0.412 -0.729  0.412 -0.804  0.412 -0.880  0.401 -0.954  0.388 -1.028  0.374 -1.102  0.359 -1.176  0.343 -1.250  0.321 -1.322  0.287 -1.389  0.253 -1.456  0.216 -1.522  0.163 -1.575  0.121 -1.638
3#apb#apb31#app3193/)  -0.601 1.309  -0.534 1.280  -0.465 1.254  -0.391 1.239  -0.316 1.247  -0.240 1.256  -0.167 1.256  -0.099 1.222  -0.031 1.188  0.037 1.154  0.082 1.097  0.120 1.031  0.157 0.966  0.195 0.900  0.233 0.834  0.246 0.761  0.251 0.686  0.256 0.610  0.261 0.535  0.265 0.459  0.259 0.384  0.252 0.308  0.245 0.233  0.238 0.158  0.231 0.082  0.224 0.007  0.213 -0.068  0.188 -0.139  0.163 -0.210  0.138 -0.282  0.113 -0.353  0.088 -0.425  0.063 -0.496  0.050 -0.570  0.042 -0.646  0.035 -0.721  0.027 -0.796  0.020 -0.872  0.012 -0.947  -0.007 -1.019  -0.041 -1.086  -0.075 -1.154  -0.109 -1.222  -0.139 -1.291  -0.160 -1.364  -0.181 -1.436  -0.219 -1.502  -0.256 -1.568  -0.306 -1.622  -0.367 -1.668
1d#tos#f2#f2016063/)  -0.469 1.335  -0.476 1.264  -0.554 1.264  -0.612 1.244  -0.585 1.193  -0.507 1.193  -0.436 1.170  -0.371 1.127  -0.306 1.084  -0.238 1.050  -0.160 1.050  -0.091 1.029  -0.042 0.971  -0.031 0.897  0.024 0.842  0.061 0.774  0.096 0.704  0.138 0.639  0.181 0.574  0.224 0.509  0.244 0.437  0.244 0.359  0.244 0.281  0.244 0.203  0.244 0.125  0.244 0.047  0.244 -0.031  0.244 -0.109  0.244 -0.187  0.244 -0.265  0.244 -0.343  0.244 -0.421  0.244 -0.499  0.244 -0.577  0.215 -0.648  0.180 -0.718  0.172 -0.794  0.172 -0.872  0.172 -0.950  0.172 -1.028  0.163 -1.104  0.120 -1.168  0.076 -1.233  0.033 -1.298  -0.002 -1.368  -0.037 -1.437  -0.090 -1.494  -0.145 -1.549  -0.200 -1.605  -0.255 -1.660
1d#apa#apa02#app0287/)  -0.511 1.638  -0.511 1.561  -0.511 1.483  -0.511 1.406  -0.477 1.342  -0.422 1.287  -0.379 1.227  -0.379 1.150  -0.351 1.084  -0.296 1.029  -0.248 0.972  -0.248 0.894  -0.225 0.826  -0.170 0.771  -0.115 0.716  -0.060 0.662  -0.005 0.607  0.015 0.538  0.015 0.460  0.015 0.383  0.028 0.310  0.083 0.256  0.138 0.201  0.147 0.127  0.155 0.053  0.209 -0.002  0.264 -0.057  0.278 -0.129  0.278 -0.206  0.278 -0.284  0.278 -0.361  0.278 -0.439  0.278 -0.517  0.278 -0.594  0.278 -0.672  0.278 -0.749  0.278 -0.827  0.278 -0.904  0.278 -0.982  0.210 -0.991  0.147 -1.005  0.147 -1.083  0.147 -1.161  0.147 -1.238  0.103 -1.298  0.049 -1.353  0.015 -1.416  0.015 -1.494  0.015 -1.571  0.015 -1.649
1d#apa#apa02#app0287/)  -0.400 1.616  -0.400 1.540  -0.400 1.465  -0.400 1.390  -0.367 1.328  -0.313 1.275  -0.273 1.217  -0.273 1.141  -0.273 1.066  -0.273 0.991  -0.207 0.981  -0.146 0.967  -0.146 0.892  -0.146 0.817  -0.146 0.741  -0.103 0.684  -0.050 0.631  -0.020 0.568  -0.020 0.493  -0.020 0.418  -0.020 0.342  -0.020 0.267  0.000 0.200  0.054 0.147  0.107 0.094  0.107 0.019  0.107 -0.057  0.107 -0.132  0.107 -0.207  0.107 -0.282  0.107 -0.358  0.107 -0.433  0.107 -0.508  0.107 -0.583  0.107 -0.659  0.154 -0.714  0.207 -0.768  0.234 -0.832  0.234 -0.907  0.234 -0.982  0.234 -1.058  0.234 -1.133  0.234 -1.208  0.234 -1.283  0.234 -1.359  0.234 -1.434  0.234 -1.509  0.214 -1.576  0.160 -1.629  0.107 -1.682
1d#apa#apa02#app0287/)  -0.467 1.504  -0.388 1.504  -0.344 1.470  -0.344 1.392  -0.276 1.382  -0.222 1.358  -0.222 1.280  -0.181 1.218  -0.126 1.163  -0.100 1.096  -0.100 1.018  -0.046 0.962  0.009 0.906  0.023 0.834  0.023 0.756  0.023 0.677  0.057 0.614  0.112 0.558  0.145 0.494  0.145 0.415  0.145 0.337  0.145 0.259  0.145 0.181  0.145 0.103  0.145 0.025  0.145 -0.054  0.177 -0.118  0.232 -0.174  0.267 -0.237  0.267 -0.316  0.267 -0.394  0.267 -0.472  0.267 -0.550  0.230 -0.613  0.175 -0.668  0.145 -0.734  0.145 -0.812  0.145 -0.890  0.127 -0.961  0.071 -1.016  0.023 -1.074  0.023 -1.152  -0.008 -1.218  -0.063 -1.273  -0.119 -1.328  -0.174 -1.383  -0.222 -1.442  -0.222 -1.520  -0.266 -1.554  -0.344 -1.554
1d#apa#apa02#app0287/)  -0.367 1.592  -0.287 1.592  -0.255 1.543  -0.255 1.463  -0.255 1.382  -0.255 1.302  -0.220 1.257  -0.144 1.253  -0.144 1.173  -0.144 1.093  -0.128 1.019  -0.072 0.962  -0.032 0.898  -0.032 0.818  0.020 0.759  0.077 0.702  0.080 0.623  0.080 0.543  0.089 0.466  0.146 0.409  0.191 0.348  0.191 0.268  0.191 0.187  0.191 0.107  0.191 0.027  0.191 -0.054  0.191 -0.134  0.191 -0.214  0.191 -0.294  0.191 -0.375  0.191 -0.455  0.191 -0.535  0.191 -0.616  0.191 -0.696  0.168 -0.753  0.087 -0.753  0.080 -0.825  0.080 -0.905  0.080 -0.986  0.080 -1.066  0.021 -1.088  -0.032 -1.115  -0.032 -1.195  -0.032 -1.276  -0.077 -1.311  -0.144 -1.325  -0.144 -1.405  -0.206 -1.423  -0.255 -1.454  -0.255 -1.534
1d#apa#apa02#app0287/)  -0.120 1.476  -0.120 1.551  -0.076 1.582  -0.014 1.568  -0.014 1.492  -0.014 1.417  -0.014 1.341  -0.014 1.266  -0.014 1.191  -0.014 1.115  -0.014 1.040  -0.014 0.964  -0.014 0.889  -0.014 0.813  -0.014 0.738  -0.014 0.663  -0.014 0.587  -0.014 0.512  -0.014 0.436  -0.014 0.361  0.002 0.292  0.055 0.239  0.092 0.179  0.092 0.103  0.092 0.028  0.092 -0.048  0.092 -0.123  0.092 -0.199  0.092 -0.274  0.092 -0.349  0.092 -0.425  0.092 -0.500  0.092 -0.576  0.092 -0.651  0.092 -0.727  0.092 -0.802  0.092 -0.877  0.092 -0.953  0.092 -1.028  0.092 -1.104  0.090 -1.177  0.015 -1.177  -0.014 -1.224  -0.030 -1.283  -0.106 -1.283  -0.120 -1.344  -0.150 -1.389  -0.226 -1.389  -0.279 -1.442  -0.333 -1.496
2#art#art08tst/)  -0.262 1.631  -0.202 1.596  -0.153 1.547  -0.118 1.488  -0.092 1.423  -0.077 1.355  -0.068 1.286  -0.060 1.217  -0.050 1.148  -0.040 1.078  -0.030 1.009  -0.020 0.940  -0.011 0.871  -0.001 0.802  0.009 0.733  0.019 0.664  0.029 0.594  0.039 0.525  0.048 0.456  0.055 0.386  0.062 0.317  0.069 0.247  0.071 0.178  0.071 0.108  0.071 0.038  0.071 -0.032  0.071 -0.102  0.071 -0.172  0.071 -0.241  0.071 -0.311  0.071 -0.381  0.071 -0.451  0.071 -0.521  0.069 -0.591  0.065 -0.660  0.061 -0.730  0.057 -0.800  0.053 -0.869  0.048 -0.939  0.043 -1.009  0.033 -1.078  0.024 -1.147  0.015 -1.216  0.006 -1.286  -0.003 -1.355  -0.026 -1.421  -0.053 -1.485  -0.080 -1.549  -0.107 -1.614  -0.134 -1.678
2#art#art08tst/)  -0.847 1.411  -0.777 1.388  -0.707 1.364  -0.643 1.326  -0.590 1.276  -0.543 1.219  -0.495 1.162  -0.443 1.109  -0.391 1.057  -0.338 1.004  -0.287 0.950  -0.236 0.897  -0.185 0.843  -0.134 0.789  -0.083 0.735  -0.032 0.681  0.020 0.628  0.071 0.574  0.122 0.520  0.159 0.458  0.182 0.387  0.206 0.317  0.229 0.247  0.250 0.175  0.272 0.104  0.293 0.033  0.308 -0.039  0.320 -0.112  0.333 -0.185  0.345 -0.259  0.349 -0.332  0.343 -0.406  0.337 -0.480  0.332 -0.554  0.326 -0.628  0.313 -0.701  0.299 -0.774  0.286 -0.847  0.271 -0.920  0.246 -0.989  0.220 -1.059  0.195 -1.129  0.168 -1.198  0.127 -1.259  0.085 -1.321  0.044 -1.383  -0.001 -1.441  -0.054 -1.493  -0.106 -1.546  -0.159 -1.598
