2#app#app25#app2545/b  0.575 1.633  0.575 1.832  0.575 1.791  0.575 1.592  0.575 1.393  0.414 1.355  0.297 1.274  0.297 1.075  0.297 0.876  0.175 0.800  0.020 0.757  0.020 0.558  -0.144 0.523  -0.258 0.438  -0.258 0.240  -0.258 0.041  -0.347 -0.121  -0.487 -0.261  -0.627 -0.402  -0.768 -0.542  -0.813 -0.722  -0.813 -0.809  -0.813 -0.610  -0.813 -0.412  -0.716 -0.310  -0.523 -0.297  -0.382 -0.157  -0.235 -0.032  -0.036 -0.032  0.020 0.110  0.020 0.309  0.020 0.508  0.149 0.393  0.290 0.253  0.485 0.245  0.575 0.136  0.575 -0.063  0.575 -0.261  0.575 -0.460  0.524 -0.638  0.384 -0.778  0.297 -0.941  0.297 -1.140  0.297 -1.338  0.180 -1.420  -0.018 -1.420  -0.217 -1.420  -0.258 -1.262  -0.337 -1.142  -0.535 -1.142
1c#apa#apa15#app1532/b  -0.160 1.615  -0.275 1.729  -0.389 1.755  -0.504 1.641  -0.529 1.489  -0.529 1.328  -0.529 1.166  -0.529 1.004  -0.529 0.842  -0.529 0.680  -0.529 0.519  -0.529 0.357  -0.529 0.195  -0.529 0.033  -0.529 -0.129  -0.502 -0.284  -0.430 -0.429  -0.357 -0.573  -0.345 -0.732  -0.345 -0.894  -0.345 -1.056  -0.345 -1.086  -0.345 -0.924  -0.345 -0.762  -0.345 -0.600  -0.345 -0.439  -0.301 -0.284  -0.250 -0.130  -0.199 0.023  -0.160 0.179  -0.149 0.336  -0.034 0.450  0.095 0.473  0.240 0.400  0.384 0.328  0.529 0.256  0.674 0.183  0.790 0.083  0.863 -0.062  0.935 -0.207  1.007 -0.352  1.080 -0.496  1.110 -0.641  1.037 -0.786  0.965 -0.930  0.826 -0.967  0.669 -0.998  0.516 -1.049  0.362 -1.101  0.209 -1.152
1c#apa#apa15#app1532/b  -0.566 1.959  -0.566 1.783  -0.566 1.608  -0.566 1.432  -0.533 1.260  -0.491 1.089  -0.448 0.919  -0.406 0.748  -0.377 0.576  -0.377 0.400  -0.377 0.225  -0.377 0.049  -0.377 -0.127  -0.377 -0.303  -0.377 -0.479  -0.377 -0.654  -0.377 -0.830  -0.377 -0.757  -0.377 -0.581  -0.377 -0.405  -0.377 -0.229  -0.377 -0.053  -0.377 0.122  -0.377 0.298  -0.356 0.465  -0.232 0.590  -0.074 0.634  0.102 0.634  0.268 0.595  0.426 0.516  0.583 0.438  0.740 0.359  0.897 0.281  1.002 0.149  1.080 -0.008  1.138 -0.170  1.138 -0.346  1.124 -0.516  1.000 -0.641  0.876 -0.765  0.751 -0.889  0.627 -1.013  0.475 -1.071  0.299 -1.071  0.123 -1.071  -0.052 -1.071  -0.228 -1.071  -0.404 -1.071  -0.566 -1.057  -0.566 -0.881
3#kai#kai1#jhjung4/b  -0.724 -1.209  -0.598 -1.083  -0.491 -0.942  -0.388 -0.797  -0.281 -0.654  -0.174 -0.512  -0.088 -0.359  -0.014 -0.198  0.085 -0.050  0.177 0.101  0.233 0.270  0.289 0.439  0.346 0.608  0.411 0.773  0.502 0.923  0.515 1.097  0.613 1.245  0.613 1.423  0.613 1.602  0.579 1.746  0.419 1.710  0.312 1.567  0.211 1.421  0.112 1.273  0.032 1.116  -0.024 0.947  -0.075 0.776  -0.124 0.606  -0.203 0.446  -0.223 0.273  -0.258 0.099  -0.278 -0.076  -0.312 -0.249  -0.334 -0.423  -0.334 -0.602  -0.375 -0.773  -0.390 -0.949  -0.345 -1.119  -0.334 -1.296  -0.286 -1.466  -0.149 -1.401  -0.111 -1.243  -0.066 -1.073  -0.055 -0.896  -0.006 -0.726  0.000 -0.549  0.001 -0.373  0.149 -0.472  0.324 -0.484  0.502 -0.484
3#kai#kai1#jhjung4/b  -1.669 -1.175  -1.525 -1.079  -1.361 -1.024  -1.202 -0.960  -1.056 -0.868  -0.902 -0.791  -0.779 -0.669  -0.640 -0.568  -0.496 -0.473  -0.336 -0.410  -0.211 -0.293  -0.072 -0.190  0.071 -0.095  0.199 0.021  0.333 0.128  0.449 0.251  0.545 0.395  0.618 0.550  0.672 0.714  0.682 0.885  0.736 1.049  0.778 1.215  0.778 1.388  0.748 1.556  0.633 1.544  0.504 1.430  0.415 1.287  0.319 1.149  0.227 1.009  0.149 0.856  0.107 0.696  0.067 0.530  0.012 0.366  0.003 0.195  -0.048 0.030  -0.085 -0.138  -0.101 -0.308  -0.155 -0.472  -0.181 -0.641  -0.181 -0.813  -0.135 -0.979  0.007 -1.076  0.104 -0.939  0.200 -0.795  0.251 -0.631  0.251 -0.458  0.251 -0.286  0.218 -0.312  0.319 -0.398  0.490 -0.407
3#kai#kai1#jhjung4/b  -1.677 -1.025  -1.517 -0.972  -1.357 -0.918  -1.206 -0.843  -1.049 -0.781  -0.895 -0.713  -0.751 -0.628  -0.632 -0.508  -0.475 -0.449  -0.353 -0.335  -0.234 -0.216  -0.121 -0.091  -0.021 0.043  0.119 0.137  0.239 0.257  0.372 0.358  0.487 0.478  0.580 0.619  0.662 0.765  0.715 0.925  0.769 1.085  0.822 1.245  0.857 1.408  0.788 1.508  0.623 1.483  0.495 1.388  0.402 1.248  0.317 1.103  0.254 0.947  0.171 0.804  0.160 0.637  0.097 0.480  0.039 0.322  0.012 0.158  0.002 -0.010  -0.039 -0.174  -0.091 -0.334  -0.145 -0.494  -0.148 -0.662  -0.199 -0.823  -0.188 -0.988  -0.095 -1.129  0.070 -1.124  0.163 -0.984  0.171 -0.817  0.223 -0.657  0.276 -0.497  0.286 -0.345  0.426 -0.439  0.593 -0.445
3#kai#kai1#jhjung4/b  -0.580 -0.839  -0.491 -0.705  -0.396 -0.575  -0.297 -0.449  -0.163 -0.359  -0.066 -0.233  -0.000 -0.087  0.071 0.056  0.160 0.189  0.250 0.323  0.339 0.457  0.428 0.591  0.494 0.737  0.545 0.890  0.596 1.042  0.646 1.195  0.682 1.350  0.696 1.509  0.702 1.629  0.555 1.604  0.466 1.470  0.353 1.355  0.251 1.231  0.173 1.092  0.122 0.939  0.069 0.788  -0.003 0.644  -0.063 0.494  -0.113 0.341  -0.164 0.189  -0.215 0.036  -0.266 -0.117  -0.317 -0.269  -0.368 -0.422  -0.415 -0.576  -0.418 -0.736  -0.469 -0.889  -0.470 -1.050  -0.519 -1.203  -0.481 -1.356  -0.470 -1.515  -0.353 -1.513  -0.244 -1.404  -0.172 -1.262  -0.122 -1.109  -0.071 -0.956  -0.020 -0.803  0.015 -0.651  -0.020 -0.514  0.133 -0.565
3#kai#kai1#jhjung4/b  -1.402 -1.074  -1.260 -0.979  -1.108 -0.903  -0.955 -0.826  -0.810 -0.739  -0.674 -0.637  -0.537 -0.535  -0.410 -0.422  -0.284 -0.308  -0.147 -0.206  -0.039 -0.075  0.071 0.055  0.207 0.157  0.315 0.287  0.426 0.414  0.517 0.553  0.597 0.701  0.694 0.841  0.758 0.997  0.861 1.133  0.957 1.274  0.978 1.437  0.877 1.535  0.730 1.481  0.621 1.353  0.495 1.243  0.409 1.105  0.325 0.958  0.244 0.809  0.160 0.661  0.068 0.518  -0.020 0.371  -0.082 0.214  -0.136 0.052  -0.211 -0.101  -0.236 -0.265  -0.280 -0.429  -0.334 -0.590  -0.382 -0.753  -0.396 -0.921  -0.430 -1.086  -0.359 -1.218  -0.208 -1.243  -0.085 -1.139  -0.012 -0.986  0.042 -0.824  0.056 -0.656  0.056 -0.486  0.084 -0.352  0.250 -0.394
2#apb#apb08#app0894/b  -0.862 1.304  -0.831 1.147  -0.783 0.994  -0.763 0.836  -0.751 0.676  -0.739 0.516  -0.728 0.356  -0.717 0.196  -0.701 0.036  -0.684 -0.123  -0.664 -0.282  -0.635 -0.440  -0.611 -0.598  -0.611 -0.758  -0.581 -0.858  -0.579 -0.697  -0.572 -0.537  -0.562 -0.377  -0.546 -0.217  -0.531 -0.058  -0.500 0.099  -0.449 0.251  -0.398 0.403  -0.326 0.545  -0.249 0.686  -0.143 0.804  -0.022 0.905  0.138 0.914  0.298 0.916  0.458 0.906  0.600 0.836  0.737 0.754  0.838 0.629  0.935 0.502  0.995 0.354  1.056 0.205  1.077 0.047  1.096 -0.113  1.092 -0.272  1.069 -0.430  1.018 -0.581  0.953 -0.727  0.851 -0.850  0.740 -0.966  0.614 -1.065  0.481 -1.152  0.335 -1.218  0.181 -1.248  0.037 -1.187  -0.064 -1.062
3#app#app38#app3809/b  -0.292 2.136  -0.392 2.057  -0.392 1.879  -0.392 1.700  -0.392 1.521  -0.392 1.342  -0.360 1.171  -0.281 1.011  -0.201 0.851  -0.192 0.675  -0.192 0.496  -0.192 0.317  -0.192 0.138  -0.192 -0.040  -0.192 -0.219  -0.192 -0.398  -0.143 -0.565  -0.092 -0.732  -0.092 -0.910  -0.092 -1.089  -0.092 -1.071  -0.105 -1.094  -0.137 -0.918  -0.169 -0.742  -0.201 -0.567  -0.233 -0.391  -0.265 -0.215  -0.292 -0.039  -0.292 0.140  -0.206 0.233  -0.092 0.356  -0.020 0.505  0.136 0.561  0.285 0.633  0.409 0.579  0.532 0.510  0.610 0.363  0.610 0.185  0.610 0.006  0.610 -0.173  0.610 -0.351  0.610 -0.530  0.510 -0.668  0.455 -0.824  0.403 -0.982  0.323 -1.142  0.209 -1.276  0.124 -1.370  0.009 -1.492  -0.092 -1.570
3#apa#apa03#app0366/b  -0.298 1.792  -0.298 1.605  -0.335 1.426  -0.418 1.259  -0.502 1.092  -0.586 0.924  -0.591 0.739  -0.591 0.552  -0.591 0.365  -0.658 0.193  -0.738 0.025  -0.738 -0.162  -0.738 -0.349  -0.738 -0.536  -0.738 -0.723  -0.738 -0.910  -0.738 -0.886  -0.635 -0.742  -0.503 -0.610  -0.445 -0.446  -0.342 -0.302  -0.298 -0.133  -0.284 0.048  -0.152 0.180  -0.020 0.313  0.009 0.488  0.141 0.620  0.308 0.704  0.481 0.766  0.580 0.679  0.708 0.620  0.873 0.598  0.936 0.473  1.020 0.371  1.020 0.184  1.166 0.143  1.166 -0.044  1.048 -0.113  1.011 -0.268  0.879 -0.400  0.841 -0.552  0.675 -0.604  0.533 -0.722  0.366 -0.806  0.217 -0.916  0.070 -1.027  -0.097 -1.111  -0.241 -1.227  -0.404 -1.285  -0.591 -1.285
2#apb#apb35#app3594/b  0.074 1.496  0.121 1.661  0.165 1.685  0.115 1.522  0.038 1.370  -0.045 1.220  -0.110 1.062  -0.164 0.900  -0.218 0.737  -0.272 0.575  -0.326 0.413  -0.384 0.252  -0.449 0.094  -0.514 -0.065  -0.576 -0.224  -0.636 -0.385  -0.686 -0.548  -0.753 -0.706  -0.767 -0.715  -0.694 -0.561  -0.613 -0.410  -0.540 -0.256  -0.463 -0.103  -0.364 0.036  -0.264 0.176  -0.160 0.311  -0.052 0.444  0.078 0.552  0.228 0.634  0.386 0.698  0.555 0.713  0.675 0.615  0.744 0.462  0.783 0.295  0.807 0.126  0.822 -0.044  0.805 -0.214  0.784 -0.384  0.749 -0.551  0.706 -0.716  0.644 -0.876  0.563 -1.024  0.454 -1.156  0.309 -1.245  0.158 -1.323  -0.011 -1.346  -0.182 -1.355  -0.353 -1.355  -0.507 -1.281  -0.660 -1.205
2#tos#f1#f1035060/b  -0.193 2.185  -0.193 2.091  -0.193 1.889  -0.193 1.688  -0.193 1.487  -0.169 1.289  -0.140 1.091  -0.140 0.890  -0.140 0.689  -0.140 0.487  -0.106 0.290  -0.086 0.091  -0.086 -0.110  -0.086 -0.311  -0.086 -0.512  -0.086 -0.713  -0.086 -0.915  -0.041 -1.105  -0.033 -1.304  -0.033 -1.376  -0.050 -1.178  -0.086 -0.982  -0.193 -0.825  -0.193 -0.624  -0.272 -0.456  -0.300 -0.266  -0.343 -0.075  -0.353 0.124  -0.353 0.325  -0.300 0.473  -0.162 0.567  0.037 0.585  0.238 0.585  0.440 0.585  0.641 0.585  0.767 0.469  0.898 0.338  0.927 0.153  0.927 -0.049  0.809 -0.187  0.683 -0.340  0.535 -0.464  0.398 -0.602  0.222 -0.700  0.048 -0.800  -0.131 -0.887  -0.322 -0.951  -0.504 -1.036  -0.698 -1.068  -0.886 -1.121
1c#art#art03trn/b  -0.548 2.050  -0.548 1.914  -0.548 1.777  -0.548 1.641  -0.539 1.504  -0.531 1.368  -0.522 1.232  -0.514 1.096  -0.505 0.959  -0.502 0.823  -0.502 0.686  -0.489 0.551  -0.467 0.416  -0.446 0.281  -0.426 0.146  -0.410 0.010  -0.410 -0.126  -0.410 -0.263  -0.410 -0.399  -0.410 -0.536  -0.410 -0.672  -0.410 -0.809  -0.338 -0.771  -0.268 -0.656  -0.171 -0.559  -0.076 -0.461  0.009 -0.354  0.094 -0.248  0.191 -0.151  0.287 -0.054  0.375 0.050  0.457 0.159  0.589 0.167  0.720 0.127  0.821 0.039  0.869 -0.088  0.940 -0.204  0.951 -0.330  0.925 -0.464  0.898 -0.598  0.862 -0.728  0.786 -0.842  0.664 -0.903  0.537 -0.948  0.403 -0.975  0.267 -0.981  0.130 -0.981  -0.006 -0.981  -0.142 -0.978  -0.272 -0.935
1c#art#art03trn/b  0.009 2.186  0.009 2.060  0.009 1.934  -0.000 1.809  -0.010 1.683  -0.020 1.557  -0.024 1.432  -0.024 1.306  -0.024 1.180  -0.024 1.054  -0.031 0.928  -0.042 0.802  -0.054 0.677  -0.071 0.552  -0.092 0.428  -0.113 0.304  -0.134 0.180  -0.154 0.055  -0.175 -0.069  -0.196 -0.193  -0.216 -0.318  -0.237 -0.442  -0.257 -0.566  -0.271 -0.692  -0.285 -0.817  -0.314 -0.939  -0.349 -1.060  -0.354 -1.185  -0.354 -1.110  -0.345 -0.986  -0.305 -0.866  -0.262 -0.748  -0.213 -0.632  -0.157 -0.519  -0.097 -0.409  -0.032 -0.301  0.054 -0.209  0.166 -0.158  0.291 -0.160  0.411 -0.195  0.494 -0.289  0.552 -0.400  0.569 -0.523  0.562 -0.648  0.536 -0.771  0.527 -0.894  0.448 -0.987  0.327 -1.013  0.201 -1.013  0.075 -1.013
1c#art#art03trn/b  0.193 2.178  0.193 2.051  0.193 1.924  0.179 1.798  0.163 1.672  0.146 1.546  0.129 1.420  0.098 1.297  0.058 1.176  0.040 1.051  0.026 0.925  0.003 0.800  -0.037 0.680  -0.077 0.559  -0.113 0.437  -0.146 0.315  -0.179 0.192  -0.213 0.070  -0.246 -0.053  -0.280 -0.176  -0.312 -0.298  -0.343 -0.422  -0.375 -0.545  -0.415 -0.665  -0.441 -0.788  -0.441 -0.915  -0.404 -0.883  -0.346 -0.774  -0.268 -0.677  -0.182 -0.584  -0.111 -0.478  -0.037 -0.375  0.052 -0.285  0.150 -0.204  0.257 -0.145  0.382 -0.161  0.486 -0.228  0.509 -0.345  0.509 -0.472  0.509 -0.599  0.477 -0.720  0.424 -0.835  0.347 -0.936  0.260 -1.028  0.155 -1.097  0.036 -1.131  -0.091 -1.131  -0.216 -1.120  -0.329 -1.064  -0.371 -0.955
1c#art#art03trn/b  -0.235 2.075  -0.235 1.953  -0.235 1.831  -0.235 1.709  -0.235 1.587  -0.235 1.465  -0.235 1.343  -0.235 1.221  -0.235 1.098  -0.235 0.976  -0.235 0.854  -0.235 0.732  -0.235 0.610  -0.235 0.488  -0.268 0.371  -0.307 0.255  -0.338 0.137  -0.367 0.019  -0.394 -0.100  -0.408 -0.222  -0.421 -0.343  -0.444 -0.462  -0.492 -0.574  -0.541 -0.686  -0.548 -0.807  -0.482 -0.847  -0.392 -0.770  -0.319 -0.672  -0.225 -0.594  -0.130 -0.518  -0.036 -0.440  0.058 -0.362  0.156 -0.289  0.261 -0.226  0.371 -0.175  0.487 -0.137  0.596 -0.148  0.693 -0.222  0.779 -0.308  0.783 -0.429  0.783 -0.551  0.773 -0.672  0.749 -0.792  0.702 -0.904  0.637 -1.006  0.551 -1.092  0.434 -1.123  0.315 -1.115  0.197 -1.085  0.078 -1.056
3#apb#apb42#app4207/b  -0.763 1.680  -0.753 1.531  -0.742 1.383  -0.730 1.234  -0.716 1.086  -0.701 0.937  -0.686 0.789  -0.676 0.640  -0.676 0.491  -0.676 0.342  -0.676 0.193  -0.665 0.045  -0.647 -0.104  -0.630 -0.252  -0.613 -0.400  -0.599 -0.548  -0.564 -0.691  -0.496 -0.591  -0.449 -0.450  -0.381 -0.317  -0.311 -0.186  -0.242 -0.054  -0.170 0.077  -0.091 0.204  -0.012 0.330  0.067 0.457  0.166 0.565  0.285 0.654  0.419 0.710  0.566 0.709  0.694 0.651  0.789 0.536  0.868 0.410  0.945 0.283  0.990 0.143  1.013 -0.004  1.033 -0.151  0.981 -0.291  0.928 -0.431  0.876 -0.570  0.800 -0.698  0.716 -0.820  0.631 -0.943  0.525 -1.046  0.407 -1.138  0.280 -1.212  0.140 -1.263  -0.001 -1.307  -0.150 -1.307  -0.299 -1.307
3#apb#apb40#app4068/b  -1.543 -1.365  -1.477 -1.218  -1.364 -1.072  -1.240 -0.936  -1.117 -0.799  -0.982 -0.674  -0.840 -0.555  -0.699 -0.436  -0.558 -0.317  -0.421 -0.194  -0.284 -0.070  -0.148 0.054  -0.012 0.178  0.119 0.309  0.249 0.439  0.380 0.569  0.489 0.718  0.594 0.869  0.699 1.021  0.787 1.183  0.874 1.345  0.835 1.439  0.694 1.321  0.562 1.192  0.429 1.064  0.311 0.923  0.199 0.776  0.088 0.629  -0.024 0.482  -0.124 0.328  -0.216 0.168  -0.308 0.008  -0.399 -0.152  -0.468 -0.321  -0.514 -0.500  -0.516 -0.676  -0.437 -0.838  -0.279 -0.914  -0.109 -0.860  0.045 -0.761  0.182 -0.638  0.306 -0.501  0.413 -0.353  0.476 -0.180  0.557 -0.014  0.637 -0.055  0.770 -0.171  0.950 -0.187  1.132 -0.159  1.305 -0.098
1c#app#app13#app1337/b  -0.419 1.912  -0.406 1.737  -0.278 1.610  -0.258 1.437  -0.258 1.257  -0.258 1.076  -0.258 0.896  -0.258 0.715  -0.258 0.535  -0.304 0.365  -0.385 0.204  -0.419 0.032  -0.419 -0.149  -0.419 -0.329  -0.419 -0.510  -0.419 -0.690  -0.419 -0.871  -0.459 -1.035  -0.580 -1.148  -0.564 -0.968  -0.547 -0.788  -0.531 -0.608  -0.515 -0.429  -0.498 -0.249  -0.482 -0.069  -0.466 0.111  -0.449 0.290  -0.433 0.470  -0.389 0.620  -0.209 0.620  -0.028 0.620  0.152 0.620  0.333 0.620  0.513 0.620  0.652 0.518  0.807 0.459  0.873 0.343  0.873 0.163  0.873 -0.018  0.873 -0.198  0.873 -0.379  0.873 -0.559  0.873 -0.740  0.873 -0.920  0.798 -1.070  0.654 -1.156  0.495 -1.211  0.359 -1.318  0.193 -1.284  0.065 -1.156
1c#app#app13#app1337/b  -0.409 2.084  -0.409 1.879  -0.409 1.673  -0.409 1.468  -0.409 1.263  -0.409 1.058  -0.409 0.853  -0.409 0.647  -0.409 0.442  -0.409 0.237  -0.409 0.032  -0.409 -0.173  -0.409 -0.379  -0.409 -0.584  -0.409 -0.789  -0.269 -0.854  -0.183 -0.973  -0.207 -0.985  -0.256 -0.786  -0.306 -0.587  -0.356 -0.388  -0.406 -0.189  -0.455 0.010  -0.505 0.209  -0.555 0.409  -0.605 0.608  -0.635 0.646  -0.574 0.502  -0.381 0.474  -0.235 0.329  -0.052 0.276  0.153 0.276  0.358 0.276  0.563 0.276  0.769 0.276  0.947 0.249  0.953 0.050  1.158 0.050  1.173 -0.140  1.173 -0.346  1.173 -0.551  1.083 -0.719  0.938 -0.864  0.793 -1.009  0.617 -1.080  0.412 -1.080  0.207 -1.080  0.002 -1.080  -0.183 -1.060  -0.183 -0.854
1c#pri#pri0#000/b  -0.740 -0.938  -0.672 -0.765  -0.584 -0.599  -0.504 -0.429  -0.415 -0.263  -0.331 -0.095  -0.257 0.078  -0.183 0.251  -0.119 0.428  -0.052 0.603  0.003 0.783  0.048 0.966  0.087 1.149  0.112 1.335  0.127 1.523  0.127 1.711  0.109 1.764  0.060 1.583  0.011 1.402  -0.037 1.220  -0.073 1.036  -0.110 0.851  -0.153 0.668  -0.187 0.484  -0.219 0.298  -0.248 0.113  -0.273 -0.074  -0.296 -0.260  -0.312 -0.448  -0.319 -0.635  -0.319 -0.823  -0.319 -1.011  -0.307 -1.199  -0.269 -1.382  -0.189 -1.551  -0.014 -1.589  0.121 -1.469  0.189 -1.294  0.236 -1.113  0.271 -0.928  0.280 -0.741  0.280 -0.553  0.280 -0.365  0.268 -0.178  0.361 -0.039  0.539 0.021  0.721 0.066  0.906 0.102  1.091 0.135  1.275 0.172
2#app#app12#app1270/b  -0.143 2.190  -0.143 2.054  -0.143 1.918  -0.143 1.782  -0.143 1.646  -0.196 1.522  -0.224 1.392  -0.224 1.256  -0.224 1.120  -0.224 0.984  -0.224 0.848  -0.224 0.711  -0.224 0.575  -0.224 0.439  -0.239 0.307  -0.300 0.185  -0.304 0.050  -0.304 -0.087  -0.304 -0.223  -0.304 -0.359  -0.304 -0.495  -0.342 -0.622  -0.385 -0.748  -0.385 -0.884  -0.416 -1.013  -0.465 -1.138  -0.411 -1.130  -0.321 -1.027  -0.232 -0.925  -0.142 -0.822  -0.052 -0.720  0.037 -0.617  0.127 -0.515  0.217 -0.412  0.306 -0.310  0.396 -0.207  0.486 -0.105  0.575 -0.002  0.662 0.092  0.662 -0.044  0.662 -0.180  0.662 -0.316  0.662 -0.452  0.633 -0.577  0.537 -0.673  0.440 -0.769  0.393 -0.870  0.281 -0.928  0.154 -0.950  0.018 -0.950
3#apa#apa12#app1299/b  -0.372 1.882  -0.372 1.692  -0.372 1.502  -0.372 1.311  -0.372 1.121  -0.372 0.930  -0.372 0.740  -0.372 0.550  -0.372 0.359  -0.372 0.169  -0.372 -0.022  -0.372 -0.212  -0.372 -0.403  -0.372 -0.593  -0.372 -0.783  -0.253 -0.896  -0.293 -0.710  -0.333 -0.524  -0.373 -0.337  -0.413 -0.151  -0.453 0.035  -0.492 0.221  -0.532 0.407  -0.572 0.594  -0.612 0.780  -0.434 0.790  -0.244 0.790  -0.054 0.790  0.137 0.790  0.327 0.790  0.396 0.668  0.555 0.592  0.604 0.422  0.721 0.280  0.787 0.117  0.842 -0.051  0.923 -0.222  0.964 -0.403  0.964 -0.593  0.964 -0.784  0.842 -0.853  0.783 -1.029  0.668 -1.152  0.478 -1.153  0.409 -1.274  0.218 -1.274  0.028 -1.274  -0.162 -1.274  -0.323 -1.201  -0.493 -1.152
2#lav#lav3#cl_0001/b  -0.968 1.524  -0.932 1.360  -0.875 1.201  -0.814 1.043  -0.775 0.878  -0.736 0.714  -0.671 0.558  -0.619 0.398  -0.578 0.234  -0.537 0.070  -0.539 -0.097  -0.558 -0.265  -0.529 -0.428  -0.491 -0.590  -0.507 -0.758  -0.523 -0.927  -0.488 -1.056  -0.498 -0.888  -0.505 -0.719  -0.497 -0.550  -0.488 -0.381  -0.471 -0.214  -0.490 -0.046  -0.509 0.122  -0.535 0.289  -0.527 0.456  -0.378 0.524  -0.220 0.585  -0.056 0.620  0.111 0.634  0.280 0.620  0.449 0.620  0.617 0.609  0.777 0.557  0.934 0.494  1.053 0.378  1.162 0.249  1.264 0.114  1.316 -0.042  1.338 -0.209  1.295 -0.370  1.192 -0.504  1.083 -0.632  0.948 -0.735  0.814 -0.837  0.663 -0.911  0.503 -0.955  0.335 -0.946  0.168 -0.930  0.013 -0.861
2#lav#lav3#cl_0001/b  -0.708 1.650  -0.694 1.466  -0.676 1.283  -0.653 1.100  -0.629 0.918  -0.627 0.734  -0.627 0.550  -0.626 0.366  -0.601 0.183  -0.575 0.001  -0.572 -0.182  -0.581 -0.366  -0.576 -0.550  -0.551 -0.732  -0.527 -0.914  -0.550 -0.751  -0.553 -0.569  -0.520 -0.388  -0.487 -0.207  -0.513 -0.026  -0.543 0.156  -0.535 0.340  -0.538 0.520  -0.537 0.675  -0.387 0.770  -0.212 0.811  -0.034 0.763  0.142 0.710  0.316 0.649  0.490 0.590  0.667 0.539  0.834 0.465  0.991 0.369  1.134 0.259  1.220 0.097  1.278 -0.073  1.278 -0.257  1.266 -0.437  1.167 -0.593  1.034 -0.717  0.887 -0.827  0.740 -0.938  0.568 -1.003  0.396 -1.069  0.229 -1.146  0.062 -1.111  -0.079 -1.017  -0.079 -0.833  -0.035 -0.674  0.123 -0.580
2#lav#lav3#cl_0001/b  -0.733 1.636  -0.700 1.465  -0.668 1.294  -0.646 1.122  -0.630 0.949  -0.617 0.776  -0.617 0.602  -0.617 0.428  -0.601 0.256  -0.550 0.090  -0.531 -0.082  -0.520 -0.256  -0.508 -0.429  -0.496 -0.603  -0.485 -0.776  -0.483 -0.950  -0.505 -0.837  -0.532 -0.665  -0.540 -0.492  -0.557 -0.319  -0.576 -0.146  -0.579 0.027  -0.579 0.201  -0.594 0.374  -0.557 0.542  -0.444 0.662  -0.274 0.674  -0.100 0.674  0.073 0.664  0.245 0.641  0.409 0.587  0.571 0.522  0.734 0.461  0.895 0.397  1.041 0.303  1.171 0.194  1.249 0.038  1.324 -0.117  1.264 -0.280  1.204 -0.444  1.112 -0.590  1.011 -0.731  0.890 -0.857  0.767 -0.980  0.614 -1.052  0.445 -1.061  0.272 -1.057  0.098 -1.057  -0.030 -0.976  -0.117 -0.826
2#lav#lav3#cl_0001/b  -0.762 1.619  -0.719 1.456  -0.703 1.292  -0.701 1.125  -0.684 0.957  -0.659 0.791  -0.635 0.624  -0.622 0.457  -0.604 0.290  -0.583 0.123  -0.561 -0.044  -0.540 -0.211  -0.527 -0.379  -0.518 -0.547  -0.513 -0.715  -0.493 -0.882  -0.491 -0.897  -0.511 -0.730  -0.518 -0.562  -0.536 -0.395  -0.552 -0.227  -0.552 -0.059  -0.552 0.109  -0.559 0.277  -0.551 0.439  -0.428 0.542  -0.267 0.589  -0.102 0.622  0.066 0.633  0.234 0.632  0.402 0.621  0.567 0.591  0.731 0.553  0.889 0.495  1.032 0.422  1.081 0.261  1.128 0.100  1.160 -0.066  1.191 -0.231  1.175 -0.396  1.144 -0.562  1.081 -0.714  0.990 -0.856  0.867 -0.949  0.701 -0.975  0.534 -1.000  0.367 -1.021  0.201 -1.043  0.034 -1.069  -0.132 -1.096
2#lav#lav3#cl_0001/b  -0.871 1.732  -0.779 1.591  -0.758 1.424  -0.708 1.261  -0.677 1.093  -0.648 0.925  -0.622 0.756  -0.600 0.587  -0.587 0.417  -0.577 0.247  -0.569 0.077  -0.543 -0.092  -0.522 -0.261  -0.522 -0.431  -0.522 -0.602  -0.509 -0.771  -0.475 -0.676  -0.453 -0.509  -0.471 -0.339  -0.480 -0.169  -0.463 0.000  -0.448 0.170  -0.422 0.337  -0.303 0.451  -0.162 0.545  0.004 0.573  0.174 0.573  0.345 0.573  0.513 0.546  0.680 0.513  0.839 0.454  0.991 0.378  1.118 0.273  1.211 0.130  1.257 -0.030  1.251 -0.200  1.231 -0.369  1.151 -0.516  1.045 -0.647  0.904 -0.744  0.762 -0.838  0.615 -0.921  0.447 -0.950  0.278 -0.977  0.110 -1.004  -0.059 -1.028  -0.229 -1.028  -0.367 -1.004  -0.315 -0.841  -0.264 -0.678
