1c#apa#apa03#app0358/g  0.149 0.823  0.262 0.886  0.262 1.062  0.186 1.162  0.017 1.144  -0.120 1.049  -0.191 0.944  -0.343 0.897  -0.468 0.773  -0.530 0.622  -0.643 0.559  -0.643 0.383  -0.757 0.254  -0.690 0.144  -0.514 0.144  -0.337 0.144  -0.161 0.144  0.015 0.144  0.146 0.254  0.274 0.370  0.375 0.445  0.488 0.509  0.576 0.597  0.639 0.710  0.714 0.811  0.714 0.885  0.601 0.822  0.601 0.646  0.587 0.484  0.488 0.407  0.488 0.230  0.488 0.054  0.488 -0.122  0.488 -0.298  0.375 -0.428  0.375 -0.604  0.375 -0.780  0.375 -0.956  0.343 -1.101  0.262 -1.196  0.149 -1.259  0.041 -1.327  -0.136 -1.327  -0.312 -1.327  -0.488 -1.327  -0.664 -1.327  -0.841 -1.327  -1.017 -1.327  -1.165 -1.258  -1.322 -1.214
2#app#app12#app1266/g  -0.015 0.858  0.023 0.858  -0.126 0.748  -0.249 0.672  -0.366 0.594  -0.366 0.399  -0.498 0.258  -0.600 0.106  -0.600 -0.090  -0.600 -0.285  -0.549 -0.429  -0.358 -0.420  -0.208 -0.312  -0.129 -0.195  -0.015 -0.114  -0.058 -0.195  -0.135 -0.314  -0.249 -0.462  -0.328 -0.625  -0.430 -0.789  -0.483 -0.971  -0.483 -1.167  -0.483 -1.362  -0.408 -1.482  -0.224 -1.456  -0.067 -1.365  0.121 -1.346  0.275 -1.248  0.470 -1.248  0.570 -1.152  0.549 -0.958  0.526 -0.764  0.502 -0.570  0.479 -0.377  0.456 -0.183  0.433 0.011  0.409 0.205  0.386 0.398  0.363 0.592  0.340 0.786  0.316 0.980  0.293 1.174  0.270 1.367  0.247 1.561  0.223 1.755  0.219 1.639  0.219 1.444  0.141 1.326  0.102 1.170  0.102 0.975
3#apb#apb05#app0513/g  0.414 0.704  0.518 0.808  0.576 0.939  0.547 1.070  0.418 1.131  0.276 1.128  0.140 1.070  0.011 0.997  -0.115 0.920  -0.234 0.833  -0.348 0.738  -0.458 0.641  -0.549 0.524  -0.629 0.401  -0.682 0.263  -0.634 0.133  -0.495 0.096  -0.350 0.127  -0.212 0.177  -0.077 0.238  0.048 0.317  0.164 0.409  0.265 0.511  0.296 0.655  0.351 0.792  0.428 0.917  0.411 0.837  0.388 0.691  0.383 0.543  0.383 0.395  0.370 0.248  0.355 0.101  0.353 -0.047  0.353 -0.195  0.344 -0.342  0.325 -0.489  0.305 -0.635  0.275 -0.780  0.243 -0.924  0.170 -1.053  0.096 -1.181  0.020 -1.307  -0.080 -1.413  -0.201 -1.497  -0.334 -1.563  -0.475 -1.602  -0.620 -1.621  -0.765 -1.590  -0.911 -1.568  -1.058 -1.550
1c#apb#apb24#app2433/g  0.236 0.918  0.204 1.074  0.161 1.224  0.061 1.347  -0.064 1.418  -0.209 1.362  -0.336 1.267  -0.441 1.150  -0.532 1.020  -0.616 0.886  -0.691 0.745  -0.766 0.605  -0.829 0.460  -0.876 0.309  -0.923 0.157  -0.923 -0.002  -0.896 -0.154  -0.825 -0.296  -0.699 -0.387  -0.561 -0.464  -0.402 -0.467  -0.245 -0.457  -0.096 -0.403  0.054 -0.350  0.183 -0.265  0.296 -0.152  0.402 -0.035  0.497 0.091  0.552 0.240  0.603 0.390  0.587 0.544  0.504 0.677  0.462 0.635  0.444 0.477  0.443 0.319  0.467 0.162  0.490 0.005  0.490 -0.154  0.490 -0.312  0.479 -0.470  0.449 -0.626  0.420 -0.782  0.395 -0.939  0.376 -1.097  0.356 -1.255  0.313 -1.406  0.256 -1.555  0.192 -1.699  0.087 -1.817  -0.019 -1.936
3#app#app32#app3212/g  0.379 1.213  0.304 1.288  0.219 1.341  0.115 1.349  0.040 1.424  -0.048 1.470  -0.134 1.448  -0.134 1.341  -0.209 1.266  -0.262 1.181  -0.262 1.074  -0.262 0.967  -0.262 0.860  -0.262 0.754  -0.262 0.647  -0.262 0.540  -0.255 0.436  -0.180 0.361  -0.092 0.315  0.009 0.300  0.085 0.225  0.160 0.149  0.236 0.074  0.336 0.058  0.379 -0.005  0.421 -0.070  0.522 -0.084  0.598 -0.160  0.636 -0.251  0.605 -0.327  0.501 -0.333  0.425 -0.409  0.338 -0.455  0.251 -0.475  0.251 -0.582  0.176 -0.658  0.092 -0.711  -0.005 -0.721  -0.005 -0.828  -0.073 -0.907  -0.152 -0.977  -0.247 -1.025  -0.343 -1.073  -0.390 -1.150  -0.413 -1.247  -0.489 -1.323  -0.519 -1.417  -0.519 -1.524  -0.519 -1.631  -0.519 -1.738
3#apa#apa03#app0368/g  0.183 0.825  0.183 0.992  0.183 1.158  0.155 1.297  -0.012 1.297  -0.142 1.208  -0.259 1.091  -0.377 0.973  -0.529 0.939  -0.643 0.819  -0.682 0.669  -0.761 0.535  -0.761 0.368  -0.761 0.202  -0.761 0.035  -0.643 -0.013  -0.581 -0.118  -0.414 -0.118  -0.248 -0.118  -0.171 -0.028  -0.032 0.000  0.114 0.049  0.232 0.167  0.349 0.285  0.467 0.402  0.536 0.540  0.536 0.707  0.502 0.859  0.418 0.896  0.418 0.729  0.418 0.563  0.418 0.396  0.418 0.230  0.418 0.063  0.418 -0.104  0.418 -0.270  0.418 -0.437  0.418 -0.603  0.418 -0.770  0.418 -0.936  0.418 -1.103  0.418 -1.269  0.294 -1.359  0.141 -1.415  -0.026 -1.415  -0.151 -1.513  -0.289 -1.553  -0.358 -1.650  -0.490 -1.734  -0.643 -1.768
1c#sie#char#gsaa#gsaa4519/g  -1.288 0.240  -1.245 0.346  -1.107 0.485  -0.972 0.628  -0.831 0.763  -0.670 0.875  -0.501 0.969  -0.310 1.017  -0.116 1.035  0.079 1.023  0.146 0.923  -0.047 0.892  -0.241 0.880  -0.411 0.784  -0.559 0.658  -0.688 0.510  -0.753 0.328  -0.777 0.134  -0.649 0.010  -0.455 -0.018  -0.260 -0.020  -0.065 -0.001  0.118 0.069  0.287 0.166  0.425 0.301  0.536 0.462  0.652 0.620  0.732 0.798  0.607 0.849  0.518 0.690  0.516 0.494  0.508 0.297  0.500 0.101  0.493 -0.095  0.485 -0.291  0.494 -0.487  0.501 -0.683  0.501 -0.880  0.508 -1.076  0.531 -1.270  0.549 -1.466  0.556 -1.662  0.452 -1.707  0.293 -1.591  0.174 -1.436  0.063 -1.274  0.027 -1.086  0.095 -0.906  0.226 -0.764  0.374 -0.635
1c#apa#apa20#app2046/g  0.208 0.629  0.301 0.715  0.301 0.894  0.227 1.055  0.111 1.190  0.023 1.332  -0.118 1.370  -0.296 1.370  -0.465 1.346  -0.592 1.219  -0.718 1.093  -0.811 0.952  -0.811 0.774  -0.811 0.595  -0.811 0.416  -0.811 0.237  -0.763 0.069  -0.663 -0.076  -0.536 -0.202  -0.367 -0.242  -0.201 -0.298  -0.023 -0.298  0.144 -0.269  0.271 -0.143  0.332 0.011  0.394 0.164  0.394 0.343  0.394 0.522  0.394 0.701  0.301 0.656  0.301 0.477  0.301 0.298  0.394 0.158  0.394 -0.021  0.394 -0.200  0.486 -0.340  0.486 -0.519  0.507 -0.690  0.579 -0.839  0.579 -1.018  0.579 -1.196  0.579 -1.375  0.450 -1.447  0.294 -1.503  0.116 -1.503  -0.038 -1.442  -0.204 -1.410  -0.312 -1.296  -0.440 -1.218  -0.440 -1.039
2#apb#apb08#app0892/g  0.421 0.894  0.363 1.026  0.274 1.137  0.159 1.216  0.018 1.248  -0.125 1.230  -0.264 1.194  -0.394 1.132  -0.501 1.039  -0.593 0.928  -0.634 0.791  -0.667 0.650  -0.641 0.508  -0.581 0.383  -0.482 0.278  -0.367 0.194  -0.236 0.132  -0.095 0.117  0.045 0.140  0.177 0.197  0.279 0.300  0.363 0.417  0.418 0.548  0.442 0.690  0.435 0.803  0.397 0.666  0.401 0.523  0.425 0.380  0.464 0.241  0.502 0.102  0.539 -0.038  0.575 -0.178  0.598 -0.321  0.618 -0.464  0.612 -0.607  0.590 -0.750  0.537 -0.882  0.467 -1.009  0.352 -1.096  0.236 -1.181  0.097 -1.221  -0.043 -1.257  -0.184 -1.288  -0.325 -1.319  -0.469 -1.332  -0.613 -1.338  -0.757 -1.330  -0.887 -1.274  -0.985 -1.172  -0.960 -1.047
2#aga#lzbthwht/g  0.270 1.015  0.226 1.112  0.125 1.154  0.012 1.165  -0.100 1.145  -0.212 1.120  -0.319 1.085  -0.420 1.031  -0.518 0.972  -0.601 0.896  -0.664 0.801  -0.724 0.704  -0.746 0.594  -0.699 0.497  -0.610 0.425  -0.505 0.390  -0.390 0.390  -0.276 0.394  -0.166 0.422  -0.057 0.455  0.053 0.486  0.162 0.522  0.262 0.577  0.293 0.665  0.193 0.658  0.144 0.562  0.131 0.451  0.155 0.341  0.181 0.230  0.189 0.116  0.197 0.003  0.220 -0.109  0.241 -0.222  0.262 -0.334  0.282 -0.447  0.301 -0.559  0.305 -0.673  0.313 -0.787  0.327 -0.901  0.335 -1.015  0.340 -1.129  0.340 -1.243  0.340 -1.358  0.314 -1.468  0.276 -1.576  0.220 -1.675  0.139 -1.756  0.036 -1.784  -0.055 -1.716  -0.123 -1.625
2#aga#lzbthwht/g  0.204 1.264  0.104 1.293  0.005 1.313  -0.097 1.297  -0.193 1.255  -0.276 1.197  -0.351 1.125  -0.409 1.039  -0.441 0.941  -0.467 0.844  -0.446 0.742  -0.397 0.652  -0.322 0.584  -0.220 0.574  -0.124 0.590  -0.043 0.651  0.013 0.738  0.081 0.814  0.115 0.903  0.048 0.830  0.029 0.730  0.029 0.626  0.029 0.521  0.057 0.421  0.083 0.321  0.110 0.220  0.149 0.124  0.182 0.025  0.212 -0.074  0.245 -0.173  0.278 -0.272  0.311 -0.371  0.328 -0.474  0.347 -0.576  0.356 -0.680  0.360 -0.784  0.360 -0.888  0.355 -0.992  0.334 -1.093  0.300 -1.192  0.265 -1.290  0.208 -1.376  0.130 -1.444  0.034 -1.482  -0.069 -1.488  -0.172 -1.477  -0.270 -1.444  -0.369 -1.413  -0.452 -1.350  -0.545 -1.303
1c#apb#apb15#app1537/g  0.080 0.824  0.040 0.940  -0.060 1.015  -0.180 1.041  -0.301 1.009  -0.411 0.955  -0.513 0.882  -0.596 0.790  -0.662 0.687  -0.693 0.567  -0.649 0.454  -0.554 0.373  -0.433 0.340  -0.312 0.342  -0.189 0.366  -0.072 0.408  0.043 0.457  0.152 0.518  0.258 0.583  0.347 0.671  0.417 0.772  0.468 0.886  0.496 1.005  0.427 0.975  0.374 0.866  0.344 0.744  0.314 0.623  0.295 0.500  0.277 0.376  0.259 0.253  0.246 0.129  0.237 0.004  0.228 -0.121  0.219 -0.245  0.206 -0.369  0.193 -0.494  0.180 -0.618  0.166 -0.742  0.151 -0.866  0.137 -0.990  0.121 -1.114  0.105 -1.238  0.089 -1.361  0.057 -1.481  0.008 -1.596  -0.058 -1.701  -0.136 -1.798  -0.251 -1.847  -0.369 -1.881  -0.494 -1.892
1c#ced#flad4341_s_jh/g  -0.112 0.657  0.041 0.621  0.199 0.633  0.352 0.673  0.499 0.728  0.632 0.814  0.750 0.920  0.784 1.070  0.641 1.102  0.489 1.058  0.355 0.973  0.219 0.890  0.100 0.785  -0.004 0.666  -0.071 0.522  -0.065 0.368  0.075 0.318  0.229 0.349  0.367 0.428  0.487 0.531  0.602 0.638  0.713 0.752  0.785 0.876  0.692 0.751  0.606 0.617  0.514 0.488  0.430 0.354  0.340 0.223  0.250 0.093  0.164 -0.041  0.074 -0.172  -0.002 -0.311  -0.074 -0.452  -0.153 -0.591  -0.233 -0.727  -0.305 -0.868  -0.385 -1.006  -0.464 -1.143  -0.549 -1.278  -0.642 -1.407  -0.742 -1.529  -0.874 -1.594  -0.977 -1.482  -1.008 -1.326  -0.985 -1.169  -0.924 -1.023  -0.846 -0.885  -0.762 -0.750  -0.665 -0.625  -0.548 -0.517
1c#apb#apb38#app3802/g  0.101 1.181  0.017 1.091  -0.079 0.991  -0.190 0.906  -0.301 0.821  -0.410 0.734  -0.519 0.647  -0.630 0.561  -0.743 0.479  -0.856 0.398  -0.941 0.303  -0.865 0.226  -0.727 0.217  -0.589 0.234  -0.459 0.280  -0.336 0.345  -0.214 0.414  -0.095 0.487  0.024 0.561  0.144 0.632  0.264 0.703  0.371 0.792  0.470 0.891  0.577 0.950  0.661 0.840  0.720 0.713  0.751 0.579  0.774 0.441  0.808 0.305  0.825 0.168  0.825 0.028  0.820 -0.112  0.811 -0.251  0.763 -0.381  0.710 -0.510  0.634 -0.628  0.558 -0.745  0.457 -0.841  0.353 -0.933  0.241 -1.016  0.119 -1.083  -0.004 -1.150  -0.133 -1.203  -0.263 -1.254  -0.394 -1.304  -0.532 -1.313  -0.672 -1.319  -0.811 -1.317  -0.948 -1.291  -1.085 -1.265
2#art#art03tst/g  0.383 1.447  0.233 1.447  0.099 1.391  -0.019 1.301  -0.139 1.213  -0.241 1.104  -0.327 0.981  -0.386 0.851  -0.330 0.766  -0.202 0.835  -0.063 0.891  0.068 0.963  0.191 1.047  0.318 1.126  0.447 1.116  0.511 0.991  0.511 0.841  0.511 0.692  0.498 0.543  0.479 0.394  0.433 0.252  0.386 0.110  0.346 -0.034  0.306 -0.178  0.261 -0.321  0.210 -0.461  0.159 -0.602  0.082 -0.730  0.005 -0.859  -0.067 -0.990  -0.134 -1.123  -0.202 -1.257  -0.281 -1.383  -0.363 -1.508  -0.469 -1.614  -0.583 -1.548  -0.601 -1.403  -0.579 -1.255  -0.544 -1.110  -0.504 -0.966  -0.444 -0.829  -0.381 -0.693  -0.292 -0.573  -0.202 -0.454  -0.104 -0.340  -0.006 -0.228  0.097 -0.119  0.203 -0.014  0.309 0.092  0.415 0.198
2#art#art03tst/g  0.523 1.325  0.383 1.354  0.237 1.354  0.095 1.330  -0.012 1.233  -0.100 1.116  -0.175 0.990  -0.250 0.865  -0.273 0.727  -0.184 0.735  -0.067 0.823  0.069 0.877  0.185 0.965  0.284 1.071  0.380 1.182  0.463 1.132  0.463 0.985  0.454 0.840  0.423 0.698  0.398 0.554  0.384 0.408  0.360 0.265  0.321 0.124  0.282 -0.017  0.239 -0.157  0.196 -0.297  0.155 -0.437  0.117 -0.578  0.078 -0.719  0.028 -0.856  -0.022 -0.994  -0.086 -1.125  -0.157 -1.252  -0.232 -1.378  -0.309 -1.502  -0.404 -1.612  -0.523 -1.581  -0.571 -1.446  -0.570 -1.300  -0.534 -1.158  -0.500 -1.016  -0.469 -0.873  -0.427 -0.734  -0.375 -0.597  -0.301 -0.472  -0.216 -0.353  -0.124 -0.239  -0.010 -0.148  0.116 -0.076  0.256 -0.035
2#art#art03tst/g  0.773 1.346  0.592 1.346  0.432 1.272  0.279 1.175  0.127 1.076  -0.014 0.963  -0.158 0.854  -0.300 0.742  -0.429 0.616  -0.498 0.458  -0.394 0.345  -0.218 0.386  -0.046 0.436  0.109 0.530  0.260 0.631  0.397 0.747  0.511 0.886  0.612 1.036  0.735 1.078  0.735 0.897  0.701 0.722  0.644 0.550  0.587 0.378  0.530 0.206  0.472 0.035  0.404 -0.132  0.316 -0.290  0.231 -0.451  0.158 -0.616  0.080 -0.779  -0.016 -0.932  -0.118 -1.082  -0.234 -1.221  -0.350 -1.360  -0.467 -1.497  -0.623 -1.591  -0.799 -1.604  -0.871 -1.467  -0.829 -1.293  -0.778 -1.120  -0.734 -0.944  -0.669 -0.776  -0.595 -0.610  -0.500 -0.457  -0.394 -0.310  -0.250 -0.201  -0.100 -0.101  0.066 -0.029  0.233 0.042  0.399 0.113
2#art#art03tst/g  0.618 1.475  0.507 1.544  0.367 1.544  0.232 1.522  0.131 1.428  0.052 1.313  -0.032 1.201  -0.104 1.081  -0.154 0.952  -0.144 0.818  -0.057 0.868  0.055 0.951  0.186 1.000  0.316 1.010  0.386 0.897  0.407 0.761  0.380 0.624  0.364 0.485  0.348 0.346  0.333 0.207  0.318 0.068  0.289 -0.068  0.249 -0.202  0.209 -0.336  0.152 -0.464  0.095 -0.592  0.027 -0.713  -0.051 -0.830  -0.128 -0.946  -0.203 -1.065  -0.277 -1.183  -0.366 -1.290  -0.465 -1.389  -0.577 -1.469  -0.703 -1.477  -0.680 -1.352  -0.657 -1.214  -0.605 -1.086  -0.536 -0.965  -0.465 -0.844  -0.393 -0.725  -0.321 -0.605  -0.240 -0.491  -0.156 -0.379  -0.064 -0.274  0.042 -0.183  0.149 -0.094  0.265 -0.016  0.386 0.053  0.516 0.105
2#art#art03tst/g  0.653 1.370  0.499 1.374  0.355 1.383  0.235 1.314  0.109 1.223  -0.011 1.125  -0.109 1.004  -0.206 0.882  -0.280 0.747  -0.281 0.601  -0.148 0.595  -0.012 0.670  0.109 0.768  0.220 0.877  0.336 0.981  0.456 1.079  0.561 1.073  0.522 0.924  0.494 0.771  0.472 0.617  0.442 0.464  0.410 0.312  0.361 0.164  0.313 0.016  0.272 -0.134  0.231 -0.284  0.178 -0.431  0.125 -0.577  0.055 -0.716  -0.020 -0.852  -0.090 -0.991  -0.153 -1.133  -0.234 -1.264  -0.336 -1.382  -0.436 -1.502  -0.544 -1.608  -0.670 -1.566  -0.678 -1.423  -0.652 -1.269  -0.624 -1.116  -0.594 -0.963  -0.543 -0.818  -0.468 -0.682  -0.380 -0.554  -0.279 -0.436  -0.171 -0.324  -0.061 -0.213  0.062 -0.119  0.189 -0.030  0.323 0.051
2#art#art03tst/g  0.388 1.225  0.380 1.374  0.223 1.374  0.075 1.331  -0.036 1.219  -0.144 1.105  -0.243 0.982  -0.344 0.861  -0.428 0.729  -0.493 0.586  -0.536 0.436  -0.457 0.304  -0.312 0.346  -0.167 0.408  -0.027 0.480  0.085 0.592  0.189 0.710  0.287 0.833  0.374 0.964  0.468 1.091  0.561 1.005  0.568 0.849  0.552 0.692  0.532 0.536  0.516 0.379  0.496 0.223  0.470 0.067  0.441 -0.088  0.400 -0.240  0.358 -0.392  0.298 -0.538  0.237 -0.683  0.171 -0.826  0.101 -0.967  0.023 -1.104  -0.064 -1.235  -0.153 -1.365  -0.245 -1.494  -0.359 -1.600  -0.500 -1.649  -0.570 -1.519  -0.560 -1.362  -0.540 -1.205  -0.486 -1.057  -0.433 -0.909  -0.383 -0.760  -0.315 -0.619  -0.231 -0.485  -0.133 -0.362  -0.031 -0.242
2#art#art03tst/g  0.295 1.393  0.196 1.455  0.058 1.455  -0.063 1.412  -0.164 1.322  -0.233 1.203  -0.279 1.074  -0.265 0.942  -0.160 0.938  -0.042 1.008  0.089 1.048  0.203 1.123  0.331 1.141  0.388 1.027  0.388 0.889  0.388 0.752  0.388 0.614  0.388 0.476  0.388 0.338  0.388 0.200  0.388 0.063  0.388 -0.075  0.388 -0.213  0.386 -0.351  0.361 -0.486  0.337 -0.622  0.305 -0.756  0.269 -0.889  0.232 -1.021  0.165 -1.142  0.098 -1.262  0.009 -1.366  -0.088 -1.464  -0.211 -1.524  -0.336 -1.506  -0.411 -1.403  -0.450 -1.271  -0.467 -1.134  -0.477 -0.997  -0.477 -0.859  -0.477 -0.721  -0.477 -0.583  -0.477 -0.446  -0.439 -0.314  -0.395 -0.183  -0.343 -0.056  -0.286 0.069  -0.178 0.155  -0.067 0.235  0.048 0.311
2#art#art03tst/g  0.423 1.252  0.451 1.391  0.335 1.395  0.206 1.329  0.098 1.232  0.006 1.119  -0.085 1.005  -0.159 0.881  -0.205 0.743  -0.158 0.654  -0.028 0.720  0.077 0.821  0.180 0.925  0.283 1.028  0.376 1.139  0.451 1.112  0.474 0.968  0.462 0.824  0.451 0.679  0.451 0.533  0.445 0.388  0.412 0.245  0.379 0.103  0.346 -0.039  0.313 -0.182  0.279 -0.323  0.230 -0.461  0.180 -0.598  0.131 -0.736  0.081 -0.873  0.031 -1.010  -0.035 -1.141  -0.100 -1.271  -0.183 -1.391  -0.273 -1.506  -0.384 -1.581  -0.516 -1.525  -0.600 -1.414  -0.635 -1.273  -0.635 -1.127  -0.624 -0.982  -0.609 -0.836  -0.563 -0.699  -0.509 -0.563  -0.442 -0.434  -0.371 -0.306  -0.274 -0.198  -0.171 -0.095  -0.055 -0.005  0.061 0.082
2#art#art03tst/g  0.370 1.228  0.292 1.341  0.134 1.341  -0.024 1.341  -0.162 1.266  -0.280 1.162  -0.360 1.028  -0.407 0.877  -0.421 0.721  -0.399 0.566  -0.287 0.525  -0.148 0.601  -0.024 0.698  0.091 0.807  0.190 0.929  0.276 1.061  0.363 1.192  0.399 1.080  0.399 0.922  0.399 0.764  0.399 0.606  0.387 0.448  0.373 0.291  0.370 0.133  0.370 -0.025  0.337 -0.179  0.299 -0.332  0.267 -0.487  0.239 -0.642  0.186 -0.790  0.120 -0.934  0.058 -1.079  -0.000 -1.226  -0.073 -1.366  -0.157 -1.500  -0.256 -1.623  -0.385 -1.685  -0.476 -1.576  -0.478 -1.419  -0.478 -1.261  -0.464 -1.104  -0.433 -0.949  -0.376 -0.803  -0.306 -0.662  -0.228 -0.524  -0.147 -0.388  -0.053 -0.262  0.051 -0.143  0.166 -0.035  0.286 0.068
2#art#art03tst/g  0.398 1.133  0.398 1.281  0.321 1.403  0.178 1.411  0.038 1.368  -0.089 1.292  -0.215 1.215  -0.319 1.111  -0.404 0.992  -0.436 0.853  -0.384 0.721  -0.244 0.699  -0.105 0.743  0.028 0.808  0.163 0.866  0.285 0.948  0.416 0.994  0.453 0.861  0.439 0.715  0.404 0.572  0.398 0.425  0.398 0.277  0.387 0.130  0.376 -0.017  0.352 -0.162  0.316 -0.305  0.281 -0.448  0.245 -0.592  0.209 -0.735  0.161 -0.874  0.110 -1.013  0.040 -1.141  -0.042 -1.264  -0.126 -1.385  -0.212 -1.505  -0.316 -1.610  -0.447 -1.598  -0.482 -1.456  -0.481 -1.310  -0.463 -1.163  -0.450 -1.016  -0.436 -0.869  -0.398 -0.727  -0.359 -0.585  -0.297 -0.451  -0.231 -0.319  -0.132 -0.213  -0.021 -0.116  0.091 -0.019  0.203 0.077
2#art#art03tst/g  0.510 1.183  0.465 1.332  0.317 1.358  0.159 1.329  0.023 1.237  -0.109 1.140  -0.244 1.046  -0.371 0.941  -0.489 0.826  -0.591 0.698  -0.571 0.543  -0.425 0.614  -0.277 0.687  -0.130 0.761  0.008 0.848  0.134 0.954  0.251 1.069  0.335 1.061  0.335 0.896  0.335 0.731  0.335 0.567  0.335 0.402  0.335 0.238  0.335 0.073  0.325 -0.091  0.310 -0.255  0.296 -0.419  0.283 -0.583  0.268 -0.747  0.253 -0.911  0.219 -1.071  0.172 -1.229  0.112 -1.382  0.040 -1.530  -0.042 -1.673  -0.198 -1.695  -0.315 -1.590  -0.414 -1.458  -0.442 -1.298  -0.446 -1.134  -0.432 -0.970  -0.415 -0.807  -0.397 -0.643  -0.348 -0.486  -0.287 -0.335  -0.191 -0.201  -0.067 -0.097  0.079 -0.024  0.237 0.022  0.393 0.074
2#art#art03tst/g  0.408 1.236  0.392 1.377  0.248 1.402  0.097 1.402  -0.047 1.374  -0.181 1.307  -0.290 1.212  -0.370 1.084  -0.459 0.963  -0.517 0.829  -0.447 0.696  -0.310 0.700  -0.174 0.763  -0.035 0.820  0.098 0.891  0.225 0.970  0.339 0.940  0.375 0.798  0.375 0.647  0.375 0.497  0.375 0.346  0.375 0.196  0.375 0.045  0.367 -0.105  0.352 -0.254  0.337 -0.404  0.320 -0.554  0.298 -0.702  0.266 -0.849  0.222 -0.992  0.147 -1.122  0.080 -1.257  0.021 -1.395  -0.054 -1.526  -0.156 -1.631  -0.282 -1.592  -0.374 -1.474  -0.436 -1.337  -0.455 -1.190  -0.455 -1.040  -0.441 -0.890  -0.424 -0.740  -0.368 -0.602  -0.307 -0.464  -0.236 -0.331  -0.161 -0.201  -0.050 -0.101  0.064 -0.003  0.186 0.086  0.309 0.173
2#art#art03tst/g  0.424 1.433  0.418 1.586  0.274 1.532  0.140 1.447  0.038 1.326  -0.063 1.203  -0.165 1.081  -0.267 0.958  -0.357 0.827  -0.442 0.693  -0.495 0.548  -0.416 0.468  -0.271 0.533  -0.137 0.619  -0.009 0.712  0.117 0.809  0.250 0.898  0.385 0.966  0.455 0.857  0.455 0.698  0.455 0.538  0.435 0.381  0.403 0.225  0.384 0.067  0.369 -0.091  0.339 -0.247  0.298 -0.401  0.256 -0.554  0.214 -0.708  0.167 -0.860  0.096 -1.002  0.024 -1.144  -0.060 -1.279  -0.148 -1.412  -0.250 -1.534  -0.385 -1.612  -0.537 -1.606  -0.556 -1.462  -0.538 -1.303  -0.507 -1.148  -0.457 -0.997  -0.398 -0.849  -0.332 -0.704  -0.261 -0.562  -0.170 -0.432  -0.079 -0.301  0.037 -0.193  0.157 -0.088  0.289 0.000  0.424 0.084
2#art#art03tst/g  0.121 1.137  0.121 1.267  0.052 1.371  -0.045 1.405  -0.158 1.341  -0.262 1.263  -0.362 1.179  -0.454 1.087  -0.546 0.995  -0.629 0.895  -0.705 0.789  -0.633 0.718  -0.504 0.734  -0.381 0.774  -0.258 0.818  -0.134 0.857  -0.008 0.861  0.102 0.804  0.152 0.683  0.219 0.572  0.273 0.453  0.326 0.334  0.380 0.216  0.434 0.097  0.488 -0.021  0.542 -0.140  0.594 -0.259  0.617 -0.387  0.641 -0.515  0.625 -0.643  0.599 -0.771  0.562 -0.896  0.521 -1.019  0.456 -1.132  0.387 -1.242  0.289 -1.327  0.178 -1.386  0.049 -1.402  -0.076 -1.375  -0.193 -1.320  -0.300 -1.246  -0.351 -1.127  -0.384 -1.002  -0.397 -0.872  -0.397 -0.743  -0.385 -0.613  -0.359 -0.486  -0.318 -0.363  -0.271 -0.241  -0.220 -0.121
2#apb#apb22#app2204/g  0.187 0.553  0.258 0.685  0.335 0.816  0.404 0.951  0.465 1.091  0.525 1.230  0.555 1.378  0.428 1.406  0.293 1.336  0.175 1.241  0.073 1.129  -0.029 1.015  -0.117 0.893  -0.177 0.753  -0.128 0.644  0.021 0.663  0.145 0.747  0.264 0.832  0.377 0.862  0.442 0.726  0.461 0.575  0.467 0.423  0.453 0.271  0.439 0.119  0.406 -0.030  0.373 -0.178  0.340 -0.327  0.279 -0.467  0.215 -0.605  0.151 -0.744  0.065 -0.870  -0.021 -0.996  -0.107 -1.122  -0.193 -1.248  -0.279 -1.374  -0.385 -1.482  -0.509 -1.558  -0.642 -1.510  -0.729 -1.384  -0.769 -1.244  -0.769 -1.092  -0.769 -0.939  -0.698 -0.804  -0.628 -0.669  -0.558 -0.533  -0.453 -0.423  -0.345 -0.315  -0.231 -0.216  -0.097 -0.142  0.036 -0.068
1c#apb#apb05#app0538/g  0.348 0.671  0.368 0.818  0.376 0.966  0.340 1.106  0.267 1.232  0.129 1.254  -0.005 1.192  -0.131 1.114  -0.250 1.026  -0.362 0.929  -0.467 0.824  -0.568 0.716  -0.633 0.583  -0.660 0.442  -0.618 0.304  -0.514 0.209  -0.377 0.161  -0.231 0.183  -0.089 0.226  0.034 0.304  0.144 0.402  0.210 0.534  0.272 0.669  0.279 0.816  0.279 0.934  0.279 0.786  0.290 0.639  0.317 0.493  0.334 0.346  0.350 0.198  0.364 0.051  0.379 -0.097  0.391 -0.244  0.403 -0.392  0.404 -0.540  0.404 -0.688  0.404 -0.837  0.398 -0.984  0.377 -1.131  0.316 -1.266  0.227 -1.382  0.115 -1.477  -0.018 -1.539  -0.166 -1.539  -0.313 -1.522  -0.456 -1.489  -0.578 -1.404  -0.692 -1.311  -0.795 -1.205  -0.875 -1.080
