2#app#app25#app2545/p  0.046 0.475  -0.119 0.455  -0.119 0.270  -0.119 0.085  -0.175 -0.076  -0.305 -0.207  -0.436 -0.337  -0.448 -0.517  -0.464 -0.695  -0.595 -0.826  -0.772 -0.844  -0.792 -1.009  -0.943 -1.042  -0.943 -1.227  -0.943 -1.412  -0.943 -1.411  -0.830 -1.339  -0.778 -1.206  -0.670 -1.066  -0.509 -1.009  -0.448 -0.885  -0.347 -0.742  -0.284 -0.584  -0.202 -0.433  -0.119 -0.283  -0.119 -0.098  -0.119 0.086  0.007 0.145  0.046 0.291  0.046 0.476  0.067 0.640  0.211 0.680  0.272 0.804  0.376 0.885  0.376 1.069  0.496 1.134  0.541 1.274  0.700 1.299  0.720 1.134  0.905 1.134  1.035 1.080  1.035 0.895  1.035 0.710  1.035 0.525  0.901 0.475  0.870 0.321  0.697 0.310  0.520 0.290  0.390 0.159  0.211 0.145
2#apa#apa14#app1486/p  -0.363 0.678  -0.363 0.486  -0.363 0.293  -0.363 0.101  -0.363 -0.091  -0.363 -0.283  -0.354 -0.474  -0.294 -0.656  -0.233 -0.838  -0.172 -1.021  -0.139 -1.207  -0.139 -1.399  -0.139 -1.592  -0.139 -1.784  -0.139 -1.614  -0.139 -1.422  -0.139 -1.230  -0.139 -1.037  -0.139 -0.845  -0.143 -0.654  -0.190 -0.467  -0.236 -0.281  -0.283 -0.094  -0.329 0.092  -0.387 0.275  -0.473 0.446  -0.558 0.618  -0.532 0.790  -0.446 0.962  -0.356 1.127  -0.164 1.127  -0.021 1.245  0.127 1.352  0.319 1.352  0.512 1.352  0.704 1.352  0.856 1.256  0.985 1.118  0.985 0.926  0.910 0.751  0.824 0.579  0.738 0.408  0.652 0.236  0.566 0.064  0.448 -0.085  0.312 -0.221  0.176 -0.356  0.021 -0.446  -0.171 -0.446  -0.363 -0.446
1c#apb#apb38#app3822/p  -0.290 0.848  -0.367 0.847  -0.321 0.947  -0.283 1.050  -0.219 1.140  -0.135 1.210  -0.033 1.248  0.075 1.266  0.184 1.247  0.292 1.223  0.397 1.188  0.479 1.121  0.545 1.032  0.585 0.930  0.620 0.825  0.626 0.716  0.618 0.605  0.603 0.496  0.568 0.391  0.533 0.286  0.480 0.191  0.409 0.107  0.337 0.022  0.257 -0.054  0.171 -0.123  0.077 -0.166  -0.033 -0.155  -0.139 -0.125  -0.221 -0.065  -0.233 0.045  -0.162 0.099  -0.118 0.006  -0.118 -0.105  -0.118 -0.215  -0.118 -0.326  -0.134 -0.435  -0.153 -0.544  -0.173 -0.653  -0.198 -0.761  -0.225 -0.868  -0.252 -0.976  -0.285 -1.081  -0.319 -1.187  -0.352 -1.293  -0.385 -1.398  -0.418 -1.504  -0.451 -1.610  -0.491 -1.713  -0.535 -1.814  -0.578 -1.916
2#app#app32#app3209/p  0.319 0.708  0.234 0.815  0.212 0.646  0.108 0.497  0.104 0.307  0.065 0.131  -0.003 -0.033  -0.026 -0.221  -0.087 -0.403  -0.115 -0.589  -0.201 -0.761  -0.239 -0.944  -0.324 -1.115  -0.325 -1.307  -0.432 -1.455  -0.432 -1.646  -0.539 -1.731  -0.647 -1.705  -0.647 -1.513  -0.647 -1.321  -0.647 -1.130  -0.647 -0.938  -0.577 -0.762  -0.539 -0.580  -0.513 -0.392  -0.452 -0.210  -0.374 -0.035  -0.289 0.136  -0.203 0.308  -0.117 0.480  -0.031 0.651  0.088 0.799  0.224 0.934  0.359 1.070  0.495 1.206  0.631 1.341  0.774 1.459  0.855 1.349  0.855 1.157  0.791 1.030  0.748 0.880  0.659 0.726  0.599 0.559  0.463 0.423  0.305 0.357  0.219 0.186  0.104 0.103  -0.048 0.064  -0.110 0.194  -0.003 0.278
2#apb#apb25#app2572/p  -0.027 1.233  -0.092 1.181  -0.150 0.983  -0.210 0.786  -0.238 0.582  -0.253 0.376  -0.262 0.170  -0.271 -0.036  -0.282 -0.242  -0.303 -0.447  -0.323 -0.653  -0.352 -0.857  -0.385 -1.061  -0.421 -1.264  -0.465 -1.465  -0.498 -1.669  -0.476 -1.700  -0.448 -1.497  -0.440 -1.291  -0.431 -1.085  -0.423 -0.878  -0.414 -0.672  -0.405 -0.466  -0.397 -0.260  -0.388 -0.054  -0.380 0.152  -0.371 0.359  -0.362 0.565  -0.354 0.771  -0.314 0.936  -0.172 1.075  0.020 1.150  0.214 1.214  0.416 1.218  0.610 1.147  0.802 1.072  0.963 0.955  1.087 0.790  1.170 0.601  1.141 0.401  1.084 0.203  1.012 0.014  0.841 -0.100  0.664 -0.207  0.486 -0.311  0.309 -0.417  0.112 -0.452  -0.087 -0.416  -0.261 -0.310  -0.278 -0.125
1c#apa#apa03#app0341/p  -0.575 0.051  -0.438 0.027  -0.438 -0.135  -0.438 -0.297  -0.369 -0.430  -0.300 -0.563  -0.300 -0.725  -0.300 -0.887  -0.300 -1.049  -0.186 -1.163  -0.163 -1.315  -0.163 -1.477  -0.203 -1.599  -0.300 -1.535  -0.300 -1.373  -0.300 -1.211  -0.437 -1.186  -0.438 -1.025  -0.438 -0.864  -0.438 -0.702  -0.438 -0.540  -0.438 -0.378  -0.392 -0.224  -0.341 -0.071  -0.300 0.085  -0.300 0.246  -0.300 0.408  -0.225 0.539  -0.163 0.675  -0.163 0.836  -0.163 0.998  -0.154 1.151  -0.026 1.184  0.032 1.288  0.194 1.288  0.356 1.288  0.517 1.288  0.662 1.271  0.691 1.122  0.806 1.007  0.920 0.893  0.937 0.738  0.937 0.576  0.888 0.463  0.799 0.390  0.702 0.326  0.662 0.204  0.516 0.188  0.364 0.165  0.249 0.051
2#app#app34#app3498/p  -0.268 1.430  -0.268 1.219  -0.268 1.008  -0.268 0.797  -0.268 0.586  -0.268 0.375  -0.268 0.164  -0.239 -0.040  -0.180 -0.236  -0.130 -0.435  -0.091 -0.637  -0.091 -0.848  -0.091 -1.059  -0.091 -1.270  -0.091 -1.481  -0.091 -1.691  -0.138 -1.613  -0.225 -1.438  -0.296 -1.251  -0.356 -1.054  -0.391 -0.849  -0.444 -0.647  -0.444 -0.436  -0.444 -0.225  -0.444 -0.015  -0.444 0.196  -0.444 0.407  -0.444 0.618  -0.444 0.829  -0.408 1.025  -0.268 1.177  -0.133 1.253  -0.010 1.341  0.201 1.341  0.393 1.298  0.553 1.200  0.666 1.025  0.753 0.837  0.832 0.642  0.879 0.443  0.879 0.232  0.879 0.021  0.858 -0.181  0.771 -0.356  0.622 -0.505  0.451 -0.600  0.262 -0.622  0.117 -0.689  -0.093 -0.687  -0.268 -0.600
1c#app#app14#app1469/p  -0.233 0.571  -0.233 0.391  -0.233 0.212  -0.245 0.038  -0.372 -0.089  -0.407 -0.254  -0.407 -0.433  -0.407 -0.612  -0.407 -0.792  -0.407 -0.971  -0.407 -1.150  -0.522 -1.282  -0.581 -1.437  -0.581 -1.616  -0.505 -1.612  -0.407 -1.474  -0.407 -1.294  -0.407 -1.115  -0.407 -0.936  -0.363 -0.775  -0.236 -0.648  -0.233 -0.470  -0.233 -0.291  -0.233 -0.112  -0.233 0.068  -0.233 0.247  -0.212 0.418  -0.086 0.544  -0.059 0.713  -0.059 0.892  -0.059 1.071  0.053 1.204  0.114 1.358  0.183 1.508  0.310 1.591  0.437 1.464  0.564 1.337  0.635 1.188  0.694 1.033  0.809 0.901  0.809 0.722  0.809 0.543  0.809 0.363  0.782 0.196  0.655 0.069  0.635 -0.102  0.635 -0.282  0.473 -0.298  0.293 -0.298  0.114 -0.298
1c#aga#lzbthwht/p  -0.047 0.622  -0.047 0.448  -0.050 0.274  -0.061 0.101  -0.061 -0.074  -0.061 -0.248  -0.061 -0.422  -0.061 -0.596  -0.061 -0.770  -0.053 -0.944  -0.047 -1.117  -0.028 -1.290  -0.008 -1.463  -0.005 -1.637  -0.005 -1.811  -0.061 -1.757  -0.066 -1.584  -0.090 -1.411  -0.132 -1.243  -0.185 -1.078  -0.212 -0.906  -0.234 -0.734  -0.256 -0.561  -0.278 -0.388  -0.283 -0.214  -0.283 -0.040  -0.283 0.134  -0.272 0.307  -0.269 0.481  -0.252 0.654  -0.241 0.828  -0.216 0.999  -0.165 1.166  -0.144 1.338  -0.041 1.470  0.124 1.519  0.294 1.501  0.446 1.417  0.552 1.284  0.627 1.127  0.682 0.962  0.702 0.791  0.643 0.630  0.541 0.490  0.410 0.380  0.256 0.300  0.088 0.255  -0.084 0.234  -0.256 0.248  -0.408 0.331
1c#aga#lzbthwht/p  -0.073 0.992  -0.049 0.812  -0.011 0.633  -0.002 0.450  0.008 0.267  0.036 0.086  0.036 -0.097  0.063 -0.278  0.068 -0.461  0.075 -0.644  0.083 -0.827  0.081 -1.010  0.066 -1.192  0.038 -1.373  0.021 -1.555  -0.045 -1.715  -0.181 -1.690  -0.289 -1.542  -0.361 -1.374  -0.420 -1.201  -0.465 -1.024  -0.511 -0.847  -0.552 -0.668  -0.574 -0.488  -0.591 -0.307  -0.627 -0.127  -0.652 0.054  -0.652 0.237  -0.635 0.417  -0.567 0.586  -0.476 0.743  -0.364 0.888  -0.234 1.017  -0.091 1.131  0.061 1.233  0.224 1.315  0.403 1.352  0.574 1.310  0.729 1.212  0.847 1.076  0.897 0.904  0.897 0.721  0.855 0.544  0.765 0.385  0.645 0.247  0.516 0.118  0.359 0.024  0.201 -0.069  0.028 -0.115  -0.151 -0.150
2#ced#sifg9828_s_11/p  -0.126 0.775  -0.157 0.702  -0.188 0.532  -0.209 0.362  -0.213 0.189  -0.229 0.018  -0.242 -0.155  -0.271 -0.326  -0.271 -0.499  -0.271 -0.673  -0.288 -0.845  -0.291 -1.018  -0.291 -1.191  -0.312 -1.362  -0.312 -1.536  -0.312 -1.709  -0.309 -1.746  -0.300 -1.573  -0.292 -1.400  -0.284 -1.226  -0.276 -1.053  -0.268 -0.880  -0.260 -0.707  -0.252 -0.533  -0.243 -0.360  -0.235 -0.187  -0.227 -0.013  -0.219 0.160  -0.211 0.333  -0.203 0.506  -0.194 0.680  -0.200 0.851  -0.233 1.011  -0.190 1.179  -0.083 1.312  0.072 1.390  0.240 1.403  0.409 1.381  0.558 1.293  0.694 1.187  0.798 1.048  0.864 0.892  0.864 0.719  0.864 0.545  0.821 0.378  0.726 0.235  0.597 0.120  0.471 0.000  0.318 -0.066  0.163 -0.143
2#ced#sifg9828_s_11/p  -0.227 0.695  -0.305 0.864  -0.314 0.736  -0.271 0.554  -0.271 0.366  -0.271 0.179  -0.271 -0.008  -0.271 -0.195  -0.292 -0.381  -0.274 -0.566  -0.271 -0.753  -0.270 -0.941  -0.249 -1.126  -0.237 -1.312  -0.227 -1.498  -0.205 -1.682  -0.208 -1.761  -0.218 -1.574  -0.228 -1.387  -0.238 -1.200  -0.247 -1.013  -0.257 -0.826  -0.267 -0.639  -0.277 -0.452  -0.287 -0.265  -0.297 -0.078  -0.307 0.109  -0.317 0.296  -0.327 0.483  -0.337 0.670  -0.347 0.857  -0.357 1.044  -0.314 1.217  -0.154 1.314  0.019 1.375  0.203 1.393  0.385 1.348  0.546 1.260  0.685 1.135  0.778 0.978  0.872 0.817  0.908 0.634  0.935 0.449  0.882 0.271  0.801 0.103  0.718 -0.059  0.585 -0.192  0.463 -0.333  0.305 -0.431  0.124 -0.478
2#ced#sifg9828_s_11/p  0.056 1.018  -0.054 0.933  -0.080 0.764  -0.104 0.594  -0.123 0.424  -0.135 0.253  -0.163 0.083  -0.190 -0.086  -0.208 -0.256  -0.243 -0.425  -0.272 -0.595  -0.309 -0.763  -0.326 -0.934  -0.351 -1.103  -0.393 -1.270  -0.408 -1.441  -0.430 -1.610  -0.436 -1.782  -0.419 -1.642  -0.401 -1.471  -0.382 -1.299  -0.364 -1.128  -0.346 -0.957  -0.327 -0.785  -0.309 -0.614  -0.290 -0.443  -0.272 -0.271  -0.254 -0.100  -0.235 0.071  -0.217 0.243  -0.199 0.414  -0.169 0.583  -0.162 0.755  -0.138 0.924  -0.095 1.091  -0.011 1.238  0.126 1.340  0.292 1.354  0.453 1.294  0.613 1.230  0.724 1.101  0.833 0.969  0.900 0.811  0.931 0.643  0.897 0.477  0.819 0.325  0.734 0.178  0.619 0.050  0.483 -0.055  0.330 -0.130
2#app#app06#app0687/p  -0.014 0.691  -0.014 0.518  -0.014 0.346  -0.023 0.175  -0.097 0.020  -0.100 -0.152  -0.142 -0.320  -0.187 -0.486  -0.264 -0.641  -0.342 -0.795  -0.347 -0.967  -0.406 -1.115  -0.430 -1.278  -0.430 -1.450  -0.513 -1.588  -0.513 -1.761  -0.486 -1.675  -0.450 -1.506  -0.414 -1.337  -0.378 -1.168  -0.343 -1.000  -0.307 -0.831  -0.271 -0.662  -0.235 -0.493  -0.199 -0.324  -0.163 -0.155  -0.128 0.014  -0.092 0.183  -0.056 0.352  -0.020 0.521  0.016 0.690  0.052 0.859  0.069 1.029  0.136 1.174  0.235 1.306  0.323 1.439  0.496 1.439  0.639 1.368  0.786 1.305  0.817 1.145  0.817 0.973  0.817 0.800  0.734 0.662  0.650 0.524  0.495 0.447  0.347 0.387  0.200 0.323  0.047 0.275  -0.117 0.295  -0.180 0.442
1c#ibm#ibm0#r0304/p  -0.614 0.833  -0.614 0.629  -0.585 0.430  -0.520 0.236  -0.456 0.042  -0.391 -0.152  -0.327 -0.346  -0.270 -0.542  -0.220 -0.740  -0.171 -0.938  -0.091 -1.119  0.022 -1.277  0.022 -1.481  -0.074 -1.453  -0.189 -1.287  -0.280 -1.105  -0.371 -0.922  -0.463 -0.739  -0.554 -0.557  -0.653 -0.378  -0.766 -0.208  -0.880 -0.038  -0.896 0.145  -0.832 0.338  -0.760 0.528  -0.616 0.672  -0.471 0.817  -0.327 0.961  -0.182 1.106  0.003 1.151  0.207 1.151  0.408 1.128  0.602 1.064  0.795 0.999  0.968 0.891  1.138 0.778  1.301 0.658  1.392 0.476  1.420 0.293  1.328 0.110  1.181 -0.017  0.998 -0.108  0.802 -0.163  0.604 -0.212  0.406 -0.262  0.204 -0.279  -0.001 -0.279  -0.205 -0.279  -0.409 -0.279  -0.614 -0.279
1c#ibm#ibm0#r0304/p  -0.134 1.433  -0.134 1.220  -0.134 1.007  -0.134 0.794  -0.134 0.581  -0.134 0.368  -0.134 0.155  -0.134 -0.058  -0.134 -0.271  -0.134 -0.484  -0.134 -0.697  -0.146 -0.908  -0.214 -1.110  -0.281 -1.312  -0.298 -1.522  -0.328 -1.664  -0.473 -1.509  -0.568 -1.319  -0.653 -1.124  -0.720 -0.922  -0.788 -0.719  -0.792 -0.507  -0.792 -0.294  -0.792 -0.081  -0.735 0.123  -0.668 0.325  -0.567 0.506  -0.417 0.657  -0.266 0.807  -0.109 0.948  0.093 1.015  0.295 1.083  0.497 1.059  0.699 0.991  0.889 0.904  1.040 0.754  1.188 0.601  1.283 0.410  1.347 0.213  1.264 0.034  1.114 -0.117  0.940 -0.212  0.727 -0.212  0.514 -0.212  0.301 -0.212  0.088 -0.212  -0.125 -0.212  -0.326 -0.184  -0.449 -0.034  -0.298 0.117
1c#ibm#ibm0#r0304/p  -0.248 1.258  -0.248 1.062  -0.248 0.866  -0.248 0.670  -0.248 0.474  -0.248 0.278  -0.248 0.082  -0.198 -0.106  -0.136 -0.292  -0.074 -0.478  -0.074 -0.674  -0.074 -0.870  -0.074 -1.067  -0.074 -1.263  -0.074 -1.459  -0.074 -1.655  -0.074 -1.851  -0.080 -1.681  -0.189 -1.518  -0.298 -1.355  -0.406 -1.192  -0.475 -1.009  -0.537 -0.823  -0.592 -0.637  -0.544 -0.446  -0.496 -0.256  -0.449 -0.066  -0.395 0.122  -0.333 0.308  -0.271 0.494  -0.193 0.674  -0.106 0.849  0.015 1.001  0.154 1.140  0.301 1.258  0.497 1.258  0.693 1.258  0.861 1.190  0.966 1.038  0.966 0.842  0.966 0.646  0.915 0.462  0.827 0.286  0.673 0.218  0.477 0.218  0.298 0.144  0.123 0.056  -0.052 0.120  -0.228 0.208  -0.421 0.218
1c#ibm#ibm0#r0304/p  -0.418 0.962  -0.501 0.795  -0.579 0.627  -0.520 0.450  -0.461 0.272  -0.418 0.092  -0.418 -0.095  -0.418 -0.282  -0.418 -0.469  -0.418 -0.656  -0.418 -0.844  -0.418 -1.031  -0.418 -1.218  -0.418 -1.405  -0.418 -1.592  -0.470 -1.556  -0.554 -1.388  -0.582 -1.208  -0.582 -1.020  -0.582 -0.833  -0.582 -0.646  -0.582 -0.459  -0.563 -0.274  -0.517 -0.093  -0.472 0.089  -0.427 0.270  -0.312 0.412  -0.179 0.545  -0.047 0.677  0.085 0.809  0.218 0.942  0.380 1.033  0.547 1.117  0.732 1.126  0.916 1.115  1.084 1.031  1.236 0.933  1.320 0.766  1.368 0.599  1.284 0.431  1.180 0.285  1.012 0.201  0.842 0.125  0.664 0.066  0.487 0.007  0.309 -0.053  0.132 -0.112  -0.046 -0.171  -0.230 -0.186  -0.418 -0.186
1c#ibm#ibm0#r0304/p  -0.648 1.170  -0.648 0.994  -0.633 0.822  -0.554 0.665  -0.482 0.506  -0.440 0.335  -0.397 0.165  -0.354 -0.005  -0.312 -0.176  -0.269 -0.346  -0.227 -0.516  -0.184 -0.687  -0.173 -0.861  -0.173 -1.036  -0.173 -1.212  -0.191 -1.380  -0.315 -1.504  -0.484 -1.521  -0.495 -1.353  -0.573 -1.196  -0.648 -1.038  -0.648 -0.862  -0.648 -0.687  -0.648 -0.511  -0.648 -0.336  -0.648 -0.160  -0.598 0.004  -0.520 0.161  -0.441 0.318  -0.363 0.475  -0.256 0.612  -0.132 0.736  -0.006 0.857  0.151 0.936  0.308 1.009  0.475 0.954  0.641 0.898  0.808 0.842  0.974 0.787  1.141 0.731  1.293 0.653  1.404 0.526  1.326 0.369  1.244 0.216  1.087 0.138  0.930 0.059  0.773 -0.019  0.616 -0.098  0.459 -0.176  0.302 -0.255
1c#ibm#ibm0#r0304/p  -0.351 1.248  -0.351 1.052  -0.351 0.855  -0.342 0.659  -0.324 0.464  -0.306 0.268  -0.297 0.072  -0.297 -0.124  -0.297 -0.321  -0.297 -0.517  -0.297 -0.714  -0.303 -0.910  -0.324 -1.105  -0.346 -1.300  -0.351 -1.496  -0.368 -1.652  -0.507 -1.513  -0.559 -1.324  -0.606 -1.134  -0.643 -0.941  -0.675 -0.747  -0.675 -0.551  -0.675 -0.354  -0.675 -0.158  -0.635 0.033  -0.578 0.221  -0.522 0.409  -0.405 0.564  -0.277 0.713  -0.146 0.859  0.035 0.932  0.219 0.999  0.404 1.066  0.593 1.053  0.783 1.005  0.959 0.927  1.117 0.809  1.274 0.691  1.350 0.522  1.344 0.339  1.226 0.182  1.108 0.025  0.951 -0.071  0.759 -0.113  0.567 -0.156  0.372 -0.178  0.177 -0.199  -0.019 -0.210  -0.196 -0.185  -0.243 0.006
1c#ibm#ibm0#r0304/p  -0.248 1.258  -0.248 1.062  -0.248 0.866  -0.248 0.670  -0.248 0.474  -0.248 0.278  -0.248 0.082  -0.198 -0.106  -0.136 -0.292  -0.074 -0.478  -0.074 -0.674  -0.074 -0.870  -0.074 -1.067  -0.074 -1.263  -0.074 -1.459  -0.074 -1.655  -0.074 -1.851  -0.080 -1.681  -0.189 -1.518  -0.298 -1.355  -0.406 -1.192  -0.475 -1.009  -0.537 -0.823  -0.592 -0.637  -0.544 -0.446  -0.496 -0.256  -0.449 -0.066  -0.395 0.122  -0.333 0.308  -0.271 0.494  -0.193 0.674  -0.106 0.849  0.015 1.001  0.154 1.140  0.301 1.258  0.497 1.258  0.693 1.258  0.861 1.190  0.966 1.038  0.966 0.842  0.966 0.646  0.915 0.462  0.827 0.286  0.673 0.218  0.477 0.218  0.298 0.144  0.123 0.056  -0.052 0.120  -0.228 0.208  -0.421 0.218
1c#ibm#ibm0#r0304/p  -0.538 0.871  -0.582 0.698  -0.617 0.524  -0.560 0.354  -0.503 0.184  -0.451 0.013  -0.426 -0.164  -0.400 -0.341  -0.375 -0.519  -0.371 -0.697  -0.371 -0.877  -0.371 -1.056  -0.392 -1.233  -0.427 -1.408  -0.481 -1.520  -0.608 -1.393  -0.648 -1.221  -0.677 -1.045  -0.705 -0.868  -0.705 -0.689  -0.705 -0.510  -0.698 -0.331  -0.673 -0.154  -0.647 0.024  -0.622 0.201  -0.512 0.341  -0.400 0.481  -0.288 0.621  -0.155 0.741  -0.012 0.849  0.132 0.955  0.307 0.990  0.483 1.025  0.656 1.006  0.829 0.957  1.001 0.908  1.162 0.839  1.288 0.712  1.415 0.586  1.406 0.442  1.313 0.289  1.221 0.135  1.062 0.061  0.895 -0.006  0.725 -0.060  0.550 -0.095  0.374 -0.130  0.198 -0.165  0.023 -0.200  -0.121 -0.129
1c#ibm#ibm0#r0304/p  -0.662 1.163  -0.662 0.988  -0.648 0.815  -0.570 0.658  -0.496 0.500  -0.454 0.330  -0.411 0.160  -0.368 -0.010  -0.326 -0.181  -0.283 -0.351  -0.241 -0.521  -0.198 -0.691  -0.181 -0.864  -0.181 -1.040  -0.181 -1.215  -0.247 -1.375  -0.325 -1.532  -0.440 -1.464  -0.541 -1.324  -0.619 -1.167  -0.662 -1.002  -0.662 -0.826  -0.662 -0.651  -0.662 -0.476  -0.662 -0.300  -0.662 -0.125  -0.586 0.032  -0.507 0.189  -0.429 0.346  -0.350 0.503  -0.231 0.631  -0.107 0.755  0.026 0.865  0.183 0.944  0.342 0.988  0.509 0.933  0.675 0.877  0.842 0.822  1.008 0.766  1.174 0.711  1.321 0.623  1.409 0.493  1.330 0.337  1.242 0.190  1.085 0.112  0.928 0.033  0.771 -0.045  0.614 -0.123  0.457 -0.202  0.300 -0.280
1c#ibm#ibm0#r0304/p  -0.626 0.807  -0.626 0.616  -0.604 0.428  -0.544 0.247  -0.484 0.065  -0.423 -0.116  -0.362 -0.298  -0.305 -0.480  -0.258 -0.665  -0.212 -0.851  -0.166 -1.037  -0.045 -1.180  -0.002 -1.354  -0.008 -1.529  -0.144 -1.394  -0.234 -1.227  -0.320 -1.056  -0.405 -0.885  -0.491 -0.713  -0.576 -0.542  -0.671 -0.376  -0.777 -0.217  -0.883 -0.058  -0.910 0.111  -0.850 0.293  -0.789 0.474  -0.662 0.615  -0.527 0.750  -0.392 0.885  -0.257 1.021  -0.106 1.120  0.085 1.120  0.276 1.120  0.459 1.070  0.641 1.009  0.817 0.938  0.976 0.832  1.135 0.726  1.273 0.600  1.358 0.429  1.364 0.258  1.278 0.087  1.138 -0.029  0.967 -0.114  0.784 -0.168  0.598 -0.214  0.413 -0.260  0.225 -0.286  0.033 -0.286  -0.158 -0.286
1c#ibm#ibm0#r0304/p  -0.527 0.877  -0.570 0.707  -0.609 0.536  -0.553 0.370  -0.497 0.203  -0.443 0.036  -0.418 -0.138  -0.393 -0.312  -0.368 -0.486  -0.360 -0.661  -0.360 -0.836  -0.360 -1.012  -0.371 -1.187  -0.406 -1.359  -0.440 -1.531  -0.556 -1.436  -0.627 -1.284  -0.655 -1.111  -0.684 -0.938  -0.694 -0.763  -0.694 -0.587  -0.694 -0.412  -0.674 -0.237  -0.649 -0.063  -0.624 0.111  -0.562 0.268  -0.453 0.406  -0.343 0.543  -0.222 0.669  -0.085 0.779  0.052 0.889  0.201 0.973  0.373 1.007  0.545 1.042  0.715 1.001  0.884 0.952  1.052 0.904  1.201 0.822  1.326 0.697  1.373 0.555  1.317 0.388  1.262 0.222  1.161 0.098  0.998 0.032  0.835 -0.033  0.664 -0.071  0.492 -0.106  0.319 -0.140  0.147 -0.175  -0.025 -0.210
2#ced#mlmt5536_s_27/p  -0.075 1.430  -0.098 1.542  -0.075 1.368  -0.075 1.192  -0.075 1.015  -0.075 0.839  -0.051 0.664  -0.051 0.487  -0.040 0.312  -0.027 0.136  -0.027 -0.040  -0.010 -0.215  -0.003 -0.391  0.019 -0.566  -0.003 -0.741  -0.003 -0.917  -0.003 -1.094  -0.003 -1.270  -0.003 -1.447  -0.024 -1.620  -0.042 -1.794  -0.095 -1.839  -0.123 -1.668  -0.158 -1.497  -0.193 -1.325  -0.217 -1.152  -0.233 -0.977  -0.240 -0.801  -0.240 -0.625  -0.240 -0.448  -0.240 -0.272  -0.240 -0.095  -0.217 0.079  -0.196 0.254  -0.193 0.430  -0.169 0.602  -0.158 0.777  -0.129 0.950  -0.069 1.113  0.041 1.240  0.213 1.264  0.364 1.177  0.469 1.037  0.549 0.881  0.589 0.709  0.583 0.534  0.493 0.384  0.396 0.242  0.261 0.130  0.139 0.008
2#ced#mlmt5536_s_27/p  -0.075 1.191  -0.131 1.200  -0.128 1.006  -0.107 0.815  -0.102 0.621  -0.081 0.429  -0.075 0.236  -0.075 0.041  -0.075 -0.153  -0.075 -0.348  -0.075 -0.542  -0.075 -0.737  -0.102 -0.929  -0.102 -1.123  -0.128 -1.313  -0.128 -1.508  -0.124 -1.702  -0.144 -1.862  -0.180 -1.717  -0.187 -1.523  -0.203 -1.329  -0.219 -1.136  -0.235 -0.942  -0.251 -0.748  -0.267 -0.554  -0.283 -0.360  -0.299 -0.166  -0.311 0.027  -0.337 0.218  -0.364 0.409  -0.390 0.600  -0.390 0.795  -0.354 0.984  -0.271 1.160  -0.183 1.331  -0.016 1.401  0.170 1.401  0.343 1.332  0.489 1.204  0.609 1.054  0.671 0.871  0.732 0.687  0.763 0.497  0.763 0.302  0.686 0.128  0.584 -0.036  0.437 -0.161  0.275 -0.269  0.098 -0.349  -0.075 -0.433
2#ced#mlmt5536_s_27/p  0.008 0.507  -0.048 0.685  -0.085 0.640  -0.072 0.457  -0.085 0.272  -0.085 0.086  -0.086 -0.100  -0.108 -0.285  -0.108 -0.471  -0.108 -0.657  -0.108 -0.844  -0.108 -1.030  -0.108 -1.217  -0.122 -1.401  -0.132 -1.587  -0.132 -1.773  -0.149 -1.849  -0.164 -1.665  -0.179 -1.481  -0.201 -1.297  -0.201 -1.111  -0.201 -0.924  -0.201 -0.738  -0.201 -0.552  -0.201 -0.365  -0.201 -0.179  -0.181 0.006  -0.172 0.191  -0.155 0.376  -0.132 0.560  -0.108 0.744  -0.082 0.927  -0.039 1.108  -0.006 1.290  0.031 1.471  0.092 1.645  0.199 1.738  0.307 1.587  0.365 1.410  0.411 1.230  0.425 1.046  0.425 0.860  0.425 0.673  0.380 0.492  0.369 0.307  0.336 0.126  0.307 -0.057  0.226 -0.221  0.075 -0.304  -0.108 -0.327
2#ced#mlmt5536_s_27/p  -0.040 1.190  -0.040 1.009  -0.022 0.831  -0.016 0.650  -0.016 0.470  0.008 0.292  0.008 0.111  0.008 -0.070  0.008 -0.251  0.008 -0.432  0.008 -0.613  0.008 -0.794  -0.016 -0.972  -0.016 -1.153  -0.024 -1.333  -0.040 -1.513  -0.040 -1.694  -0.040 -1.875  -0.145 -1.743  -0.192 -1.569  -0.237 -1.394  -0.269 -1.216  -0.281 -1.036  -0.304 -0.858  -0.304 -0.677  -0.304 -0.496  -0.303 -0.316  -0.280 -0.137  -0.273 0.043  -0.256 0.222  -0.232 0.400  -0.217 0.579  -0.208 0.759  -0.164 0.933  -0.142 1.112  -0.105 1.289  -0.015 1.445  0.124 1.545  0.290 1.510  0.389 1.362  0.459 1.197  0.512 1.025  0.530 0.847  0.532 0.667  0.509 0.489  0.445 0.320  0.348 0.168  0.237 0.028  0.109 -0.100  0.008 -0.249
