3#apa#apa13#app1334/<  1.113 1.052  1.221 1.052  1.194 1.052  1.085 1.052  0.977 1.052  0.896 0.984  0.819 0.907  0.713 0.903  0.604 0.903  0.495 0.903  0.387 0.903  0.305 0.839  0.228 0.762  0.123 0.754  0.031 0.714  -0.046 0.637  -0.078 0.542  -0.101 0.456  -0.209 0.456  -0.291 0.392  -0.368 0.315  -0.473 0.308  -0.525 0.250  -0.541 0.159  -0.650 0.159  -0.673 0.074  -0.718 0.010  -0.822 0.005  -0.822 -0.103  -0.822 -0.212  -0.822 -0.320  -0.822 -0.429  -0.722 -0.437  -0.673 -0.497  -0.659 -0.600  -0.583 -0.676  -0.498 -0.734  -0.389 -0.734  -0.309 -0.801  -0.232 -0.878  -0.126 -0.883  -0.035 -0.926  0.042 -1.003  0.119 -1.080  0.195 -1.157  0.294 -1.181  0.402 -1.181  0.511 -1.181  0.590 -1.253  0.666 -1.330
2#app#app06#app0642/<  0.224 1.425  0.224 1.506  0.203 1.425  0.101 1.425  0.042 1.382  0.004 1.296  -0.049 1.216  -0.087 1.152  -0.140 1.104  -0.182 1.019  -0.246 0.941  -0.291 0.850  -0.333 0.757  -0.365 0.661  -0.397 0.564  -0.449 0.479  -0.505 0.401  -0.528 0.309  -0.596 0.235  -0.608 0.138  -0.680 0.066  -0.687 -0.033  -0.698 -0.124  -0.756 -0.124  -0.687 -0.156  -0.656 -0.245  -0.584 -0.317  -0.512 -0.390  -0.414 -0.397  -0.342 -0.469  -0.248 -0.488  -0.146 -0.488  -0.135 -0.579  -0.033 -0.579  0.066 -0.591  0.157 -0.637  0.251 -0.670  0.342 -0.697  0.417 -0.761  0.519 -0.761  0.588 -0.794  0.631 -0.852  0.733 -0.852  0.771 -0.917  0.846 -0.944  0.923 -1.004  1.012 -1.035  1.044 -1.104  1.124 -1.126  1.135 -1.217
1d#tos#t2#t2064064/<  0.894 1.483  0.820 1.453  0.820 1.349  0.730 1.336  0.672 1.289  0.597 1.259  0.551 1.166  0.479 1.114  0.449 1.039  0.376 0.966  0.281 0.944  0.207 0.871  0.155 0.789  0.095 0.745  0.008 0.728  0.008 0.624  -0.061 0.563  -0.140 0.508  -0.140 0.404  -0.214 0.374  -0.228 0.273  -0.275 0.180  -0.288 0.080  -0.362 0.006  -0.435 -0.067  -0.465 -0.141  -0.569 -0.141  -0.657 -0.157  -0.657 -0.261  -0.659 -0.362  -0.698 -0.362  -0.612 -0.407  -0.583 -0.498  -0.564 -0.584  -0.460 -0.584  -0.431 -0.660  -0.338 -0.706  -0.254 -0.765  -0.166 -0.805  -0.105 -0.874  -0.066 -0.969  -0.020 -1.027  0.083 -1.029  0.129 -1.122  0.155 -1.219  0.231 -1.249  0.323 -1.295  0.408 -1.353  0.451 -1.439  0.524 -1.470
1d#tos#t3#t3054062/<  0.849 1.467  0.781 1.399  0.699 1.362  0.639 1.326  0.574 1.285  0.527 1.202  0.436 1.172  0.357 1.124  0.304 1.044  0.244 0.968  0.176 0.900  0.107 0.832  0.026 0.779  -0.049 0.721  -0.093 0.635  -0.097 0.539  -0.167 0.486  -0.254 0.443  -0.328 0.386  -0.381 0.305  -0.453 0.259  -0.525 0.199  -0.593 0.130  -0.661 0.062  -0.727 -0.007  -0.774 -0.057  -0.818 -0.117  -0.731 -0.160  -0.686 -0.244  -0.611 -0.299  -0.570 -0.370  -0.485 -0.414  -0.399 -0.457  -0.322 -0.514  -0.254 -0.583  -0.211 -0.669  -0.129 -0.711  -0.041 -0.746  0.002 -0.832  0.067 -0.903  0.135 -0.972  0.203 -1.040  0.294 -1.055  0.371 -1.102  0.429 -1.175  0.481 -1.239  0.572 -1.265  0.652 -1.292  0.691 -1.379  0.744 -1.423
1d#app#app32#app3258/<  0.654 1.437  0.753 1.437  0.828 1.414  0.828 1.316  0.783 1.263  0.684 1.263  0.654 1.195  0.654 1.096  0.613 1.008  0.569 0.919  0.525 0.831  0.481 0.743  0.384 0.741  0.306 0.721  0.306 0.622  0.276 0.537  0.206 0.467  0.136 0.397  0.040 0.393  -0.054 0.381  -0.123 0.312  -0.193 0.242  -0.216 0.153  -0.216 0.055  -0.305 0.046  -0.399 0.036  -0.469 -0.034  -0.538 -0.103  -0.563 -0.191  -0.563 -0.290  -0.624 -0.363  -0.694 -0.433  -0.737 -0.513  -0.737 -0.611  -0.678 -0.650  -0.579 -0.650  -0.563 -0.733  -0.559 -0.829  -0.489 -0.899  -0.419 -0.968  -0.333 -0.998  -0.235 -0.998  -0.160 -1.054  -0.090 -1.124  -0.012 -1.172  0.087 -1.172  0.132 -1.225  0.132 -1.323  0.208 -1.346  0.306 -1.346
2#apa#apa00#app0035/<  0.412 1.019  0.502 1.109  0.616 1.142  0.743 1.142  0.780 1.233  0.780 1.170  0.710 1.071  0.610 0.995  0.496 0.938  0.412 0.863  0.373 0.774  0.246 0.774  0.132 0.740  0.042 0.650  -0.048 0.560  -0.138 0.469  -0.239 0.405  -0.354 0.376  -0.444 0.286  -0.534 0.196  -0.647 0.160  -0.774 0.160  -0.877 0.099  -0.967 0.009  -1.057 -0.081  -1.062 -0.207  -1.182 -0.209  -1.062 -0.216  -1.050 -0.332  -0.922 -0.332  -0.795 -0.332  -0.667 -0.332  -0.549 -0.353  -0.459 -0.443  -0.336 -0.454  -0.208 -0.454  -0.116 -0.540  -0.012 -0.611  0.102 -0.668  0.222 -0.700  0.331 -0.742  0.426 -0.823  0.548 -0.836  0.638 -0.926  0.757 -0.946  0.780 -1.050  0.889 -1.068  0.903 -1.182  1.021 -1.191  1.026 -1.314
1d#app#app34#app3491/<  1.048 1.494  0.937 1.494  0.893 1.427  0.893 1.316  0.893 1.205  0.803 1.184  0.738 1.138  0.736 1.027  0.658 0.949  0.579 0.870  0.501 0.791  0.420 0.718  0.309 0.718  0.272 0.644  0.251 0.541  0.172 0.463  0.084 0.407  -0.027 0.407  -0.039 0.308  -0.094 0.252  -0.194 0.241  -0.194 0.129  -0.273 0.096  -0.374 0.072  -0.452 -0.006  -0.542 -0.059  -0.653 -0.059  -0.660 -0.163  -0.720 -0.214  -0.816 -0.230  -0.816 -0.341  -0.816 -0.452  -0.816 -0.563  -0.816 -0.674  -0.710 -0.680  -0.660 -0.741  -0.643 -0.835  -0.532 -0.835  -0.421 -0.835  -0.310 -0.835  -0.199 -0.835  -0.194 -0.942  -0.132 -0.991  -0.020 -0.991  0.091 -0.991  0.177 -1.051  0.255 -1.130  0.360 -1.146  0.471 -1.146  0.582 -1.146
1d#tos#f1#f1036063/<  0.920 1.343  0.920 1.246  0.841 1.228  0.750 1.200  0.690 1.140  0.690 1.043  0.690 0.946  0.599 0.940  0.502 0.940  0.405 0.940  0.312 0.910  0.223 0.874  0.165 0.797  0.107 0.719  0.045 0.645  -0.038 0.595  -0.122 0.545  -0.205 0.495  -0.287 0.442  -0.368 0.388  -0.449 0.334  -0.530 0.280  -0.606 0.220  -0.674 0.152  -0.764 0.133  -0.846 0.096  -0.803 0.066  -0.760 -0.021  -0.708 -0.104  -0.654 -0.184  -0.591 -0.257  -0.522 -0.326  -0.490 -0.418  -0.457 -0.509  -0.403 -0.590  -0.349 -0.671  -0.291 -0.749  -0.233 -0.826  -0.175 -0.904  -0.088 -0.948  -0.013 -1.008  0.056 -1.077  0.137 -1.131  0.217 -1.185  0.304 -1.230  0.396 -1.250  0.483 -1.274  0.567 -1.308  0.660 -1.322  0.747 -1.365
1d#tos#t1#t1013062/<  0.798 1.421  0.692 1.421  0.585 1.421  0.540 1.360  0.475 1.318  0.385 1.302  0.385 1.195  0.364 1.101  0.269 1.053  0.178 1.003  0.172 0.898  0.126 0.811  0.029 0.801  -0.022 0.711  -0.120 0.697  -0.133 0.603  -0.179 0.542  -0.285 0.542  -0.334 0.449  -0.370 0.348  -0.430 0.283  -0.485 0.200  -0.546 0.147  -0.614 0.096  -0.650 -0.002  -0.732 -0.027  -0.753 -0.112  -0.695 -0.196  -0.645 -0.290  -0.558 -0.337  -0.495 -0.411  -0.429 -0.462  -0.370 -0.550  -0.296 -0.625  -0.207 -0.684  -0.133 -0.727  -0.102 -0.803  -0.047 -0.854  0.060 -0.854  0.074 -0.947  0.170 -0.958  0.263 -0.991  0.281 -1.090  0.365 -1.113  0.472 -1.113  0.488 -1.203  0.530 -1.268  0.592 -1.313  0.643 -1.368  0.695 -1.423
1d#tos#t3#t3050062/<  0.840 1.468  0.741 1.468  0.642 1.468  0.604 1.400  0.534 1.330  0.464 1.260  0.394 1.190  0.329 1.117  0.284 1.028  0.216 0.957  0.146 0.887  0.076 0.817  0.006 0.747  -0.064 0.677  -0.134 0.607  -0.204 0.537  -0.254 0.453  -0.317 0.381  -0.400 0.326  -0.465 0.256  -0.514 0.171  -0.556 0.089  -0.580 0.005  -0.669 -0.039  -0.757 -0.084  -0.779 -0.169  -0.835 -0.212  -0.787 -0.262  -0.691 -0.278  -0.602 -0.318  -0.503 -0.318  -0.444 -0.391  -0.440 -0.487  -0.346 -0.518  -0.252 -0.550  -0.158 -0.581  -0.076 -0.631  -0.023 -0.714  0.040 -0.783  0.128 -0.828  0.217 -0.872  0.265 -0.956  0.338 -1.016  0.419 -1.070  0.489 -1.140  0.574 -1.190  0.653 -1.248  0.739 -1.278  0.820 -1.323  0.895 -1.379
2#apa#apa02#app0272/<  0.925 1.027  1.030 1.027  1.066 1.094  1.036 1.168  0.932 1.168  0.925 1.070  0.864 1.027  0.767 1.010  0.694 0.936  0.610 0.886  0.506 0.886  0.431 0.815  0.358 0.741  0.284 0.668  0.206 0.604  0.102 0.604  0.022 0.546  -0.052 0.473  -0.142 0.423  -0.235 0.376  -0.328 0.329  -0.405 0.260  -0.479 0.186  -0.581 0.181  -0.625 0.121  -0.648 0.040  -0.752 0.040  -0.830 -0.024  -0.903 -0.097  -0.836 -0.171  -0.763 -0.245  -0.689 -0.318  -0.611 -0.382  -0.507 -0.382  -0.484 -0.463  -0.440 -0.523  -0.343 -0.531  -0.343 -0.635  -0.290 -0.717  -0.217 -0.791  -0.143 -0.864  -0.069 -0.938  -0.061 -1.039  -0.022 -1.126  0.052 -1.200  0.126 -1.274  0.199 -1.347  0.221 -1.442  0.221 -1.547  0.221 -1.651
2#app#app25#app2583/<  1.106 1.296  0.981 1.296  0.857 1.296  0.759 1.270  0.759 1.146  0.658 1.123  0.586 1.071  0.583 0.950  0.458 0.950  0.357 0.894  0.269 0.807  0.182 0.719  0.094 0.631  0.006 0.543  -0.082 0.455  -0.196 0.430  -0.316 0.413  -0.427 0.357  -0.538 0.301  -0.644 0.239  -0.732 0.152  -0.820 0.064  -0.908 -0.024  -0.973 -0.121  -0.973 -0.246  -1.080 -0.262  -1.146 -0.321  -1.137 -0.436  -1.013 -0.436  -0.888 -0.436  -0.764 -0.436  -0.640 -0.436  -0.516 -0.436  -0.392 -0.436  -0.267 -0.436  -0.143 -0.436  -0.045 -0.498  0.043 -0.586  0.158 -0.609  0.282 -0.609  0.406 -0.609  0.496 -0.692  0.584 -0.780  0.586 -0.903  0.586 -1.027  0.609 -1.128  0.733 -1.128  0.759 -1.030  0.808 -0.955  0.932 -0.955
2#app#app25#app2583/<  1.583 1.119  1.447 1.119  1.398 1.031  1.359 0.933  1.223 0.933  1.086 0.933  0.950 0.933  0.821 0.913  0.725 0.817  0.617 0.748  0.481 0.748  0.471 0.621  0.393 0.563  0.265 0.542  0.168 0.446  0.060 0.377  -0.076 0.377  -0.213 0.377  -0.326 0.322  -0.423 0.225  -0.545 0.192  -0.670 0.164  -0.766 0.067  -0.863 -0.029  -0.959 -0.126  -1.074 -0.179  -1.198 -0.192  -1.198 -0.328  -1.097 -0.364  -0.961 -0.364  -0.824 -0.364  -0.688 -0.364  -0.641 -0.274  -0.600 -0.179  -0.464 -0.179  -0.456 -0.307  -0.376 -0.364  -0.271 -0.395  -0.271 -0.531  -0.271 -0.668  -0.201 -0.735  -0.085 -0.755  -0.085 -0.892  0.023 -0.920  0.159 -0.920  0.296 -0.920  0.432 -0.920  0.471 -1.018  0.520 -1.106  0.656 -1.106
2#app#app25#app2583/<  1.378 1.173  1.255 1.173  1.132 1.173  1.024 1.158  1.024 1.034  0.940 0.996  0.847 0.965  0.847 0.842  0.747 0.819  0.624 0.819  0.501 0.819  0.411 0.737  0.324 0.650  0.205 0.641  0.098 0.601  0.011 0.514  -0.091 0.464  -0.215 0.464  -0.216 0.343  -0.264 0.239  -0.351 0.152  -0.457 0.110  -0.570 0.100  -0.570 -0.023  -0.649 -0.067  -0.765 -0.085  -0.852 -0.172  -0.945 -0.244  -1.068 -0.244  -1.102 -0.334  -1.102 -0.457  -1.102 -0.581  -0.997 -0.599  -0.873 -0.599  -0.750 -0.599  -0.627 -0.599  -0.504 -0.599  -0.381 -0.599  -0.258 -0.599  -0.158 -0.656  -0.071 -0.743  0.039 -0.776  0.162 -0.776  0.285 -0.776  0.315 -0.868  0.354 -0.953  0.477 -0.953  0.600 -0.953  0.670 -1.007  0.670 -1.130
3#apa#apa00#app0035/<  0.412 1.019  0.502 1.109  0.616 1.142  0.743 1.142  0.780 1.233  0.780 1.170  0.710 1.071  0.610 0.995  0.496 0.938  0.412 0.863  0.373 0.774  0.246 0.774  0.132 0.740  0.042 0.650  -0.048 0.560  -0.138 0.469  -0.239 0.405  -0.354 0.376  -0.444 0.286  -0.534 0.196  -0.647 0.160  -0.774 0.160  -0.877 0.099  -0.967 0.009  -1.057 -0.081  -1.062 -0.207  -1.182 -0.209  -1.062 -0.216  -1.050 -0.332  -0.922 -0.332  -0.795 -0.332  -0.667 -0.332  -0.549 -0.353  -0.459 -0.443  -0.336 -0.454  -0.208 -0.454  -0.116 -0.540  -0.012 -0.611  0.102 -0.668  0.222 -0.700  0.331 -0.742  0.426 -0.823  0.548 -0.836  0.638 -0.926  0.757 -0.946  0.780 -1.050  0.889 -1.068  0.903 -1.182  1.021 -1.191  1.026 -1.314
1d#apa#apa00#app0038/<  0.839 1.498  0.954 1.498  0.945 1.447  0.864 1.366  0.839 1.261  0.801 1.183  0.686 1.183  0.681 1.073  0.633 0.978  0.552 0.896  0.471 0.815  0.389 0.733  0.308 0.652  0.226 0.570  0.119 0.552  0.029 0.510  -0.022 0.407  -0.074 0.304  -0.147 0.237  -0.262 0.237  -0.315 0.136  -0.367 0.033  -0.418 -0.070  -0.497 -0.153  -0.579 -0.235  -0.660 -0.316  -0.743 -0.394  -0.858 -0.394  -0.896 -0.472  -0.931 -0.552  -1.046 -0.552  -0.946 -0.552  -0.896 -0.617  -0.873 -0.709  -0.758 -0.709  -0.643 -0.709  -0.528 -0.709  -0.413 -0.709  -0.297 -0.709  -0.182 -0.709  -0.067 -0.709  0.048 -0.709  0.163 -0.709  0.258 -0.759  0.339 -0.841  0.444 -0.867  0.559 -0.867  0.674 -0.867  0.757 -0.943  0.839 -1.025
1d#app#app37#app3738/<  0.975 1.497  0.975 1.373  0.942 1.264  0.855 1.177  0.764 1.098  0.641 1.098  0.577 1.039  0.577 0.915  0.501 0.823  0.414 0.736  0.306 0.699  0.182 0.699  0.059 0.699  -0.052 0.669  -0.139 0.582  -0.226 0.494  -0.313 0.407  -0.401 0.320  -0.488 0.233  -0.575 0.146  -0.680 0.101  -0.803 0.101  -0.819 -0.007  -0.841 -0.121  -0.929 -0.208  -1.016 -0.295  -1.019 -0.417  -1.019 -0.454  -1.019 -0.330  -0.954 -0.362  -0.867 -0.449  -0.764 -0.497  -0.640 -0.497  -0.547 -0.570  -0.460 -0.657  -0.353 -0.697  -0.229 -0.697  -0.106 -0.697  0.017 -0.697  0.141 -0.697  0.264 -0.697  0.387 -0.697  0.511 -0.697  0.634 -0.697  0.757 -0.697  0.881 -0.697  0.975 -0.725  0.975 -0.849  0.975 -0.972  0.975 -1.095
1d#app#app37#app3738/<  1.035 1.190  0.910 1.190  0.786 1.186  0.698 1.098  0.609 1.009  0.510 0.945  0.385 0.945  0.271 0.916  0.183 0.828  0.094 0.739  -0.015 0.700  -0.141 0.700  -0.190 0.624  -0.190 0.499  -0.272 0.455  -0.397 0.455  -0.497 0.393  -0.585 0.305  -0.674 0.216  -0.763 0.127  -0.851 0.039  -0.925 -0.056  -0.925 -0.182  -0.952 -0.280  -1.077 -0.280  -1.170 -0.313  -1.170 -0.438  -1.131 -0.525  -1.006 -0.525  -0.880 -0.525  -0.755 -0.525  -0.630 -0.525  -0.504 -0.525  -0.379 -0.525  -0.254 -0.525  -0.128 -0.525  -0.003 -0.525  0.123 -0.525  0.248 -0.525  0.373 -0.525  0.499 -0.525  0.624 -0.525  0.749 -0.525  0.875 -0.525  1.000 -0.525  1.099 -0.588  1.188 -0.677  1.276 -0.766  1.400 -0.770  1.525 -0.770
1d#apa#apa04#app0406/<  0.961 1.564  0.961 1.456  0.880 1.430  0.828 1.375  0.807 1.277  0.732 1.201  0.656 1.125  0.580 1.049  0.561 0.950  0.507 0.897  0.408 0.877  0.332 0.801  0.256 0.725  0.180 0.649  0.104 0.574  0.029 0.498  -0.047 0.422  -0.123 0.346  -0.199 0.270  -0.289 0.229  -0.373 0.206  -0.373 0.099  -0.466 0.049  -0.562 0.002  -0.654 -0.052  -0.730 -0.128  -0.773 -0.217  -0.793 -0.304  -0.900 -0.304  -0.907 -0.405  -0.854 -0.490  -0.778 -0.566  -0.773 -0.671  -0.699 -0.704  -0.592 -0.704  -0.491 -0.720  -0.415 -0.796  -0.326 -0.838  -0.218 -0.838  -0.111 -0.838  -0.004 -0.838  0.103 -0.838  0.210 -0.838  0.318 -0.838  0.425 -0.838  0.427 -0.943  0.506 -0.971  0.561 -1.024  0.561 -1.131  0.561 -1.238
1d#tos#f1#f1051061/<  0.608 1.170  0.659 1.251  0.619 1.251  0.518 1.251  0.426 1.231  0.348 1.167  0.267 1.107  0.180 1.057  0.093 1.007  0.006 0.955  -0.041 0.881  -0.062 0.792  -0.150 0.742  -0.238 0.692  -0.325 0.642  -0.373 0.554  -0.444 0.483  -0.515 0.412  -0.587 0.340  -0.658 0.269  -0.729 0.198  -0.801 0.126  -0.872 0.055  -0.943 -0.016  -0.961 -0.089  -0.860 -0.089  -0.769 -0.131  -0.671 -0.155  -0.583 -0.197  -0.506 -0.259  -0.410 -0.291  -0.338 -0.361  -0.264 -0.428  -0.180 -0.484  -0.094 -0.537  -0.007 -0.589  0.078 -0.642  0.162 -0.698  0.246 -0.754  0.327 -0.814  0.405 -0.877  0.484 -0.940  0.574 -0.986  0.663 -1.032  0.747 -1.088  0.822 -1.155  0.893 -1.226  0.994 -1.226  1.087 -1.262  1.177 -1.307
2#apa#apa13#app1343/<  1.085 1.156  1.054 1.243  0.944 1.216  0.839 1.164  0.753 1.085  0.670 1.002  0.571 0.943  0.468 0.887  0.383 0.809  0.266 0.809  0.169 0.761  0.086 0.679  0.003 0.596  -0.089 0.526  -0.194 0.474  -0.298 0.421  -0.401 0.366  -0.484 0.284  -0.582 0.219  -0.679 0.154  -0.771 0.082  -0.866 0.028  -0.962 -0.022  -1.045 -0.105  -1.145 -0.146  -1.256 -0.146  -1.139 -0.146  -1.040 -0.191  -0.941 -0.233  -0.824 -0.233  -0.716 -0.255  -0.627 -0.328  -0.516 -0.365  -0.404 -0.402  -0.290 -0.413  -0.185 -0.466  -0.080 -0.518  0.024 -0.570  0.111 -0.648  0.221 -0.667  0.328 -0.691  0.419 -0.753  0.530 -0.780  0.634 -0.832  0.739 -0.884  0.846 -0.927  0.948 -0.964  1.040 -1.035  1.144 -1.087  1.258 -1.101
2#apa#apa13#app1343/<  0.903 0.950  0.793 0.937  0.712 0.856  0.599 0.852  0.484 0.852  0.369 0.852  0.261 0.824  0.159 0.772  0.048 0.755  -0.067 0.755  -0.181 0.755  -0.296 0.755  -0.397 0.721  -0.485 0.657  -0.600 0.657  -0.697 0.616  -0.789 0.560  -0.904 0.560  -0.948 0.489  -1.036 0.463  -1.045 0.357  -1.019 0.268  -0.948 0.225  -0.948 0.110  -0.893 0.018  -0.796 -0.024  -0.721 -0.089  -0.669 -0.191  -0.572 -0.219  -0.461 -0.223  -0.442 -0.326  -0.339 -0.377  -0.233 -0.414  -0.133 -0.449  -0.052 -0.530  0.030 -0.609  0.145 -0.609  0.260 -0.609  0.369 -0.634  0.471 -0.685  0.561 -0.754  0.655 -0.803  0.764 -0.831  0.866 -0.882  0.969 -0.934  1.072 -0.985  1.158 -1.059  1.258 -1.095  1.372 -1.095  1.390 -1.193
2#apa#apa13#app1343/<  1.112 1.047  1.001 1.024  0.910 0.946  0.802 0.892  0.685 0.872  0.571 0.857  0.480 0.784  0.374 0.748  0.274 0.696  0.153 0.696  0.040 0.677  -0.053 0.608  -0.157 0.568  -0.258 0.520  -0.379 0.520  -0.491 0.498  -0.585 0.433  -0.706 0.433  -0.825 0.427  -0.912 0.345  -1.022 0.318  -1.118 0.257  -1.171 0.190  -1.171 0.068  -1.125 -0.006  -1.083 -0.086  -0.971 -0.094  -0.908 -0.152  -0.817 -0.182  -0.706 -0.208  -0.611 -0.270  -0.490 -0.270  -0.386 -0.325  -0.285 -0.392  -0.180 -0.446  -0.065 -0.472  0.043 -0.526  0.163 -0.533  0.269 -0.568  0.363 -0.642  0.472 -0.696  0.563 -0.774  0.674 -0.797  0.785 -0.821  0.871 -0.907  0.965 -0.973  1.086 -0.973  1.179 -1.039  1.265 -1.125  1.376 -1.148
1d#ibm#ibm0#r0104/<  0.993 1.531  0.918 1.456  0.844 1.381  0.769 1.306  0.694 1.232  0.620 1.157  0.545 1.082  0.470 1.008  0.395 0.933  0.321 0.858  0.246 0.784  0.169 0.712  0.081 0.653  -0.007 0.595  -0.095 0.536  -0.183 0.478  -0.271 0.419  -0.350 0.349  -0.424 0.275  -0.499 0.200  -0.574 0.125  -0.656 0.060  -0.750 0.013  -0.845 -0.034  -0.939 -0.081  -0.944 -0.184  -0.944 -0.289  -0.944 -0.395  -0.944 -0.501  -0.906 -0.568  -0.800 -0.568  -0.699 -0.596  -0.599 -0.629  -0.499 -0.663  -0.399 -0.696  -0.298 -0.730  -0.193 -0.730  -0.087 -0.730  0.019 -0.730  0.124 -0.730  0.228 -0.744  0.328 -0.777  0.428 -0.810  0.528 -0.844  0.629 -0.877  0.732 -0.891  0.838 -0.891  0.943 -0.891  0.993 -0.835  0.993 -0.730
1d#ibm#ibm0#r0104/<  1.058 1.409  0.976 1.327  0.894 1.246  0.790 1.193  0.687 1.141  0.583 1.089  0.496 1.014  0.414 0.932  0.332 0.850  0.250 0.768  0.168 0.686  0.086 0.604  -0.006 0.535  -0.102 0.470  -0.199 0.406  -0.295 0.342  -0.392 0.277  -0.488 0.213  -0.585 0.149  -0.681 0.084  -0.778 0.020  -0.874 -0.044  -0.965 -0.116  -1.047 -0.198  -1.129 -0.280  -1.211 -0.362  -1.224 -0.415  -1.108 -0.415  -0.992 -0.415  -0.876 -0.415  -0.760 -0.415  -0.644 -0.415  -0.532 -0.438  -0.422 -0.474  -0.312 -0.511  -0.202 -0.548  -0.091 -0.581  0.025 -0.581  0.141 -0.581  0.257 -0.581  0.373 -0.581  0.484 -0.610  0.594 -0.647  0.704 -0.684  0.814 -0.720  0.926 -0.746  1.041 -0.746  1.157 -0.746  1.273 -0.746  1.389 -0.746
1d#ibm#ibm0#r0104/<  1.110 1.502  1.063 1.408  0.990 1.334  0.911 1.265  0.833 1.197  0.754 1.128  0.675 1.059  0.597 0.990  0.518 0.921  0.439 0.852  0.360 0.783  0.282 0.714  0.203 0.646  0.122 0.579  0.040 0.514  -0.043 0.450  -0.125 0.386  -0.208 0.321  -0.290 0.257  -0.374 0.194  -0.459 0.134  -0.545 0.074  -0.631 0.014  -0.716 -0.046  -0.802 -0.106  -0.888 -0.166  -0.965 -0.236  -1.031 -0.315  -1.064 -0.414  -1.034 -0.490  -0.944 -0.544  -0.855 -0.598  -0.759 -0.632  -0.656 -0.639  -0.554 -0.662  -0.452 -0.686  -0.350 -0.709  -0.248 -0.733  -0.146 -0.756  -0.044 -0.780  0.058 -0.800  0.163 -0.800  0.268 -0.800  0.372 -0.804  0.476 -0.813  0.581 -0.821  0.685 -0.830  0.789 -0.839  0.893 -0.847  0.998 -0.856
1d#ibm#ibm0#r0104/<  1.111 1.504  1.037 1.430  0.963 1.357  0.890 1.283  0.816 1.209  0.742 1.136  0.668 1.062  0.594 0.989  0.515 0.920  0.437 0.852  0.359 0.783  0.280 0.714  0.202 0.646  0.122 0.579  0.039 0.515  -0.043 0.451  -0.125 0.387  -0.207 0.323  -0.290 0.258  -0.373 0.196  -0.458 0.136  -0.544 0.076  -0.629 0.017  -0.715 -0.043  -0.800 -0.103  -0.886 -0.163  -0.949 -0.243  -1.002 -0.333  -1.056 -0.422  -1.029 -0.491  -0.940 -0.545  -0.851 -0.599  -0.756 -0.639  -0.654 -0.659  -0.551 -0.680  -0.449 -0.700  -0.347 -0.720  -0.245 -0.741  -0.142 -0.761  -0.040 -0.782  0.062 -0.799  0.167 -0.799  0.271 -0.799  0.375 -0.803  0.479 -0.811  0.583 -0.820  0.687 -0.829  0.791 -0.837  0.894 -0.846  0.998 -0.855
2#apa#apa01#app0170/<  0.595 1.266  0.703 1.266  0.811 1.266  0.870 1.266  0.762 1.266  0.680 1.202  0.604 1.125  0.500 1.116  0.407 1.078  0.331 1.002  0.255 0.926  0.178 0.849  0.102 0.773  0.026 0.697  -0.070 0.666  -0.155 0.643  -0.155 0.535  -0.244 0.516  -0.338 0.483  -0.414 0.406  -0.506 0.366  -0.604 0.357  -0.604 0.249  -0.658 0.163  -0.734 0.087  -0.754 -0.013  -0.727 -0.110  -0.651 -0.186  -0.562 -0.233  -0.454 -0.233  -0.454 -0.341  -0.388 -0.383  -0.305 -0.407  -0.305 -0.515  -0.241 -0.597  -0.164 -0.673  -0.155 -0.777  -0.155 -0.885  -0.144 -0.982  -0.036 -0.982  -0.005 -1.059  0.030 -1.132  0.138 -1.132  0.145 -1.233  0.204 -1.282  0.312 -1.282  0.420 -1.282  0.528 -1.282  0.636 -1.282  0.744 -1.282
2#tos#f1#f1020059/<  0.806 1.360  0.713 1.314  0.672 1.234  0.643 1.159  0.538 1.159  0.445 1.113  0.355 1.060  0.269 1.002  0.203 0.933  0.142 0.876  0.041 0.851  -0.060 0.826  -0.135 0.754  -0.209 0.680  -0.290 0.624  -0.376 0.580  -0.450 0.506  -0.524 0.432  -0.597 0.359  -0.690 0.311  -0.734 0.234  -0.817 0.181  -0.868 0.108  -0.885 0.021  -0.935 -0.033  -0.911 -0.119  -0.810 -0.144  -0.709 -0.170  -0.609 -0.199  -0.510 -0.232  -0.466 -0.305  -0.381 -0.357  -0.287 -0.403  -0.196 -0.452  -0.150 -0.546  -0.079 -0.617  0.008 -0.675  0.091 -0.738  0.165 -0.811  0.251 -0.866  0.350 -0.899  0.437 -0.950  0.511 -1.024  0.603 -1.064  0.705 -1.084  0.808 -1.105  0.873 -1.155  0.948 -1.185  1.027 -1.225  1.074 -1.319
