1d#app#app13#app1324/.  0.297 -1.787  0.297 -1.704  0.297 -1.622  0.297 -1.540  0.297 -1.458  0.297 -1.375  0.297 -1.293  0.297 -1.211  0.297 -1.128  0.297 -1.046  0.297 -0.964  0.297 -0.882  0.297 -0.799  0.297 -0.717  0.297 -0.635  0.297 -0.553  0.297 -0.470  0.297 -0.388  0.297 -0.306  0.245 -0.245  0.187 -0.187  0.129 -0.129  0.071 -0.071  0.012 -0.012  -0.046 0.046  -0.104 0.104  -0.162 0.162  -0.220 0.220  -0.278 0.279  -0.337 0.337  -0.395 0.395  -0.447 0.455  -0.447 0.538  -0.447 0.620  -0.447 0.702  -0.447 0.785  -0.447 0.867  -0.447 0.949  -0.447 1.031  -0.447 1.114  -0.443 1.192  -0.361 1.192  -0.278 1.192  -0.196 1.192  -0.114 1.192  -0.032 1.192  0.051 1.192  0.133 1.192  0.215 1.192  0.297 1.192
2#apb#apb32#app3242/.  -1.698 0.000  -1.490 0.000  -1.282 0.000  -1.074 0.000  -0.866 0.000  -0.658 0.000  -0.450 0.000  -0.242 0.000  -0.035 0.000  0.173 0.000  0.381 0.000  0.589 0.000  0.797 0.000  1.005 0.000  1.213 0.000  1.421 0.000  1.629 0.000  1.559 0.000  1.351 0.000  1.143 0.000  0.935 0.000  0.728 0.000  0.520 0.000  0.312 0.000  0.104 0.000  -0.104 0.000  -0.312 0.000  -0.520 0.000  -0.728 0.000  -0.935 0.000  -1.143 0.000  -1.351 0.000  -1.559 0.000  -1.629 0.000  -1.421 0.000  -1.213 0.000  -1.005 0.000  -0.797 0.000  -0.589 0.000  -0.381 0.000  -0.173 0.000  0.035 0.000  0.242 0.000  0.450 0.000  0.658 0.000  0.866 0.000  1.074 0.000  1.282 0.000  1.490 0.000  1.698 0.000
1d#app#app32#app3256/.  -0.253 -0.900  -0.121 -0.900  0.011 -0.900  0.143 -0.900  0.274 -0.900  0.406 -0.900  0.538 -0.900  0.670 -0.900  0.802 -0.900  0.934 -0.900  1.014 -0.900  0.882 -0.900  0.750 -0.900  0.618 -0.900  0.486 -0.900  0.354 -0.900  0.222 -0.900  0.090 -0.900  -0.042 -0.900  -0.174 -0.900  -0.253 -0.847  -0.253 -0.715  -0.253 -0.583  -0.253 -0.451  -0.253 -0.319  -0.253 -0.187  -0.253 -0.055  -0.253 0.077  -0.253 0.209  -0.253 0.341  -0.253 0.472  -0.253 0.604  -0.253 0.736  -0.253 0.868  -0.253 1.000  -0.253 1.132  -0.253 1.264  -0.253 1.396  -0.253 1.528  -0.253 1.660  -0.253 1.581  -0.253 1.449  -0.253 1.317  -0.253 1.185  -0.253 1.053  -0.253 0.921  -0.253 0.789  -0.253 0.657  -0.253 0.525  -0.253 0.393
3#app#app35#app3560/.  -0.226 0.453  -0.226 0.283  -0.226 0.113  -0.226 -0.057  -0.226 -0.226  -0.226 -0.396  -0.226 -0.566  -0.226 -0.736  -0.226 -0.906  -0.085 -0.934  0.085 -0.934  0.255 -0.934  0.425 -0.934  0.594 -0.934  0.764 -0.934  0.934 -0.934  1.104 -0.934  1.047 -0.934  0.877 -0.934  0.708 -0.934  0.538 -0.934  0.368 -0.934  0.198 -0.934  0.028 -0.934  -0.142 -0.934  -0.226 -0.849  -0.226 -0.679  -0.226 -0.510  -0.226 -0.340  -0.226 -0.170  -0.226 -0.000  -0.226 0.170  -0.226 0.340  -0.226 0.510  -0.226 0.679  -0.226 0.849  -0.226 1.019  -0.226 1.189  -0.226 1.359  -0.226 1.529  -0.226 1.698  -0.226 1.812  -0.226 1.642  -0.226 1.472  -0.226 1.302  -0.226 1.132  -0.226 0.962  -0.226 0.793  -0.226 0.623  -0.226 0.453
1d#apa#apa13#app1341/.  -1.098 1.433  -1.040 1.375  -0.983 1.318  -0.925 1.260  -0.868 1.203  -0.810 1.145  -0.753 1.088  -0.695 1.030  -0.638 0.973  -0.580 0.915  -0.523 0.858  -0.465 0.800  -0.408 0.743  -0.350 0.685  -0.293 0.628  -0.235 0.570  -0.178 0.513  -0.120 0.455  -0.063 0.398  -0.005 0.340  0.052 0.283  0.069 0.208  0.069 0.127  0.069 0.046  0.069 -0.036  0.069 -0.117  0.069 -0.198  0.069 -0.280  0.069 -0.361  0.069 -0.442  0.069 -0.524  0.069 -0.605  0.069 -0.686  0.069 -0.768  0.069 -0.849  0.098 -0.902  0.179 -0.902  0.261 -0.902  0.342 -0.902  0.423 -0.902  0.504 -0.902  0.586 -0.902  0.667 -0.902  0.748 -0.902  0.830 -0.902  0.911 -0.902  0.992 -0.902  1.074 -0.902  1.155 -0.902  1.236 -0.902
3#apb#apb35#app3562/.  0.000 1.698  0.000 1.628  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.936  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.243  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.243  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.936  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.628  0.000 -1.698
3#apb#apb35#app3562/.  1.797 0.168  1.717 0.168  1.637 0.168  1.557 0.168  1.476 0.168  1.396 0.168  1.316 0.168  1.236 0.168  1.155 0.168  1.075 0.168  0.995 0.168  0.915 0.168  0.834 0.168  0.754 0.168  0.674 0.168  0.594 0.168  0.514 0.168  0.433 0.168  0.353 0.168  0.273 0.168  0.193 0.168  0.112 0.168  0.032 0.168  -0.048 0.168  -0.128 0.168  -0.209 0.168  -0.289 0.168  -0.369 0.168  -0.449 0.168  -0.530 0.168  -0.610 0.168  -0.690 0.168  -0.770 0.168  -0.851 0.168  -0.931 0.168  -1.011 0.168  -1.011 0.088  -1.011 0.008  -1.011 -0.072  -1.011 -0.152  -1.011 -0.233  -1.011 -0.313  -1.011 -0.393  -1.011 -0.473  -1.011 -0.554  -1.011 -0.634  -1.011 -0.714  -1.011 -0.794  -1.011 -0.875  -1.011 -0.955
3#apb#apb35#app3562/.  1.675 0.279  1.606 0.268  1.538 0.256  1.470 0.245  1.401 0.234  1.333 0.222  1.265 0.211  1.196 0.199  1.128 0.188  1.059 0.177  0.991 0.165  0.923 0.154  0.854 0.142  0.786 0.131  0.718 0.120  0.649 0.108  0.581 0.097  0.513 0.085  0.444 0.074  0.376 0.063  0.308 0.051  0.239 0.040  0.171 0.028  0.103 0.017  0.034 0.006  -0.034 -0.006  -0.103 -0.017  -0.171 -0.028  -0.239 -0.040  -0.308 -0.051  -0.376 -0.063  -0.444 -0.074  -0.513 -0.085  -0.581 -0.097  -0.649 -0.108  -0.718 -0.120  -0.786 -0.131  -0.854 -0.142  -0.923 -0.154  -0.991 -0.165  -1.059 -0.177  -1.128 -0.188  -1.196 -0.199  -1.265 -0.211  -1.333 -0.222  -1.401 -0.234  -1.470 -0.245  -1.538 -0.256  -1.606 -0.268  -1.675 -0.279
3#apb#apb35#app3562/.  1.885 -0.783  1.779 -0.730  1.672 -0.676  1.566 -0.623  1.459 -0.570  1.353 -0.517  1.246 -0.463  1.140 -0.410  1.033 -0.357  0.927 -0.304  0.821 -0.251  0.714 -0.197  0.608 -0.144  0.501 -0.091  0.395 -0.038  0.288 0.016  0.182 0.069  0.075 0.122  -0.031 0.175  -0.138 0.228  -0.244 0.282  -0.351 0.335  -0.457 0.388  -0.563 0.441  -0.670 0.495  -0.776 0.548  -0.883 0.601  -0.989 0.654  -1.096 0.708  -1.202 0.761  -1.309 0.814  -1.228 0.732  -1.143 0.648  -1.059 0.564  -0.975 0.480  -0.891 0.395  -0.807 0.311  -0.723 0.227  -0.639 0.143  -0.554 0.059  -0.470 -0.025  -0.386 -0.110  -0.302 -0.194  -0.218 -0.278  -0.134 -0.362  -0.049 -0.446  0.035 -0.530  0.119 -0.615  0.203 -0.699  0.287 -0.783
1d#app#app37#app3734/.  0.000 -1.698  0.000 -1.628  0.000 -1.559  0.000 -1.490  0.000 -1.421  0.000 -1.351  0.000 -1.282  0.000 -1.213  0.000 -1.143  0.000 -1.074  0.000 -1.005  0.000 -0.936  0.000 -0.866  0.000 -0.797  0.000 -0.728  0.000 -0.658  0.000 -0.589  0.000 -0.520  0.000 -0.450  0.000 -0.381  0.000 -0.312  0.000 -0.243  0.000 -0.173  0.000 -0.104  0.000 -0.035  0.000 0.035  0.000 0.104  0.000 0.173  0.000 0.243  0.000 0.312  0.000 0.381  0.000 0.450  0.000 0.520  0.000 0.589  0.000 0.658  0.000 0.728  0.000 0.797  0.000 0.866  0.000 0.936  0.000 1.005  0.000 1.074  0.000 1.143  0.000 1.213  0.000 1.282  0.000 1.351  0.000 1.421  0.000 1.490  0.000 1.559  0.000 1.628  0.000 1.698
3#ceb#Cheng/.  -1.153 1.007  -1.153 0.932  -1.153 0.858  -1.153 0.783  -1.153 0.708  -1.136 0.636  -1.108 0.566  -1.080 0.497  -1.053 0.427  -1.025 0.358  -0.997 0.288  -0.969 0.219  -0.941 0.149  -0.887 0.104  -0.820 0.071  -0.753 0.037  -0.686 0.004  -0.619 -0.030  -0.552 -0.063  -0.485 -0.097  -0.418 -0.130  -0.350 -0.164  -0.283 -0.198  -0.216 -0.231  -0.149 -0.265  -0.082 -0.298  -0.011 -0.311  0.064 -0.306  0.138 -0.301  0.213 -0.297  0.288 -0.292  0.363 -0.287  0.437 -0.283  0.512 -0.278  0.587 -0.273  0.662 -0.269  0.737 -0.264  0.811 -0.259  0.886 -0.255  0.961 -0.250  1.036 -0.245  1.111 -0.241  1.185 -0.236  1.260 -0.231  1.335 -0.227  1.410 -0.222  1.484 -0.217  1.559 -0.213  1.634 -0.208  1.709 -0.203
3#ceb#Cheng/.  1.269 -1.088  1.247 -1.021  1.224 -0.953  1.202 -0.885  1.179 -0.817  1.146 -0.757  1.089 -0.714  1.032 -0.671  0.975 -0.629  0.918 -0.586  0.861 -0.543  0.803 -0.500  0.746 -0.457  0.689 -0.414  0.632 -0.371  0.575 -0.329  0.518 -0.286  0.461 -0.243  0.404 -0.200  0.347 -0.157  0.286 -0.120  0.221 -0.091  0.155 -0.062  0.090 -0.033  0.025 -0.004  -0.040 0.025  -0.105 0.054  -0.171 0.083  -0.236 0.112  -0.301 0.141  -0.367 0.170  -0.432 0.199  -0.497 0.228  -0.562 0.257  -0.627 0.286  -0.688 0.323  -0.748 0.362  -0.807 0.402  -0.866 0.442  -0.926 0.481  -0.970 0.532  -0.993 0.600  -1.015 0.668  -1.038 0.736  -1.061 0.803  -1.083 0.871  -1.106 0.939  -1.128 1.006  -1.151 1.074  -1.173 1.142
2#app#app12#app1264/.  -1.153 1.280  -1.102 1.229  -1.052 1.179  -1.001 1.128  -0.950 1.077  -0.900 1.026  -0.849 0.976  -0.798 0.925  -0.747 0.874  -0.697 0.823  -0.646 0.773  -0.595 0.722  -0.544 0.671  -0.494 0.621  -0.443 0.570  -0.392 0.519  -0.342 0.468  -0.291 0.418  -0.240 0.367  -0.189 0.316  -0.139 0.265  -0.088 0.215  -0.037 0.164  0.014 0.113  0.064 0.063  0.115 0.012  0.166 -0.039  0.216 -0.090  0.267 -0.140  0.318 -0.191  0.369 -0.242  0.419 -0.293  0.470 -0.343  0.521 -0.394  0.572 -0.445  0.622 -0.496  0.673 -0.546  0.683 -0.614  0.683 -0.685  0.683 -0.757  0.683 -0.829  0.683 -0.901  0.683 -0.972  0.683 -1.044  0.683 -1.116  0.683 -1.188  0.683 -1.259  0.683 -1.331  0.683 -1.403  0.683 -1.475
3#ced#rish6239_s_2d/.  -0.975 -0.880  -0.739 -0.644  -0.504 -0.409  -0.231 -0.220  0.002 0.012  0.202 0.278  0.390 0.553  0.575 0.830  0.753 1.109  0.845 1.430  0.642 1.443  0.426 1.227  0.291 0.923  0.120 0.639  -0.051 0.353  -0.199 0.055  -0.348 -0.242  -0.483 -0.544  -0.483 -0.876  -0.417 -1.199  -0.209 -1.372  0.112 -1.321  0.409 -1.172  0.629 -0.934  0.832 -0.672  1.067 -0.437  1.234 -0.152  1.362 0.151  1.357 0.482  1.172 0.759  0.883 0.842  0.554 0.819  0.239 0.711  -0.058 0.562  -0.331 0.379  -0.566 0.143  -0.760 -0.127  -0.944 -0.404  -1.080 -0.687  -0.974 -1.003  -0.697 -0.818  -0.420 -0.633  -0.174 -0.417  0.010 -0.140  0.115 0.176  -0.099 0.382  -0.396 0.420  -0.712 0.315  -1.028 0.209  -1.344 0.104
1d#app#app13#app1355/.  2.040 -0.444  1.918 -0.444  1.795 -0.444  1.672 -0.444  1.549 -0.444  1.426 -0.444  1.304 -0.444  1.181 -0.444  1.058 -0.444  0.935 -0.444  0.813 -0.444  0.690 -0.444  0.567 -0.444  0.444 -0.444  0.322 -0.444  0.199 -0.444  0.076 -0.444  -0.047 -0.444  -0.170 -0.444  -0.260 -0.366  -0.347 -0.279  -0.434 -0.192  -0.520 -0.105  -0.607 -0.018  -0.694 0.068  -0.781 0.155  -0.868 0.242  -0.954 0.329  -1.041 0.416  -1.128 0.502  -1.215 0.589  -1.281 0.667  -1.158 0.667  -1.035 0.667  -0.912 0.667  -0.789 0.667  -0.667 0.667  -0.544 0.667  -0.421 0.667  -0.298 0.667  -0.182 0.661  -0.182 0.538  -0.182 0.416  -0.182 0.293  -0.182 0.170  -0.182 0.047  -0.182 -0.076  -0.182 -0.198  -0.182 -0.321  -0.182 -0.444
2#tos#f3#f3011063/.  -0.144 1.096  0.189 1.096  0.522 1.096  0.827 1.030  1.062 0.794  1.213 0.524  1.213 0.191  1.213 -0.142  0.998 -0.261  0.760 -0.356  0.760 -0.689  0.452 -0.713  0.174 -0.580  -0.061 -0.344  -0.144 -0.046  -0.240 0.191  -0.573 0.191  -0.597 0.501  -0.597 0.834  -0.526 1.096  -0.193 1.096  0.140 1.096  0.308 0.932  0.308 0.599  0.308 0.266  0.308 -0.067  0.169 -0.261  -0.164 -0.261  -0.497 -0.261  -0.830 -0.261  -1.163 -0.261  -1.496 -0.261  -1.502 0.066  -1.294 0.191  -0.961 0.191  -0.628 0.191  -0.295 0.191  0.038 0.191  0.371 0.191  0.704 0.191  0.760 -0.085  0.760 -0.418  0.722 -0.713  0.389 -0.713  0.056 -0.713  -0.203 -0.832  -0.352 -1.129  -0.501 -1.427  -0.716 -1.618  -1.049 -1.618
3#apa#apa00#app0082/.  0.557 -1.825  0.557 -1.680  0.557 -1.535  0.557 -1.390  0.557 -1.245  0.557 -1.100  0.557 -0.955  0.557 -0.810  0.557 -0.665  0.557 -0.519  0.528 -0.403  0.383 -0.403  0.238 -0.403  0.093 -0.403  -0.052 -0.403  -0.197 -0.403  -0.342 -0.403  -0.488 -0.403  -0.633 -0.403  -0.778 -0.403  -0.865 -0.345  -0.865 -0.200  -0.865 -0.055  -0.865 0.090  -0.865 0.235  -0.865 0.380  -0.865 0.525  -0.865 0.670  -0.865 0.815  -0.865 0.961  -0.778 1.019  -0.633 1.019  -0.488 1.019  -0.342 1.019  -0.197 1.019  -0.052 1.019  0.093 1.019  0.238 1.019  0.383 1.019  0.528 1.019  0.557 0.903  0.557 0.757  0.557 0.612  0.557 0.467  0.557 0.322  0.557 0.177  0.557 0.032  0.557 -0.113  0.557 -0.258  0.557 -0.403
3#app#app11#app1194/.  0.000 1.698  0.000 1.628  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.936  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.243  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.243  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.936  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.628  0.000 -1.698
2#app#app07#app0765/.  1.118 -0.911  1.035 -0.911  0.952 -0.911  0.869 -0.911  0.786 -0.911  0.704 -0.911  0.621 -0.911  0.538 -0.911  0.455 -0.911  0.373 -0.911  0.290 -0.911  0.207 -0.911  0.124 -0.911  0.041 -0.911  -0.041 -0.911  -0.124 -0.911  -0.207 -0.911  -0.235 -0.855  -0.235 -0.773  -0.235 -0.690  -0.235 -0.607  -0.235 -0.524  -0.235 -0.442  -0.235 -0.359  -0.235 -0.276  -0.235 -0.193  -0.235 -0.110  -0.235 -0.028  -0.235 0.055  -0.235 0.138  -0.235 0.221  -0.235 0.304  -0.235 0.386  -0.235 0.469  -0.235 0.552  -0.235 0.635  -0.235 0.717  -0.235 0.800  -0.235 0.883  -0.235 0.966  -0.235 1.049  -0.235 1.131  -0.235 1.214  -0.235 1.297  -0.235 1.380  -0.235 1.463  -0.235 1.545  -0.235 1.628  -0.235 1.711  -0.235 1.794
2#apb#apb15#app1531/.  1.698 0.000  1.629 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.935 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.242 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.242 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.935 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.629 0.000  -1.698 0.000
1d#apa#apa01#app0155/.  0.000 1.698  0.000 1.628  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.936  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.243  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.243  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.936  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.628  0.000 -1.698
2#app#app08#app0893/.  1.118 -0.911  1.035 -0.911  0.952 -0.911  0.869 -0.911  0.786 -0.911  0.704 -0.911  0.621 -0.911  0.538 -0.911  0.455 -0.911  0.373 -0.911  0.290 -0.911  0.207 -0.911  0.124 -0.911  0.041 -0.911  -0.041 -0.911  -0.124 -0.911  -0.207 -0.911  -0.235 -0.855  -0.235 -0.773  -0.235 -0.690  -0.235 -0.607  -0.235 -0.524  -0.235 -0.442  -0.235 -0.359  -0.235 -0.276  -0.235 -0.193  -0.235 -0.110  -0.235 -0.028  -0.235 0.055  -0.235 0.138  -0.235 0.221  -0.235 0.304  -0.235 0.386  -0.235 0.469  -0.235 0.552  -0.235 0.635  -0.235 0.717  -0.235 0.800  -0.235 0.883  -0.235 0.966  -0.235 1.049  -0.235 1.131  -0.235 1.214  -0.235 1.297  -0.235 1.380  -0.235 1.463  -0.235 1.545  -0.235 1.628  -0.235 1.711  -0.235 1.794
2#apa#apa01#app0113/.  0.000 -1.698  0.000 -1.628  0.000 -1.559  0.000 -1.490  0.000 -1.421  0.000 -1.351  0.000 -1.282  0.000 -1.213  0.000 -1.143  0.000 -1.074  0.000 -1.005  0.000 -0.936  0.000 -0.866  0.000 -0.797  0.000 -0.728  0.000 -0.658  0.000 -0.589  0.000 -0.520  0.000 -0.450  0.000 -0.381  0.000 -0.312  0.000 -0.243  0.000 -0.173  0.000 -0.104  0.000 -0.035  0.000 0.035  0.000 0.104  0.000 0.173  0.000 0.243  0.000 0.312  0.000 0.381  0.000 0.450  0.000 0.520  0.000 0.589  0.000 0.658  0.000 0.728  0.000 0.797  0.000 0.866  0.000 0.936  0.000 1.005  0.000 1.074  0.000 1.143  0.000 1.213  0.000 1.282  0.000 1.351  0.000 1.421  0.000 1.490  0.000 1.559  0.000 1.628  0.000 1.698
1d#app#app13#app1373/.  0.548 1.600  0.548 1.512  0.548 1.425  0.548 1.337  0.548 1.249  0.548 1.162  0.548 1.074  0.548 0.986  0.548 0.899  0.548 0.811  0.548 0.723  0.548 0.636  0.548 0.548  0.548 0.460  0.548 0.373  0.548 0.285  0.548 0.197  0.548 0.110  0.548 0.022  0.548 -0.066  0.548 -0.153  0.548 -0.241  0.548 -0.329  0.548 -0.416  0.548 -0.504  0.504 -0.548  0.416 -0.548  0.329 -0.548  0.241 -0.548  0.153 -0.548  0.066 -0.548  -0.022 -0.548  -0.110 -0.548  -0.197 -0.548  -0.285 -0.548  -0.373 -0.548  -0.460 -0.548  -0.548 -0.548  -0.636 -0.548  -0.723 -0.548  -0.811 -0.548  -0.899 -0.548  -0.986 -0.548  -1.074 -0.548  -1.162 -0.548  -1.249 -0.548  -1.337 -0.548  -1.425 -0.548  -1.512 -0.548  -1.600 -0.548
1d#app#app14#app1498/.  0.303 1.691  0.303 1.617  0.303 1.543  0.303 1.469  0.303 1.395  0.303 1.321  0.303 1.246  0.303 1.172  0.303 1.098  0.303 1.024  0.303 0.950  0.303 0.876  0.303 0.801  0.303 0.727  0.303 0.653  0.303 0.579  0.303 0.505  0.303 0.431  0.303 0.356  0.303 0.282  0.303 0.208  0.303 0.134  0.278 0.070  0.226 0.018  0.173 -0.035  0.121 -0.087  0.069 -0.140  0.016 -0.192  -0.036 -0.245  -0.089 -0.297  -0.141 -0.349  -0.194 -0.402  -0.229 -0.461  -0.229 -0.535  -0.229 -0.610  -0.229 -0.684  -0.229 -0.758  -0.229 -0.832  -0.229 -0.906  -0.237 -0.977  -0.289 -1.030  -0.342 -1.082  -0.394 -1.135  -0.447 -1.187  -0.499 -1.239  -0.551 -1.292  -0.604 -1.344  -0.656 -1.397  -0.709 -1.449  -0.761 -1.502
3#app#app32#app3290/.  1.664 0.000  1.525 0.000  1.387 0.000  1.248 0.000  1.109 0.000  0.971 0.000  0.832 0.000  0.693 0.000  0.555 0.000  0.416 0.000  0.277 0.000  0.139 0.000  -0.000 0.000  -0.139 0.000  -0.277 0.000  -0.416 0.000  -0.555 0.000  -0.693 0.000  -0.832 0.000  -0.971 0.000  -1.109 0.000  -1.248 0.000  -1.387 0.000  -1.525 0.000  -1.664 0.000  -1.664 0.000  -1.525 0.000  -1.387 0.000  -1.248 0.000  -1.109 0.000  -0.971 0.000  -0.832 0.000  -0.693 0.000  -0.555 0.000  -0.416 0.000  -0.277 0.000  -0.139 0.000  -0.000 0.000  0.139 0.000  0.277 0.000  0.416 0.000  0.555 0.000  0.693 0.000  0.832 0.000  0.971 0.000  1.109 0.000  1.248 0.000  1.387 0.000  1.525 0.000  1.664 0.000
3#apa#apa03#app0348/.  -0.718 -1.454  -0.718 -1.371  -0.718 -1.288  -0.718 -1.205  -0.718 -1.122  -0.718 -1.039  -0.718 -0.956  -0.718 -0.873  -0.718 -0.790  -0.718 -0.707  -0.718 -0.624  -0.718 -0.542  -0.718 -0.459  -0.718 -0.376  -0.718 -0.293  -0.718 -0.210  -0.718 -0.127  -0.718 -0.044  -0.718 0.039  -0.644 0.047  -0.561 0.047  -0.478 0.047  -0.395 0.047  -0.312 0.047  -0.229 0.047  -0.146 0.047  -0.063 0.047  0.020 0.047  0.082 0.097  0.141 0.156  0.199 0.214  0.258 0.273  0.317 0.332  0.375 0.390  0.434 0.449  0.493 0.508  0.551 0.566  0.610 0.625  0.668 0.684  0.727 0.742  0.787 0.798  0.870 0.798  0.953 0.798  1.036 0.798  1.119 0.798  1.202 0.798  1.285 0.798  1.368 0.798  1.450 0.798  1.533 0.798
1d#apa#apa10#app1048/.  1.519 -0.759  1.457 -0.728  1.395 -0.697  1.333 -0.666  1.271 -0.635  1.209 -0.604  1.147 -0.573  1.085 -0.542  1.023 -0.511  0.961 -0.480  0.899 -0.449  0.837 -0.418  0.775 -0.387  0.713 -0.356  0.651 -0.325  0.589 -0.294  0.527 -0.263  0.465 -0.232  0.403 -0.201  0.341 -0.170  0.279 -0.139  0.217 -0.108  0.155 -0.077  0.093 -0.046  0.031 -0.015  -0.031 0.015  -0.093 0.046  -0.155 0.077  -0.217 0.108  -0.279 0.139  -0.341 0.170  -0.403 0.201  -0.465 0.232  -0.527 0.263  -0.589 0.294  -0.651 0.325  -0.713 0.356  -0.775 0.387  -0.837 0.418  -0.899 0.449  -0.961 0.480  -1.023 0.511  -1.085 0.542  -1.147 0.573  -1.209 0.604  -1.271 0.635  -1.333 0.666  -1.395 0.697  -1.457 0.728  -1.519 0.759
1d#apb#apb31#app3164/.  0.587 1.592  0.559 1.529  0.531 1.465  0.503 1.402  0.474 1.338  0.446 1.275  0.418 1.211  0.390 1.148  0.361 1.084  0.333 1.021  0.305 0.957  0.277 0.894  0.249 0.830  0.220 0.767  0.192 0.703  0.168 0.638  0.146 0.572  0.124 0.506  0.102 0.441  0.080 0.375  0.058 0.309  0.036 0.243  0.014 0.177  -0.008 0.111  -0.030 0.045  -0.052 -0.021  -0.074 -0.087  -0.095 -0.153  -0.117 -0.218  -0.139 -0.284  -0.161 -0.350  -0.183 -0.416  -0.205 -0.482  -0.225 -0.549  -0.237 -0.617  -0.250 -0.685  -0.262 -0.754  -0.274 -0.822  -0.287 -0.890  -0.299 -0.959  -0.312 -1.027  -0.324 -1.095  -0.337 -1.164  -0.349 -1.232  -0.361 -1.301  -0.374 -1.369  -0.386 -1.437  -0.399 -1.506  -0.411 -1.574  -0.424 -1.642
1d#apb#apb31#app3164/.  0.587 1.592  0.559 1.529  0.531 1.465  0.503 1.402  0.474 1.338  0.446 1.275  0.418 1.211  0.390 1.148  0.361 1.084  0.333 1.021  0.305 0.957  0.277 0.894  0.249 0.830  0.220 0.767  0.192 0.703  0.168 0.638  0.146 0.572  0.124 0.506  0.102 0.441  0.080 0.375  0.058 0.309  0.036 0.243  0.014 0.177  -0.008 0.111  -0.030 0.045  -0.052 -0.021  -0.074 -0.087  -0.095 -0.153  -0.117 -0.218  -0.139 -0.284  -0.161 -0.350  -0.183 -0.416  -0.205 -0.482  -0.225 -0.549  -0.237 -0.617  -0.250 -0.685  -0.262 -0.754  -0.274 -0.822  -0.287 -0.890  -0.299 -0.959  -0.312 -1.027  -0.324 -1.095  -0.337 -1.164  -0.349 -1.232  -0.361 -1.301  -0.374 -1.369  -0.386 -1.437  -0.399 -1.506  -0.411 -1.574  -0.424 -1.642
