2#app#app25#app2545/j  0.633 0.672  0.633 0.517  0.633 0.362  0.633 0.208  0.491 0.195  0.474 0.057  0.474 -0.098  0.345 -0.123  0.315 -0.248  0.229 -0.367  0.156 -0.491  0.156 -0.646  0.114 -0.759  -0.003 -0.796  -0.036 -0.918  -0.162 -0.947  -0.187 -1.077  -0.342 -1.077  -0.496 -1.077  -0.639 -1.065  -0.647 -0.918  -0.798 -0.915  -0.798 -0.760  -0.798 -0.606  -0.947 -0.600  -0.957 -0.455  -1.098 -0.441  -0.980 -0.441  -0.825 -0.441  -0.670 -0.441  -0.639 -0.318  -0.520 -0.282  -0.365 -0.282  -0.263 -0.188  -0.182 -0.056  -0.101 0.075  -0.020 0.207  0.061 0.339  0.142 0.471  0.223 0.602  0.304 0.734  0.385 0.866  0.466 0.998  0.547 1.129  0.628 1.261  0.710 1.393  0.791 1.525  0.872 1.656  0.955 1.784  1.109 1.784
2#gmd#kast/j  0.173 1.805  0.173 1.724  0.173 1.644  0.173 1.564  0.173 1.484  0.173 1.404  0.173 1.324  0.173 1.244  0.173 1.164  0.173 1.084  0.173 1.003  0.173 0.923  0.173 0.843  0.173 0.763  0.173 0.683  0.173 0.603  0.173 0.523  0.173 0.443  0.173 0.362  0.173 0.282  0.173 0.202  0.173 0.122  0.169 0.043  0.133 -0.029  0.120 -0.106  0.120 -0.186  0.120 -0.266  0.120 -0.346  0.120 -0.426  0.120 -0.506  0.120 -0.586  0.120 -0.667  0.120 -0.747  0.108 -0.824  0.072 -0.896  0.056 -0.970  0.013 -1.033  -0.019 -1.099  -0.076 -1.156  -0.149 -1.173  -0.229 -1.173  -0.309 -1.173  -0.386 -1.159  -0.458 -1.123  -0.530 -1.088  -0.595 -1.043  -0.642 -0.979  -0.678 -0.908  -0.678 -0.828  -0.678 -0.748
2#gmd#kast/j  -0.043 1.746  0.014 1.689  0.020 1.612  0.037 1.539  0.084 1.478  0.093 1.400  0.119 1.324  0.144 1.248  0.147 1.168  0.147 1.088  0.147 1.008  0.165 0.931  0.191 0.855  0.210 0.778  0.210 0.698  0.210 0.618  0.210 0.537  0.210 0.457  0.210 0.377  0.210 0.297  0.210 0.217  0.210 0.137  0.210 0.057  0.210 -0.023  0.210 -0.103  0.210 -0.183  0.190 -0.259  0.154 -0.330  0.147 -0.409  0.147 -0.489  0.147 -0.569  0.147 -0.649  0.147 -0.729  0.147 -0.809  0.121 -0.878  0.084 -0.943  0.052 -1.010  -0.004 -1.067  -0.068 -1.106  -0.144 -1.124  -0.216 -1.160  -0.294 -1.169  -0.366 -1.135  -0.439 -1.106  -0.519 -1.106  -0.585 -1.071  -0.653 -1.042  -0.717 -1.003  -0.740 -0.932  -0.740 -0.852
2#gmd#kast/j  -0.050 1.654  -0.038 1.705  0.013 1.647  0.013 1.567  0.013 1.488  0.013 1.409  0.013 1.330  0.018 1.252  0.034 1.174  0.049 1.097  0.065 1.019  0.075 0.941  0.075 0.862  0.087 0.784  0.102 0.707  0.118 0.629  0.133 0.552  0.137 0.473  0.137 0.394  0.137 0.315  0.137 0.236  0.138 0.157  0.173 0.087  0.200 0.014  0.200 -0.065  0.200 -0.144  0.200 -0.223  0.200 -0.302  0.200 -0.381  0.200 -0.460  0.200 -0.539  0.200 -0.619  0.200 -0.698  0.180 -0.773  0.155 -0.848  0.137 -0.925  0.109 -0.992  0.061 -1.054  0.026 -1.124  -0.031 -1.173  -0.102 -1.208  -0.180 -1.214  -0.259 -1.214  -0.336 -1.201  -0.411 -1.176  -0.486 -1.151  -0.542 -1.096  -0.598 -1.040  -0.638 -0.973  -0.673 -0.902
2#gmd#kast/j  0.478 1.699  0.546 1.632  0.542 1.550  0.478 1.519  0.478 1.423  0.478 1.328  0.478 1.232  0.478 1.137  0.478 1.042  0.478 0.946  0.478 0.851  0.478 0.755  0.478 0.660  0.478 0.565  0.478 0.469  0.478 0.374  0.478 0.279  0.478 0.183  0.478 0.088  0.478 -0.008  0.464 -0.089  0.404 -0.124  0.404 -0.219  0.350 -0.292  0.329 -0.379  0.316 -0.461  0.255 -0.495  0.200 -0.536  0.180 -0.611  0.112 -0.679  0.023 -0.693  -0.045 -0.761  -0.112 -0.828  -0.205 -0.834  -0.291 -0.858  -0.365 -0.908  -0.460 -0.908  -0.556 -0.908  -0.651 -0.908  -0.737 -0.885  -0.811 -0.834  -0.894 -0.803  -0.937 -0.726  -0.976 -0.646  -1.012 -0.566  -1.012 -0.470  -0.937 -0.450  -0.937 -0.354  -0.937 -0.259  -0.863 -0.238
2#gmd#kast/j  0.306 1.372  0.306 1.454  0.248 1.512  0.177 1.537  0.140 1.491  0.140 1.409  0.160 1.332  0.197 1.259  0.223 1.183  0.223 1.101  0.223 1.019  0.223 0.937  0.223 0.855  0.223 0.773  0.223 0.691  0.223 0.609  0.223 0.527  0.235 0.450  0.293 0.392  0.306 0.316  0.306 0.234  0.306 0.152  0.306 0.070  0.286 -0.009  0.260 -0.087  0.235 -0.165  0.223 -0.245  0.223 -0.327  0.223 -0.409  0.203 -0.486  0.167 -0.559  0.140 -0.635  0.125 -0.711  0.067 -0.768  0.027 -0.839  -0.010 -0.913  -0.059 -0.977  -0.121 -1.025  -0.203 -1.025  -0.284 -1.031  -0.357 -1.067  -0.430 -1.104  -0.511 -1.108  -0.593 -1.108  -0.675 -1.108  -0.736 -1.058  -0.805 -1.025  -0.877 -1.000  -0.935 -0.943  -1.017 -0.943
2#gmd#kast/j  0.333 1.761  0.333 1.675  0.333 1.589  0.333 1.503  0.333 1.417  0.333 1.331  0.333 1.245  0.333 1.159  0.333 1.073  0.333 0.987  0.333 0.901  0.333 0.815  0.333 0.729  0.333 0.643  0.333 0.557  0.360 0.475  0.387 0.394  0.400 0.310  0.400 0.224  0.400 0.138  0.400 0.052  0.400 -0.034  0.400 -0.120  0.400 -0.206  0.367 -0.279  0.333 -0.351  0.333 -0.437  0.330 -0.522  0.303 -0.604  0.276 -0.685  0.216 -0.739  0.139 -0.777  0.062 -0.816  -0.015 -0.854  -0.092 -0.893  -0.173 -0.914  -0.259 -0.914  -0.345 -0.914  -0.431 -0.914  -0.514 -0.900  -0.596 -0.872  -0.677 -0.845  -0.759 -0.818  -0.840 -0.791  -0.919 -0.757  -0.996 -0.718  -1.072 -0.704  -1.072 -0.618  -1.072 -0.532  -1.072 -0.446
2#gmd#kast/j  0.210 1.595  0.194 1.663  0.142 1.630  0.142 1.547  0.142 1.463  0.142 1.379  0.152 1.297  0.178 1.217  0.205 1.138  0.226 1.057  0.246 0.976  0.267 0.894  0.278 0.812  0.278 0.728  0.278 0.644  0.278 0.560  0.289 0.478  0.316 0.399  0.342 0.319  0.345 0.236  0.345 0.152  0.345 0.069  0.345 -0.015  0.345 -0.099  0.345 -0.183  0.345 -0.266  0.329 -0.348  0.303 -0.427  0.276 -0.506  0.238 -0.581  0.201 -0.656  0.163 -0.731  0.142 -0.810  0.095 -0.864  0.020 -0.902  -0.042 -0.957  -0.118 -0.976  -0.194 -1.009  -0.270 -1.044  -0.354 -1.044  -0.437 -1.044  -0.515 -1.019  -0.590 -0.982  -0.673 -0.976  -0.751 -0.962  -0.810 -0.903  -0.869 -0.844  -0.908 -0.770  -0.949 -0.697  -1.008 -0.638
2#gmd#kast/j  0.186 1.359  0.184 1.437  0.108 1.440  0.104 1.515  0.030 1.510  0.030 1.431  0.030 1.352  0.033 1.274  0.058 1.199  0.083 1.124  0.108 1.049  0.108 0.970  0.108 0.891  0.124 0.814  0.139 0.736  0.155 0.659  0.170 0.581  0.186 0.504  0.201 0.426  0.217 0.349  0.232 0.272  0.248 0.194  0.263 0.117  0.263 0.038  0.263 -0.041  0.263 -0.120  0.263 -0.199  0.263 -0.278  0.262 -0.357  0.243 -0.434  0.223 -0.510  0.204 -0.587  0.185 -0.663  0.150 -0.734  0.114 -0.804  0.062 -0.863  0.006 -0.919  -0.050 -0.975  -0.105 -1.030  -0.161 -1.086  -0.222 -1.134  -0.297 -1.159  -0.372 -1.184  -0.447 -1.206  -0.526 -1.206  -0.605 -1.206  -0.683 -1.199  -0.753 -1.164  -0.824 -1.129  -0.825 -1.050
2#gmd#kast/j  0.370 1.557  0.312 1.615  0.249 1.602  0.249 1.521  0.249 1.440  0.249 1.359  0.249 1.278  0.249 1.197  0.253 1.117  0.273 1.038  0.292 0.959  0.309 0.880  0.309 0.799  0.309 0.718  0.309 0.637  0.309 0.556  0.309 0.475  0.309 0.394  0.309 0.313  0.309 0.232  0.309 0.151  0.309 0.070  0.309 -0.011  0.309 -0.092  0.309 -0.173  0.309 -0.254  0.309 -0.335  0.309 -0.416  0.291 -0.494  0.266 -0.571  0.230 -0.641  0.172 -0.698  0.115 -0.756  0.055 -0.808  -0.022 -0.833  -0.099 -0.859  -0.172 -0.893  -0.245 -0.928  -0.322 -0.954  -0.399 -0.979  -0.479 -0.985  -0.560 -0.985  -0.641 -0.985  -0.722 -0.985  -0.803 -0.985  -0.872 -0.955  -0.940 -0.925  -0.989 -0.872  -1.026 -0.800  -1.083 -0.743
2#gmd#kast/j  0.267 1.564  0.252 1.630  0.200 1.600  0.221 1.524  0.257 1.451  0.267 1.372  0.267 1.291  0.267 1.210  0.279 1.131  0.304 1.054  0.330 0.977  0.333 0.896  0.333 0.815  0.333 0.734  0.333 0.652  0.333 0.571  0.333 0.490  0.333 0.409  0.333 0.328  0.333 0.246  0.330 0.166  0.304 0.089  0.278 0.012  0.267 -0.068  0.267 -0.149  0.243 -0.226  0.217 -0.303  0.188 -0.379  0.152 -0.451  0.134 -0.529  0.109 -0.604  0.073 -0.676  0.046 -0.753  0.020 -0.830  -0.015 -0.901  -0.073 -0.958  -0.130 -1.016  -0.210 -1.023  -0.282 -1.059  -0.358 -1.082  -0.439 -1.082  -0.514 -1.056  -0.587 -1.019  -0.666 -1.013  -0.739 -0.976  -0.808 -0.934  -0.865 -0.877  -0.922 -0.819  -0.933 -0.743  -0.990 -0.685
2#gmd#kast/j  0.414 1.408  0.414 1.487  0.381 1.532  0.303 1.532  0.291 1.466  0.291 1.388  0.291 1.309  0.291 1.231  0.291 1.152  0.291 1.074  0.291 0.995  0.291 0.917  0.291 0.839  0.291 0.760  0.291 0.682  0.291 0.603  0.291 0.525  0.285 0.447  0.272 0.369  0.259 0.292  0.246 0.214  0.233 0.137  0.229 0.059  0.229 -0.020  0.229 -0.098  0.229 -0.177  0.205 -0.249  0.170 -0.320  0.140 -0.392  0.111 -0.465  0.082 -0.538  0.053 -0.611  0.014 -0.679  -0.029 -0.744  -0.073 -0.809  -0.116 -0.875  -0.160 -0.940  -0.203 -1.005  -0.258 -1.061  -0.333 -1.070  -0.411 -1.076  -0.485 -1.101  -0.560 -1.126  -0.637 -1.132  -0.712 -1.107  -0.786 -1.082  -0.852 -1.043  -0.887 -0.979  -0.887 -0.900  -0.887 -0.822
2#gmd#kast/j  0.030 1.633  0.030 1.700  0.030 1.617  0.040 1.536  0.077 1.462  0.104 1.385  0.118 1.305  0.155 1.231  0.179 1.154  0.179 1.071  0.179 0.988  0.217 0.920  0.254 0.853  0.254 0.769  0.254 0.686  0.254 0.603  0.283 0.527  0.320 0.453  0.329 0.372  0.329 0.289  0.329 0.206  0.329 0.123  0.323 0.041  0.297 -0.038  0.271 -0.117  0.254 -0.197  0.254 -0.280  0.254 -0.363  0.215 -0.430  0.169 -0.497  0.143 -0.575  0.117 -0.654  0.085 -0.731  0.048 -0.805  -0.001 -0.871  -0.054 -0.934  -0.091 -1.008  -0.137 -1.074  -0.211 -1.111  -0.282 -1.153  -0.341 -1.211  -0.422 -1.215  -0.496 -1.178  -0.570 -1.141  -0.629 -1.082  -0.645 -1.006  -0.676 -0.930  -0.713 -0.856  -0.720 -0.774  -0.720 -0.691
2#gmd#kast/j  0.131 1.615  0.187 1.642  0.133 1.671  0.131 1.590  0.131 1.508  0.131 1.425  0.131 1.342  0.131 1.259  0.131 1.176  0.131 1.093  0.146 1.013  0.172 0.934  0.187 0.854  0.187 0.771  0.187 0.688  0.187 0.605  0.187 0.522  0.187 0.439  0.187 0.356  0.187 0.274  0.187 0.191  0.204 0.111  0.230 0.032  0.243 -0.049  0.243 -0.132  0.243 -0.215  0.243 -0.297  0.243 -0.380  0.213 -0.456  0.187 -0.533  0.187 -0.616  0.187 -0.699  0.165 -0.776  0.126 -0.849  0.068 -0.908  0.019 -0.971  -0.010 -1.041  -0.069 -1.100  -0.136 -1.146  -0.211 -1.180  -0.294 -1.180  -0.376 -1.177  -0.451 -1.140  -0.516 -1.091  -0.575 -1.033  -0.633 -0.974  -0.677 -0.905  -0.714 -0.831  -0.751 -0.757  -0.763 -0.677
2#gmd#kast/j  0.207 1.556  0.207 1.637  0.207 1.620  0.155 1.561  0.150 1.482  0.150 1.401  0.150 1.321  0.158 1.241  0.178 1.163  0.197 1.084  0.207 1.005  0.207 0.924  0.207 0.843  0.207 0.762  0.207 0.681  0.217 0.602  0.232 0.522  0.248 0.443  0.263 0.364  0.263 0.283  0.263 0.202  0.263 0.122  0.263 0.041  0.263 -0.040  0.263 -0.121  0.263 -0.202  0.263 -0.282  0.246 -0.360  0.220 -0.437  0.207 -0.515  0.204 -0.595  0.159 -0.663  0.114 -0.730  0.069 -0.797  0.025 -0.864  -0.020 -0.931  -0.078 -0.988  -0.135 -1.045  -0.207 -1.081  -0.282 -1.112  -0.358 -1.137  -0.436 -1.156  -0.517 -1.156  -0.590 -1.125  -0.658 -1.083  -0.705 -1.019  -0.731 -0.943  -0.762 -0.874  -0.810 -0.842  -0.810 -0.761
2#gmd#kast/j  0.115 1.588  0.115 1.671  0.115 1.657  0.115 1.575  0.115 1.492  0.115 1.410  0.133 1.335  0.173 1.269  0.173 1.187  0.173 1.104  0.173 1.022  0.173 0.939  0.173 0.857  0.186 0.776  0.206 0.696  0.226 0.616  0.232 0.534  0.232 0.452  0.232 0.369  0.232 0.287  0.232 0.205  0.232 0.122  0.232 0.040  0.232 -0.043  0.232 -0.125  0.232 -0.208  0.232 -0.290  0.210 -0.364  0.173 -0.431  0.173 -0.513  0.149 -0.592  0.122 -0.670  0.115 -0.751  0.078 -0.825  0.033 -0.893  -0.017 -0.957  -0.054 -1.031  -0.108 -1.092  -0.179 -1.133  -0.249 -1.175  -0.313 -1.220  -0.383 -1.191  -0.454 -1.162  -0.534 -1.157  -0.590 -1.097  -0.616 -1.018  -0.642 -0.940  -0.646 -0.859  -0.646 -0.776  -0.646 -0.694
2#gmd#kast/j  0.325 1.417  0.359 1.499  0.361 1.587  0.392 1.574  0.392 1.485  0.371 1.398  0.359 1.310  0.359 1.221  0.359 1.132  0.359 1.042  0.359 0.953  0.359 0.864  0.359 0.775  0.359 0.685  0.359 0.596  0.359 0.507  0.359 0.417  0.359 0.328  0.359 0.239  0.359 0.150  0.359 0.060  0.359 -0.029  0.354 -0.118  0.336 -0.205  0.325 -0.294  0.325 -0.383  0.291 -0.464  0.269 -0.551  0.244 -0.636  0.206 -0.715  0.153 -0.787  0.098 -0.856  0.035 -0.920  -0.037 -0.972  -0.118 -1.001  -0.202 -1.029  -0.287 -1.058  -0.372 -1.046  -0.454 -1.012  -0.534 -0.972  -0.614 -0.932  -0.677 -0.870  -0.740 -0.806  -0.803 -0.743  -0.848 -0.667  -0.888 -0.587  -0.928 -0.507  -0.968 -0.427  -1.021 -0.357  -1.085 -0.294
2#gmd#kast/j  0.305 1.832  0.305 1.744  0.305 1.657  0.305 1.570  0.305 1.482  0.305 1.395  0.299 1.308  0.282 1.223  0.264 1.137  0.260 1.050  0.260 0.963  0.260 0.875  0.260 0.788  0.260 0.701  0.260 0.613  0.260 0.526  0.260 0.439  0.260 0.351  0.260 0.264  0.260 0.177  0.260 0.089  0.260 0.002  0.254 -0.085  0.239 -0.171  0.225 -0.257  0.216 -0.344  0.216 -0.431  0.216 -0.518  0.205 -0.603  0.171 -0.682  0.171 -0.770  0.167 -0.856  0.118 -0.928  0.067 -0.999  -0.003 -1.049  -0.083 -1.083  -0.166 -1.111  -0.249 -1.097  -0.332 -1.073  -0.414 -1.049  -0.492 -1.010  -0.560 -0.959  -0.609 -0.887  -0.672 -0.831  -0.730 -0.776  -0.751 -0.691  -0.774 -0.607  -0.802 -0.524  -0.829 -0.441  -0.857 -0.358
2#gmd#kast/j  0.315 1.616  0.315 1.695  0.315 1.615  0.315 1.535  0.295 1.458  0.276 1.381  0.276 1.301  0.276 1.222  0.276 1.142  0.276 1.063  0.276 0.983  0.276 0.903  0.275 0.824  0.266 0.745  0.256 0.666  0.246 0.587  0.236 0.508  0.236 0.428  0.236 0.349  0.236 0.269  0.236 0.189  0.226 0.111  0.209 0.033  0.192 -0.044  0.175 -0.122  0.157 -0.200  0.157 -0.279  0.147 -0.358  0.128 -0.435  0.109 -0.512  0.089 -0.589  0.070 -0.667  0.051 -0.744  0.023 -0.818  -0.018 -0.886  -0.059 -0.954  -0.097 -1.024  -0.146 -1.082  -0.217 -1.117  -0.290 -1.147  -0.370 -1.147  -0.448 -1.140  -0.518 -1.104  -0.582 -1.056  -0.646 -1.008  -0.705 -0.956  -0.761 -0.899  -0.817 -0.843  -0.864 -0.779  -0.908 -0.713
2#gmd#kast/j  0.377 1.562  0.353 1.613  0.326 1.565  0.276 1.512  0.275 1.437  0.264 1.364  0.246 1.292  0.228 1.220  0.225 1.146  0.219 1.072  0.207 0.998  0.194 0.925  0.182 0.851  0.174 0.778  0.174 0.703  0.174 0.629  0.174 0.554  0.174 0.480  0.174 0.405  0.174 0.331  0.168 0.257  0.158 0.183  0.147 0.109  0.137 0.035  0.126 -0.038  0.123 -0.113  0.123 -0.187  0.115 -0.261  0.103 -0.334  0.091 -0.408  0.078 -0.481  0.060 -0.553  0.037 -0.624  0.012 -0.694  -0.016 -0.763  -0.043 -0.832  -0.071 -0.901  -0.103 -0.969  -0.139 -1.033  -0.192 -1.086  -0.244 -1.139  -0.303 -1.177  -0.376 -1.188  -0.448 -1.206  -0.520 -1.224  -0.594 -1.228  -0.664 -1.210  -0.726 -1.169  -0.788 -1.128  -0.841 -1.075
2#gmd#kast/j  0.365 1.642  0.365 1.661  0.365 1.583  0.365 1.505  0.365 1.427  0.352 1.351  0.333 1.275  0.317 1.200  0.317 1.122  0.317 1.044  0.317 0.966  0.317 0.888  0.317 0.811  0.308 0.734  0.293 0.657  0.277 0.581  0.269 0.504  0.269 0.426  0.260 0.349  0.245 0.273  0.229 0.197  0.215 0.120  0.202 0.044  0.190 -0.033  0.177 -0.110  0.149 -0.182  0.120 -0.253  0.105 -0.330  0.090 -0.406  0.074 -0.482  0.059 -0.558  0.044 -0.635  0.028 -0.711  -0.007 -0.780  -0.047 -0.847  -0.090 -0.912  -0.138 -0.972  -0.193 -1.027  -0.248 -1.082  -0.318 -1.113  -0.392 -1.137  -0.450 -1.094  -0.524 -1.069  -0.597 -1.044  -0.673 -1.026  -0.748 -1.007  -0.814 -0.970  -0.869 -0.915  -0.924 -0.860  -0.979 -0.805
2#gmd#kast/j  0.433 1.526  0.387 1.586  0.340 1.617  0.340 1.537  0.310 1.465  0.294 1.389  0.289 1.310  0.276 1.231  0.263 1.153  0.250 1.075  0.248 0.995  0.248 0.916  0.248 0.836  0.248 0.757  0.248 0.677  0.248 0.598  0.243 0.519  0.233 0.440  0.224 0.361  0.214 0.282  0.204 0.203  0.194 0.124  0.184 0.045  0.174 -0.034  0.164 -0.113  0.156 -0.192  0.156 -0.271  0.156 -0.351  0.145 -0.429  0.132 -0.508  0.119 -0.586  0.102 -0.664  0.077 -0.739  0.041 -0.809  -0.006 -0.872  -0.054 -0.936  -0.107 -0.995  -0.163 -1.052  -0.233 -1.088  -0.304 -1.124  -0.378 -1.147  -0.457 -1.135  -0.535 -1.120  -0.613 -1.104  -0.673 -1.056  -0.721 -0.992  -0.768 -0.929  -0.816 -0.865  -0.860 -0.799  -0.904 -0.732
2#gmd#kast/j  0.496 1.493  0.547 1.519  0.496 1.542  0.496 1.465  0.458 1.405  0.432 1.335  0.413 1.261  0.395 1.186  0.380 1.111  0.365 1.036  0.350 0.961  0.345 0.885  0.345 0.808  0.336 0.733  0.323 0.657  0.311 0.582  0.298 0.506  0.281 0.431  0.263 0.357  0.244 0.283  0.226 0.209  0.207 0.134  0.187 0.060  0.163 -0.012  0.139 -0.085  0.114 -0.158  0.090 -0.230  0.066 -0.303  0.042 -0.375  0.029 -0.451  0.017 -0.527  0.004 -0.602  -0.008 -0.678  -0.043 -0.746  -0.083 -0.811  -0.129 -0.872  -0.175 -0.933  -0.226 -0.988  -0.295 -1.023  -0.363 -1.057  -0.434 -1.081  -0.510 -1.081  -0.587 -1.081  -0.664 -1.081  -0.737 -1.070  -0.806 -1.036  -0.874 -1.002  -0.933 -0.956  -0.976 -0.893  -1.018 -0.829
2#gmd#kast/j  0.535 1.563  0.526 1.605  0.490 1.534  0.475 1.457  0.475 1.378  0.475 1.298  0.475 1.218  0.462 1.139  0.446 1.061  0.431 0.983  0.415 0.904  0.415 0.825  0.415 0.745  0.405 0.666  0.392 0.587  0.379 0.508  0.366 0.429  0.353 0.350  0.339 0.272  0.326 0.193  0.313 0.114  0.300 0.035  0.294 -0.044  0.294 -0.124  0.283 -0.201  0.248 -0.273  0.212 -0.344  0.176 -0.415  0.150 -0.491  0.125 -0.567  0.089 -0.637  0.045 -0.704  0.001 -0.770  -0.067 -0.810  -0.138 -0.846  -0.210 -0.882  -0.281 -0.917  -0.353 -0.953  -0.431 -0.960  -0.510 -0.954  -0.587 -0.935  -0.665 -0.915  -0.742 -0.895  -0.818 -0.869  -0.894 -0.844  -0.960 -0.800  -1.023 -0.752  -1.087 -0.704  -1.151 -0.656  -1.207 -0.600
2#gmd#kast/j  0.485 1.555  0.485 1.639  0.442 1.577  0.442 1.493  0.442 1.409  0.438 1.326  0.418 1.244  0.399 1.162  0.399 1.079  0.399 0.995  0.399 0.911  0.399 0.827  0.399 0.743  0.399 0.659  0.399 0.575  0.399 0.491  0.394 0.408  0.380 0.325  0.366 0.242  0.356 0.159  0.356 0.075  0.344 -0.008  0.328 -0.090  0.309 -0.172  0.272 -0.247  0.250 -0.328  0.230 -0.409  0.205 -0.489  0.179 -0.569  0.159 -0.651  0.133 -0.727  0.058 -0.765  -0.002 -0.823  -0.062 -0.883  -0.134 -0.925  -0.209 -0.962  -0.288 -0.981  -0.372 -0.981  -0.456 -0.981  -0.536 -0.965  -0.611 -0.927  -0.684 -0.887  -0.743 -0.827  -0.808 -0.774  -0.875 -0.724  -0.943 -0.675  -1.019 -0.638  -1.062 -0.566  -1.105 -0.494  -1.149 -0.422
2#app#app06#app0601/j  -0.286 1.302  -0.211 1.172  -0.148 1.026  -0.094 0.885  -0.061 0.738  0.027 0.613  0.090 0.478  0.127 0.325  0.199 0.181  0.262 0.033  0.313 -0.119  0.318 -0.279  0.391 -0.410  0.439 -0.551  0.466 -0.701  0.466 -0.863  0.541 -0.993  0.541 -1.154  0.481 -1.301  0.391 -1.383  0.283 -1.481  0.153 -1.556  0.006 -1.535  -0.060 -1.388  -0.125 -1.241  -0.191 -1.093  -0.256 -0.946  -0.322 -0.799  -0.387 -0.652  -0.453 -0.504  -0.518 -0.357  -0.584 -0.210  -0.649 -0.063  -0.714 0.085  -0.780 0.232  -0.845 0.379  -0.832 0.475  -0.670 0.475  -0.545 0.571  -0.409 0.653  -0.295 0.767  -0.153 0.842  -0.029 0.942  0.119 1.001  0.276 1.019  0.423 1.077  0.584 1.077  0.745 1.077  0.907 1.077  1.068 1.077
1c#apa#apa01#app0127/j  0.046 0.937  0.161 0.911  0.161 0.771  0.161 0.630  0.234 0.519  0.276 0.396  0.276 0.255  0.391 0.229  0.391 0.088  0.391 -0.053  0.391 -0.193  0.391 -0.334  0.391 -0.475  0.391 -0.616  0.391 -0.757  0.391 -0.898  0.378 -1.033  0.279 -1.133  0.254 -1.250  0.161 -1.298  0.087 -1.365  0.046 -1.265  -0.079 -1.250  -0.184 -1.214  -0.246 -1.135  -0.361 -1.073  -0.480 -1.020  -0.529 -0.928  -0.612 -0.822  -0.615 -0.699  -0.570 -0.566  -0.525 -0.432  -0.481 -0.298  -0.436 -0.165  -0.392 -0.031  -0.347 0.102  -0.303 0.236  -0.258 0.370  -0.214 0.503  -0.169 0.637  -0.125 0.771  -0.080 0.904  -0.035 1.038  0.009 1.171  0.054 1.305  0.098 1.439  0.143 1.572  0.187 1.706  0.232 1.840  0.276 1.973
3#apb#apb27#app2737/j  -0.005 0.491  0.036 0.617  0.043 0.664  0.038 0.529  0.023 0.396  0.015 0.262  0.005 0.128  -0.008 -0.006  -0.026 -0.140  -0.044 -0.273  -0.071 -0.404  -0.098 -0.536  -0.126 -0.668  -0.153 -0.799  -0.179 -0.931  -0.205 -1.063  -0.237 -1.194  -0.275 -1.322  -0.299 -1.455  -0.374 -1.395  -0.430 -1.273  -0.499 -1.158  -0.565 -1.041  -0.623 -0.920  -0.681 -0.799  -0.757 -0.689  -0.672 -0.696  -0.582 -0.613  -0.504 -0.503  -0.426 -0.394  -0.347 -0.284  -0.269 -0.175  -0.191 -0.065  -0.113 0.044  -0.035 0.154  0.043 0.263  0.121 0.373  0.199 0.482  0.277 0.592  0.355 0.701  0.433 0.811  0.511 0.920  0.589 1.030  0.667 1.139  0.745 1.249  0.823 1.358  0.901 1.468  0.979 1.577  0.990 1.709  1.004 1.843
1c#apb#apb29#app2970/j  -0.064 -0.002  0.013 0.063  0.017 -0.006  0.073 -0.113  0.087 -0.239  0.024 -0.349  -0.039 -0.460  -0.100 -0.572  -0.173 -0.674  -0.269 -0.758  -0.368 -0.838  -0.477 -0.904  -0.586 -0.969  -0.699 -1.028  -0.813 -1.085  -0.931 -1.132  -1.038 -1.132  -1.078 -1.014  -1.094 -0.888  -1.009 -0.798  -0.916 -0.711  -0.823 -0.624  -0.730 -0.538  -0.636 -0.451  -0.543 -0.364  -0.450 -0.277  -0.357 -0.191  -0.263 -0.104  -0.170 -0.017  -0.077 0.070  0.016 0.157  0.109 0.243  0.203 0.330  0.296 0.417  0.389 0.504  0.482 0.591  0.575 0.677  0.669 0.764  0.762 0.851  0.855 0.938  0.948 1.025  1.042 1.111  1.135 1.198  1.127 1.241  1.051 1.200  0.977 1.103  0.875 1.035  0.764 0.972  0.659 0.902  0.554 0.848
3#apa#apa14#app1425/j  0.067 1.025  0.067 0.885  0.067 1.001  0.067 0.909  0.067 0.769  0.096 0.633  0.141 0.499  0.185 0.366  0.220 0.231  0.220 0.090  0.223 -0.050  0.286 -0.176  0.348 -0.302  0.411 -0.427  0.474 -0.553  0.527 -0.682  0.527 -0.822  0.527 -0.963  0.527 -1.104  0.399 -1.117  0.292 -1.198  0.181 -1.270  0.067 -1.297  0.053 -1.423  -0.088 -1.423  -0.229 -1.423  -0.239 -1.292  -0.239 -1.151  -0.239 -1.011  -0.239 -0.870  -0.239 -0.729  -0.239 -0.589  -0.239 -0.448  -0.239 -0.307  -0.239 -0.167  -0.239 -0.026  -0.239 0.115  -0.239 0.255  -0.239 0.396  -0.239 0.537  -0.239 0.677  -0.239 0.818  -0.239 0.959  -0.239 1.099  -0.239 1.240  -0.239 1.381  -0.239 1.522  -0.239 1.662  -0.239 1.803  -0.239 1.944
