3#apa#apa13#app1334/~  -0.928 -0.333  -0.928 -0.444  -0.967 -0.517  -1.079 -0.517  -1.035 -0.517  -0.928 -0.512  -0.928 -0.401  -0.928 -0.289  -0.928 -0.178  -0.928 -0.066  -0.928 0.046  -0.928 0.157  -0.928 0.269  -0.928 0.380  -0.867 0.466  -0.788 0.545  -0.744 0.639  -0.744 0.750  -0.656 0.773  -0.544 0.773  -0.432 0.773  -0.321 0.773  -0.209 0.773  -0.098 0.773  0.008 0.759  0.087 0.680  0.166 0.601  0.178 0.494  0.178 0.383  0.178 0.271  0.220 0.177  0.299 0.098  0.362 0.013  0.362 -0.099  0.406 -0.192  0.485 -0.271  0.546 -0.357  0.546 -0.469  0.609 -0.517  0.721 -0.517  0.832 -0.517  0.944 -0.517  1.056 -0.517  1.167 -0.517  1.279 -0.517  1.390 -0.517  1.502 -0.517  1.613 -0.517  1.725 -0.517  1.837 -0.517
2#tos#t1#t1007061/~  -1.376 -0.011  -1.445 -0.039  -1.445 -0.136  -1.376 -0.133  -1.337 -0.060  -1.250 -0.017  -1.238 0.073  -1.198 0.141  -1.105 0.171  -1.012 0.196  -0.962 0.243  -0.895 0.299  -0.824 0.352  -0.778 0.403  -0.681 0.403  -0.583 0.403  -0.548 0.341  -0.479 0.313  -0.430 0.265  -0.341 0.257  -0.341 0.160  -0.341 0.063  -0.300 -0.025  -0.236 -0.080  -0.203 -0.144  -0.118 -0.165  -0.065 -0.240  -0.014 -0.287  0.083 -0.287  0.180 -0.287  0.277 -0.287  0.349 -0.312  0.403 -0.356  0.500 -0.356  0.593 -0.338  0.680 -0.294  0.775 -0.287  0.872 -0.287  0.901 -0.219  0.987 -0.175  1.074 -0.131  1.161 -0.088  1.252 -0.055  1.345 -0.024  1.384 0.044  1.454 0.104  1.535 0.158  1.617 0.209  1.704 0.253  1.798 0.265
2#app#app31#app3140/~  -1.409 -0.225  -1.536 -0.225  -1.567 -0.129  -1.504 -0.066  -1.377 -0.066  -1.250 -0.066  -1.123 -0.066  -0.996 -0.066  -0.887 -0.021  -0.798 0.069  -0.708 0.159  -0.618 0.248  -0.492 0.252  -0.392 0.316  -0.302 0.405  -0.177 0.410  -0.139 0.499  -0.139 0.512  -0.156 0.393  -0.246 0.303  -0.336 0.213  -0.426 0.123  -0.456 0.009  -0.456 -0.118  -0.456 -0.245  -0.456 -0.372  -0.456 -0.499  -0.372 -0.542  -0.245 -0.542  -0.118 -0.542  0.009 -0.542  0.136 -0.542  0.254 -0.505  0.367 -0.448  0.481 -0.391  0.574 -0.306  0.668 -0.225  0.795 -0.225  0.910 -0.177  1.024 -0.120  1.136 -0.061  1.226 0.029  1.290 0.129  1.293 0.255  1.383 0.344  1.473 0.434  1.563 0.524  1.671 0.569  1.734 0.569  1.607 0.569
2#app#app06#app0653/~  -1.222 1.082  -1.222 0.960  -1.222 0.839  -1.222 0.717  -1.174 0.643  -1.076 0.621  -1.076 0.499  -1.076 0.378  -1.009 0.284  -0.929 0.195  -0.929 0.074  -0.929 -0.048  -0.893 -0.161  -0.839 -0.269  -0.784 -0.378  -0.664 -0.380  -0.637 -0.474  -0.588 -0.575  -0.502 -0.661  -0.416 -0.747  -0.324 -0.818  -0.203 -0.818  -0.081 -0.818  0.040 -0.818  0.094 -0.750  0.124 -0.642  0.210 -0.556  0.240 -0.446  0.240 -0.325  0.270 -0.234  0.386 -0.228  0.386 -0.107  0.386 0.015  0.464 0.059  0.532 0.112  0.532 0.233  0.535 0.353  0.621 0.439  0.718 0.497  0.840 0.497  0.961 0.497  1.083 0.497  1.117 0.410  1.161 0.307  1.247 0.221  1.263 0.106  1.337 0.059  1.409 0.009  1.409 -0.112  1.409 -0.234
2#app#app06#app0653/~  -1.336 0.769  -1.336 0.640  -1.247 0.600  -1.167 0.552  -1.161 0.426  -1.070 0.335  -0.998 0.236  -0.998 0.107  -0.998 -0.021  -0.945 -0.128  -0.854 -0.219  -0.829 -0.337  -0.829 -0.466  -0.817 -0.582  -0.688 -0.582  -0.660 -0.683  -0.618 -0.794  -0.527 -0.885  -0.436 -0.865  -0.345 -0.774  -0.322 -0.654  -0.282 -0.542  -0.191 -0.451  -0.153 -0.338  -0.153 -0.210  -0.153 -0.081  -0.066 0.011  0.016 0.106  0.016 0.235  0.117 0.262  0.228 0.305  0.319 0.396  0.354 0.510  0.392 0.600  0.521 0.600  0.650 0.600  0.778 0.600  0.860 0.553  0.865 0.427  0.956 0.336  1.054 0.262  1.183 0.262  1.198 0.149  1.198 0.021  1.231 -0.076  1.359 -0.076  1.367 -0.196  1.448 -0.244  1.536 -0.285  1.536 -0.413
2#tos#f2#f2017063/~  -0.931 0.279  -0.931 0.156  -0.931 0.032  -0.988 -0.035  -1.111 -0.035  -1.235 -0.035  -1.254 -0.140  -1.323 -0.140  -1.199 -0.140  -1.082 -0.110  -0.972 -0.055  -0.896 0.035  -0.841 0.146  -0.785 0.256  -0.730 0.367  -0.648 0.458  -0.617 0.569  -0.617 0.693  -0.512 0.711  -0.480 0.803  -0.356 0.803  -0.233 0.803  -0.109 0.803  -0.045 0.707  0.011 0.597  0.079 0.494  0.147 0.391  0.216 0.288  0.222 0.166  0.222 0.042  0.222 -0.081  0.242 -0.202  0.281 -0.319  0.320 -0.436  0.326 -0.559  0.346 -0.664  0.469 -0.664  0.593 -0.664  0.717 -0.664  0.840 -0.664  0.964 -0.664  1.088 -0.664  1.211 -0.664  1.299 -0.605  1.354 -0.494  1.409 -0.384  1.465 -0.273  1.520 -0.162  1.575 -0.052  1.688 -0.035
1d#tos#f2#f2014061/~  -1.303 0.012  -1.303 -0.088  -1.352 -0.139  -1.451 -0.139  -1.374 -0.085  -1.291 -0.030  -1.228 0.036  -1.185 0.109  -1.096 0.153  -1.074 0.238  -0.974 0.238  -0.927 0.290  -0.850 0.313  -0.751 0.313  -0.651 0.313  -0.602 0.383  -0.570 0.477  -0.516 0.539  -0.416 0.539  -0.317 0.539  -0.248 0.508  -0.248 0.408  -0.173 0.384  -0.153 0.293  -0.076 0.238  -0.022 0.192  0.048 0.162  0.053 0.068  0.053 -0.031  0.120 -0.064  0.193 -0.128  0.264 -0.199  0.348 -0.249  0.438 -0.290  0.538 -0.290  0.621 -0.330  0.706 -0.365  0.805 -0.365  0.905 -0.365  0.991 -0.398  1.073 -0.441  1.172 -0.441  1.272 -0.441  1.335 -0.404  1.396 -0.365  1.485 -0.355  1.519 -0.290  1.561 -0.232  1.619 -0.156  1.636 -0.064
2#tos#f2#f2034065/~  -0.866 -0.345  -0.996 -0.388  -1.128 -0.429  -1.266 -0.429  -1.289 -0.315  -1.289 -0.177  -1.289 -0.039  -1.289 0.099  -1.289 0.237  -1.168 0.267  -1.044 0.329  -1.005 0.449  -0.907 0.546  -0.809 0.644  -0.683 0.673  -0.545 0.673  -0.442 0.638  -0.357 0.585  -0.357 0.447  -0.280 0.341  -0.272 0.206  -0.264 0.071  -0.187 -0.035  -0.187 -0.173  -0.103 -0.226  -0.103 -0.364  -0.030 -0.429  0.011 -0.543  0.126 -0.599  0.180 -0.684  0.318 -0.684  0.456 -0.684  0.594 -0.684  0.732 -0.684  0.830 -0.644  0.872 -0.516  0.944 -0.400  1.059 -0.345  1.169 -0.317  1.169 -0.179  1.169 -0.041  1.187 0.079  1.254 0.151  1.151 0.200  1.090 0.323  1.084 0.460  1.084 0.598  1.084 0.736  0.968 0.757  0.915 0.842
2#app#app07#app0717/~  -1.363 -1.185  -1.363 -1.086  -1.347 -0.994  -1.277 -0.925  -1.207 -0.855  -1.189 -0.764  -1.189 -0.666  -1.121 -0.595  -1.052 -0.525  -0.969 -0.488  -0.870 -0.488  -0.792 -0.439  -0.722 -0.370  -0.652 -0.300  -0.583 -0.230  -0.513 -0.161  -0.492 -0.071  -0.492 0.028  -0.427 0.099  -0.357 0.169  -0.288 0.239  -0.218 0.308  -0.148 0.378  -0.079 0.448  -0.009 0.517  0.061 0.587  0.130 0.657  0.200 0.726  0.297 0.731  0.378 0.714  0.378 0.615  0.418 0.557  0.517 0.557  0.552 0.494  0.552 0.395  0.552 0.297  0.563 0.208  0.661 0.208  0.727 0.175  0.727 0.077  0.783 0.034  0.881 0.034  0.980 0.034  1.078 0.034  1.177 0.034  1.268 0.053  1.337 0.122  1.407 0.192  1.499 0.208  1.597 0.208
1d#tos#t3#t3012065/~  -1.003 -0.043  -1.089 -0.073  -1.135 -0.166  -1.214 -0.198  -1.214 -0.204  -1.214 -0.100  -1.214 0.004  -1.211 0.108  -1.178 0.206  -1.145 0.305  -1.099 0.399  -1.031 0.470  -0.938 0.517  -0.904 0.589  -0.800 0.589  -0.696 0.589  -0.592 0.589  -0.488 0.589  -0.383 0.589  -0.350 0.519  -0.301 0.463  -0.238 0.385  -0.189 0.294  -0.119 0.238  -0.091 0.162  -0.091 0.058  -0.058 -0.038  -0.006 -0.127  0.068 -0.201  0.120 -0.284  0.184 -0.324  0.285 -0.336  0.379 -0.383  0.479 -0.399  0.565 -0.457  0.652 -0.514  0.750 -0.534  0.854 -0.534  0.958 -0.534  1.063 -0.534  1.167 -0.534  1.196 -0.449  1.283 -0.391  1.369 -0.333  1.384 -0.237  1.384 -0.133  1.394 -0.033  1.454 0.046  1.478 0.145  1.524 0.238
1d#tos#f3#f3014059/~  -1.206 -0.201  -1.206 -0.304  -1.285 -0.327  -1.388 -0.327  -1.394 -0.232  -1.385 -0.138  -1.316 -0.092  -1.284 0.006  -1.213 0.051  -1.174 0.114  -1.080 0.122  -1.031 0.176  -0.954 0.201  -0.892 0.260  -0.795 0.292  -0.715 0.352  -0.618 0.365  -0.515 0.365  -0.412 0.365  -0.373 0.302  -0.324 0.248  -0.293 0.176  -0.193 0.171  -0.116 0.104  -0.025 0.058  0.051 -0.010  0.090 -0.075  0.129 -0.138  0.179 -0.191  0.209 -0.264  0.305 -0.270  0.351 -0.327  0.454 -0.327  0.556 -0.327  0.659 -0.327  0.762 -0.327  0.864 -0.327  0.900 -0.250  0.992 -0.204  1.094 -0.201  1.175 -0.150  1.210 -0.075  1.250 -0.012  1.278 0.079  1.366 0.114  1.406 0.176  1.439 0.246  1.439 0.349  1.525 0.365  1.502 0.365
1d#pri#pri0#159/~  -1.511 -0.410  -1.468 -0.346  -1.420 -0.284  -1.372 -0.224  -1.319 -0.166  -1.267 -0.109  -1.214 -0.052  -1.159 0.003  -1.104 0.058  -1.049 0.113  -0.992 0.165  -0.933 0.216  -0.874 0.267  -0.810 0.311  -0.745 0.353  -0.679 0.394  -0.604 0.415  -0.530 0.436  -0.453 0.451  -0.377 0.464  -0.300 0.456  -0.223 0.443  -0.150 0.418  -0.077 0.392  -0.009 0.354  0.059 0.317  0.122 0.271  0.185 0.225  0.243 0.174  0.301 0.122  0.357 0.068  0.412 0.013  0.467 -0.042  0.529 -0.089  0.590 -0.136  0.653 -0.181  0.719 -0.223  0.784 -0.265  0.855 -0.297  0.927 -0.326  1.000 -0.352  1.076 -0.370  1.151 -0.388  1.228 -0.398  1.305 -0.398  1.383 -0.398  1.460 -0.388  1.535 -0.371  1.611 -0.353  1.687 -0.336
1d#tos#t2#t2064064/~  -1.165 -0.225  -1.265 -0.225  -1.300 -0.290  -1.360 -0.330  -1.360 -0.280  -1.360 -0.180  -1.303 -0.104  -1.295 -0.007  -1.295 0.093  -1.202 0.100  -1.102 0.100  -1.067 0.165  -0.967 0.165  -0.905 0.203  -0.897 0.295  -0.797 0.295  -0.697 0.295  -0.597 0.295  -0.497 0.295  -0.397 0.295  -0.297 0.295  -0.197 0.295  -0.097 0.295  -0.061 0.231  0.038 0.230  0.073 0.165  0.173 0.165  0.208 0.100  0.264 0.055  0.343 0.035  0.394 -0.015  0.414 -0.095  0.514 -0.095  0.524 -0.185  0.584 -0.225  0.684 -0.225  0.784 -0.225  0.849 -0.260  0.919 -0.290  1.019 -0.290  1.119 -0.290  1.219 -0.290  1.254 -0.225  1.354 -0.225  1.389 -0.160  1.434 -0.105  1.434 -0.005  1.494 0.035  1.499 0.130  1.499 0.230
1d#tos#t3#t3054062/~  -1.211 -0.349  -1.309 -0.349  -1.339 -0.418  -1.339 -0.517  -1.339 -0.468  -1.339 -0.369  -1.275 -0.334  -1.275 -0.236  -1.197 -0.207  -1.147 -0.129  -1.103 -0.049  -1.033 0.021  -0.963 0.090  -0.869 0.099  -0.786 0.139  -0.705 0.192  -0.634 0.247  -0.580 0.292  -0.481 0.292  -0.442 0.351  -0.348 0.356  -0.269 0.401  -0.178 0.420  -0.079 0.420  0.019 0.420  0.104 0.386  0.174 0.317  0.199 0.228  0.199 0.130  0.267 0.099  0.365 0.099  0.443 0.048  0.472 -0.029  0.556 -0.065  0.583 -0.152  0.677 -0.157  0.776 -0.157  0.810 -0.221  0.909 -0.221  1.007 -0.221  1.106 -0.221  1.160 -0.177  1.239 -0.157  1.337 -0.157  1.352 -0.073  1.406 -0.029  1.480 -0.004  1.480 0.094  1.510 0.163  1.608 0.163
1d#app#app32#app3258/~  -1.511 0.039  -1.511 0.146  -1.475 0.216  -1.368 0.216  -1.333 0.289  -1.332 0.395  -1.257 0.471  -1.181 0.546  -1.085 0.572  -0.978 0.572  -0.871 0.572  -0.764 0.572  -0.657 0.572  -0.571 0.521  -0.496 0.445  -0.445 0.359  -0.445 0.252  -0.395 0.166  -0.319 0.090  -0.267 0.005  -0.267 -0.102  -0.267 -0.209  -0.267 -0.316  -0.192 -0.392  -0.117 -0.467  -0.021 -0.494  0.086 -0.494  0.088 -0.599  0.122 -0.672  0.229 -0.672  0.336 -0.672  0.443 -0.672  0.550 -0.672  0.646 -0.647  0.722 -0.571  0.798 -0.496  0.904 -0.494  0.977 -0.460  0.977 -0.353  1.026 -0.267  1.102 -0.191  1.154 -0.106  1.154 0.001  1.154 0.108  1.154 0.215  1.154 0.322  1.154 0.429  1.154 0.536  1.154 0.643  1.154 0.750
2#apa#apa00#app0035/~  -1.494 -0.481  -1.494 -0.375  -1.410 -0.353  -1.365 -0.292  -1.348 -0.190  -1.301 -0.095  -1.253 -0.001  -1.168 0.033  -1.076 0.065  -1.001 0.140  -0.904 0.161  -0.851 0.215  -0.820 0.290  -0.714 0.290  -0.608 0.290  -0.529 0.355  -0.450 0.419  -0.344 0.419  -0.238 0.419  -0.208 0.342  -0.208 0.236  -0.208 0.131  -0.208 0.025  -0.208 -0.081  -0.208 -0.187  -0.160 -0.273  -0.085 -0.348  -0.080 -0.452  -0.003 -0.481  0.103 -0.481  0.208 -0.481  0.314 -0.481  0.420 -0.481  0.499 -0.416  0.579 -0.353  0.685 -0.353  0.762 -0.282  0.836 -0.207  0.911 -0.133  0.986 -0.058  1.061 0.017  1.136 0.092  1.211 0.167  1.286 0.242  1.361 0.317  1.435 0.392  1.462 0.486  1.508 0.547  1.591 0.570  1.591 0.676
1d#app#app34#app3491/~  -1.597 -0.492  -1.597 -0.378  -1.552 -0.282  -1.471 -0.201  -1.431 -0.103  -1.425 0.005  -1.310 0.005  -1.265 0.074  -1.247 0.170  -1.133 0.170  -1.019 0.170  -0.934 0.200  -0.934 0.315  -0.841 0.336  -0.727 0.336  -0.612 0.336  -0.498 0.336  -0.399 0.298  -0.319 0.217  -0.224 0.170  -0.109 0.170  -0.106 0.059  -0.046 0.005  0.060 -0.004  0.060 -0.118  0.131 -0.161  0.225 -0.181  0.225 -0.295  0.309 -0.327  0.391 -0.358  0.391 -0.473  0.486 -0.492  0.600 -0.492  0.715 -0.492  0.722 -0.385  0.778 -0.327  0.888 -0.322  0.888 -0.208  0.955 -0.161  1.054 -0.145  1.054 -0.031  1.054 0.084  1.081 0.170  1.196 0.170  1.219 0.261  1.219 0.375  1.219 0.490  1.322 0.502  1.334 0.502  1.219 0.502
1d#tos#t3#t3050062/~  -1.426 -0.050  -1.426 -0.147  -1.426 -0.074  -1.410 0.013  -1.323 0.056  -1.317 0.149  -1.239 0.169  -1.179 0.227  -1.113 0.278  -1.032 0.303  -0.987 0.389  -0.919 0.458  -0.838 0.496  -0.741 0.496  -0.644 0.496  -0.551 0.490  -0.507 0.403  -0.499 0.308  -0.499 0.211  -0.448 0.152  -0.356 0.121  -0.282 0.061  -0.196 0.017  -0.140 -0.058  -0.072 -0.104  -0.035 -0.187  0.004 -0.268  0.101 -0.268  0.156 -0.310  0.156 -0.407  0.228 -0.431  0.325 -0.431  0.422 -0.431  0.519 -0.431  0.616 -0.431  0.713 -0.431  0.794 -0.393  0.863 -0.325  0.931 -0.256  1.010 -0.213  1.103 -0.200  1.184 -0.146  1.247 -0.083  1.256 0.005  1.353 0.005  1.438 0.033  1.507 0.101  1.520 0.193  1.586 0.223  1.574 0.223
2#apa#apa02#app0272/~  -1.383 -0.458  -1.383 -0.585  -1.383 -0.607  -1.383 -0.480  -1.383 -0.353  -1.361 -0.236  -1.272 -0.146  -1.182 -0.056  -1.182 0.070  -1.130 0.144  -1.003 0.144  -0.907 0.219  -0.817 0.308  -0.706 0.345  -0.579 0.345  -0.490 0.435  -0.400 0.524  -0.283 0.546  -0.178 0.524  -0.178 0.398  -0.178 0.271  -0.178 0.144  -0.178 0.018  -0.141 -0.094  -0.051 -0.183  0.023 -0.279  0.023 -0.406  0.076 -0.511  0.165 -0.600  0.267 -0.659  0.394 -0.659  0.425 -0.563  0.447 -0.458  0.573 -0.458  0.626 -0.384  0.626 -0.257  0.752 -0.257  0.827 -0.205  0.827 -0.078  0.931 -0.056  1.027 -0.026  1.027 0.101  1.086 0.203  1.176 0.293  1.228 0.398  1.228 0.524  1.302 0.620  1.392 0.710  1.429 0.821  1.429 0.948
3#apa#apa00#app0035/~  -1.494 -0.481  -1.494 -0.375  -1.410 -0.353  -1.365 -0.292  -1.348 -0.190  -1.301 -0.095  -1.253 -0.001  -1.168 0.033  -1.076 0.065  -1.001 0.140  -0.904 0.161  -0.851 0.215  -0.820 0.290  -0.714 0.290  -0.608 0.290  -0.529 0.355  -0.450 0.419  -0.344 0.419  -0.238 0.419  -0.208 0.342  -0.208 0.236  -0.208 0.131  -0.208 0.025  -0.208 -0.081  -0.208 -0.187  -0.160 -0.273  -0.085 -0.348  -0.080 -0.452  -0.003 -0.481  0.103 -0.481  0.208 -0.481  0.314 -0.481  0.420 -0.481  0.499 -0.416  0.579 -0.353  0.685 -0.353  0.762 -0.282  0.836 -0.207  0.911 -0.133  0.986 -0.058  1.061 0.017  1.136 0.092  1.211 0.167  1.286 0.242  1.361 0.317  1.435 0.392  1.462 0.486  1.508 0.547  1.591 0.570  1.591 0.676
1d#apa#apa00#app0038/~  -1.503 -0.717  -1.355 -0.717  -1.299 -0.626  -1.263 -0.513  -1.115 -0.513  -1.094 -0.386  -1.094 -0.238  -1.080 -0.104  -0.932 -0.104  -0.890 0.002  -0.855 0.135  -0.750 0.240  -0.629 0.305  -0.481 0.305  -0.481 0.453  -0.416 0.574  -0.312 0.679  -0.207 0.783  -0.102 0.888  -0.072 1.024  -0.072 1.073  -0.072 0.925  -0.072 0.777  -0.072 0.629  -0.072 0.481  -0.072 0.333  -0.072 0.185  -0.072 0.037  -0.072 -0.111  -0.072 -0.259  -0.072 -0.407  -0.042 -0.543  0.062 -0.648  0.182 -0.717  0.330 -0.717  0.478 -0.717  0.626 -0.717  0.745 -0.689  0.745 -0.541  0.865 -0.513  0.995 -0.468  1.099 -0.363  1.154 -0.238  1.164 -0.094  1.269 0.011  1.359 0.121  1.359 0.269  1.359 0.417  1.415 0.509  1.563 0.509
3#app#app06#app0639/~  -1.021 -0.078  -1.021 -0.198  -1.021 -0.318  -1.021 -0.437  -0.971 -0.537  -0.886 -0.621  -0.885 -0.741  -0.783 -0.759  -0.749 -0.844  -0.749 -0.964  -0.696 -1.031  -0.613 -1.068  -0.592 -1.167  -0.477 -1.163  -0.477 -1.043  -0.369 -1.031  -0.340 -0.940  -0.307 -0.828  -0.253 -0.721  -0.204 -0.612  -0.204 -0.492  -0.204 -0.372  -0.135 -0.281  -0.068 -0.189  -0.068 -0.069  -0.068 0.051  0.011 0.138  0.068 0.234  0.085 0.347  0.169 0.432  0.204 0.537  0.204 0.657  0.231 0.766  0.316 0.851  0.341 0.961  0.341 1.080  0.393 1.148  0.502 1.123  0.587 1.038  0.613 0.929  0.680 0.876  0.749 0.825  0.784 0.739  0.898 0.727  0.983 0.642  1.022 0.538  1.071 0.467  1.190 0.467  1.310 0.467  1.430 0.467
1d#tos#f3#f3021061/~  -1.474 -0.176  -1.474 -0.063  -1.415 -0.010  -1.415 0.103  -1.356 0.157  -1.328 0.252  -1.237 0.309  -1.172 0.357  -1.077 0.399  -0.971 0.416  -0.917 0.475  -0.804 0.475  -0.704 0.488  -0.638 0.534  -0.525 0.534  -0.412 0.534  -0.408 0.426  -0.349 0.372  -0.289 0.319  -0.257 0.238  -0.230 0.152  -0.230 0.039  -0.230 -0.073  -0.230 -0.186  -0.230 -0.299  -0.230 -0.412  -0.119 -0.413  -0.064 -0.508  0.026 -0.551  0.122 -0.591  0.235 -0.591  0.348 -0.591  0.461 -0.591  0.574 -0.591  0.662 -0.532  0.775 -0.532  0.836 -0.480  0.930 -0.426  0.993 -0.337  1.073 -0.288  1.074 -0.176  1.187 -0.176  1.207 -0.071  1.243 0.036  1.310 0.089  1.310 0.202  1.310 0.314  1.369 0.368  1.369 0.481  1.369 0.594
2#tos#t3#t3042061/~  -1.320 -0.036  -1.406 -0.036  -1.470 -0.058  -1.463 -0.033  -1.387 0.005  -1.358 0.076  -1.297 0.136  -1.223 0.164  -1.137 0.164  -1.120 0.232  -1.081 0.302  -1.000 0.314  -0.914 0.314  -0.829 0.314  -0.743 0.314  -0.660 0.294  -0.579 0.267  -0.501 0.230  -0.419 0.214  -0.356 0.157  -0.279 0.119  -0.258 0.042  -0.220 -0.035  -0.145 -0.061  -0.070 -0.086  -0.019 -0.121  0.048 -0.159  0.130 -0.186  0.181 -0.250  0.230 -0.286  0.316 -0.286  0.402 -0.286  0.488 -0.286  0.574 -0.286  0.659 -0.286  0.745 -0.286  0.831 -0.286  0.913 -0.271  0.981 -0.227  1.027 -0.186  1.112 -0.186  1.179 -0.139  1.232 -0.075  1.232 0.011  1.310 0.040  1.392 0.064  1.464 0.096  1.525 0.157  1.600 0.198  1.682 0.214
3#apa#apa20#app2008/~  -1.192 -0.528  -1.192 -0.425  -1.192 -0.322  -1.192 -0.219  -1.192 -0.116  -1.192 -0.013  -1.192 0.090  -1.192 0.193  -1.142 0.275  -1.069 0.348  -0.996 0.420  -0.916 0.476  -0.814 0.477  -0.741 0.550  -0.669 0.623  -0.596 0.695  -0.506 0.726  -0.440 0.690  -0.425 0.601  -0.323 0.601  -0.314 0.506  -0.263 0.425  -0.190 0.352  -0.189 0.250  -0.154 0.155  -0.108 0.063  -0.061 -0.028  0.012 -0.101  0.062 -0.183  0.069 -0.283  0.141 -0.356  0.225 -0.402  0.324 -0.413  0.396 -0.486  0.482 -0.528  0.585 -0.528  0.688 -0.528  0.791 -0.528  0.894 -0.528  0.980 -0.488  1.053 -0.415  1.150 -0.402  1.235 -0.358  1.308 -0.285  1.380 -0.212  1.453 -0.140  1.526 -0.067  1.567 0.019  1.567 0.122  1.567 0.225
3#apa#apa20#app2008/~  -1.311 -0.475  -1.311 -0.361  -1.311 -0.248  -1.311 -0.134  -1.311 -0.020  -1.311 0.093  -1.243 0.179  -1.163 0.259  -1.115 0.353  -1.115 0.466  -1.038 0.502  -0.924 0.502  -0.843 0.580  -0.762 0.660  -0.664 0.698  -0.551 0.698  -0.437 0.698  -0.324 0.698  -0.210 0.698  -0.138 0.656  -0.138 0.542  -0.065 0.502  0.049 0.502  0.057 0.397  0.057 0.283  0.057 0.170  0.096 0.072  0.176 -0.008  0.252 -0.090  0.252 -0.204  0.252 -0.317  0.252 -0.431  0.322 -0.475  0.435 -0.475  0.448 -0.576  0.467 -0.670  0.581 -0.670  0.694 -0.670  0.808 -0.670  0.838 -0.587  0.839 -0.475  0.953 -0.475  1.067 -0.475  1.180 -0.475  1.258 -0.417  1.309 -0.315  1.360 -0.214  1.410 -0.112  1.506 -0.084  1.620 -0.084
3#apa#apa20#app2008/~  -1.079 -0.287  -1.079 -0.169  -1.079 -0.051  -1.079 0.067  -1.079 0.186  -1.079 0.304  -1.079 0.422  -1.079 0.540  -1.079 0.658  -1.079 0.776  -1.018 0.834  -0.900 0.834  -0.781 0.834  -0.663 0.834  -0.545 0.834  -0.427 0.834  -0.309 0.834  -0.191 0.834  -0.182 0.724  -0.182 0.606  -0.182 0.488  -0.182 0.370  -0.182 0.252  -0.182 0.134  -0.182 0.015  -0.182 -0.103  -0.182 -0.221  -0.145 -0.324  -0.062 -0.407  0.022 -0.491  0.132 -0.511  0.250 -0.511  0.266 -0.613  0.266 -0.731  0.380 -0.735  0.498 -0.735  0.616 -0.735  0.734 -0.735  0.852 -0.735  0.939 -0.703  0.939 -0.585  0.983 -0.511  1.101 -0.511  1.163 -0.455  1.163 -0.337  1.231 -0.287  1.349 -0.287  1.444 -0.230  1.527 -0.146  1.611 -0.063
1d#apa#apa03#app0389/~  -0.819 -0.039  -0.819 -0.155  -0.867 -0.252  -0.950 -0.334  -1.032 -0.417  -1.115 -0.499  -1.218 -0.532  -1.297 -0.517  -1.215 -0.434  -1.148 -0.345  -1.148 -0.229  -1.057 -0.203  -0.983 -0.160  -0.983 -0.043  -0.904 0.040  -0.822 0.123  -0.739 0.205  -0.657 0.288  -0.575 0.370  -0.492 0.453  -0.410 0.535  -0.327 0.618  -0.211 0.619  -0.161 0.553  -0.161 0.437  -0.161 0.320  -0.074 0.290  0.004 0.251  0.004 0.135  0.080 0.050  0.162 -0.033  0.168 -0.147  0.228 -0.203  0.345 -0.203  0.462 -0.203  0.578 -0.203  0.695 -0.203  0.811 -0.203  0.928 -0.203  1.045 -0.203  1.161 -0.203  1.278 -0.203  1.373 -0.151  1.455 -0.068  1.484 0.036  1.511 0.126  1.628 0.126  1.649 0.222  1.649 0.338  1.649 0.455
1d#app#app25#app2575/~  -1.822 0.168  -1.705 0.168  -1.588 0.168  -1.471 0.168  -1.354 0.168  -1.245 0.189  -1.162 0.272  -1.079 0.355  -0.997 0.438  -0.883 0.446  -0.766 0.446  -0.667 0.490  -0.584 0.573  -0.501 0.656  -0.418 0.710  -0.335 0.627  -0.252 0.544  -0.169 0.461  -0.155 0.350  -0.155 0.233  -0.155 0.116  -0.155 -0.002  -0.155 -0.119  -0.155 -0.236  -0.155 -0.353  -0.155 -0.470  -0.155 -0.588  -0.116 -0.666  0.002 -0.666  0.119 -0.666  0.236 -0.666  0.353 -0.666  0.401 -0.597  0.401 -0.480  0.427 -0.388  0.544 -0.388  0.661 -0.388  0.679 -0.289  0.679 -0.172  0.735 -0.110  0.852 -0.110  0.969 -0.110  1.086 -0.110  1.203 -0.110  1.296 -0.050  1.378 0.033  1.461 0.116  1.557 0.168  1.674 0.168  1.791 0.168
3#app#app14#app1440/~  -1.387 -0.200  -1.387 -0.321  -1.387 -0.443  -1.311 -0.488  -1.189 -0.488  -1.099 -0.457  -1.099 -0.336  -1.099 -0.214  -0.992 -0.200  -0.870 -0.200  -0.783 -0.144  -0.728 -0.036  -0.674 0.073  -0.620 0.182  -0.565 0.290  -0.497 0.377  -0.376 0.377  -0.254 0.377  -0.234 0.478  -0.234 0.599  -0.194 0.705  -0.108 0.791  -0.023 0.877  0.067 0.954  0.189 0.954  0.310 0.954  0.432 0.954  0.553 0.954  0.631 0.911  0.631 0.789  0.631 0.668  0.631 0.546  0.631 0.424  0.631 0.303  0.631 0.181  0.631 0.060  0.631 -0.062  0.631 -0.183  0.631 -0.305  0.631 -0.426  0.631 -0.548  0.631 -0.669  0.631 -0.791  0.631 -0.912  0.631 -1.034  0.722 -1.065  0.843 -1.065  0.965 -1.065  1.087 -1.065  1.208 -1.065
