1c#apb#apb09#app0910/q  0.483 1.131  0.429 1.268  0.301 1.330  0.155 1.313  0.035 1.227  -0.084 1.140  -0.199 1.046  -0.310 0.950  -0.376 0.818  -0.442 0.685  -0.498 0.548  -0.551 0.410  -0.583 0.268  -0.583 0.120  -0.535 -0.015  -0.434 -0.114  -0.296 -0.136  -0.153 -0.098  -0.023 -0.029  0.102 0.049  0.199 0.158  0.289 0.276  0.364 0.403  0.427 0.536  0.493 0.669  0.563 0.799  0.600 0.924  0.512 0.807  0.442 0.677  0.375 0.545  0.310 0.412  0.258 0.273  0.206 0.135  0.153 -0.003  0.099 -0.141  0.045 -0.279  -0.012 -0.415  -0.078 -0.548  -0.144 -0.680  -0.191 -0.818  -0.215 -0.964  -0.238 -1.111  -0.253 -1.258  -0.265 -1.405  -0.263 -1.551  -0.227 -1.695  -0.160 -1.823  -0.052 -1.917  0.088 -1.958  0.236 -1.958
1c#mot#mot1#bh3/q  -0.171 0.324  -0.022 0.452  0.119 0.590  0.249 0.736  0.353 0.902  0.409 1.088  0.319 1.236  0.124 1.214  -0.059 1.143  -0.221 1.033  -0.371 0.907  -0.490 0.751  -0.592 0.584  -0.666 0.406  -0.608 0.226  -0.437 0.133  -0.241 0.144  -0.053 0.196  0.130 0.268  0.300 0.366  0.465 0.473  0.611 0.603  0.709 0.770  0.685 0.952  0.502 1.001  0.311 0.955  0.147 0.848  0.012 0.710  -0.101 0.549  -0.182 0.370  -0.253 0.187  -0.306 -0.002  -0.349 -0.194  -0.389 -0.386  -0.422 -0.580  -0.455 -0.774  -0.470 -0.970  -0.485 -1.166  -0.466 -1.362  -0.404 -1.539  -0.273 -1.679  -0.076 -1.673  0.111 -1.616  0.291 -1.539  0.459 -1.438  0.596 -1.300  0.645 -1.123  0.521 -0.992  0.341 -0.918  0.152 -0.866
1c#mot#mot1#bh3/q  0.458 0.773  0.586 0.925  0.635 1.121  0.590 1.315  0.406 1.374  0.212 1.322  0.036 1.221  -0.120 1.090  -0.250 0.934  -0.371 0.771  -0.427 0.577  -0.291 0.461  -0.093 0.488  0.094 0.566  0.267 0.674  0.431 0.794  0.579 0.933  0.692 1.100  0.512 1.022  0.361 0.887  0.226 0.735  0.104 0.571  -0.012 0.404  -0.122 0.233  -0.222 0.055  -0.321 -0.123  -0.410 -0.306  -0.490 -0.494  -0.570 -0.681  -0.633 -0.875  -0.693 -1.069  -0.737 -1.268  -0.768 -1.469  -0.676 -1.618  -0.485 -1.562  -0.317 -1.447  -0.161 -1.317  -0.007 -1.183  0.137 -1.039  0.279 -0.893  0.411 -0.738  0.536 -0.577  0.624 -0.395  0.555 -0.248  0.361 -0.282  0.170 -0.351  -0.012 -0.444  -0.189 -0.543  -0.359 -0.656  -0.528 -0.769
1c#mot#mot1#bh3/q  0.033 0.461  0.185 0.586  0.323 0.726  0.416 0.898  0.417 1.095  0.325 1.266  0.164 1.368  -0.029 1.376  -0.212 1.313  -0.364 1.193  -0.480 1.035  -0.548 0.852  -0.518 0.666  -0.356 0.567  -0.163 0.562  0.026 0.613  0.201 0.703  0.362 0.817  0.505 0.951  0.404 1.002  0.249 0.882  0.120 0.734  0.012 0.569  -0.090 0.401  -0.167 0.219  -0.242 0.037  -0.301 -0.151  -0.360 -0.339  -0.415 -0.528  -0.470 -0.717  -0.511 -0.909  -0.545 -1.103  -0.555 -1.299  -0.539 -1.493  -0.420 -1.623  -0.230 -1.606  -0.046 -1.535  0.115 -1.423  0.271 -1.303  0.407 -1.160  0.532 -1.010  0.627 -0.837  0.691 -0.654  0.691 -0.469  0.546 -0.351  0.349 -0.333  0.161 -0.384  -0.025 -0.449  -0.191 -0.555  -0.357 -0.661
1c#mot#mot1#bh3/q  -0.292 0.220  -0.084 0.262  0.070 0.410  0.199 0.581  0.311 0.764  0.412 0.954  0.499 1.150  0.557 1.356  0.458 1.487  0.263 1.402  0.095 1.269  -0.069 1.131  -0.217 0.975  -0.355 0.810  -0.480 0.637  -0.567 0.440  -0.503 0.265  -0.298 0.280  -0.103 0.367  0.083 0.475  0.260 0.596  0.425 0.733  0.573 0.888  0.443 0.879  0.271 0.751  0.126 0.592  -0.010 0.427  -0.133 0.251  -0.246 0.068  -0.342 -0.123  -0.434 -0.317  -0.505 -0.520  -0.574 -0.723  -0.606 -0.936  -0.633 -1.148  -0.624 -1.363  -0.555 -1.561  -0.384 -1.659  -0.181 -1.613  0.009 -1.515  0.188 -1.396  0.344 -1.249  0.491 -1.093  0.621 -0.922  0.702 -0.724  0.566 -0.598  0.353 -0.615  0.150 -0.682  -0.042 -0.778  -0.230 -0.883
1c#mot#mot1#bh3/q  0.172 -0.014  0.277 0.139  0.377 0.295  0.467 0.458  0.534 0.631  0.575 0.811  0.597 0.994  0.563 1.173  0.438 1.297  0.258 1.317  0.081 1.270  -0.080 1.182  -0.225 1.067  -0.348 0.928  -0.409 0.759  -0.274 0.662  -0.096 0.697  0.075 0.770  0.238 0.857  0.393 0.959  0.507 1.064  0.368 0.942  0.244 0.804  0.127 0.660  0.021 0.508  -0.081 0.353  -0.173 0.193  -0.257 0.027  -0.340 -0.139  -0.413 -0.309  -0.486 -0.480  -0.550 -0.654  -0.607 -0.830  -0.656 -1.009  -0.683 -1.192  -0.677 -1.375  -0.597 -1.526  -0.426 -1.561  -0.246 -1.520  -0.076 -1.445  0.079 -1.344  0.228 -1.234  0.351 -1.096  0.445 -0.940  0.457 -0.768  0.325 -0.656  0.147 -0.625  -0.037 -0.649  -0.215 -0.698  -0.392 -0.754
1c#mot#mot1#bh3/q  0.060 0.366  0.176 0.509  0.289 0.653  0.396 0.802  0.454 0.974  0.432 1.152  0.300 1.270  0.120 1.296  -0.061 1.264  -0.225 1.183  -0.357 1.058  -0.458 0.907  -0.488 0.732  -0.366 0.612  -0.186 0.600  -0.009 0.647  0.154 0.731  0.306 0.833  0.446 0.951  0.482 1.083  0.345 0.962  0.225 0.824  0.121 0.673  0.023 0.518  -0.065 0.357  -0.152 0.196  -0.226 0.028  -0.300 -0.139  -0.367 -0.309  -0.428 -0.482  -0.489 -0.655  -0.540 -0.831  -0.589 -1.008  -0.611 -1.189  -0.622 -1.372  -0.554 -1.541  -0.394 -1.606  -0.219 -1.570  -0.052 -1.499  0.100 -1.396  0.241 -1.281  0.370 -1.150  0.483 -1.008  0.578 -0.851  0.618 -0.676  0.553 -0.530  0.389 -0.474  0.206 -0.477  0.033 -0.537  -0.140 -0.597
1c#kai#kai2#scoh5/q  0.607 1.248  0.382 1.248  0.168 1.180  -0.042 1.101  -0.236 0.992  -0.369 0.814  -0.561 0.700  -0.743 0.588  -0.868 0.401  -0.936 0.196  -0.794 0.073  -0.573 0.066  -0.383 0.185  -0.165 0.239  0.036 0.339  0.220 0.468  0.389 0.615  0.526 0.790  0.621 0.993  0.692 1.206  0.725 1.188  0.633 0.991  0.551 0.783  0.396 0.622  0.310 0.418  0.186 0.231  0.065 0.042  -0.019 -0.167  -0.114 -0.371  -0.214 -0.572  -0.300 -0.778  -0.358 -0.995  -0.423 -1.210  -0.483 -1.427  -0.554 -1.640  -0.535 -1.853  -0.360 -1.816  -0.206 -1.662  -0.075 -1.479  0.048 -1.292  0.141 -1.088  0.191 -0.870  0.191 -0.645  0.208 -0.423  0.251 -0.205  0.175 -0.003  0.132 0.208  0.293 0.132  0.507 0.140  0.666 0.299
1c#kai#kai0#jjlee0/q  0.268 0.977  0.247 1.148  0.128 1.257  -0.036 1.210  -0.181 1.107  -0.323 1.000  -0.465 0.894  -0.550 0.740  -0.649 0.593  -0.744 0.444  -0.815 0.282  -0.851 0.108  -0.851 -0.069  -0.848 -0.247  -0.805 -0.419  -0.681 -0.545  -0.513 -0.592  -0.342 -0.579  -0.171 -0.532  -0.014 -0.454  0.134 -0.356  0.216 -0.206  0.247 -0.032  0.275 0.144  0.303 0.319  0.332 0.494  0.360 0.670  0.388 0.845  0.417 1.020  0.445 1.196  0.455 1.141  0.455 0.963  0.420 0.790  0.367 0.620  0.330 0.447  0.315 0.271  0.286 0.098  0.268 -0.077  0.268 -0.255  0.243 -0.429  0.221 -0.604  0.221 -0.782  0.221 -0.960  0.200 -1.135  0.165 -1.309  0.130 -1.483  0.128 -1.661  0.128 -1.838  0.128 -2.016  0.128 -2.194
1c#kai#kai0#jjlee0/q  0.377 0.881  0.458 1.055  0.433 1.243  0.316 1.391  0.133 1.407  -0.058 1.380  -0.235 1.311  -0.413 1.239  -0.566 1.122  -0.681 0.968  -0.767 0.797  -0.744 0.608  -0.613 0.479  -0.422 0.476  -0.234 0.514  -0.046 0.555  0.136 0.598  0.320 0.636  0.241 0.488  0.148 0.320  0.028 0.169  -0.076 0.009  -0.131 -0.175  -0.217 -0.347  -0.291 -0.524  -0.355 -0.704  -0.441 -0.877  -0.514 -1.054  -0.574 -1.237  -0.628 -1.422  -0.643 -1.611  -0.460 -1.636  -0.305 -1.522  -0.140 -1.428  -0.023 -1.275  0.105 -1.133  0.183 -0.958  0.234 -0.772  0.280 -0.585  0.295 -0.394  0.295 -0.202  0.245 -0.024  0.118 0.119  0.179 0.021  0.365 -0.017  0.558 -0.017  0.750 -0.017  0.937 0.020  1.124 0.064  1.316 0.064
1c#kai#kai0#jjlee0/q  0.266 1.265  0.309 1.427  0.251 1.565  0.096 1.613  -0.067 1.574  -0.190 1.461  -0.310 1.341  -0.422 1.215  -0.520 1.078  -0.613 0.937  -0.676 0.780  -0.722 0.618  -0.734 0.450  -0.734 0.281  -0.606 0.180  -0.439 0.190  -0.283 0.252  -0.133 0.331  0.012 0.418  0.154 0.510  0.303 0.589  0.289 0.518  0.216 0.367  0.149 0.211  0.076 0.059  0.001 -0.093  -0.049 -0.254  -0.092 -0.417  -0.125 -0.581  -0.150 -0.747  -0.169 -0.914  -0.169 -1.083  -0.169 -1.252  -0.139 -1.417  -0.063 -1.566  0.080 -1.642  0.222 -1.560  0.323 -1.424  0.438 -1.300  0.516 -1.155  0.559 -0.992  0.570 -0.824  0.570 -0.655  0.510 -0.498  0.453 -0.339  0.333 -0.229  0.193 -0.135  0.063 -0.078  0.227 -0.039  0.396 -0.039
1c#kai#kai0#jjlee0/q  0.200 1.078  0.200 1.258  0.126 1.398  -0.041 1.438  -0.209 1.391  -0.370 1.310  -0.519 1.214  -0.646 1.087  -0.746 0.938  -0.789 0.764  -0.789 0.585  -0.727 0.431  -0.577 0.359  -0.401 0.388  -0.227 0.432  -0.068 0.509  0.089 0.595  0.243 0.687  0.393 0.787  0.341 0.696  0.243 0.546  0.154 0.390  0.082 0.227  -0.006 0.072  -0.060 -0.098  -0.147 -0.253  -0.198 -0.424  -0.252 -0.595  -0.309 -0.765  -0.339 -0.940  -0.380 -1.113  -0.384 -1.291  -0.384 -1.471  -0.292 -1.621  -0.115 -1.606  0.041 -1.523  0.181 -1.411  0.310 -1.286  0.437 -1.159  0.562 -1.031  0.629 -0.866  0.707 -0.707  0.740 -0.531  0.740 -0.352  0.724 -0.173  0.691 0.001  0.540 0.099  0.380 0.179  0.200 0.179  0.020 0.179
1c#ced#knds0342_s_13/q  0.218 0.991  0.240 1.171  0.240 1.353  0.171 1.519  0.031 1.613  -0.146 1.581  -0.306 1.496  -0.426 1.362  -0.495 1.196  -0.554 1.024  -0.567 0.843  -0.531 0.666  -0.436 0.511  -0.284 0.410  -0.113 0.365  0.064 0.388  0.218 0.481  0.343 0.613  0.370 0.791  0.233 0.842  0.123 0.701  0.036 0.541  -0.026 0.369  -0.075 0.194  -0.113 0.016  -0.146 -0.162  -0.153 -0.344  -0.153 -0.526  -0.153 -0.709  -0.128 -0.889  -0.104 -1.070  -0.057 -1.245  0.004 -1.417  0.088 -1.576  0.226 -1.690  0.386 -1.664  0.457 -1.498  0.423 -1.320  0.374 -1.145  0.313 -0.973  0.224 -0.815  0.130 -0.658  0.011 -0.522  -0.108 -0.384  -0.248 -0.271  -0.267 -0.332  -0.100 -0.402  0.075 -0.450  0.254 -0.483  0.436 -0.491
1c#ced#knds0342_s_13/q  -0.109 0.520  0.029 0.570  0.151 0.659  0.240 0.782  0.254 0.931  0.207 1.076  0.118 1.196  0.019 1.305  -0.108 1.390  -0.256 1.410  -0.404 1.373  -0.514 1.275  -0.580 1.139  -0.616 0.994  -0.591 0.846  -0.495 0.729  -0.368 0.651  -0.220 0.646  -0.087 0.718  0.014 0.827  0.045 0.775  0.023 0.626  -0.003 0.476  -0.028 0.325  -0.053 0.175  -0.065 0.023  -0.073 -0.129  -0.094 -0.280  -0.109 -0.432  -0.109 -0.584  -0.109 -0.737  -0.109 -0.890  -0.109 -1.042  -0.092 -1.193  -0.061 -1.343  -0.001 -1.483  0.084 -1.606  0.226 -1.657  0.360 -1.599  0.439 -1.469  0.477 -1.322  0.497 -1.172  0.497 -1.019  0.482 -0.869  0.434 -0.724  0.352 -0.596  0.273 -0.469  0.175 -0.354  0.055 -0.260  -0.087 -0.208
2#ced#gyen4328_s_2c/q  0.013 0.898  0.083 1.017  0.010 1.102  -0.133 1.133  -0.275 1.132  -0.418 1.120  -0.562 1.106  -0.703 1.066  -0.823 0.983  -0.855 0.846  -0.866 0.703  -0.843 0.561  -0.770 0.434  -0.692 0.311  -0.588 0.209  -0.455 0.150  -0.320 0.147  -0.191 0.215  -0.079 0.308  0.020 0.416  0.103 0.536  0.157 0.670  0.226 0.799  0.261 0.940  0.273 0.865  0.241 0.723  0.219 0.579  0.197 0.435  0.179 0.291  0.179 0.144  0.161 -0.000  0.160 -0.147  0.160 -0.293  0.149 -0.439  0.158 -0.583  0.179 -0.727  0.190 -0.873  0.197 -1.018  0.212 -1.164  0.221 -1.309  0.234 -1.454  0.252 -1.599  0.276 -1.725  0.368 -1.612  0.419 -1.475  0.491 -1.348  0.554 -1.216  0.618 -1.084  0.680 -0.952  0.733 -0.819
1c#art#art01tst/q  0.483 1.061  0.536 1.209  0.484 1.312  0.319 1.271  0.154 1.230  0.011 1.143  -0.122 1.037  -0.242 0.917  -0.362 0.797  -0.482 0.677  -0.603 0.557  -0.715 0.430  -0.814 0.292  -0.913 0.153  -0.981 -0.001  -1.035 -0.162  -0.982 -0.309  -0.854 -0.412  -0.694 -0.371  -0.527 -0.336  -0.362 -0.296  -0.201 -0.242  -0.043 -0.180  0.109 -0.104  0.256 -0.020  0.388 0.086  0.512 0.201  0.614 0.337  0.697 0.485  0.748 0.643  0.736 0.808  0.609 0.780  0.515 0.658  0.461 0.499  0.378 0.354  0.378 0.184  0.372 0.015  0.348 -0.154  0.324 -0.322  0.303 -0.491  0.281 -0.659  0.239 -0.823  0.180 -0.982  0.120 -1.141  0.066 -1.302  0.012 -1.463  -0.042 -1.625  -0.130 -1.770  -0.220 -1.914  -0.310 -2.058
1c#art#art01tst/q  0.273 0.820  0.351 0.919  0.307 1.038  0.174 1.094  0.027 1.094  -0.116 1.069  -0.243 0.998  -0.366 0.917  -0.452 0.801  -0.530 0.677  -0.618 0.559  -0.650 0.418  -0.668 0.272  -0.668 0.125  -0.617 -0.007  -0.477 -0.031  -0.337 0.011  -0.199 0.059  -0.073 0.134  0.053 0.210  0.175 0.291  0.279 0.395  0.392 0.488  0.481 0.595  0.519 0.736  0.547 0.879  0.547 1.007  0.519 0.863  0.508 0.718  0.501 0.571  0.480 0.426  0.445 0.284  0.395 0.146  0.345 0.008  0.294 -0.130  0.244 -0.268  0.194 -0.406  0.144 -0.544  0.094 -0.682  0.043 -0.820  -0.007 -0.958  -0.057 -1.096  -0.107 -1.234  -0.157 -1.372  -0.223 -1.504  -0.288 -1.635  -0.343 -1.771  -0.389 -1.911  -0.393 -2.057  -0.354 -2.197
1c#art#art01tst/q  0.236 0.986  0.236 1.117  0.132 1.135  0.003 1.116  -0.106 1.064  -0.180 0.956  -0.259 0.851  -0.314 0.733  -0.366 0.613  -0.433 0.501  -0.473 0.380  -0.473 0.249  -0.416 0.142  -0.299 0.151  -0.175 0.193  -0.051 0.234  0.067 0.291  0.163 0.376  0.240 0.482  0.299 0.599  0.357 0.716  0.394 0.838  0.394 0.970  0.394 1.101  0.394 0.977  0.394 0.846  0.388 0.716  0.367 0.586  0.347 0.457  0.328 0.327  0.302 0.199  0.261 0.075  0.219 -0.050  0.182 -0.175  0.151 -0.303  0.119 -0.430  0.081 -0.555  0.044 -0.681  0.006 -0.807  -0.041 -0.929  -0.090 -1.051  -0.138 -1.172  -0.186 -1.295  -0.232 -1.417  -0.277 -1.540  -0.319 -1.665  -0.360 -1.789  -0.401 -1.914  -0.437 -2.040  -0.473 -2.166
1c#art#art01tst/q  0.637 0.946  0.751 0.983  0.751 1.134  0.641 1.195  0.493 1.225  0.342 1.230  0.197 1.197  0.062 1.131  -0.063 1.047  -0.184 0.956  -0.301 0.861  -0.408 0.754  -0.507 0.643  -0.555 0.499  -0.602 0.356  -0.665 0.219  -0.728 0.083  -0.728 -0.068  -0.667 -0.192  -0.516 -0.192  -0.379 -0.133  -0.232 -0.096  -0.086 -0.060  0.061 -0.023  0.188 0.058  0.313 0.142  0.425 0.238  0.493 0.373  0.549 0.513  0.580 0.659  0.580 0.513  0.540 0.374  0.463 0.246  0.433 0.097  0.396 -0.048  0.328 -0.183  0.261 -0.318  0.193 -0.453  0.126 -0.589  0.058 -0.724  -0.009 -0.859  -0.077 -0.994  -0.145 -1.129  -0.212 -1.264  -0.281 -1.398  -0.365 -1.524  -0.449 -1.650  -0.519 -1.782  -0.567 -1.925  -0.614 -2.069
1c#art#art01tst/q  0.506 1.274  0.474 1.201  0.340 1.149  0.233 1.051  0.113 0.971  -0.008 0.890  -0.126 0.807  -0.229 0.704  -0.332 0.601  -0.434 0.499  -0.522 0.384  -0.609 0.267  -0.683 0.150  -0.589 0.050  -0.447 0.038  -0.312 0.090  -0.173 0.133  -0.031 0.161  0.107 0.207  0.240 0.261  0.356 0.348  0.462 0.447  0.560 0.553  0.635 0.677  0.689 0.810  0.712 0.953  0.647 0.897  0.571 0.773  0.486 0.656  0.407 0.535  0.350 0.401  0.291 0.269  0.219 0.143  0.147 0.017  0.093 -0.117  0.042 -0.253  -0.009 -0.389  -0.060 -0.525  -0.111 -0.661  -0.157 -0.799  -0.203 -0.936  -0.246 -1.075  -0.281 -1.216  -0.316 -1.356  -0.366 -1.493  -0.417 -1.628  -0.454 -1.768  -0.478 -1.911  -0.519 -2.050  -0.565 -2.188
1c#art#art01tst/q  0.428 1.103  0.475 1.246  0.412 1.314  0.262 1.254  0.142 1.148  0.027 1.033  -0.088 0.919  -0.202 0.804  -0.317 0.690  -0.419 0.565  -0.509 0.431  -0.599 0.296  -0.689 0.161  -0.765 0.020  -0.797 -0.137  -0.732 -0.278  -0.583 -0.289  -0.427 -0.245  -0.277 -0.189  -0.138 -0.106  0.001 -0.022  0.140 0.061  0.255 0.175  0.353 0.301  0.413 0.451  0.466 0.604  0.517 0.758  0.558 0.915  0.522 1.048  0.493 0.890  0.458 0.732  0.426 0.573  0.403 0.413  0.381 0.252  0.329 0.099  0.278 -0.055  0.231 -0.210  0.200 -0.369  0.168 -0.528  0.127 -0.684  0.061 -0.832  -0.004 -0.980  -0.065 -1.130  -0.116 -1.284  -0.167 -1.438  -0.222 -1.590  -0.279 -1.742  -0.334 -1.894  -0.378 -2.050  -0.423 -2.205
2#app#app18#app1824/q  -0.114 0.974  -0.196 1.142  -0.445 1.142  -0.671 1.087  -0.848 0.911  -0.951 0.705  -1.119 0.623  -1.119 0.374  -1.107 0.137  -0.951 0.043  -0.784 -0.039  -0.694 -0.198  -0.445 -0.198  -0.281 -0.112  -0.114 -0.031  -0.032 0.137  0.053 0.300  0.053 0.394  0.053 0.464  0.053 0.713  0.053 0.962  0.053 1.211  -0.098 1.309  -0.114 1.076  0.033 0.974  0.053 0.746  0.053 0.496  0.094 0.264  0.221 0.067  0.114 -0.138  0.053 -0.362  0.053 -0.611  0.053 -0.860  0.053 -1.109  0.163 -1.313  0.221 -1.538  0.401 -1.706  0.650 -1.706  0.732 -1.538  0.891 -1.448  0.891 -1.199  0.891 -0.950  0.891 -0.701  0.891 -0.452  0.728 -0.366  0.669 -0.143  0.556 0.059  0.384 0.137  0.135 0.137  -0.114 0.137
1c#tos#f3#f3026061/q  0.071 0.824  -0.154 0.770  -0.220 0.887  -0.152 1.080  -0.124 1.312  -0.085 1.540  -0.174 1.667  -0.292 1.466  -0.374 1.248  -0.429 1.020  -0.528 0.808  -0.585 0.577  -0.592 0.340  -0.592 0.103  -0.592 -0.135  -0.440 -0.038  -0.397 0.182  -0.280 0.357  -0.214 0.577  -0.154 0.785  -0.046 0.811  -0.046 0.573  -0.046 0.336  -0.046 0.098  -0.202 -0.043  -0.202 -0.281  -0.280 -0.503  -0.280 -0.741  -0.280 -0.979  -0.265 -1.215  -0.241 -1.451  -0.152 -1.664  -0.008 -1.827  0.225 -1.809  0.402 -1.662  0.477 -1.444  0.611 -1.249  0.644 -1.017  0.656 -0.781  0.656 -0.543  0.631 -0.309  0.582 -0.082  0.383 0.044  0.155 0.083  -0.007 0.007  0.151 -0.073  0.372 -0.027  0.598 0.044  0.818 0.132  1.046 0.200
3#ced#cypl9614_s_jd/q  0.284 1.012  0.228 1.105  0.152 1.202  0.073 1.219  -0.052 1.174  -0.176 1.112  -0.286 1.028  -0.395 0.942  -0.488 0.843  -0.572 0.733  -0.600 0.601  -0.542 0.480  -0.420 0.417  -0.287 0.396  -0.153 0.420  -0.027 0.475  0.071 0.569  0.144 0.685  0.171 0.818  0.165 0.948  0.115 1.071  0.171 1.058  0.171 0.919  0.171 0.786  0.171 0.648  0.146 0.511  0.133 0.373  0.114 0.236  0.091 0.099  0.067 -0.038  0.043 -0.175  0.020 -0.312  0.020 -0.451  0.014 -0.589  -0.009 -0.726  -0.031 -0.863  -0.057 -1.000  -0.074 -1.137  -0.079 -1.276  -0.093 -1.414  -0.074 -1.549  -0.074 -1.688  -0.029 -1.729  0.022 -1.606  0.088 -1.485  0.163 -1.373  0.232 -1.256  0.321 -1.158  0.424 -1.067  0.529 -0.987
1c#apb#apb24#app2433/q  -0.408 1.411  -0.614 1.492  -0.720 1.293  -0.815 1.080  -0.911 0.869  -0.954 0.641  -0.978 0.411  -0.978 0.178  -0.978 -0.054  -0.934 -0.280  -0.811 -0.462  -0.611 -0.572  -0.379 -0.594  -0.153 -0.542  0.062 -0.460  0.263 -0.343  0.400 -0.160  0.486 0.047  0.486 0.280  0.381 0.484  0.262 0.683  0.058 0.794  -0.151 0.896  -0.372 0.950  -0.295 0.858  -0.068 0.842  0.165 0.842  0.392 0.856  0.295 0.842  0.165 0.846  0.134 0.723  0.114 0.493  0.058 0.267  -0.004 0.043  -0.072 -0.179  -0.083 -0.410  -0.083 -0.643  -0.002 -0.860  0.105 -1.063  0.253 -1.242  0.402 -1.411  0.632 -1.422  0.836 -1.319  1.030 -1.190  1.218 -1.121  1.039 -0.981  0.828 -0.884  0.621 -0.779  0.420 -0.663  0.269 -0.486
2#aga#lzbthwht/q  0.025 1.006  0.069 1.112  0.043 1.224  -0.044 1.304  -0.164 1.314  -0.263 1.247  -0.366 1.182  -0.460 1.106  -0.546 1.020  -0.596 0.911  -0.624 0.794  -0.614 0.676  -0.524 0.601  -0.403 0.599  -0.293 0.649  -0.184 0.702  -0.087 0.777  0.002 0.858  0.084 0.946  0.048 0.853  0.015 0.736  -0.021 0.620  -0.041 0.501  -0.052 0.381  -0.071 0.260  -0.087 0.140  -0.096 0.018  -0.101 -0.103  -0.107 -0.225  -0.107 -0.347  -0.107 -0.468  -0.101 -0.590  -0.085 -0.710  -0.060 -0.830  -0.033 -0.948  0.001 -1.065  0.054 -1.175  0.115 -1.280  0.175 -1.386  0.254 -1.479  0.352 -1.546  0.453 -1.505  0.516 -1.401  0.558 -1.287  0.582 -1.168  0.587 -1.046  0.587 -0.925  0.587 -0.803  0.587 -0.681  0.542 -0.568
1c#apa#apa13#app1344/q  0.141 1.050  0.141 1.207  0.123 1.358  -0.018 1.398  -0.175 1.398  -0.268 1.310  -0.366 1.197  -0.457 1.071  -0.528 0.930  -0.572 0.783  -0.613 0.636  -0.565 0.489  -0.419 0.470  -0.262 0.470  -0.130 0.538  0.001 0.621  0.113 0.732  0.224 0.843  0.315 0.963  0.207 0.942  0.136 0.814  0.046 0.687  -0.010 0.540  -0.033 0.387  -0.033 0.229  -0.082 0.083  -0.091 -0.072  -0.091 -0.229  -0.091 -0.387  -0.091 -0.544  -0.091 -0.702  -0.091 -0.859  -0.091 -1.017  -0.091 -1.174  -0.149 -1.308  -0.149 -1.465  -0.149 -1.622  -0.149 -1.686  -0.046 -1.571  -0.022 -1.421  0.061 -1.290  0.155 -1.168  0.209 -1.021  0.297 -0.890  0.384 -0.759  0.464 -0.623  0.560 -0.501  0.672 -0.390  0.783 -0.279  0.894 -0.167
1c#ced#flad4341_s_jh/q  0.013 0.744  0.135 0.744  0.250 0.817  0.335 0.915  0.412 1.032  0.412 1.169  0.306 1.233  0.164 1.211  0.043 1.136  -0.064 1.039  -0.157 0.929  -0.222 0.799  -0.274 0.664  -0.295 0.522  -0.275 0.380  -0.150 0.321  -0.010 0.331  0.123 0.382  0.237 0.472  0.345 0.568  0.456 0.661  0.559 0.763  0.651 0.874  0.645 0.795  0.561 0.677  0.477 0.559  0.415 0.428  0.327 0.314  0.268 0.184  0.189 0.063  0.116 -0.063  0.036 -0.184  -0.041 -0.308  -0.099 -0.441  -0.172 -0.567  -0.256 -0.685  -0.324 -0.813  -0.399 -0.937  -0.458 -1.070  -0.523 -1.200  -0.588 -1.330  -0.659 -1.456  -0.702 -1.594  -0.639 -1.644  -0.506 -1.587  -0.383 -1.511  -0.261 -1.433  -0.133 -1.366  -0.003 -1.303  0.122 -1.232
1c#ced#flad4341_s_jh/q  -0.576 0.436  -0.401 0.472  -0.230 0.521  -0.059 0.569  0.108 0.633  0.274 0.700  0.423 0.799  0.568 0.900  0.639 1.058  0.502 1.113  0.326 1.085  0.155 1.035  -0.006 0.956  -0.147 0.848  -0.279 0.728  -0.349 0.568  -0.352 0.392  -0.239 0.268  -0.062 0.254  0.107 0.310  0.265 0.393  0.402 0.506  0.525 0.636  0.633 0.777  0.738 0.920  0.701 0.891  0.611 0.737  0.520 0.583  0.431 0.427  0.331 0.279  0.235 0.128  0.127 -0.015  0.025 -0.161  -0.065 -0.316  -0.169 -0.461  -0.261 -0.615  -0.358 -0.765  -0.458 -0.913  -0.550 -1.066  -0.654 -1.211  -0.744 -1.365  -0.837 -1.518  -0.817 -1.638  -0.643 -1.610  -0.475 -1.550  -0.307 -1.487  -0.149 -1.405  0.019 -1.345  0.185 -1.279  0.341 -1.200
2#art#art03tst/q  0.299 0.881  0.324 1.037  0.295 1.192  0.170 1.289  0.019 1.340  -0.141 1.293  -0.276 1.198  -0.386 1.074  -0.468 0.928  -0.527 0.774  -0.529 0.609  -0.468 0.465  -0.305 0.454  -0.147 0.505  -0.006 0.591  0.128 0.690  0.256 0.795  0.354 0.930  0.401 1.084  0.351 1.088  0.298 0.930  0.253 0.770  0.229 0.605  0.193 0.442  0.149 0.281  0.105 0.120  0.060 -0.041  0.011 -0.200  -0.035 -0.360  -0.061 -0.525  -0.087 -0.690  -0.128 -0.852  -0.163 -1.014  -0.178 -1.181  -0.203 -1.345  -0.235 -1.509  -0.259 -1.674  -0.288 -1.838  -0.248 -1.698  -0.194 -1.540  -0.145 -1.380  -0.093 -1.222  -0.029 -1.068  0.034 -0.913  0.091 -0.756  0.153 -0.602  0.223 -0.450  0.304 -0.304  0.396 -0.166  0.503 -0.037
