2#app#app11#app1169/E  0.377 1.098  0.544 1.098  0.711 1.098  0.584 1.098  0.417 1.098  0.250 1.098  0.082 1.098  -0.085 1.098  -0.206 0.987  -0.370 0.980  -0.512 0.918  -0.656 0.862  -0.783 0.765  -0.901 0.647  -0.922 0.488  -0.922 0.321  -0.922 0.154  -0.804 0.105  -0.804 -0.062  -0.804 -0.230  -0.804 -0.397  -0.804 -0.564  -0.804 -0.731  -0.729 -0.867  -0.686 -1.017  -0.568 -1.066  -0.481 -1.146  -0.314 -1.146  -0.147 -1.146  0.020 -1.146  0.139 -1.030  0.306 -1.028  0.473 -1.028  0.522 -0.910  0.689 -0.910  0.744 -0.785  0.760 -0.619  0.777 -0.453  0.794 -0.286  0.810 -0.120  0.827 0.046  0.843 0.213  0.849 0.380  0.810 0.271  0.643 0.271  0.516 0.174  0.357 0.153  0.210 0.104  0.072 0.035  -0.096 0.035
3#apa#apa14#app1433/E  -0.796 0.704  -0.629 0.776  -0.629 0.728  -0.534 0.513  -0.463 0.292  -0.463 0.054  -0.463 -0.184  -0.463 -0.422  -0.463 -0.660  -0.463 -0.898  -0.463 -1.136  -0.384 -1.295  -0.296 -1.145  -0.075 -1.129  0.163 -1.129  0.401 -1.129  0.639 -1.129  0.877 -1.129  1.115 -1.129  1.054 -1.129  0.859 -0.999  0.666 -0.859  0.474 -0.719  0.281 -0.579  0.089 -0.439  -0.104 -0.299  -0.296 -0.159  -0.489 -0.019  -0.681 0.121  -0.796 0.300  -0.629 0.371  -0.460 0.204  -0.222 0.204  0.016 0.204  0.168 0.240  0.000 0.408  -0.168 0.577  -0.336 0.745  -0.505 0.913  -0.629 0.976  -0.496 0.871  -0.258 0.871  -0.052 0.948  0.149 1.038  0.386 1.038  0.624 1.038  0.846 0.967  1.061 0.871  1.299 0.871  1.537 0.871
1b#apa#apa13#app1363/E  -0.916 0.820  -0.916 0.591  -0.916 0.361  -1.015 0.173  -1.015 -0.056  -1.015 -0.286  -1.015 -0.515  -0.916 -0.703  -0.787 -0.862  -0.657 -0.960  -0.448 -1.046  -0.263 -1.158  -0.033 -1.158  0.196 -1.158  0.425 -1.158  0.654 -1.158  0.673 -1.083  0.495 -0.939  0.317 -0.794  0.139 -0.650  -0.039 -0.505  -0.217 -0.360  -0.395 -0.216  -0.573 -0.071  -0.751 0.073  -0.715 0.029  -0.486 0.029  -0.256 0.029  -0.027 0.029  0.202 0.029  0.425 0.001  0.637 -0.070  0.867 -0.070  0.854 0.007  0.668 0.140  0.481 0.274  0.295 0.407  0.108 0.540  -0.079 0.673  -0.265 0.807  -0.385 0.919  -0.156 0.919  0.052 1.008  0.279 1.018  0.509 1.018  0.738 1.018  0.967 1.018  1.196 1.018  1.426 1.018  1.655 1.018
1b#apa#apa13#app1363/E  -0.644 0.968  -0.644 0.713  -0.692 0.469  -0.744 0.226  -0.845 0.013  -0.917 -0.213  -0.946 -0.456  -0.946 -0.711  -0.933 -0.961  -0.723 -1.070  -0.500 -1.150  -0.245 -1.150  0.010 -1.150  0.266 -1.150  0.521 -1.150  0.734 -1.250  0.990 -1.250  0.937 -1.139  0.741 -0.976  0.545 -0.812  0.349 -0.649  0.153 -0.485  -0.043 -0.322  -0.240 -0.158  -0.436 0.005  -0.632 0.168  -0.668 0.185  -0.422 0.161  -0.209 0.061  0.047 0.061  0.302 0.061  0.557 0.061  0.812 0.061  1.068 0.061  1.038 0.131  0.812 0.250  0.586 0.369  0.360 0.488  0.134 0.607  -0.092 0.726  -0.318 0.844  -0.544 0.963  -0.716 1.069  -0.461 1.069  -0.206 1.069  0.050 1.069  0.305 1.069  0.560 1.069  0.816 1.069  1.071 1.069
1b#apa#apa13#app1363/E  -0.897 0.002  -0.897 -0.176  -0.956 -0.330  -1.034 -0.477  -1.034 -0.655  -1.022 -0.829  -0.897 -0.955  -0.853 -1.090  -0.675 -1.090  -0.497 -1.090  -0.318 -1.090  -0.140 -1.090  0.039 -1.090  0.217 -1.090  0.395 -1.090  0.574 -1.090  0.733 -1.081  0.614 -0.948  0.496 -0.814  0.377 -0.681  0.259 -0.548  0.140 -0.414  0.022 -0.281  -0.097 -0.148  -0.215 -0.014  -0.334 0.119  -0.199 0.138  -0.021 0.138  0.129 0.209  0.280 0.275  0.458 0.275  0.633 0.289  0.792 0.369  0.961 0.411  0.903 0.472  0.746 0.557  0.590 0.643  0.433 0.728  0.276 0.813  0.120 0.899  -0.037 0.984  -0.193 1.070  -0.350 1.155  -0.466 1.230  -0.288 1.230  -0.110 1.230  0.069 1.230  0.247 1.230  0.426 1.230  0.604 1.230
1b#apa#apa13#app1363/E  -0.785 0.678  -0.827 0.489  -0.932 0.326  -0.932 0.119  -1.058 -0.035  -1.078 -0.233  -1.078 -0.440  -0.972 -0.602  -0.932 -0.792  -0.869 -0.936  -0.785 -1.058  -0.603 -1.083  -0.397 -1.083  -0.190 -1.083  -0.003 -1.131  0.162 -1.230  0.369 -1.230  0.575 -1.230  0.635 -1.142  0.536 -0.961  0.437 -0.780  0.338 -0.598  0.239 -0.417  0.140 -0.236  0.041 -0.054  -0.057 0.127  -0.156 0.308  -0.113 0.300  0.067 0.238  0.274 0.238  0.480 0.238  0.686 0.236  0.871 0.143  1.065 0.091  1.267 0.092  1.089 0.196  0.911 0.300  0.732 0.405  0.554 0.509  0.375 0.613  0.197 0.717  0.019 0.821  -0.160 0.925  -0.338 1.029  -0.462 1.118  -0.256 1.118  -0.065 1.185  0.123 1.265  0.329 1.265  0.536 1.265
3#apb#apb13#app1356/E  -0.062 1.345  -0.131 1.042  -0.200 0.730  -0.252 0.417  -0.418 0.144  -0.597 -0.121  -0.788 -0.377  -1.014 -0.600  -1.260 -0.767  -1.139 -0.489  -0.981 -0.212  -0.823 0.066  -0.664 0.344  -0.506 0.621  -0.348 0.899  -0.190 1.177  -0.350 1.269  -0.237 1.169  0.073 1.247  0.391 1.277  0.708 1.312  1.008 1.230  1.094 0.938  0.913 0.679  0.719 0.425  0.526 0.171  0.332 -0.083  0.138 -0.337  -0.055 -0.592  -0.249 -0.846  -0.443 -1.100  -0.370 -1.114  -0.061 -1.034  0.245 -0.941  0.556 -0.877  0.874 -0.847  1.190 -0.886  1.259 -0.924  0.961 -0.808  0.663 -0.692  0.366 -0.576  0.068 -0.460  -0.230 -0.344  -0.528 -0.228  -0.791 -0.307  -0.489 -0.289  -0.185 -0.208  0.120 -0.113  0.439 -0.113  0.717 -0.214
2#apb#apb40#app4062/E  0.462 0.822  0.621 0.920  0.768 1.031  0.892 1.167  0.934 1.327  0.756 1.365  0.577 1.308  0.406 1.229  0.230 1.164  0.065 1.076  -0.093 0.975  -0.241 0.860  -0.391 0.746  -0.529 0.620  -0.652 0.478  -0.762 0.326  -0.850 0.161  -0.878 -0.021  -0.797 -0.183  -0.617 -0.228  -0.431 -0.219  -0.256 -0.152  -0.083 -0.078  0.085 0.006  0.252 0.091  0.419 0.178  0.578 0.277  0.700 0.414  0.542 0.355  0.380 0.261  0.217 0.167  0.058 0.068  -0.092 -0.046  -0.224 -0.178  -0.354 -0.314  -0.471 -0.460  -0.568 -0.621  -0.664 -0.783  -0.730 -0.955  -0.729 -1.140  -0.640 -1.293  -0.475 -1.372  -0.289 -1.397  -0.108 -1.351  0.073 -1.298  0.246 -1.227  0.419 -1.152  0.585 -1.066  0.751 -0.978  0.908 -0.880
2#apb#apb38#app3869/E  0.004 1.094  -0.120 0.861  -0.204 0.578  -0.287 0.294  -0.369 0.011  -0.459 -0.270  -0.550 -0.551  -0.669 -0.822  -0.796 -1.088  -0.942 -1.345  -1.053 -1.436  -0.946 -1.161  -0.838 -0.886  -0.731 -0.610  -0.624 -0.335  -0.516 -0.060  -0.409 0.215  -0.302 0.490  -0.208 0.729  -0.009 0.806  0.264 0.917  0.551 0.986  0.832 1.078  1.118 1.149  1.408 1.197  1.296 1.098  1.050 0.934  0.805 0.769  0.559 0.605  0.314 0.441  0.068 0.276  -0.026 0.143  0.269 0.158  0.557 0.226  0.845 0.292  1.136 0.340  1.015 0.243  0.755 0.102  0.496 -0.039  0.236 -0.181  -0.023 -0.322  -0.283 -0.463  -0.542 -0.604  -0.802 -0.745  -0.992 -0.919  -0.739 -1.011  -0.456 -0.927  -0.171 -0.850  0.108 -0.755  0.384 -0.650
1b#apa#apa01#app0143/E  -0.645 1.078  -0.459 1.078  -0.274 1.078  -0.088 1.078  0.097 1.078  0.282 1.078  0.468 1.078  0.653 1.078  0.839 1.078  1.024 1.078  0.956 1.047  0.776 1.002  0.596 0.957  0.416 0.912  0.236 0.867  0.057 0.822  -0.123 0.777  -0.303 0.732  -0.483 0.687  -0.645 0.628  -0.602 0.460  -0.501 0.316  -0.501 0.131  -0.501 -0.054  -0.501 -0.240  -0.501 -0.425  -0.501 -0.611  -0.501 -0.796  -0.501 -0.982  -0.501 -1.167  -0.371 -1.223  -0.186 -1.223  -0.000 -1.223  0.185 -1.223  0.370 -1.223  0.556 -1.223  0.741 -1.223  0.688 -1.141  0.542 -1.027  0.395 -0.913  0.249 -0.799  0.102 -0.686  -0.044 -0.572  -0.190 -0.458  -0.337 -0.344  -0.483 -0.230  -0.338 -0.216  -0.153 -0.216  -0.070 -0.318  0.074 -0.360
3#ced#maba4240_s_ir/E  -0.536 0.145  -0.552 0.052  -0.403 0.070  -0.276 0.144  -0.131 0.189  0.009 0.251  0.136 0.336  0.260 0.423  0.373 0.522  0.486 0.625  0.587 0.740  0.684 0.857  0.766 0.982  0.817 1.126  0.757 1.257  0.613 1.298  0.464 1.276  0.315 1.249  0.177 1.186  0.051 1.105  -0.032 0.979  0.005 0.835  0.114 0.727  0.227 0.625  0.334 0.521  0.459 0.437  0.417 0.341  0.290 0.267  0.160 0.194  0.023 0.125  -0.092 0.025  -0.211 -0.071  -0.318 -0.181  -0.418 -0.297  -0.504 -0.422  -0.580 -0.553  -0.636 -0.696  -0.677 -0.843  -0.726 -0.988  -0.741 -1.139  -0.735 -1.291  -0.660 -1.423  -0.535 -1.502  -0.384 -1.516  -0.233 -1.491  -0.084 -1.458  0.056 -1.397  0.181 -1.309  0.304 -1.226  0.397 -1.105
3#ced#maba4240_s_ir/E  -0.364 0.378  -0.238 0.341  -0.092 0.358  0.046 0.397  0.181 0.454  0.312 0.525  0.438 0.605  0.558 0.693  0.677 0.782  0.772 0.896  0.850 1.018  0.862 1.152  0.741 1.216  0.598 1.244  0.451 1.230  0.309 1.202  0.168 1.156  0.042 1.078  -0.067 0.988  -0.141 0.861  -0.161 0.716  -0.113 0.577  -0.033 0.452  0.062 0.339  0.179 0.252  0.316 0.203  0.307 0.156  0.169 0.110  0.038 0.042  -0.085 -0.039  -0.214 -0.113  -0.326 -0.211  -0.434 -0.311  -0.525 -0.429  -0.623 -0.540  -0.694 -0.670  -0.772 -0.796  -0.808 -0.940  -0.806 -1.085  -0.772 -1.224  -0.670 -1.329  -0.545 -1.411  -0.401 -1.447  -0.254 -1.466  -0.108 -1.448  0.030 -1.395  0.155 -1.315  0.259 -1.208  0.355 -1.095  0.373 -0.949
3#ced#maba4240_s_ir/E  0.171 0.386  0.014 0.369  -0.140 0.351  -0.040 0.391  0.098 0.471  0.237 0.552  0.366 0.649  0.496 0.743  0.608 0.857  0.708 0.982  0.803 1.111  0.779 1.255  0.633 1.307  0.472 1.303  0.318 1.257  0.172 1.194  0.047 1.096  -0.027 0.956  -0.024 0.799  0.065 0.666  0.195 0.573  0.335 0.495  0.484 0.438  0.450 0.343  0.303 0.279  0.157 0.214  0.021 0.128  -0.126 0.064  -0.261 -0.020  -0.387 -0.120  -0.503 -0.232  -0.614 -0.347  -0.720 -0.467  -0.817 -0.596  -0.907 -0.729  -0.949 -0.883  -0.970 -1.040  -0.923 -1.194  -0.807 -1.301  -0.668 -1.383  -0.508 -1.386  -0.348 -1.381  -0.191 -1.343  -0.044 -1.278  0.102 -1.212  0.225 -1.107  0.346 -1.003  0.455 -0.888  0.484 -0.732  0.432 -0.587
3#ced#maba4240_s_ir/E  -1.253 -0.358  -1.064 -0.305  -0.891 -0.212  -0.708 -0.143  -0.531 -0.064  -0.360 0.035  -0.187 0.128  -0.004 0.201  0.167 0.298  0.330 0.408  0.485 0.529  0.648 0.636  0.803 0.757  0.935 0.898  1.003 1.080  0.873 1.215  0.686 1.275  0.489 1.277  0.296 1.244  0.108 1.186  -0.072 1.112  -0.221 0.988  -0.278 0.814  -0.183 0.644  -0.026 0.530  0.152 0.448  0.341 0.392  0.522 0.333  0.379 0.287  0.189 0.245  0.005 0.179  -0.174 0.101  -0.342 0.000  -0.482 -0.139  -0.594 -0.298  -0.703 -0.459  -0.756 -0.648  -0.792 -0.841  -0.751 -1.032  -0.685 -1.218  -0.527 -1.325  -0.341 -1.371  -0.143 -1.371  0.051 -1.350  0.241 -1.298  0.426 -1.234  0.586 -1.121  0.735 -0.994  0.819 -0.826  0.796 -0.634
1b#ced#knds0342_s_13/E  -0.329 0.853  -0.280 1.062  -0.183 1.175  -0.156 0.963  -0.181 0.749  -0.201 0.532  -0.241 0.318  -0.276 0.104  -0.309 -0.111  -0.354 -0.324  -0.401 -0.535  -0.444 -0.749  -0.491 -0.961  -0.526 -1.174  -0.412 -1.347  -0.207 -1.365  0.007 -1.340  0.221 -1.304  0.433 -1.257  0.646 -1.212  0.849 -1.137  1.060 -1.100  0.918 -0.991  0.732 -0.877  0.547 -0.763  0.361 -0.650  0.176 -0.536  -0.010 -0.423  -0.218 -0.364  -0.429 -0.312  -0.634 -0.261  -0.710 -0.145  -0.516 -0.049  -0.302 -0.022  -0.089 0.025  0.123 0.071  0.333 0.126  0.497 0.207  0.374 0.386  0.250 0.565  0.127 0.744  -0.007 0.908  -0.211 0.976  -0.407 1.053  -0.351 1.192  -0.152 1.280  0.045 1.374  0.248 1.451  0.442 1.548  0.637 1.645
1b#ced#knds0342_s_13/E  -0.589 0.743  -0.414 0.893  -0.257 1.062  -0.097 1.227  0.088 1.359  0.286 1.468  0.322 1.312  0.204 1.114  0.076 0.922  -0.025 0.715  -0.151 0.520  -0.285 0.331  -0.390 0.125  -0.489 -0.084  -0.584 -0.294  -0.652 -0.512  -0.701 -0.738  -0.665 -0.962  -0.526 -1.139  -0.328 -1.258  -0.103 -1.287  0.126 -1.313  0.355 -1.344  0.585 -1.329  0.813 -1.286  0.886 -1.208  0.689 -1.086  0.491 -0.965  0.294 -0.843  0.097 -0.722  -0.101 -0.601  -0.305 -0.495  -0.533 -0.475  -0.746 -0.408  -0.750 -0.283  -0.533 -0.202  -0.304 -0.180  -0.078 -0.129  0.149 -0.083  0.377 -0.045  0.608 -0.045  0.662 0.173  0.708 0.400  0.681 0.597  0.491 0.728  0.296 0.852  0.096 0.967  -0.065 1.131  0.041 1.286  0.246 1.393
1b#ced#knds0342_s_13/E  -0.849 0.552  -0.803 0.787  -0.757 0.638  -0.767 0.395  -0.803 0.155  -0.831 -0.086  -0.849 -0.328  -0.873 -0.569  -0.786 -0.792  -0.631 -0.977  -0.416 -1.087  -0.175 -1.108  0.066 -1.148  0.309 -1.163  0.550 -1.156  0.793 -1.143  1.034 -1.107  1.272 -1.064  1.348 -0.981  1.124 -0.883  0.901 -0.786  0.677 -0.688  0.453 -0.591  0.230 -0.493  0.002 -0.407  -0.222 -0.311  -0.447 -0.218  -0.646 -0.079  -0.620 0.132  -0.418 0.267  -0.187 0.327  0.052 0.375  0.291 0.421  0.531 0.465  0.773 0.486  0.723 0.537  0.485 0.589  0.244 0.621  0.001 0.621  -0.243 0.621  -0.484 0.655  -0.727 0.668  -0.742 0.784  -0.503 0.818  -0.270 0.890  -0.034 0.953  0.201 1.017  0.437 1.076  0.674 1.136  0.914 1.178
1b#ced#knds0342_s_13/E  -0.283 0.076  -0.414 0.225  -0.531 0.203  -0.542 0.005  -0.562 -0.191  -0.542 -0.389  -0.542 -0.588  -0.507 -0.784  -0.454 -0.975  -0.319 -1.120  -0.140 -1.196  0.057 -1.218  0.254 -1.204  0.451 -1.177  0.647 -1.143  0.834 -1.075  0.713 -0.955  0.558 -0.828  0.404 -0.702  0.250 -0.576  0.062 -0.527  -0.134 -0.492  -0.324 -0.452  -0.518 -0.424  -0.537 -0.358  -0.347 -0.301  -0.152 -0.260  -0.186 -0.115  -0.283 0.059  -0.382 0.230  -0.580 0.249  -0.772 0.287  -0.814 0.376  -0.636 0.457  -0.453 0.530  -0.381 0.630  -0.477 0.805  -0.596 0.943  -0.408 0.963  -0.213 0.967  -0.015 0.980  0.184 0.980  0.383 0.980  0.581 0.997  0.779 1.018  0.979 1.018  1.178 1.018  1.377 1.018  1.576 1.018  1.776 1.018
2#apa#apa15#app1511/E  -0.711 0.670  -0.897 0.638  -0.897 0.421  -0.897 0.204  -0.897 -0.014  -0.897 -0.231  -0.811 -0.428  -0.714 -0.623  -0.711 -0.840  -0.654 -1.000  -0.437 -1.000  -0.219 -1.000  -0.002 -1.000  0.215 -1.000  0.433 -1.000  0.650 -1.000  0.867 -1.000  1.085 -1.000  1.302 -1.000  1.293 -0.815  1.251 -0.601  1.208 -0.388  1.165 -0.175  1.033 -0.072  0.830 -0.008  0.636 0.090  0.424 0.113  0.207 0.113  -0.011 0.113  -0.228 0.113  -0.445 0.113  -0.656 0.070  -0.862 0.001  -1.068 -0.067  -0.908 0.032  -0.722 0.144  -0.536 0.256  -0.349 0.368  -0.163 0.479  0.024 0.591  0.210 0.703  0.396 0.815  0.583 0.927  0.769 1.039  0.562 1.041  0.344 1.041  0.127 1.041  -0.091 1.041  -0.308 1.041  -0.525 1.041
2#apa#apa15#app1511/E  -0.702 0.913  -0.853 0.761  -0.869 0.554  -0.869 0.340  -0.869 0.125  -0.869 -0.089  -0.818 -0.297  -0.766 -0.505  -0.714 -0.712  -0.702 -0.925  -0.660 -1.097  -0.446 -1.097  -0.231 -1.097  -0.017 -1.097  0.197 -1.097  0.411 -1.097  0.625 -1.097  0.818 -1.007  1.014 -0.930  1.228 -0.930  1.286 -0.797  1.250 -0.585  1.215 -0.374  1.180 -0.163  1.145 0.048  1.008 0.207  0.809 0.243  0.595 0.234  0.385 0.192  0.175 0.150  -0.035 0.108  -0.246 0.075  -0.460 0.075  -0.674 0.075  -0.853 0.084  -0.666 0.188  -0.479 0.292  -0.291 0.397  -0.104 0.501  0.083 0.605  0.270 0.709  0.458 0.813  0.630 0.913  0.416 0.913  0.201 0.913  -0.013 0.913  -0.227 0.913  -0.441 0.913  -0.655 0.913  -0.869 0.913
2#apa#apa15#app1511/E  -0.895 0.610  -0.895 0.412  -0.895 0.215  -0.895 0.018  -0.895 -0.179  -0.895 -0.376  -0.895 -0.574  -0.895 -0.771  -0.789 -0.924  -0.737 -1.099  -0.574 -1.134  -0.377 -1.134  -0.183 -1.114  0.009 -1.067  0.200 -1.019  0.392 -0.976  0.589 -0.976  0.776 -0.932  0.952 -0.844  1.057 -0.690  1.131 -0.507  1.204 -0.324  1.277 -0.141  1.252 -0.025  1.055 -0.025  0.858 -0.025  0.661 -0.025  0.464 -0.025  0.266 -0.025  0.069 -0.025  -0.128 -0.025  -0.325 -0.025  -0.522 -0.025  -0.485 0.082  -0.356 0.230  -0.226 0.378  -0.096 0.527  0.034 0.675  0.164 0.824  0.294 0.972  0.423 1.120  0.531 1.210  0.459 1.085  0.268 1.050  0.081 0.988  -0.107 0.927  -0.304 0.927  -0.501 0.927  -0.698 0.927  -0.895 0.927
2#apa#apa15#app1511/E  -1.259 0.384  -1.249 0.185  -1.159 0.004  -1.080 -0.180  -1.064 -0.379  -1.001 -0.571  -0.937 -0.763  -0.822 -0.910  -0.641 -1.001  -0.451 -1.050  -0.261 -1.101  -0.080 -1.192  0.107 -1.193  0.299 -1.129  0.491 -1.065  0.690 -1.050  0.821 -0.907  0.942 -0.746  1.064 -0.584  1.185 -0.422  1.188 -0.269  1.073 -0.115  1.011 0.026  0.818 0.063  0.637 0.154  0.447 0.205  0.245 0.205  0.043 0.205  -0.143 0.135  -0.324 0.045  -0.521 0.026  -0.719 0.027  -0.542 0.125  -0.366 0.223  -0.189 0.321  -0.012 0.419  0.164 0.518  0.341 0.616  0.518 0.714  0.694 0.812  0.871 0.910  0.716 0.923  0.514 0.923  0.312 0.923  0.110 0.923  -0.092 0.923  -0.294 0.923  -0.496 0.923  -0.698 0.923  -0.900 0.923
3#kai#kai1#kclee6/E  1.036 0.735  1.028 0.876  0.949 0.995  0.848 1.096  0.733 1.181  0.601 1.232  0.461 1.252  0.318 1.252  0.179 1.225  0.043 1.180  -0.092 1.134  -0.202 1.047  -0.293 0.938  -0.373 0.819  -0.429 0.693  -0.446 0.552  -0.472 0.413  -0.472 0.270  -0.421 0.143  -0.330 0.033  -0.217 -0.040  -0.074 -0.040  0.069 -0.040  0.212 -0.040  0.347 -0.012  0.433 0.085  0.389 0.205  0.263 0.261  0.123 0.244  -0.013 0.199  -0.132 0.127  -0.229 0.022  -0.308 -0.097  -0.387 -0.217  -0.435 -0.351  -0.514 -0.470  -0.519 -0.612  -0.564 -0.748  -0.601 -0.885  -0.588 -1.026  -0.532 -1.156  -0.447 -1.271  -0.346 -1.372  -0.214 -1.427  -0.078 -1.462  0.066 -1.462  0.205 -1.437  0.342 -1.398  0.477 -1.353  0.605 -1.290
3#kai#kai1#kclee6/E  -0.333 0.915  -0.134 0.955  0.062 0.993  0.253 1.056  0.453 1.071  0.649 1.111  0.848 1.151  1.047 1.188  1.149 1.289  0.968 1.278  0.781 1.200  0.594 1.121  0.407 1.043  0.220 0.964  0.033 0.886  -0.154 0.808  -0.233 0.629  -0.315 0.444  -0.396 0.259  -0.493 0.083  -0.580 -0.099  -0.663 -0.282  -0.753 -0.461  -0.851 -0.638  -0.926 -0.825  -0.990 -1.018  -0.932 -1.174  -0.737 -1.156  -0.541 -1.113  -0.346 -1.072  -0.152 -1.015  0.049 -0.996  0.249 -0.966  0.449 -0.947  0.648 -0.918  0.674 -0.799  0.484 -0.728  0.294 -0.657  0.104 -0.587  -0.086 -0.516  -0.276 -0.446  -0.466 -0.375  -0.657 -0.304  -0.515 -0.255  -0.312 -0.255  -0.115 -0.222  0.086 -0.206  0.287 -0.178  0.485 -0.138  0.681 -0.099
3#kai#kai1#kclee6/E  0.721 1.197  0.700 1.341  0.596 1.440  0.453 1.488  0.310 1.463  0.164 1.443  0.036 1.364  -0.097 1.293  -0.210 1.197  -0.288 1.068  -0.350 0.931  -0.374 0.784  -0.401 0.636  -0.412 0.486  -0.412 0.335  -0.403 0.186  -0.340 0.050  -0.235 -0.054  -0.110 -0.138  0.028 -0.197  0.178 -0.195  0.322 -0.153  0.447 -0.069  0.559 0.028  0.608 0.165  0.576 0.310  0.438 0.328  0.287 0.328  0.140 0.298  -0.002 0.249  -0.122 0.159  -0.205 0.034  -0.297 -0.086  -0.387 -0.202  -0.435 -0.346  -0.483 -0.489  -0.526 -0.633  -0.526 -0.784  -0.526 -0.935  -0.526 -1.086  -0.497 -1.232  -0.401 -1.346  -0.261 -1.372  -0.116 -1.410  0.031 -1.388  0.180 -1.372  0.324 -1.328  0.469 -1.297  0.616 -1.269  0.759 -1.221
3#kai#kai1#kclee6/E  1.114 0.840  1.081 0.985  0.964 1.092  0.833 1.182  0.683 1.232  0.526 1.249  0.375 1.276  0.224 1.226  0.068 1.210  -0.074 1.139  -0.216 1.074  -0.328 0.961  -0.425 0.839  -0.495 0.698  -0.558 0.553  -0.573 0.397  -0.599 0.242  -0.572 0.091  -0.472 -0.032  -0.350 -0.133  -0.201 -0.166  -0.042 -0.166  0.113 -0.140  0.263 -0.088  0.369 0.014  0.350 0.171  0.262 0.290  0.112 0.318  -0.041 0.281  -0.192 0.231  -0.310 0.137  -0.415 0.019  -0.505 -0.107  -0.555 -0.258  -0.637 -0.393  -0.673 -0.548  -0.673 -0.707  -0.673 -0.866  -0.610 -1.006  -0.483 -1.099  -0.347 -1.181  -0.196 -1.231  -0.046 -1.281  0.107 -1.320  0.264 -1.306  0.415 -1.255  0.565 -1.205  0.716 -1.155  0.856 -1.082  1.002 -1.022
3#kai#kai1#kclee6/E  0.819 0.601  0.853 0.770  0.838 0.942  0.745 1.087  0.610 1.198  0.448 1.260  0.276 1.288  0.101 1.288  -0.072 1.280  -0.224 1.206  -0.333 1.070  -0.452 0.942  -0.517 0.780  -0.576 0.617  -0.606 0.445  -0.623 0.271  -0.566 0.109  -0.449 -0.019  -0.292 -0.097  -0.131 -0.155  0.044 -0.155  0.214 -0.116  0.368 -0.038  0.491 0.084  0.544 0.241  0.429 0.365  0.259 0.395  0.088 0.429  -0.083 0.403  -0.231 0.313  -0.356 0.195  -0.472 0.065  -0.556 -0.088  -0.658 -0.229  -0.692 -0.396  -0.750 -0.560  -0.761 -0.733  -0.729 -0.903  -0.633 -1.050  -0.510 -1.169  -0.344 -1.221  -0.178 -1.276  -0.005 -1.288  0.170 -1.288  0.339 -1.254  0.514 -1.254  0.682 -1.208  0.848 -1.153  0.992 -1.054  1.128 -0.944
3#kai#kai1#kclee6/E  1.213 1.159  1.072 1.204  0.928 1.240  0.784 1.276  0.639 1.271  0.493 1.246  0.345 1.242  0.201 1.207  0.060 1.161  -0.060 1.075  -0.161 0.969  -0.227 0.838  -0.284 0.702  -0.346 0.567  -0.378 0.424  -0.378 0.276  -0.351 0.132  -0.266 0.015  -0.146 -0.065  -0.004 -0.106  0.141 -0.131  0.289 -0.131  0.437 -0.131  0.573 -0.114  0.597 0.025  0.531 0.157  0.413 0.244  0.275 0.296  0.128 0.295  -0.012 0.245  -0.144 0.179  -0.253 0.080  -0.358 -0.025  -0.454 -0.137  -0.544 -0.254  -0.642 -0.363  -0.692 -0.502  -0.759 -0.634  -0.765 -0.781  -0.754 -0.927  -0.688 -1.059  -0.588 -1.168  -0.472 -1.258  -0.343 -1.331  -0.207 -1.388  -0.063 -1.421  0.085 -1.421  0.233 -1.418  0.377 -1.382  0.525 -1.378
3#kai#kai1#kclee6/E  0.779 1.032  0.722 1.169  0.614 1.274  0.488 1.355  0.344 1.398  0.196 1.427  0.046 1.430  -0.083 1.360  -0.217 1.291  -0.316 1.182  -0.399 1.057  -0.445 0.915  -0.503 0.777  -0.535 0.634  -0.535 0.484  -0.535 0.333  -0.503 0.187  -0.458 0.043  -0.341 -0.050  -0.211 -0.125  -0.077 -0.193  0.062 -0.242  0.211 -0.225  0.357 -0.188  0.497 -0.138  0.608 -0.041  0.627 0.085  0.534 0.202  0.414 0.275  0.276 0.233  0.141 0.169  0.011 0.096  -0.100 -0.006  -0.206 -0.112  -0.281 -0.238  -0.354 -0.368  -0.411 -0.506  -0.456 -0.650  -0.456 -0.800  -0.446 -0.949  -0.398 -1.092  -0.350 -1.235  -0.261 -1.352  -0.144 -1.445  -0.008 -1.506  0.137 -1.488  0.283 -1.451  0.423 -1.396  0.559 -1.333  0.699 -1.277
3#kai#kai1#kclee6/E  1.162 0.569  1.107 0.707  1.025 0.831  0.933 0.949  0.828 1.054  0.716 1.152  0.582 1.217  0.438 1.251  0.289 1.251  0.147 1.217  0.012 1.155  -0.127 1.099  -0.232 0.993  -0.338 0.888  -0.424 0.766  -0.492 0.633  -0.543 0.493  -0.543 0.344  -0.533 0.196  -0.461 0.070  -0.349 -0.028  -0.214 -0.075  -0.064 -0.075  0.082 -0.052  0.214 0.013  0.220 0.137  0.088 0.194  -0.054 0.217  -0.199 0.179  -0.324 0.106  -0.437 0.008  -0.522 -0.102  -0.570 -0.243  -0.634 -0.378  -0.689 -0.516  -0.695 -0.665  -0.695 -0.814  -0.678 -0.961  -0.597 -1.082  -0.487 -1.180  -0.345 -1.227  -0.200 -1.250  -0.050 -1.250  0.099 -1.250  0.243 -1.215  0.385 -1.169  0.529 -1.132  0.668 -1.076  0.796 -1.001  0.934 -0.947
