1c#apa#apa03#app0358/k  0.098 1.882  -0.025 1.778  -0.209 1.698  -0.283 1.501  -0.396 1.319  -0.473 1.110  -0.520 0.893  -0.643 0.716  -0.643 0.488  -0.655 0.265  -0.766 0.083  -0.766 -0.145  -0.776 -0.372  -0.849 -0.588  -0.890 -0.809  -0.890 -1.037  -0.831 -1.206  -0.736 -1.056  -0.564 -0.906  -0.393 -0.756  -0.221 -0.605  -0.050 -0.455  0.122 -0.305  0.294 -0.155  0.465 -0.005  0.637 0.145  0.808 0.295  0.980 0.446  1.151 0.596  1.086 0.620  0.957 0.518  0.778 0.400  0.674 0.276  0.453 0.260  0.291 0.099  0.092 0.029  -0.103 -0.049  -0.301 -0.123  -0.490 -0.218  -0.643 -0.292  -0.464 -0.341  -0.283 -0.455  -0.059 -0.465  0.162 -0.497  0.368 -0.588  0.595 -0.591  0.773 -0.712  0.963 -0.750  1.086 -0.854  1.086 -1.082
2#apa#apa02#app0240/k  -0.533 0.933  -0.501 0.933  -0.576 0.766  -0.656 0.583  -0.656 0.367  -0.656 0.151  -0.715 -0.051  -0.780 -0.252  -0.780 -0.468  -0.874 -0.645  -0.903 -0.849  -0.903 -1.065  -0.903 -1.281  -0.903 -1.497  -0.807 -1.396  -0.688 -1.216  -0.568 -1.036  -0.448 -0.856  -0.328 -0.677  -0.208 -0.497  -0.088 -0.317  0.032 -0.137  0.151 0.042  0.271 0.222  0.391 0.402  0.511 0.582  0.631 0.762  0.751 0.941  0.871 1.121  0.990 1.301  1.075 1.363  0.951 1.271  0.863 1.092  0.710 0.939  0.557 0.786  0.404 0.633  0.251 0.480  0.086 0.406  -0.038 0.313  -0.132 0.191  -0.099 0.067  -0.006 -0.056  0.086 -0.180  0.209 -0.273  0.333 -0.365  0.471 -0.496  0.580 -0.644  0.766 -0.674  0.859 -0.798  0.951 -0.922
2#art#art01trn/k  0.336 1.873  0.457 1.994  0.492 1.948  0.507 1.780  0.473 1.612  0.420 1.449  0.366 1.287  0.299 1.129  0.217 0.979  0.135 0.828  0.053 0.678  -0.030 0.527  -0.112 0.377  -0.194 0.226  -0.276 0.076  -0.358 -0.075  -0.440 -0.225  -0.534 -0.368  -0.637 -0.505  -0.740 -0.642  -0.797 -0.804  -0.854 -0.965  -0.917 -1.125  -0.811 -1.050  -0.679 -0.940  -0.547 -0.830  -0.416 -0.720  -0.284 -0.611  -0.152 -0.501  -0.021 -0.391  0.111 -0.281  0.243 -0.172  0.375 -0.062  0.506 0.048  0.638 0.158  0.764 0.274  0.775 0.291  0.638 0.192  0.516 0.071  0.395 -0.050  0.274 -0.171  0.144 -0.282  0.019 -0.396  -0.089 -0.528  -0.205 -0.637  -0.169 -0.803  -0.096 -0.958  -0.042 -1.119  0.045 -1.260  0.201 -1.325
2#art#art01trn/k  0.230 1.557  0.237 1.725  0.344 1.846  0.458 1.917  0.539 1.828  0.539 1.659  0.520 1.492  0.473 1.329  0.424 1.166  0.366 1.007  0.308 0.847  0.250 0.688  0.184 0.531  0.114 0.377  0.044 0.222  -0.026 0.068  -0.117 -0.075  -0.208 -0.219  -0.299 -0.362  -0.391 -0.505  -0.493 -0.640  -0.594 -0.776  -0.696 -0.912  -0.805 -1.042  -0.914 -1.173  -0.869 -1.151  -0.737 -1.044  -0.605 -0.937  -0.474 -0.830  -0.342 -0.723  -0.210 -0.616  -0.078 -0.509  0.053 -0.402  0.185 -0.295  0.317 -0.188  0.448 -0.081  0.580 0.026  0.676 0.100  0.532 0.027  0.411 -0.085  0.294 -0.200  0.152 -0.294  -0.002 -0.345  -0.169 -0.359  -0.319 -0.431  -0.244 -0.560  -0.163 -0.708  -0.085 -0.854  0.033 -0.976  0.127 -1.117
3#apb#apb39#app3904/k  -1.118 -1.428  -1.001 -1.327  -0.850 -1.160  -0.706 -0.987  -0.545 -0.830  -0.394 -0.664  -0.258 -0.483  -0.175 -0.275  -0.100 -0.063  -0.057 0.159  -0.015 0.380  0.002 0.605  0.017 0.830  0.031 1.055  0.044 1.280  0.057 1.505  0.059 1.730  0.032 1.947  -0.106 1.815  -0.153 1.595  -0.155 1.369  -0.161 1.144  -0.169 0.919  -0.169 0.694  -0.161 0.468  -0.163 0.243  -0.185 0.019  -0.208 -0.205  -0.223 -0.430  -0.238 -0.655  -0.244 -0.880  -0.244 -1.106  -0.221 -1.135  -0.166 -0.916  -0.103 -0.700  0.012 -0.506  0.129 -0.313  0.247 -0.121  0.376 0.061  0.549 0.206  0.763 0.266  0.917 0.116  0.912 -0.098  0.731 -0.224  0.525 -0.315  0.345 -0.434  0.356 -0.642  0.512 -0.794  0.728 -0.858  0.950 -0.857
2#kai#kai0#yklyu0/k  -0.136 2.385  -0.143 2.198  -0.192 2.017  -0.192 1.828  -0.216 1.643  -0.248 1.460  -0.248 1.271  -0.248 1.082  -0.248 0.894  -0.248 0.705  -0.248 0.516  -0.264 0.330  -0.303 0.148  -0.303 -0.041  -0.303 -0.230  -0.326 -0.415  -0.386 -0.594  -0.446 -0.773  -0.470 -0.958  -0.470 -1.146  -0.470 -1.335  -0.440 -1.181  -0.349 -1.015  -0.259 -0.849  -0.169 -0.684  -0.078 -0.518  0.012 -0.352  0.102 -0.187  0.193 -0.021  0.283 0.145  0.374 0.310  0.464 0.476  0.533 0.557  0.496 0.379  0.421 0.213  0.349 0.076  0.226 -0.039  0.166 -0.218  0.048 -0.353  -0.057 -0.497  -0.031 -0.482  0.129 -0.382  0.289 -0.282  0.365 -0.333  0.365 -0.521  0.444 -0.686  0.477 -0.865  0.525 -1.046  0.584 -1.225  0.644 -1.404
2#kai#kai0#yklyu0/k  -0.014 2.161  -0.025 1.954  -0.091 1.756  -0.151 1.557  -0.205 1.356  -0.247 1.154  -0.281 0.951  -0.347 0.753  -0.364 0.547  -0.422 0.348  -0.432 0.141  -0.480 -0.062  -0.494 -0.268  -0.538 -0.470  -0.570 -0.673  -0.597 -0.877  -0.647 -1.078  -0.658 -1.284  -0.713 -1.419  -0.692 -1.214  -0.636 -1.018  -0.509 -0.853  -0.382 -0.687  -0.255 -0.521  -0.129 -0.356  -0.002 -0.190  0.125 -0.024  0.251 0.141  0.378 0.307  0.505 0.473  0.631 0.638  0.758 0.804  0.831 0.909  0.685 0.761  0.612 0.566  0.490 0.399  0.328 0.275  0.238 0.095  0.088 -0.038  -0.005 -0.219  -0.108 -0.322  0.081 -0.248  0.283 -0.197  0.394 -0.264  0.416 -0.469  0.482 -0.667  0.510 -0.871  0.595 -1.054  0.627 -1.253  0.685 -1.452
2#kai#kai0#yklyu0/k  0.153 2.356  0.099 2.162  0.076 1.963  0.045 1.766  0.045 1.564  0.000 1.367  -0.101 1.193  -0.120 0.996  -0.184 0.804  -0.224 0.608  -0.261 0.412  -0.325 0.220  -0.386 0.027  -0.402 -0.172  -0.466 -0.364  -0.530 -0.556  -0.583 -0.752  -0.642 -0.945  -0.706 -1.137  -0.770 -1.288  -0.782 -1.107  -0.648 -0.955  -0.514 -0.803  -0.381 -0.651  -0.247 -0.499  -0.114 -0.347  0.020 -0.195  0.154 -0.043  0.287 0.109  0.421 0.261  0.555 0.413  0.688 0.565  0.710 0.522  0.588 0.366  0.492 0.194  0.332 0.098  0.296 -0.082  0.136 -0.203  0.018 -0.366  -0.127 -0.507  -0.257 -0.608  -0.075 -0.527  0.102 -0.430  0.280 -0.333  0.393 -0.383  0.468 -0.568  0.530 -0.752  0.572 -0.947  0.636 -1.139  0.746 -1.309
1c#app#app37#app3795/k  -0.310 1.986  -0.310 2.011  -0.310 1.786  -0.332 1.566  -0.433 1.365  -0.435 1.141  -0.435 0.916  -0.435 0.691  -0.435 0.466  -0.435 0.241  -0.435 0.016  -0.435 -0.209  -0.435 -0.434  -0.435 -0.659  -0.435 -0.884  -0.435 -1.109  -0.435 -1.334  -0.435 -1.461  -0.435 -1.236  -0.367 -1.031  -0.245 -0.842  -0.123 -0.654  -0.001 -0.465  0.122 -0.276  0.244 -0.087  0.366 0.102  0.488 0.291  0.610 0.480  0.733 0.668  0.855 0.857  0.869 0.987  0.782 0.830  0.595 0.738  0.478 0.564  0.341 0.389  0.182 0.230  0.023 0.071  -0.137 -0.088  -0.310 -0.168  -0.442 -0.261  -0.452 -0.261  -0.279 -0.386  -0.060 -0.392  0.046 -0.511  0.210 -0.657  0.369 -0.816  0.564 -0.887  0.666 -1.011  0.839 -1.135  0.814 -1.135
1c#app#app12#app1281/k  -0.412 2.048  -0.412 1.861  -0.412 1.674  -0.285 1.539  -0.285 1.352  -0.285 1.165  -0.285 0.978  -0.336 0.803  -0.412 0.634  -0.412 0.447  -0.445 0.264  -0.490 0.083  -0.536 -0.099  -0.539 -0.285  -0.539 -0.472  -0.614 -0.642  -0.666 -0.816  -0.666 -1.003  -0.666 -1.191  -0.666 -1.378  -0.570 -1.223  -0.472 -1.064  -0.375 -0.904  -0.277 -0.745  -0.180 -0.585  -0.082 -0.425  0.016 -0.266  0.113 -0.106  0.211 0.053  0.308 0.213  0.406 0.373  0.503 0.532  0.601 0.692  0.698 0.851  0.731 0.781  0.604 0.647  0.559 0.479  0.426 0.346  0.350 0.191  0.252 0.045  0.223 -0.131  0.223 -0.318  0.223 -0.505  0.223 -0.692  0.317 -0.840  0.491 -0.873  0.678 -0.873  0.865 -0.873  1.052 -0.873  1.239 -0.873
2#apa#apa03#app0339/k  -0.524 1.323  -0.439 1.476  -0.371 1.306  -0.371 1.068  -0.395 0.839  -0.524 0.655  -0.524 0.416  -0.524 0.178  -0.527 -0.059  -0.678 -0.235  -0.678 -0.473  -0.816 -0.654  -0.831 -0.886  -0.831 -1.125  -0.751 -1.283  -0.574 -1.154  -0.426 -0.968  -0.277 -0.782  -0.128 -0.596  0.021 -0.410  0.170 -0.224  0.319 -0.037  0.468 0.149  0.616 0.335  0.765 0.521  0.914 0.707  1.063 0.893  1.081 1.016  0.891 0.899  0.668 0.863  0.430 0.863  0.251 0.719  0.017 0.710  -0.175 0.599  -0.396 0.556  -0.524 0.446  -0.678 0.361  -0.550 0.250  -0.374 0.100  -0.218 0.016  -0.101 -0.174  0.089 -0.244  0.173 -0.447  0.341 -0.616  0.510 -0.784  0.570 -0.997  0.753 -1.130  0.855 -1.266  1.077 -1.283  1.162 -1.436
3#apa#apa10#app1025/k  -0.082 1.718  -0.082 1.898  -0.152 1.779  -0.233 1.617  -0.284 1.449  -0.284 1.269  -0.284 1.089  -0.284 0.908  -0.284 0.728  -0.315 0.551  -0.350 0.374  -0.386 0.197  -0.421 0.020  -0.456 -0.157  -0.505 -0.326  -0.633 -0.454  -0.689 -0.611  -0.689 -0.791  -0.689 -0.971  -0.689 -1.085  -0.689 -0.905  -0.689 -0.725  -0.636 -0.553  -0.579 -0.382  -0.522 -0.211  -0.438 -0.057  -0.310 0.071  -0.183 0.198  -0.048 0.316  0.113 0.397  0.274 0.477  0.449 0.502  0.629 0.502  0.809 0.502  0.931 0.444  0.920 0.265  0.863 0.094  0.806 -0.077  0.749 -0.248  0.646 -0.391  0.518 -0.518  0.391 -0.646  0.239 -0.713  0.149 -0.769  0.230 -0.931  0.310 -1.092  0.474 -1.119  0.654 -1.119  0.804 -1.194  0.931 -1.321
2#apa#apa20#app2062/k  -0.765 2.055  -0.750 1.899  -0.609 1.870  -0.609 1.700  -0.609 1.530  -0.558 1.381  -0.453 1.254  -0.453 1.084  -0.453 0.913  -0.453 0.743  -0.453 0.573  -0.453 0.403  -0.453 0.232  -0.453 0.062  -0.453 -0.108  -0.453 -0.279  -0.453 -0.449  -0.453 -0.619  -0.453 -0.789  -0.413 -0.871  -0.286 -0.758  -0.159 -0.645  -0.031 -0.532  0.096 -0.419  0.223 -0.305  0.350 -0.192  0.478 -0.079  0.605 0.034  0.732 0.147  0.860 0.260  0.901 0.341  0.749 0.296  0.629 0.175  0.508 0.055  0.349 0.029  0.222 -0.076  0.073 -0.127  -0.065 -0.206  -0.141 -0.345  -0.141 -0.515  -0.077 -0.659  0.055 -0.751  0.171 -0.806  0.240 -0.906  0.327 -0.990  0.425 -1.062  0.595 -1.062  0.765 -1.062  0.794 -1.204  0.950 -1.218
1c#apa#apa02#app0242/k  -0.169 1.470  -0.277 1.351  -0.356 1.164  -0.407 0.958  -0.407 0.732  -0.500 0.544  -0.526 0.328  -0.526 0.101  -0.601 -0.107  -0.651 -0.321  -0.764 -0.501  -0.804 -0.711  -0.883 -0.905  -0.982 -1.108  -1.121 -1.281  -1.032 -1.300  -0.868 -1.144  -0.704 -0.988  -0.540 -0.832  -0.376 -0.675  -0.212 -0.519  -0.048 -0.363  0.117 -0.207  0.281 -0.050  0.445 0.106  0.609 0.262  0.773 0.418  0.937 0.575  1.101 0.731  1.265 0.887  1.306 0.994  1.097 0.952  0.902 0.875  0.707 0.799  0.503 0.735  0.300 0.637  0.107 0.556  -0.055 0.399  -0.249 0.320  -0.407 0.228  -0.407 0.002  -0.288 -0.106  -0.191 -0.292  0.004 -0.368  0.164 -0.529  0.359 -0.605  0.554 -0.681  0.736 -0.790  0.944 -0.833  1.139 -0.909
2#app#app06#app0680/k  -0.128 1.646  -0.128 1.443  -0.182 1.249  -0.263 1.063  -0.354 0.882  -0.421 0.690  -0.442 0.491  -0.523 0.307  -0.599 0.122  -0.635 -0.073  -0.677 -0.266  -0.746 -0.452  -0.813 -0.644  -0.834 -0.844  -0.834 -1.047  -0.912 -1.171  -0.805 -1.069  -0.667 -0.922  -0.564 -0.750  -0.420 -0.606  -0.280 -0.460  -0.179 -0.286  -0.035 -0.143  0.108 0.001  0.230 0.164  0.354 0.324  0.497 0.468  0.641 0.612  0.740 0.786  0.915 0.886  1.048 1.034  1.155 1.176  1.105 1.059  0.973 0.905  0.841 0.751  0.709 0.597  0.577 0.443  0.444 0.289  0.312 0.135  0.180 -0.020  0.048 -0.174  -0.084 -0.328  -0.207 -0.485  -0.207 -0.688  -0.128 -0.859  -0.020 -0.971  0.089 -1.140  0.236 -1.255  0.388 -1.379  0.499 -1.490
3#apa#apa00#app0000/k  -0.107 2.021  -0.190 1.826  -0.222 1.619  -0.273 1.415  -0.273 1.203  -0.327 0.998  -0.384 0.794  -0.384 0.581  -0.435 0.375  -0.440 0.164  -0.484 -0.043  -0.495 -0.254  -0.544 -0.459  -0.562 -0.667  -0.607 -0.869  -0.639 -1.076  -0.721 -1.260  -0.802 -1.257  -0.761 -1.079  -0.675 -0.894  -0.561 -0.716  -0.493 -0.530  -0.398 -0.340  -0.303 -0.150  -0.153 -0.016  -0.058 0.174  0.082 0.332  0.208 0.502  0.358 0.652  0.510 0.798  0.667 0.854  0.879 0.854  0.918 0.743  0.785 0.632  0.618 0.522  0.505 0.422  0.394 0.256  0.252 0.102  0.116 -0.054  0.051 -0.202  0.005 -0.256  0.005 -0.468  0.060 -0.668  0.147 -0.844  0.303 -0.979  0.502 -1.035  0.715 -1.035  0.901 -0.972  1.084 -0.901  1.227 -0.813
1c#ced#pnlg5032_s_19/k  -0.254 2.045  -0.306 2.231  -0.319 2.065  -0.310 1.873  -0.302 1.681  -0.282 1.490  -0.282 1.297  -0.254 1.106  -0.254 0.914  -0.254 0.721  -0.254 0.528  -0.254 0.335  -0.254 0.142  -0.254 -0.051  -0.254 -0.244  -0.254 -0.437  -0.265 -0.629  -0.260 -0.818  -0.282 -1.008  -0.266 -1.198  -0.240 -1.387  -0.160 -1.296  -0.074 -1.124  0.011 -0.951  0.097 -0.778  0.183 -0.605  0.269 -0.432  0.355 -0.259  0.441 -0.087  0.526 0.086  0.612 0.259  0.698 0.432  0.775 0.583  0.699 0.406  0.575 0.260  0.430 0.134  0.279 0.016  0.129 -0.106  -0.031 -0.212  -0.203 -0.298  -0.378 -0.377  -0.551 -0.458  -0.497 -0.508  -0.306 -0.519  -0.122 -0.574  0.058 -0.642  0.226 -0.734  0.385 -0.841  0.535 -0.962  0.695 -1.066
1c#app#app06#app0691/k  -0.357 1.135  -0.209 1.242  -0.141 1.368  -0.141 1.561  -0.141 1.378  -0.215 1.203  -0.253 1.019  -0.340 0.846  -0.426 0.674  -0.512 0.501  -0.591 0.325  -0.652 0.142  -0.681 -0.046  -0.716 -0.231  -0.803 -0.403  -0.889 -0.576  -0.918 -0.764  -0.979 -0.947  -1.004 -1.136  -0.915 -1.239  -0.849 -1.084  -0.681 -1.023  -0.574 -0.863  -0.467 -0.702  -0.331 -0.565  -0.195 -0.429  -0.058 -0.292  0.077 -0.155  0.163 0.018  0.317 0.123  0.470 0.236  0.570 0.399  0.708 0.487  0.848 0.614  0.985 0.751  1.153 0.811  1.153 0.618  1.046 0.464  0.923 0.314  0.801 0.165  0.679 0.016  0.557 -0.134  0.435 -0.283  0.312 -0.433  0.190 -0.582  0.234 -0.751  0.402 -0.811  0.551 -0.915  0.637 -1.023  0.830 -1.023
1c#app#app32#app3264/k  -0.772 1.583  -0.652 1.404  -0.770 1.224  -0.772 0.995  -0.772 0.766  -0.772 0.537  -0.772 0.308  -0.772 0.079  -0.772 -0.151  -0.772 -0.380  -0.673 -0.568  -0.652 -0.788  -0.652 -1.017  -0.652 -1.247  -0.681 -1.463  -0.717 -1.470  -0.592 -1.278  -0.467 -1.086  -0.342 -0.894  -0.217 -0.702  -0.091 -0.510  0.034 -0.318  0.159 -0.126  0.284 0.066  0.409 0.258  0.535 0.450  0.660 0.642  0.785 0.834  0.910 1.026  1.036 1.218  0.964 1.026  0.802 0.864  0.640 0.702  0.478 0.540  0.316 0.378  0.153 0.216  -0.036 0.099  -0.254 0.026  -0.360 -0.106  -0.352 -0.227  -0.140 -0.152  0.041 -0.017  0.257 0.014  0.486 0.014  0.704 -0.014  0.796 -0.205  0.917 -0.384  1.038 -0.493  1.038 -0.722  1.038 -0.951
2#apb#apb16#app1612/k  0.391 2.198  0.439 2.063  0.403 1.919  0.367 1.775  0.323 1.634  0.274 1.494  0.226 1.354  0.176 1.214  0.124 1.075  0.071 0.937  0.019 0.798  -0.034 0.659  -0.087 0.521  -0.140 0.383  -0.194 0.244  -0.248 0.106  -0.302 -0.032  -0.349 -0.172  -0.393 -0.314  -0.437 -0.456  -0.481 -0.597  -0.527 -0.738  -0.574 -0.879  -0.610 -1.021  -0.610 -1.169  -0.610 -1.318  -0.553 -1.219  -0.455 -1.109  -0.371 -0.987  -0.287 -0.865  -0.197 -0.747  -0.107 -0.629  -0.013 -0.514  0.088 -0.406  0.190 -0.298  0.283 -0.184  0.367 -0.062  0.454 0.058  0.573 0.147  0.627 0.168  0.548 0.044  0.451 -0.069  0.366 -0.190  0.282 -0.312  0.197 -0.434  0.114 -0.557  0.059 -0.695  -0.004 -0.829  0.015 -0.970  0.154 -1.022
3#app#app09#app0904/k  -0.947 1.577  -0.900 1.663  -0.814 1.499  -0.711 1.341  -0.664 1.160  -0.531 1.012  -0.442 0.833  -0.412 0.640  -0.322 0.461  -0.280 0.270  -0.280 0.070  -0.280 -0.130  -0.226 -0.322  -0.162 -0.512  -0.147 -0.709  -0.147 -0.910  -0.139 -1.075  -0.049 -0.896  0.041 -0.716  0.130 -0.537  0.220 -0.358  0.309 -0.179  0.399 0.000  0.488 0.179  0.578 0.358  0.668 0.538  0.757 0.717  0.787 0.910  0.720 1.044  0.520 1.043  0.431 0.864  0.285 0.777  0.134 0.657  -0.008 0.515  -0.149 0.374  -0.291 0.232  -0.414 0.083  -0.414 -0.118  -0.414 -0.318  -0.414 -0.518  -0.300 -0.671  -0.203 -0.845  -0.073 -0.958  -0.008 -1.097  0.139 -1.225  0.340 -1.225  0.524 -1.293  0.709 -1.358  0.909 -1.358  1.054 -1.492
1c#tos#t3#t3050062/k  -0.133 1.303  -0.122 1.385  -0.301 1.133  -0.479 0.880  -0.657 0.628  -0.835 0.375  -1.014 0.123  -1.151 -0.114  -0.903 -0.055  -0.624 0.048  -0.371 0.219  -0.135 0.410  0.102 0.605  0.320 0.817  0.501 1.044  0.390 1.289  0.172 1.388  -0.091 1.390  -0.252 1.189  -0.303 0.892  -0.345 0.588  -0.473 0.322  -0.505 0.018  -0.557 -0.286  -0.557 -0.595  -0.598 -0.897  -0.600 -1.206  -0.557 -1.473  -0.436 -1.472  -0.250 -1.269  -0.060 -1.027  0.105 -0.766  0.270 -0.506  0.431 -0.242  0.625 -0.016  0.805 0.235  1.042 0.400  1.055 0.120  0.921 -0.110  0.748 -0.361  0.510 -0.556  0.234 -0.691  -0.048 -0.664  -0.091 -0.365  0.120 -0.267  0.349 -0.433  0.610 -0.586  0.812 -0.780  1.062 -0.949  1.267 -1.115
3#app#app12#app1221/k  -0.611 1.915  -0.611 1.678  -0.611 1.441  -0.611 1.204  -0.611 0.967  -0.611 0.731  -0.611 0.494  -0.611 0.257  -0.611 0.020  -0.514 -0.177  -0.430 -0.379  -0.430 -0.616  -0.327 -0.828  -0.249 -1.047  -0.249 -1.284  -0.249 -1.521  -0.087 -1.690  -0.017 -1.507  0.041 -1.277  0.098 -1.047  0.156 -0.818  0.213 -0.588  0.270 -0.358  0.328 -0.128  0.385 0.102  0.443 0.331  0.500 0.561  0.558 0.791  0.615 1.021  0.613 1.146  0.446 0.978  0.271 0.828  0.114 0.748  -0.021 0.646  -0.202 0.511  -0.370 0.344  -0.430 0.132  -0.611 0.076  -0.611 -0.161  -0.474 -0.260  -0.418 -0.441  -0.201 -0.394  -0.020 -0.260  0.217 -0.260  0.454 -0.260  0.691 -0.260  0.928 -0.260  1.165 -0.260  1.343 -0.402  1.564 -0.441
2#apa#apa03#app0332/k  -0.468 1.816  -0.321 1.735  -0.321 1.507  -0.253 1.306  -0.173 1.110  -0.173 0.882  -0.173 0.653  -0.218 0.443  -0.321 0.257  -0.321 0.028  -0.321 -0.201  -0.343 -0.420  -0.468 -0.597  -0.468 -0.826  -0.535 -0.988  -0.616 -1.136  -0.575 -1.213  -0.459 -1.016  -0.343 -0.819  -0.227 -0.622  -0.111 -0.425  0.005 -0.227  0.121 -0.030  0.237 0.167  0.353 0.364  0.469 0.561  0.585 0.758  0.701 0.955  0.817 1.153  0.860 1.083  0.697 0.931  0.496 0.862  0.335 0.701  0.133 0.636  -0.035 0.488  -0.237 0.424  -0.321 0.230  -0.468 0.149  -0.468 -0.080  -0.410 -0.250  -0.321 -0.390  -0.164 -0.554  -0.003 -0.715  0.122 -0.892  0.255 -0.988  0.337 -1.136  0.522 -1.240  0.715 -1.358  0.860 -1.497  1.008 -1.578
2#apa#apa15#app1522/k  -0.495 1.837  -0.495 1.620  -0.495 1.403  -0.495 1.186  -0.495 0.969  -0.495 0.751  -0.495 0.534  -0.495 0.317  -0.495 0.100  -0.495 -0.117  -0.495 -0.335  -0.495 -0.552  -0.495 -0.769  -0.495 -0.986  -0.495 -1.203  -0.495 -1.421  -0.349 -1.492  -0.240 -1.329  -0.154 -1.129  -0.069 -0.929  0.017 -0.730  0.102 -0.530  0.188 -0.331  0.274 -0.131  0.359 0.069  0.445 0.268  0.530 0.468  0.616 0.668  0.701 0.867  0.787 1.067  0.616 1.098  0.584 0.913  0.370 0.892  0.164 0.824  -0.042 0.755  -0.241 0.669  -0.436 0.572  -0.495 0.392  -0.495 0.175  -0.288 0.151  -0.135 -0.002  -0.112 -0.210  0.042 -0.364  0.219 -0.488  0.400 -0.609  0.580 -0.729  0.772 -0.831  0.966 -0.928  1.073 -1.113  1.170 -1.307
2#apb#apb41#app4139/k  -0.368 1.759  -0.401 1.676  -0.454 1.472  -0.508 1.269  -0.562 1.066  -0.612 0.861  -0.662 0.657  -0.702 0.451  -0.721 0.241  -0.740 0.032  -0.747 -0.178  -0.747 -0.389  -0.715 -0.595  -0.659 -0.798  -0.583 -0.993  -0.707 -0.895  -0.851 -0.742  -0.741 -0.563  -0.592 -0.414  -0.435 -0.274  -0.268 -0.147  -0.099 -0.021  0.074 0.098  0.247 0.218  0.422 0.334  0.601 0.446  0.779 0.557  0.961 0.662  1.135 0.779  1.210 0.848  1.041 0.722  0.876 0.592  0.710 0.463  0.544 0.333  0.378 0.204  0.212 0.074  0.047 -0.055  -0.119 -0.185  -0.285 -0.314  -0.451 -0.444  -0.430 -0.574  -0.257 -0.694  -0.065 -0.776  0.134 -0.845  0.336 -0.903  0.539 -0.958  0.744 -1.004  0.953 -1.018  1.164 -1.018  1.374 -1.018
2#tos#t2#t2017063/k  -0.182 2.335  -0.260 2.184  -0.294 2.007  -0.294 1.808  -0.294 1.609  -0.294 1.410  -0.294 1.211  -0.294 1.013  -0.294 0.814  -0.294 0.615  -0.294 0.416  -0.294 0.217  -0.294 0.019  -0.294 -0.180  -0.294 -0.379  -0.349 -0.569  -0.363 -0.765  -0.406 -0.953  -0.406 -1.152  -0.380 -1.252  -0.283 -1.079  -0.186 -0.905  -0.089 -0.731  0.008 -0.558  0.105 -0.384  0.201 -0.211  0.298 -0.037  0.395 0.136  0.492 0.310  0.589 0.483  0.600 0.596  0.544 0.453  0.423 0.370  0.267 0.267  0.191 0.090  0.008 0.014  -0.122 -0.116  -0.260 -0.180  -0.294 -0.345  -0.434 -0.404  -0.292 -0.406  -0.182 -0.560  -0.037 -0.639  0.129 -0.713  0.314 -0.772  0.458 -0.901  0.618 -0.963  0.817 -0.963  0.848 -1.130  1.047 -1.130
2#art#art03trn/k  -0.520 -0.441  -0.465 -0.238  -0.339 -0.069  -0.196 0.091  -0.062 0.256  0.034 0.448  0.130 0.640  0.187 0.847  0.239 1.055  0.289 1.264  0.319 1.476  0.323 1.690  0.323 1.905  0.239 1.935  0.165 1.735  0.093 1.536  0.067 1.323  0.032 1.111  -0.004 0.900  -0.048 0.690  -0.093 0.480  -0.141 0.271  -0.193 0.063  -0.249 -0.145  -0.312 -0.350  -0.375 -0.555  -0.431 -0.762  -0.487 -0.969  -0.533 -1.178  -0.578 -1.388  -0.508 -1.453  -0.411 -1.267  -0.281 -1.096  -0.157 -0.922  -0.052 -0.734  0.060 -0.552  0.199 -0.389  0.330 -0.219  0.455 -0.045  0.611 0.072  0.653 -0.122  0.572 -0.316  0.416 -0.458  0.232 -0.568  0.039 -0.658  -0.154 -0.747  -0.127 -0.871  0.043 -1.000  0.231 -1.101  0.433 -1.174
2#art#art03trn/k  -0.851 -0.383  -0.663 -0.323  -0.505 -0.195  -0.364 -0.047  -0.224 0.103  -0.084 0.253  0.028 0.423  0.138 0.596  0.256 0.764  0.364 0.937  0.462 1.117  0.544 1.304  0.594 1.503  0.657 1.698  0.583 1.884  0.431 1.790  0.357 1.599  0.284 1.407  0.225 1.211  0.176 1.012  0.130 0.813  0.077 0.615  0.021 0.418  -0.035 0.221  -0.092 0.024  -0.148 -0.173  -0.204 -0.370  -0.260 -0.567  -0.323 -0.762  -0.388 -0.957  -0.475 -1.142  -0.563 -1.326  -0.583 -1.493  -0.476 -1.319  -0.379 -1.138  -0.296 -0.951  -0.201 -0.770  -0.100 -0.592  0.014 -0.421  0.134 -0.256  0.275 -0.110  0.449 -0.114  0.449 -0.291  0.382 -0.483  0.277 -0.659  0.145 -0.808  -0.042 -0.884  -0.226 -0.962  -0.083 -1.068  0.114 -1.123
