1c#apa#apa03#app0358/x  -1.011 0.751  -1.011 0.575  -0.892 0.448  -0.826 0.299  -0.774 0.144  -0.650 0.020  -0.641 -0.152  -0.487 -0.174  -0.353 -0.277  -0.271 -0.419  -0.220 -0.544  -0.056 -0.573  0.068 -0.698  0.231 -0.729  0.407 -0.729  0.583 -0.729  0.673 -0.626  0.704 -0.453  0.736 -0.280  0.767 -0.106  0.799 0.067  0.830 0.240  0.862 0.413  0.893 0.586  0.925 0.759  0.956 0.932  0.988 1.106  1.019 1.279  1.024 1.157  0.884 1.121  0.747 1.028  0.622 0.904  0.498 0.779  0.373 0.655  0.239 0.543  0.082 0.465  -0.075 0.386  -0.086 0.216  -0.155 0.057  -0.234 -0.101  -0.337 -0.241  -0.461 -0.365  -0.586 -0.489  -0.710 -0.614  -0.826 -0.742  -0.828 -0.917  -0.953 -1.041  -1.077 -1.166  -1.195 -1.293  -1.195 -1.469
1c#gmd#monu/x  -1.213 1.130  -1.200 1.130  -1.111 1.054  -0.975 0.937  -0.816 0.832  -0.658 0.726  -0.501 0.620  -0.395 0.462  -0.285 0.309  -0.122 0.211  0.041 0.114  0.204 0.016  0.374 -0.070  0.544 -0.155  0.665 -0.289  0.782 -0.426  0.946 -0.521  1.080 -0.655  1.215 -0.789  1.151 -0.695  0.961 -0.688  0.771 -0.680  0.582 -0.673  0.392 -0.665  0.202 -0.657  0.012 -0.650  -0.178 -0.642  -0.368 -0.635  -0.558 -0.627  -0.748 -0.619  -0.938 -0.612  -1.128 -0.604  -1.312 -0.594  -1.168 -0.473  -0.998 -0.388  -0.828 -0.303  -0.668 -0.200  -0.510 -0.094  -0.340 -0.008  -0.170 0.077  -0.012 0.181  0.136 0.299  0.284 0.418  0.437 0.529  0.618 0.589  0.798 0.649  0.978 0.709  1.159 0.769  1.340 0.825  1.530 0.825
1c#gmd#monu/x  -1.032 1.406  -1.146 1.281  -0.957 1.281  -0.809 1.183  -0.675 1.049  -0.542 0.916  -0.408 0.783  -0.303 0.626  -0.198 0.469  -0.077 0.326  0.057 0.192  0.190 0.059  0.350 -0.038  0.510 -0.135  0.643 -0.269  0.757 -0.416  0.842 -0.585  1.016 -0.621  1.185 -0.706  1.226 -0.834  1.145 -0.726  0.956 -0.719  0.768 -0.709  0.579 -0.699  0.391 -0.689  0.202 -0.679  0.014 -0.669  -0.175 -0.659  -0.363 -0.649  -0.552 -0.639  -0.740 -0.629  -0.929 -0.619  -1.117 -0.609  -1.260 -0.601  -1.157 -0.514  -1.023 -0.408  -0.854 -0.324  -0.686 -0.240  -0.517 -0.155  -0.348 -0.071  -0.179 0.014  -0.020 0.115  0.137 0.220  0.283 0.338  0.417 0.471  0.550 0.605  0.706 0.707  0.875 0.792  1.044 0.876  1.226 0.904
1c#aga#nikkshmn/x  -0.896 1.289  -0.782 1.153  -0.676 1.010  -0.571 0.866  -0.464 0.725  -0.352 0.586  -0.279 0.425  -0.211 0.260  -0.134 0.100  -0.061 -0.061  0.017 -0.216  0.110 -0.365  0.179 -0.529  0.265 -0.685  0.307 -0.846  0.433 -0.972  0.515 -0.895  0.541 -0.719  0.566 -0.543  0.591 -0.367  0.616 -0.190  0.641 -0.014  0.666 0.162  0.692 0.338  0.717 0.514  0.742 0.690  0.767 0.866  0.792 1.042  0.817 1.219  0.780 1.193  0.691 1.039  0.611 0.880  0.509 0.737  0.383 0.611  0.272 0.472  0.166 0.330  0.071 0.180  -0.044 0.045  -0.169 -0.082  -0.288 -0.214  -0.398 -0.353  -0.493 -0.503  -0.596 -0.648  -0.703 -0.791  -0.808 -0.934  -0.896 -1.087  -1.006 -1.223  -1.087 -1.381  -1.205 -1.513  -1.339 -1.599
1c#aga#nikkshmn/x  -1.127 1.422  -1.070 1.249  -0.994 1.081  -0.911 0.916  -0.820 0.755  -0.725 0.596  -0.629 0.438  -0.530 0.281  -0.428 0.127  -0.330 -0.030  -0.235 -0.189  -0.133 -0.343  -0.039 -0.500  0.040 -0.667  0.132 -0.827  0.240 -0.977  0.321 -1.134  0.293 -1.014  0.334 -0.834  0.376 -0.654  0.417 -0.473  0.459 -0.293  0.500 -0.113  0.542 0.068  0.583 0.248  0.625 0.428  0.666 0.609  0.708 0.789  0.749 0.969  0.791 1.150  0.832 1.330  0.808 1.191  0.697 1.045  0.614 0.879  0.527 0.716  0.441 0.552  0.356 0.388  0.273 0.222  0.198 0.053  0.107 -0.108  0.014 -0.268  -0.073 -0.431  -0.170 -0.586  -0.304 -0.711  -0.392 -0.874  -0.498 -1.025  -0.612 -1.171  -0.738 -1.306  -0.880 -1.424  -1.005 -1.548
1c#aga#nikkshmn/x  -0.731 1.361  -0.699 1.197  -0.628 1.041  -0.544 0.892  -0.462 0.742  -0.391 0.586  -0.312 0.435  -0.236 0.281  -0.166 0.125  -0.095 -0.031  -0.023 -0.186  0.074 -0.326  0.186 -0.456  0.268 -0.599  0.396 -0.705  0.543 -0.791  0.654 -0.791  0.664 -0.620  0.674 -0.450  0.683 -0.279  0.693 -0.108  0.703 0.063  0.713 0.234  0.723 0.405  0.733 0.576  0.743 0.747  0.753 0.918  0.762 1.089  0.771 1.221  0.651 1.100  0.569 0.949  0.471 0.809  0.376 0.667  0.282 0.524  0.201 0.373  0.112 0.227  0.010 0.090  -0.091 -0.048  -0.193 -0.186  -0.291 -0.326  -0.395 -0.462  -0.502 -0.595  -0.615 -0.724  -0.707 -0.869  -0.802 -1.011  -0.907 -1.146  -1.013 -1.280  -1.113 -1.419  -1.201 -1.563  -1.291 -1.683
1c#aga#nikkshmn/x  -0.866 1.534  -0.775 1.383  -0.708 1.218  -0.632 1.058  -0.576 0.889  -0.510 0.724  -0.447 0.557  -0.386 0.391  -0.333 0.221  -0.290 0.048  -0.226 -0.116  -0.163 -0.282  -0.078 -0.438  0.010 -0.593  0.123 -0.728  0.200 -0.879  0.292 -0.921  0.332 -0.748  0.371 -0.574  0.411 -0.401  0.450 -0.228  0.489 -0.054  0.529 0.119  0.568 0.293  0.608 0.466  0.647 0.640  0.687 0.813  0.726 0.987  0.765 1.160  0.776 1.249  0.694 1.096  0.626 0.932  0.547 0.773  0.462 0.616  0.384 0.456  0.313 0.293  0.227 0.139  0.128 -0.009  0.046 -0.167  -0.037 -0.324  -0.126 -0.478  -0.223 -0.627  -0.316 -0.779  -0.403 -0.934  -0.494 -1.086  -0.583 -1.240  -0.670 -1.394  -0.753 -1.549  -0.870 -1.676  -0.948 -1.829
3#ced#naty7589/x  -1.409 0.086  -1.396 0.233  -1.440 0.381  -1.416 0.532  -1.276 0.553  -1.124 0.531  -0.981 0.472  -0.839 0.408  -0.701 0.339  -0.569 0.258  -0.441 0.171  -0.310 0.087  -0.191 -0.011  -0.077 -0.116  0.056 -0.196  0.149 -0.320  0.273 -0.413  0.383 -0.523  0.505 -0.618  0.617 -0.725  0.742 -0.756  0.856 -0.651  0.970 -0.546  1.084 -0.441  1.198 -0.336  1.313 -0.231  1.427 -0.126  1.487 0.003  1.445 0.151  1.374 0.287  1.266 0.399  1.133 0.479  0.981 0.491  0.826 0.491  0.675 0.459  0.523 0.428  0.383 0.363  0.232 0.329  0.098 0.253  -0.043 0.189  -0.177 0.111  -0.321 0.053  -0.454 -0.027  -0.592 -0.098  -0.722 -0.181  -0.845 -0.275  -0.974 -0.361  -1.111 -0.435  -1.237 -0.521  -1.347 -0.631
3#ced#naty7589/x  -0.899 0.590  -0.938 0.765  -1.020 0.926  -0.984 0.904  -0.880 0.761  -0.762 0.627  -0.643 0.490  -0.539 0.340  -0.431 0.194  -0.307 0.062  -0.208 -0.090  -0.088 -0.227  0.028 -0.366  0.140 -0.510  0.249 -0.656  0.347 -0.809  0.448 -0.960  0.561 -1.101  0.643 -1.067  0.684 -0.890  0.725 -0.713  0.766 -0.536  0.807 -0.359  0.848 -0.181  0.889 -0.004  0.930 0.173  0.971 0.350  1.012 0.527  1.026 0.708  0.987 0.881  0.922 1.050  0.778 1.140  0.604 1.099  0.480 0.971  0.379 0.820  0.260 0.683  0.144 0.543  0.047 0.390  -0.042 0.231  -0.150 0.085  -0.248 -0.068  -0.359 -0.212  -0.485 -0.343  -0.603 -0.481  -0.708 -0.629  -0.831 -0.760  -0.948 -0.896  -1.070 -1.027  -1.204 -1.149  -1.333 -1.277
3#app#app34#app3456/x  -1.245 1.038  -1.099 0.983  -0.988 0.891  -0.834 0.774  -0.691 0.631  -0.652 0.445  -0.509 0.302  -0.366 0.159  -0.275 -0.022  -0.165 -0.189  -0.022 -0.332  0.121 -0.475  0.223 -0.635  0.303 -0.804  0.370 -0.979  0.517 -1.034  0.568 -1.216  0.664 -1.378  0.786 -1.458  0.784 -1.283  0.754 -1.083  0.724 -0.883  0.694 -0.683  0.664 -0.483  0.634 -0.283  0.604 -0.083  0.574 0.117  0.544 0.317  0.514 0.517  0.484 0.717  0.454 0.918  0.424 1.118  0.394 1.318  0.370 1.439  0.370 1.237  0.264 1.079  0.223 0.893  0.076 0.838  -0.001 0.667  -0.144 0.524  -0.217 0.353  -0.326 0.195  -0.365 0.009  -0.508 -0.134  -0.600 -0.314  -0.658 -0.502  -0.785 -0.577  -0.805 -0.760  -0.896 -0.871  -0.952 -1.018
2#apb#apb05#app0530/x  -1.252 1.404  -1.200 1.274  -1.120 1.114  -1.019 0.967  -0.907 0.827  -0.783 0.698  -0.657 0.571  -0.530 0.445  -0.404 0.318  -0.277 0.192  -0.156 0.060  -0.036 -0.073  0.063 -0.222  0.157 -0.374  0.228 -0.537  0.280 -0.708  0.343 -0.875  0.425 -1.033  0.543 -1.164  0.653 -1.181  0.672 -1.003  0.690 -0.825  0.709 -0.647  0.728 -0.469  0.747 -0.291  0.766 -0.113  0.785 0.065  0.803 0.243  0.822 0.421  0.841 0.599  0.860 0.777  0.879 0.955  0.772 1.058  0.615 0.975  0.501 0.836  0.388 0.698  0.258 0.575  0.126 0.453  0.000 0.328  -0.097 0.177  -0.194 0.027  -0.293 -0.122  -0.401 -0.265  -0.508 -0.408  -0.610 -0.555  -0.690 -0.715  -0.770 -0.875  -0.845 -1.038  -0.917 -1.202  -0.988 -1.366
2#app#app11#app1152/x  -1.279 0.673  -1.171 0.578  -0.993 0.552  -0.899 0.388  -0.728 0.312  -0.672 0.126  -0.542 0.007  -0.364 -0.052  -0.260 -0.224  -0.132 -0.379  0.012 -0.522  0.173 -0.644  0.342 -0.757  0.507 -0.849  0.670 -0.944  0.778 -1.040  0.886 -1.135  0.921 -1.135  0.813 -1.040  0.709 -0.934  0.541 -0.849  0.461 -0.686  0.434 -0.495  0.434 -0.292  0.434 -0.089  0.434 0.114  0.459 0.292  0.529 0.425  0.529 0.628  0.592 0.768  0.624 0.939  0.624 1.142  0.624 1.345  0.624 1.510  0.534 1.345  0.407 1.187  0.280 1.028  0.153 0.869  0.026 0.711  -0.100 0.552  -0.227 0.394  -0.370 0.250  -0.514 0.106  -0.641 -0.049  -0.725 -0.234  -0.789 -0.426  -0.885 -0.605  -0.989 -0.779  -1.093 -0.953  -1.184 -1.135
3#app#app32#app3259/x  -1.022 1.702  -1.022 1.513  -0.911 1.369  -0.800 1.225  -0.800 1.036  -0.666 0.902  -0.532 0.768  -0.398 0.634  -0.356 0.462  -0.287 0.301  -0.153 0.167  -0.019 0.033  0.088 -0.113  0.092 -0.300  0.226 -0.434  0.360 -0.568  0.494 -0.702  0.629 -0.836  0.754 -0.974  0.754 -1.164  0.754 -1.353  0.741 -1.268  0.724 -1.080  0.707 -0.891  0.690 -0.702  0.672 -0.513  0.655 -0.325  0.638 -0.136  0.621 0.053  0.604 0.242  0.587 0.431  0.569 0.619  0.552 0.808  0.535 0.997  0.532 0.886  0.448 0.731  0.314 0.597  0.180 0.463  0.046 0.329  -0.088 0.195  -0.222 0.061  -0.356 -0.073  -0.356 -0.262  -0.513 -0.295  -0.666 -0.383  -0.800 -0.517  -0.934 -0.651  -1.022 -0.804  -1.022 -0.994  -1.022 -1.183
3#apa#apa03#app0366/x  -0.655 1.209  -0.655 1.024  -0.627 0.847  -0.545 0.682  -0.502 0.508  -0.502 0.323  -0.502 0.139  -0.481 -0.037  -0.351 -0.167  -0.221 -0.297  -0.196 -0.471  -0.115 -0.636  -0.027 -0.797  0.103 -0.927  0.125 -1.103  0.255 -1.233  0.386 -1.363  0.557 -1.395  0.590 -1.225  0.612 -1.042  0.633 -0.859  0.655 -0.676  0.676 -0.493  0.698 -0.310  0.719 -0.127  0.741 0.056  0.762 0.239  0.784 0.422  0.805 0.605  0.827 0.788  0.848 0.971  0.870 1.154  0.747 1.209  0.716 1.053  0.541 0.995  0.366 0.936  0.210 0.848  0.080 0.718  -0.051 0.588  -0.181 0.457  -0.311 0.327  -0.442 0.197  -0.572 0.067  -0.702 -0.064  -0.832 -0.194  -0.963 -0.324  -1.093 -0.455  -1.115 -0.630  -1.245 -0.760  -1.420 -0.782
2#app#app13#app1396/x  -1.492 1.143  -1.492 0.932  -1.492 0.721  -1.353 0.649  -1.142 0.649  -0.951 0.602  -0.802 0.453  -0.653 0.303  -0.504 0.154  -0.354 0.005  -0.205 -0.144  -0.056 -0.293  -0.011 -0.485  -0.011 -0.696  0.064 -0.832  0.275 -0.832  0.483 -0.834  0.483 -1.045  0.483 -1.256  0.511 -1.187  0.552 -0.980  0.593 -0.774  0.635 -0.567  0.676 -0.360  0.717 -0.153  0.759 0.053  0.800 0.260  0.841 0.467  0.883 0.674  0.924 0.880  0.965 1.087  0.976 0.988  0.976 0.777  0.894 0.649  0.683 0.649  0.473 0.649  0.262 0.649  0.051 0.649  -0.011 0.500  -0.011 0.289  -0.088 0.155  -0.299 0.155  -0.504 0.150  -0.504 -0.061  -0.504 -0.272  -0.504 -0.482  -0.504 -0.693  -0.504 -0.904  -0.504 -1.115  -0.504 -1.326
3#apa#apa03#app0363/x  -1.172 0.582  -1.172 0.402  -1.028 0.366  -0.956 0.258  -0.884 0.151  -0.715 0.125  -0.587 -0.002  -0.434 -0.065  -0.270 -0.104  -0.143 -0.231  -0.015 -0.359  0.112 -0.486  0.287 -0.497  0.430 -0.588  0.558 -0.713  0.738 -0.713  0.771 -0.860  0.882 -0.929  0.979 -0.854  0.961 -0.675  0.944 -0.496  0.926 -0.317  0.908 -0.138  0.890 0.041  0.872 0.220  0.854 0.399  0.836 0.578  0.818 0.757  0.800 0.936  0.782 1.115  0.771 1.165  0.742 1.014  0.562 1.014  0.401 0.937  0.240 0.856  0.123 0.748  0.114 0.573  -0.014 0.445  -0.141 0.318  -0.268 0.191  -0.395 0.064  -0.523 -0.064  -0.650 -0.191  -0.777 -0.318  -0.904 -0.445  -1.032 -0.573  -1.159 -0.700  -1.286 -0.827  -1.388 -0.965  -1.388 -1.145
1c#art#art03trn/x  -1.246 1.369  -1.114 1.238  -0.990 1.100  -0.887 0.946  -0.744 0.831  -0.605 0.712  -0.502 0.558  -0.399 0.403  -0.295 0.248  -0.192 0.093  -0.096 -0.066  0.000 -0.225  0.090 -0.388  0.173 -0.554  0.256 -0.720  0.339 -0.887  0.422 -1.053  0.493 -1.225  0.562 -1.398  0.590 -1.318  0.600 -1.132  0.611 -0.947  0.621 -0.761  0.632 -0.575  0.643 -0.390  0.653 -0.204  0.664 -0.018  0.674 0.167  0.685 0.353  0.696 0.539  0.706 0.724  0.717 0.910  0.727 1.095  0.689 1.172  0.557 1.040  0.427 0.908  0.324 0.753  0.205 0.611  0.079 0.475  -0.039 0.331  -0.157 0.187  -0.274 0.043  -0.392 -0.101  -0.510 -0.245  -0.624 -0.391  -0.736 -0.540  -0.846 -0.690  -0.954 -0.842  -1.062 -0.993  -1.170 -1.144
1c#art#art03trn/x  -1.061 1.195  -0.968 1.031  -0.841 0.892  -0.780 0.712  -0.626 0.613  -0.530 0.449  -0.434 0.285  -0.339 0.121  -0.243 -0.043  -0.147 -0.207  -0.072 -0.382  -0.001 -0.558  0.081 -0.729  0.164 -0.900  0.235 -1.076  0.306 -1.252  0.391 -1.422  0.476 -1.592  0.515 -1.566  0.515 -1.376  0.515 -1.186  0.515 -0.996  0.515 -0.806  0.515 -0.616  0.515 -0.426  0.515 -0.236  0.515 -0.046  0.515 0.144  0.515 0.334  0.515 0.524  0.515 0.714  0.515 0.904  0.515 1.094  0.515 1.284  0.515 1.474  0.437 1.332  0.353 1.177  0.220 1.041  0.108 0.887  -0.003 0.733  -0.115 0.580  -0.227 0.426  -0.339 0.272  -0.411 0.097  -0.482 -0.079  -0.577 -0.243  -0.675 -0.406  -0.778 -0.566  -0.884 -0.724  -0.989 -0.882
1c#art#art03trn/x  -1.108 1.044  -0.929 1.011  -0.755 0.947  -0.612 0.841  -0.530 0.675  -0.447 0.510  -0.364 0.344  -0.281 0.178  -0.198 0.013  -0.141 -0.162  -0.105 -0.344  -0.051 -0.519  0.032 -0.685  0.092 -0.858  0.129 -1.040  0.173 -1.109  0.235 -0.934  0.297 -0.760  0.359 -0.585  0.421 -0.411  0.483 -0.236  0.545 -0.062  0.607 0.113  0.669 0.288  0.731 0.462  0.793 0.637  0.855 0.811  0.916 0.986  0.978 1.160  1.021 1.224  1.021 1.039  0.971 0.865  0.875 0.707  0.768 0.557  0.625 0.438  0.483 0.320  0.341 0.201  0.199 0.083  0.056 -0.036  -0.086 -0.154  -0.234 -0.266  -0.388 -0.368  -0.542 -0.471  -0.692 -0.580  -0.834 -0.699  -0.976 -0.817  -1.119 -0.935  -1.273 -1.038  -1.428 -1.140  -1.582 -1.243
1c#pri#pri0#000/x  -1.372 1.123  -1.206 1.228  -1.019 1.294  -0.821 1.299  -0.633 1.241  -0.459 1.145  -0.328 0.997  -0.236 0.821  -0.155 0.639  -0.089 0.452  -0.040 0.258  0.017 0.068  0.089 -0.118  0.191 -0.288  0.344 -0.414  0.526 -0.491  0.721 -0.526  0.920 -0.531  1.117 -0.503  1.313 -0.467  1.506 -0.418  1.435 -0.410  1.237 -0.423  1.038 -0.436  0.839 -0.450  0.640 -0.463  0.442 -0.476  0.243 -0.490  0.044 -0.503  -0.154 -0.516  -0.353 -0.530  -0.552 -0.543  -0.750 -0.556  -0.949 -0.569  -1.148 -0.583  -1.346 -0.596  -1.256 -0.470  -1.086 -0.368  -0.908 -0.277  -0.728 -0.194  -0.544 -0.116  -0.359 -0.042  -0.174 0.031  0.013 0.100  0.200 0.167  0.386 0.238  0.571 0.311  0.757 0.382  0.944 0.451  1.131 0.519
2#app#app12#app1270/x  -0.882 1.369  -0.745 1.232  -0.607 1.094  -0.470 0.957  -0.332 0.819  -0.231 0.666  -0.210 0.480  -0.073 0.343  -0.014 0.172  0.075 0.067  0.203 0.000  0.203 -0.194  0.218 -0.383  0.356 -0.520  0.420 -0.688  0.502 -0.801  0.696 -0.801  0.847 -0.765  0.809 -0.575  0.771 -0.384  0.733 -0.193  0.694 -0.002  0.656 0.189  0.618 0.380  0.580 0.570  0.542 0.761  0.504 0.952  0.465 1.143  0.427 1.334  0.308 1.258  0.203 1.107  0.187 0.919  0.049 0.781  -0.014 0.613  -0.014 0.418  -0.057 0.241  -0.194 0.104  -0.231 -0.076  -0.231 -0.270  -0.329 -0.367  -0.448 -0.442  -0.448 -0.637  -0.448 -0.831  -0.454 -1.024  -0.591 -1.161  -0.665 -1.325  -0.733 -1.452  -0.882 -1.497  -0.882 -1.692  -0.882 -1.887
3#apa#apa12#app1299/x  1.292 1.239  1.260 1.052  1.118 0.910  0.980 0.766  0.929 0.616  0.757 0.548  0.668 0.384  0.583 0.219  0.411 0.148  0.357 0.002  0.222 -0.143  0.080 -0.285  -0.062 -0.427  -0.204 -0.569  -0.379 -0.631  -0.534 -0.742  -0.716 -0.787  -0.864 -0.916  -0.897 -1.099  -1.046 -1.151  -1.023 -1.161  -0.974 -0.966  -0.925 -0.771  -0.877 -0.576  -0.828 -0.382  -0.779 -0.187  -0.731 0.008  -0.682 0.203  -0.633 0.398  -0.585 0.592  -0.536 0.787  -0.487 0.982  -0.438 1.177  -0.286 1.239  -0.267 1.058  -0.217 0.878  -0.111 0.721  -0.111 0.520  0.029 0.460  0.045 0.275  0.119 0.148  0.201 0.029  0.317 -0.124  0.459 -0.266  0.512 -0.444  0.678 -0.485  0.820 -0.627  0.962 -0.769  1.104 -0.911  1.292 -0.943
2#lav#lav3#cl_0001/x  1.041 1.356  0.896 1.223  0.778 1.071  0.700 0.890  0.640 0.703  0.580 0.516  0.485 0.344  0.380 0.178  0.262 0.021  0.161 -0.146  0.077 -0.323  -0.062 -0.462  -0.200 -0.601  -0.320 -0.757  -0.445 -0.909  -0.578 -1.054  -0.717 -1.194  -0.856 -1.333  -0.774 -1.201  -0.666 -1.037  -0.557 -0.873  -0.434 -0.720  -0.359 -0.553  -0.388 -0.359  -0.418 -0.164  -0.448 0.030  -0.477 0.225  -0.507 0.419  -0.536 0.613  -0.566 0.808  -0.595 1.002  -0.633 1.194  -0.651 1.378  -0.537 1.293  -0.415 1.139  -0.327 0.963  -0.238 0.788  -0.141 0.617  -0.048 0.444  0.040 0.268  0.148 0.106  0.287 -0.033  0.403 -0.189  0.491 -0.364  0.634 -0.498  0.783 -0.627  0.868 -0.803  0.960 -0.977  1.068 -1.140  1.215 -1.270
2#lav#lav3#cl_0001/x  0.696 1.013  0.806 1.168  0.933 1.308  0.945 1.312  0.829 1.163  0.733 0.999  0.642 0.833  0.567 0.658  0.490 0.485  0.405 0.315  0.311 0.150  0.203 -0.006  0.098 -0.164  -0.009 -0.321  -0.124 -0.472  -0.240 -0.622  -0.358 -0.771  -0.491 -0.906  -0.629 -1.036  -0.756 -1.177  -0.904 -1.296  -0.825 -1.150  -0.731 -0.985  -0.663 -0.808  -0.585 -0.635  -0.551 -0.458  -0.589 -0.271  -0.627 -0.085  -0.664 0.101  -0.702 0.287  -0.739 0.473  -0.777 0.659  -0.815 0.845  -0.831 1.006  -0.657 0.931  -0.518 0.805  -0.395 0.661  -0.280 0.510  -0.161 0.362  -0.009 0.248  0.138 0.128  0.276 -0.002  0.411 -0.135  0.539 -0.275  0.644 -0.433  0.748 -0.592  0.870 -0.738  0.994 -0.882  1.116 -1.027  1.238 -1.172
2#lav#lav3#cl_0001/x  1.079 1.563  1.018 1.382  0.956 1.200  0.893 1.019  0.796 0.860  0.660 0.724  0.557 0.572  0.471 0.405  0.364 0.245  0.258 0.086  0.139 -0.064  0.014 -0.209  -0.140 -0.322  -0.280 -0.450  -0.395 -0.603  -0.516 -0.752  -0.636 -0.901  -0.762 -1.045  -0.842 -1.047  -0.729 -0.903  -0.595 -0.765  -0.466 -0.624  -0.473 -0.446  -0.516 -0.259  -0.558 -0.072  -0.601 0.114  -0.643 0.301  -0.685 0.488  -0.728 0.675  -0.770 0.862  -0.813 1.049  -0.816 1.127  -0.731 0.956  -0.645 0.785  -0.554 0.618  -0.412 0.489  -0.316 0.327  -0.202 0.185  -0.037 0.088  0.128 -0.010  0.263 -0.145  0.394 -0.285  0.513 -0.435  0.632 -0.585  0.753 -0.734  0.860 -0.892  0.958 -1.057  1.060 -1.219  1.055 -1.244  1.042 -1.052
2#lav#lav3#cl_0001/x  1.183 1.410  1.148 1.223  1.104 1.039  1.039 0.860  0.974 0.682  0.842 0.549  0.699 0.424  0.585 0.276  0.496 0.108  0.396 -0.052  0.267 -0.191  0.143 -0.335  0.033 -0.489  -0.084 -0.639  -0.208 -0.783  -0.330 -0.928  -0.452 -1.074  -0.571 -1.222  -0.689 -1.371  -0.657 -1.202  -0.633 -1.014  -0.627 -0.824  -0.621 -0.634  -0.615 -0.445  -0.609 -0.255  -0.602 -0.065  -0.596 0.125  -0.590 0.315  -0.584 0.505  -0.578 0.694  -0.572 0.884  -0.566 1.074  -0.560 1.264  -0.603 1.258  -0.636 1.072  -0.587 0.889  -0.539 0.705  -0.400 0.577  -0.290 0.424  -0.192 0.261  -0.084 0.107  0.050 -0.028  0.185 -0.162  0.316 -0.299  0.445 -0.439  0.573 -0.579  0.700 -0.720  0.827 -0.861  0.964 -0.992  1.104 -1.121
2#lav#lav3#cl_0001/x  1.105 1.464  1.051 1.295  0.961 1.139  0.879 0.977  0.794 0.818  0.691 0.671  0.578 0.530  0.467 0.387  0.357 0.244  0.255 0.095  0.150 -0.051  0.026 -0.183  -0.098 -0.314  -0.221 -0.446  -0.344 -0.579  -0.422 -0.740  -0.529 -0.884  -0.660 -1.007  -0.784 -1.094  -0.768 -0.914  -0.733 -0.737  -0.722 -0.559  -0.738 -0.379  -0.755 -0.199  -0.772 -0.019  -0.788 0.161  -0.805 0.340  -0.822 0.520  -0.838 0.700  -0.855 0.880  -0.872 1.060  -0.785 1.002  -0.663 0.868  -0.540 0.736  -0.426 0.597  -0.321 0.450  -0.217 0.302  -0.092 0.175  0.050 0.063  0.181 -0.061  0.309 -0.189  0.426 -0.326  0.541 -0.466  0.650 -0.609  0.755 -0.756  0.872 -0.892  1.005 -1.015  1.098 -1.166  1.156 -1.031  1.213 -0.859
2#lav#lav3#cl_0001/x  0.917 0.892  1.023 1.043  1.077 1.216  1.117 1.396  1.050 1.251  0.996 1.075  0.927 0.905  0.829 0.750  0.714 0.606  0.600 0.462  0.507 0.303  0.413 0.145  0.303 -0.002  0.177 -0.136  0.048 -0.268  -0.088 -0.392  -0.220 -0.521  -0.350 -0.651  -0.484 -0.777  -0.622 -0.899  -0.752 -1.028  -0.829 -1.195  -0.824 -1.121  -0.780 -0.942  -0.733 -0.764  -0.670 -0.591  -0.645 -0.415  -0.678 -0.234  -0.711 -0.053  -0.744 0.129  -0.777 0.310  -0.810 0.491  -0.843 0.672  -0.876 0.854  -0.813 0.853  -0.683 0.723  -0.553 0.592  -0.422 0.462  -0.292 0.332  -0.151 0.214  -0.004 0.104  0.137 -0.013  0.235 -0.169  0.330 -0.327  0.420 -0.488  0.512 -0.647  0.616 -0.799  0.720 -0.951  0.802 -1.116  0.880 -1.283
2#ibm#ibm0#r0207/x  -1.375 1.224  -1.243 1.091  -1.110 0.959  -0.977 0.826  -0.844 0.693  -0.713 0.559  -0.629 0.391  -0.545 0.223  -0.461 0.055  -0.377 -0.113  -0.293 -0.281  -0.209 -0.449  -0.125 -0.618  -0.025 -0.770  0.143 -0.854  0.311 -0.938  0.459 -1.050  0.592 -1.183  0.603 -1.021  0.603 -0.833  0.603 -0.645  0.603 -0.457  0.603 -0.269  0.603 -0.081  0.603 0.107  0.603 0.294  0.603 0.482  0.603 0.670  0.603 0.858  0.603 1.046  0.603 1.234  0.603 1.422  0.603 1.279  0.543 1.105  0.459 0.937  0.370 0.772  0.237 0.639  0.137 0.486  0.077 0.308  0.018 0.130  -0.041 -0.048  -0.119 -0.219  -0.203 -0.387  -0.287 -0.555  -0.371 -0.723  -0.455 -0.891  -0.496 -1.069  -0.496 -1.257  -0.496 -1.445  -0.496 -1.633
2#ibm#ibm0#r0207/x  -1.286 1.143  -1.164 1.000  -1.051 0.849  -0.938 0.698  -0.826 0.547  -0.716 0.393  -0.607 0.240  -0.493 0.089  -0.378 -0.059  -0.262 -0.208  -0.146 -0.357  -0.026 -0.502  0.095 -0.647  0.226 -0.781  0.371 -0.901  0.516 -1.022  0.650 -1.155  0.760 -1.241  0.740 -1.054  0.720 -0.867  0.699 -0.679  0.679 -0.492  0.659 -0.304  0.638 -0.117  0.618 0.070  0.598 0.258  0.577 0.445  0.557 0.633  0.537 0.820  0.516 1.007  0.496 1.195  0.476 1.382  0.447 1.442  0.401 1.259  0.355 1.076  0.282 0.903  0.198 0.735  0.113 0.566  0.018 0.403  -0.078 0.242  -0.175 0.080  -0.270 -0.083  -0.344 -0.256  -0.418 -0.430  -0.487 -0.605  -0.553 -0.782  -0.619 -0.958  -0.661 -1.142  -0.702 -1.326  -0.743 -1.510
